date,ak_fund_收盘价,ak_fund_涨跌幅,ak_fund_主力净流入-净额,ak_fund_主力净流入-净占比,ak_fund_超大单净流入-净额,ak_fund_超大单净流入-净占比,ak_fund_大单净流入-净额,ak_fund_大单净流入-净占比,ak_fund_中单净流入-净额,ak_fund_中单净流入-净占比,ak_fund_小单净流入-净额,ak_fund_小单净流入-净占比
2025-11-07,21.97,-1.17,-80278080.0,-7.57,-52446624.0,-4.95,-27831456.0,-2.62,23091392.0,2.18,57186686.0,5.39
2025-11-10,21.36,-2.78,-165972839.0,-11.82,-154809959.0,-11.03,-11162880.0,-0.8,83523840.0,5.95,82448992.0,5.87
2025-11-11,20.96,-1.87,-76867256.0,-6.46,-111908120.0,-9.41,35040864.0,2.95,62636960.0,5.27,14230304.0,1.2
2025-11-12,20.57,-1.86,-116261227.0,-11.05,-48077595.0,-4.57,-68183632.0,-6.48,26942176.0,2.56,89319047.0,8.49
2025-11-13,20.72,0.73,-44148560.0,-6.0,-16572661.0,-2.25,-27575899.0,-3.75,17684915.0,2.4,26463645.0,3.6
2025-11-14,20.3,-2.03,-72960889.0,-9.59,-37530583.0,-4.93,-35430306.0,-4.66,23784429.0,3.13,49176461.0,6.46
2025-11-17,20.13,-0.84,-72415932.0,-8.28,-59635760.0,-6.82,-12780172.0,-1.46,-4314720.0,-0.49,76730642.0,8.78
2025-11-18,20.01,-0.6,-14343323.0,-2.34,-13558202.0,-2.21,-785121.0,-0.13,2328427.0,0.38,12014896.0,1.96
2025-11-19,20.0,-0.05,-23818381.0,-3.59,-47900528.0,-7.22,24082147.0,3.63,11931611.0,1.8,11886771.0,1.79
2025-11-20,19.64,-1.8,-169769804.0,-19.35,-88888699.0,-10.13,-80881105.0,-9.22,56001846.0,6.38,113767956.0,12.97
2025-11-21,18.98,-3.36,-73622522.0,-6.83,-34888854.0,-3.24,-38733668.0,-3.59,-23312880.0,-2.16,96935408.0,8.99
2025-11-24,19.08,0.53,-40700378.0,-6.35,-27917080.0,-4.36,-12783298.0,-2.0,-840147.0,-0.13,41540524.0,6.48
2025-11-25,19.62,2.83,18930660.0,1.89,30280584.0,3.02,-11349924.0,-1.13,-4651504.0,-0.46,-14279168.0,-1.43
2025-11-26,19.98,1.83,146275873.0,12.84,128588417.0,11.29,17687456.0,1.55,-64708400.0,-5.68,-81567464.0,-7.16
2025-11-27,19.88,-0.5,-34501645.0,-3.55,31909933.0,3.28,-66411578.0,-6.83,-18395520.0,-1.89,52897159.0,5.44
2025-11-28,19.78,-0.5,-31435677.0,-5.34,-16700378.0,-2.84,-14735299.0,-2.5,-11648459.0,-1.98,43084135.0,7.32
2025-12-01,20.07,1.47,-23983071.0,-2.51,-4195439.0,-0.44,-19787632.0,-2.07,-2218896.0,-0.23,26201987.0,2.74
2025-12-02,19.84,-1.15,-139990397.0,-21.42,-104174227.0,-15.94,-35816170.0,-5.48,47647968.0,7.29,92342428.0,14.13
2025-12-03,19.7,-0.71,-45386247.0,-8.06,-44239014.0,-7.86,-1147233.0,-0.2,7653372.0,1.36,37732875.0,6.7
2025-12-04,19.82,0.61,-26472282.0,-5.52,-28351191.0,-5.91,1878909.0,0.39,-34319964.0,-7.16,60792247.0,12.68
2025-12-05,20.02,1.01,-42246447.0,-5.74,-50510262.0,-6.87,8263815.0,1.12,-6728754.0,-0.91,48975201.0,6.66
2025-12-08,20.38,1.8,52060821.0,4.86,51825877.0,4.84,234944.0,0.02,-8048368.0,-0.75,-44012463.0,-4.11
2025-12-09,20.4,0.1,-18190780.0,-2.02,-406845.0,-0.05,-17783935.0,-1.97,3716960.0,0.41,14473816.0,1.61
2025-12-10,20.75,1.72,44415446.0,3.51,41351542.0,3.27,3063904.0,0.24,-1648576.0,-0.13,-42766864.0,-3.38
2025-12-11,20.59,-0.77,11685757.0,0.85,10440605.0,0.76,1245152.0,0.09,40880400.0,2.97,-52566160.0,-3.82
2025-12-12,20.92,1.6,31986581.0,2.36,44638261.0,3.3,-12651680.0,-0.93,-54487920.0,-4.02,22501344.0,1.66
2025-12-15,20.42,-2.39,-176935726.0,-18.38,-99169590.0,-10.3,-77766136.0,-8.08,24888720.0,2.59,152047014.0,15.79
2025-12-16,19.91,-2.5,-154781065.0,-16.27,-139488113.0,-14.66,-15292952.0,-1.61,28600816.0,3.01,126180243.0,13.26
2025-12-17,21.67,8.84,506131504.0,13.58,475630336.0,12.76,30501168.0,0.82,-365264112.0,-9.8,-140867376.0,-3.78
2025-12-18,22.6,4.29,-264196032.0,-5.34,-142799520.0,-2.88,-121396512.0,-2.45,-95966928.0,-1.94,360162944.0,7.28
2025-12-19,23.76,5.13,-38785792.0,-0.82,205987440.0,4.36,-244773232.0,-5.18,-526608.0,-0.01,39312416.0,0.83
2025-12-22,26.14,10.02,711194880.0,14.9,796596624.0,16.69,-85401744.0,-1.79,-487464656.0,-10.21,-223730224.0,-4.69
2025-12-23,26.21,0.27,-442755280.0,-7.41,-257201824.0,-4.3,-185553456.0,-3.1,47931744.0,0.8,394823552.0,6.6
2025-12-24,26.93,2.75,-123643296.0,-3.11,86424400.0,2.17,-210067696.0,-5.28,88604896.0,2.23,35038384.0,0.88
2025-12-25,25.5,-5.31,-404301184.0,-9.52,-295455440.0,-6.96,-108845744.0,-2.56,84537952.0,1.99,319763232.0,7.53
2025-12-26,25.45,-0.2,-209576832.0,-7.01,-234666592.0,-7.85,25089760.0,0.84,143269808.0,4.79,66307024.0,2.22
2025-12-29,24.95,-1.96,-170874032.0,-6.38,-89281024.0,-3.34,-81593008.0,-3.05,-29591952.0,-1.11,200465968.0,7.49
2025-12-30,24.46,-1.96,-177043375.0,-8.69,-183921695.0,-9.03,6878320.0,0.34,-5760272.0,-0.28,182803664.0,8.97
2025-12-31,24.73,1.1,52629008.0,2.08,-91215776.0,-3.61,143844784.0,5.69,88151216.0,3.49,-140780224.0,-5.57
2026-01-05,24.8,0.28,7370297.0,0.35,-105024135.0,-4.96,112394432.0,5.3,31130384.0,1.47,-38500672.0,-1.82
