date,ak_fund_收盘价,ak_fund_涨跌幅,ak_fund_主力净流入-净额,ak_fund_主力净流入-净占比,ak_fund_超大单净流入-净额,ak_fund_超大单净流入-净占比,ak_fund_大单净流入-净额,ak_fund_大单净流入-净占比,ak_fund_中单净流入-净额,ak_fund_中单净流入-净占比,ak_fund_小单净流入-净额,ak_fund_小单净流入-净占比
2026-01-06,24.59,-0.85,-226630656.0,-9.03,-231485728.0,-9.22,4855072.0,0.19,21089968.0,0.84,205540688.0,8.19
2026-01-07,24.92,1.34,182542480.0,6.48,71786608.0,2.55,110755872.0,3.93,70079696.0,2.49,-252622160.0,-8.97
2026-01-08,24.58,-1.36,-248293067.0,-12.12,-147288507.0,-7.19,-101004560.0,-4.93,146520832.0,7.15,101772256.0,4.97
2026-01-09,24.59,0.04,-186499799.0,-9.51,-154528711.0,-7.88,-31971088.0,-1.63,80430048.0,4.1,106069744.0,5.41
2026-01-12,25.04,1.83,32089408.0,1.13,54442240.0,1.91,-22352832.0,-0.78,32527408.0,1.14,-64616800.0,-2.27
2026-01-13,24.05,-3.95,-236891456.0,-6.79,-135857776.0,-3.89,-101033680.0,-2.9,89736688.0,2.57,147154784.0,4.22
2026-01-14,24.95,3.74,198659120.0,5.55,157151696.0,4.39,41507424.0,1.16,-54212240.0,-1.51,-144446848.0,-4.03
2026-01-15,24.91,-0.16,32781695.0,1.83,20793439.0,1.16,11988256.0,0.67,-1779296.0,-0.1,-31002400.0,-1.73
2026-01-16,25.63,2.89,206415344.0,5.6,152347168.0,4.13,54068176.0,1.47,104891056.0,2.85,-311306384.0,-8.44
2026-01-19,27.08,5.66,-68882144.0,-1.28,-44771440.0,-0.83,-24110704.0,-0.45,60898048.0,1.13,7984096.0,0.15
2026-01-20,27.78,2.58,337848528.0,7.24,259650656.0,5.56,78197872.0,1.68,-34171744.0,-0.73,-303676800.0,-6.51
2026-01-21,27.97,0.68,128519008.0,3.19,68122656.0,1.69,60396352.0,1.5,-117881968.0,-2.93,-10637008.0,-0.26
2026-01-22,26.99,-3.5,-410585088.0,-11.84,-252808992.0,-7.29,-157776096.0,-4.55,31704768.0,0.91,378880320.0,10.93
2026-01-23,28.41,5.26,19413584.0,0.47,222681296.0,5.35,-203267712.0,-4.88,17305680.0,0.42,-36719280.0,-0.88
2026-01-26,31.01,9.15,821079632.0,10.93,779883680.0,10.38,41195952.0,0.55,-361356880.0,-4.81,-459722768.0,-6.12
2026-01-27,31.86,2.74,-255826304.0,-4.38,-397782032.0,-6.81,141955728.0,2.43,372547248.0,6.38,-116720944.0,-2.0
2026-01-28,33.62,5.52,-259469296.0,-3.89,-383502368.0,-5.75,124033072.0,1.86,130554320.0,1.96,128914992.0,1.93
2026-01-29,31.83,-5.32,-236143072.0,-5.2,-211633056.0,-4.66,-24510016.0,-0.54,163254880.0,3.59,72888192.0,1.6
2026-01-30,35.01,9.99,950151376.0,16.06,828117184.0,13.99,122034192.0,2.06,-262962144.0,-4.44,-687189232.0,-11.61
2026-02-02,34.85,-0.46,113396704.0,1.16,-187296464.0,-1.91,300693168.0,3.07,96936560.0,0.99,-210333264.0,-2.15
2026-02-03,36.28,4.1,196536160.0,3.14,143140480.0,2.29,53395680.0,0.85,-133855696.0,-2.14,-62680464.0,-1.0
2026-02-04,37.35,2.95,33485392.0,0.59,37181184.0,0.66,-3695792.0,-0.07,-34365616.0,-0.61,880208.0,0.02
2026-02-05,34.73,-7.01,-446446224.0,-8.98,-337602672.0,-6.79,-108843552.0,-2.19,52210112.0,1.05,394236112.0,7.93
2026-02-06,36.7,5.67,258411824.0,3.93,186748640.0,2.84,71663184.0,1.09,-25968544.0,-0.4,-232443296.0,-3.54
2026-02-09,38.69,5.42,400576176.0,5.19,483100208.0,6.26,-82524032.0,-1.07,-22506976.0,-0.29,-378069200.0,-4.9
2026-02-10,41.51,7.29,541526992.0,7.3,314036816.0,4.24,227490176.0,3.07,-178422096.0,-2.41,-363104880.0,-4.9
2026-02-11,41.1,-0.99,-369770336.0,-5.48,-389981968.0,-5.78,20211632.0,0.3,73065456.0,1.08,296704848.0,4.4
2026-02-12,41.85,1.82,51724768.0,1.03,228030448.0,4.56,-176305680.0,-3.52,18233872.0,0.36,-69958640.0,-1.4
2026-02-13,38.5,-8.0,-936727280.0,-16.69,-591891056.0,-10.54,-344836224.0,-6.14,256503744.0,4.57,680223552.0,12.12
2026-02-24,42.23,9.69,149253936.0,2.41,461958672.0,7.45,-312704736.0,-5.04,-292936080.0,-4.72,143682144.0,2.32
2026-02-25,40.3,-4.57,-779319040.0,-12.73,-662165824.0,-10.81,-117153216.0,-1.91,340691616.0,5.56,438627424.0,7.16
2026-02-26,44.33,10.0,1093243568.0,19.14,1242747600.0,21.76,-149504032.0,-2.62,-635358784.0,-11.13,-457884768.0,-8.02
2026-02-27,47.5,7.15,-87950384.0,-1.04,-297395648.0,-3.52,209445264.0,2.48,371637328.0,4.4,-283686944.0,-3.36
2026-03-02,49.6,4.42,316579824.0,3.53,242671312.0,2.71,73908512.0,0.82,-71099232.0,-0.79,-245480576.0,-2.74
2026-03-03,47.52,-4.19,-614418544.0,-7.73,-487276080.0,-6.13,-127142464.0,-1.6,235416464.0,2.96,379002096.0,4.77
2026-03-04,48.38,1.81,-90195312.0,-1.28,-17718576.0,-0.25,-72476736.0,-1.03,-16188352.0,-0.23,106383648.0,1.51
2026-03-05,50.9,5.21,291339024.0,3.43,346255504.0,4.08,-54916480.0,-0.65,-6825872.0,-0.08,-284513184.0,-3.35
2026-03-06,48.43,-4.85,-542813376.0,-7.95,-384047360.0,-5.62,-158766016.0,-2.32,181790048.0,2.66,361023328.0,5.28
2026-03-09,45.72,-5.6,-817820032.0,-11.49,-714457552.0,-10.04,-103362480.0,-1.45,372731824.0,5.24,445088192.0,6.25
2026-03-10,49.99,9.34,468510032.0,6.29,575050384.0,7.72,-106540352.0,-1.43,-396984128.0,-5.33,-71525888.0,-0.96
2026-03-11,50.8,1.62,-370413856.0,-4.22,-73390080.0,-0.84,-297023776.0,-3.38,-58438416.0,-0.67,428852272.0,4.89
2026-03-12,51.42,1.22,-118494832.0,-1.51,-48167072.0,-0.62,-70327760.0,-0.9,-133763984.0,-1.71,252258816.0,3.22
2026-03-13,49.68,-3.38,-382781088.0,-5.75,-305283456.0,-4.58,-77497632.0,-1.16,79450160.0,1.19,303330928.0,4.55
2026-03-16,47.23,-4.93,-387072000.0,-6.48,-97784048.0,-1.64,-289287952.0,-4.84,-145930928.0,-2.44,533002912.0,8.92
2026-03-17,43.22,-8.49,-1285996752.0,-17.98,-754800032.0,-10.55,-531196720.0,-7.43,336184976.0,4.7,949811792.0,13.28
2026-03-18,44.51,2.98,202467488.0,3.38,184106432.0,3.07,18361056.0,0.31,102672864.0,1.71,-305140352.0,-5.09
2026-03-19,43.11,-3.15,-153355712.0,-3.89,-62362256.0,-1.58,-90993456.0,-2.31,-224809680.0,-5.7,378165408.0,9.59
2026-03-20,42.98,-0.3,266878112.0,4.7,177636624.0,3.13,89241488.0,1.57,81635008.0,1.44,-348513136.0,-6.14
2026-03-23,41.36,-3.77,-243264384.0,-5.46,-208830176.0,-4.69,-34434208.0,-0.77,197239088.0,4.43,46025296.0,1.03
2026-03-24,44.37,7.28,710937792.0,11.95,406130864.0,6.83,304806928.0,5.13,-187438048.0,-3.15,-523499744.0,-8.8
2026-03-25,48.17,8.56,1081887680.0,12.7,829618432.0,9.74,252269248.0,2.96,-332421552.0,-3.9,-749466128.0,-8.8
2026-03-26,47.88,-0.6,11598480.0,0.17,-231482864.0,-3.43,243081344.0,3.6,51505200.0,0.76,-63103680.0,-0.94
2026-03-27,48.95,2.23,222707776.0,3.3,187833376.0,2.79,34874400.0,0.52,-14629520.0,-0.22,-208078272.0,-3.09
2026-03-30,53.85,10.01,936062144.0,13.48,952167152.0,13.71,-16105008.0,-0.23,-467148064.0,-6.73,-468914096.0,-6.75
2026-03-31,52.66,-2.21,-799862016.0,-8.57,-768196816.0,-8.23,-31665200.0,-0.34,298905440.0,3.2,500956576.0,5.37
2026-04-01,51.96,-1.33,-360781200.0,-5.4,-163042432.0,-2.44,-197738768.0,-2.96,185754912.0,2.78,175026288.0,2.62
2026-04-02,53.39,2.75,195740144.0,2.46,167605728.0,2.11,28134416.0,0.35,-77477536.0,-0.97,-118262608.0,-1.49
2026-04-03,58.05,8.73,941901504.0,9.6,1026092688.0,10.46,-84191184.0,-0.86,-644946784.0,-6.58,-296954720.0,-3.03
2026-04-07,58.7,1.12,-674350896.0,-6.78,-552697792.0,-5.56,-121653104.0,-1.22,290951392.0,2.92,383399504.0,3.85
2026-04-08,58.56,-0.24,-1289283232.0,-11.4,-375096624.0,-3.32,-914186608.0,-8.08,553378912.0,4.89,735904352.0,6.51
2026-04-09,59.54,1.67,-240597536.0,-2.11,-66974512.0,-0.59,-173623024.0,-1.52,-35756464.0,-0.31,276354016.0,2.42
2026-04-10,55.98,-5.98,-1440593664.0,-12.08,-714251712.0,-5.99,-726341952.0,-6.09,283255120.0,2.38,1157338528.0,9.71
2026-04-13,53.49,-4.45,-2259107744.0,-20.55,-1077824848.0,-9.81,-1181282896.0,-10.75,770174976.0,7.01,1488932752.0,13.55
2026-04-14,52.67,-1.53,-863582576.0,-10.38,-531276720.0,-6.38,-332305856.0,-3.99,204322352.0,2.46,659260224.0,7.92
2026-04-15,52.13,-1.03,-528964144.0,-7.7,-217795072.0,-3.17,-311169072.0,-4.53,206289504.0,3.0,322674624.0,4.7
2026-04-16,53.14,1.94,-98490752.0,-1.31,-8440560.0,-0.11,-90050192.0,-1.2,221396144.0,2.95,-122905376.0,-1.64
2026-04-17,55.65,4.72,800186768.0,6.91,622576000.0,5.38,177610768.0,1.53,-292882368.0,-2.53,-507304432.0,-4.38
2026-04-20,60.89,9.42,908319824.0,6.86,776372496.0,5.86,131947328.0,1.0,-455557840.0,-3.44,-452761984.0,-3.42
2026-04-21,59.8,-1.79,-373747792.0,-3.46,-595288336.0,-5.51,221540544.0,2.05,87559504.0,0.81,286188288.0,2.65
2026-04-22,65.78,10.0,1990042176.0,15.2,2395437056.0,18.29,-405394880.0,-3.1,-1139246352.0,-8.7,-850795808.0,-6.5
2026-04-23,69.52,5.69,-271288832.0,-1.44,-447968000.0,-2.39,176679168.0,0.94,-107218512.0,-0.57,378507408.0,2.02
2026-04-24,69.54,0.03,18080560.0,0.12,343641936.0,2.24,-325561376.0,-2.13,-136538576.0,-0.89,118458032.0,0.77
2026-04-27,71.38,2.65,-834413824.0,-4.66,-699238144.0,-3.9,-135175680.0,-0.75,199816608.0,1.11,634597392.0,3.54
2026-04-28,68.29,-4.33,-1483112416.0,-12.21,-993008384.0,-8.18,-490104032.0,-4.04,-86711936.0,-0.71,1569824368.0,12.93
2026-04-29,67.38,-1.33,-1032985760.0,-12.42,-646393536.0,-7.77,-386592224.0,-4.65,197597616.0,2.38,835388144.0,10.04
2026-04-30,65.7,-2.49,-1747078112.0,-16.52,-964319120.0,-9.12,-782758992.0,-7.4,467145936.0,4.42,1279932192.0,12.1
2026-05-06,71.8,9.28,1617621456.0,11.95,1243953280.0,9.19,373668176.0,2.76,-691442176.0,-5.11,-926179280.0,-6.84
2026-05-07,75.96,5.79,67924192.0,0.48,-158383488.0,-1.12,226307680.0,1.59,-176946336.0,-1.25,109022128.0,0.77
2026-05-08,77.27,1.72,-462524576.0,-3.65,-138992704.0,-1.1,-323531872.0,-2.55,67602928.0,0.53,394921648.0,3.12
2026-05-11,74.99,-2.95,-2488137824.0,-13.77,-1292607072.0,-7.15,-1195530752.0,-6.62,625281632.0,3.46,1862856080.0,10.31
