code,pubDate,statDate,profit_roeAvg,profit_npMargin,profit_gpMargin,profit_netProfit,profit_epsTTM,profit_MBRevenue,profit_totalShare,profit_liqaShare,used_pubDate,effective_date,operation_NRTurnRatio,operation_NRTurnDays,operation_INVTurnRatio,operation_INVTurnDays,operation_CATurnRatio,operation_AssetTurnRatio,growth_YOYEquity,growth_YOYAsset,growth_YOYNI,growth_YOYEPSBasic,growth_YOYPNI,solvency_currentRatio,solvency_quickRatio,solvency_cashRatio,solvency_YOYLiability,solvency_liabilityToAsset,solvency_assetToEquity,cashflow_CAToAsset,cashflow_NCAToAsset,cashflow_tangibleAssetToAsset,cashflow_ebitToInterest,cashflow_CFOToOR,cashflow_CFOToNP,cashflow_CFOToGr,dupont_dupontROE,dupont_dupontAssetStoEquity,dupont_dupontAssetTurn,dupont_dupontPnitoni,dupont_dupontNitogr,dupont_dupontTaxBurden,dupont_dupontIntburden,dupont_dupontEbittogr
sh.600487,2017-04-28,2017-03-31,0.046214,0.071251,0.217925,326127079.11,1.191768,,1241269065.0,1241269065.0,True,2017-04-29,1.016002,88.582521,0.839305,107.231537,0.327259,0.224375,0.291598,0.291698,1.384229,1.418378,1.419366,1.292109,0.883411,0.213883,0.294055,0.664726,2.982634,0.689859,0.310141,0.23268,5.889007,-0.181379,-2.545635,-0.181379,0.046214,3.394943,0.224375,0.851484,0.071251,0.812602,0.830192,0.105617
sh.600487,2017-08-30,2017-06-30,0.126944,0.073693,0.199843,841067064.29,1.370673,,1241269065.0,1241269065.0,True,2017-08-31,2.292618,78.512863,1.90196,94.639202,0.775076,0.532738,0.270924,0.336266,0.688956,1.0,1.006655,1.205701,0.77873,0.150633,0.373308,0.69108,3.237089,0.692668,0.307332,0.213891,7.577674,-0.065778,-0.8926,-0.065778,0.126944,3.543801,0.532738,0.912436,0.073693,0.852152,0.868033,0.099626
sh.600487,2017-10-30,2017-09-30,0.20883,0.093582,0.21159,1780213482.88,1.426374,,1359775587.0,1241269065.0,True,2017-10-31,3.576596,75.490773,3.53484,76.382522,1.159447,0.813936,0.79133,0.396799,0.469511,0.561611,0.594774,1.476554,1.129606,0.287812,0.251176,0.593217,2.458315,0.717281,0.282719,0.324081,8.812968,-0.077549,-0.828677,-0.077549,0.20883,2.92105,0.813936,0.938583,0.093582,0.85832,0.886531,0.122984
sh.600487,2018-04-28,2017-12-31,0.260418,0.086156,0.20084,2235759940.1,1.550865,25433850541.85,1359775587.0,1241269065.0,True,2018-04-29,5.421072,66.407524,4.701096,76.577892,1.556422,1.082106,0.768902,0.430412,0.467875,0.540688,0.601976,1.392674,1.050604,0.237101,0.325978,0.608106,2.551713,0.70515,0.29485,0.313795,9.428333,0.011337,0.131586,0.011337,0.260418,2.961433,1.082106,0.943226,0.086156,0.87149,0.893937,0.11059
sh.600487,2018-04-28,2018-03-31,0.046147,0.077632,0.211207,491219257.9,1.700926,,1359775587.0,1241269065.0,True,2018-04-29,1.094496,82.229601,0.951865,94.55123,0.320276,0.222612,0.707386,0.358649,0.50622,0.583818,0.734807,1.346606,0.962161,0.140936,0.236361,0.604896,2.530978,0.685116,0.314884,0.312635,8.468743,-0.123145,-1.586251,-0.123145,0.046147,2.722792,0.222612,0.980707,0.077632,0.871674,0.881919,0.100986
sh.600487,2018-08-30,2018-06-30,0.109519,0.079578,0.205662,1215294654.85,1.320156,,1903685822.0,1737776691.0,True,2018-08-31,2.314827,77.759576,2.287953,78.672939,0.710639,0.494068,0.770662,0.453414,0.444944,0.393795,0.526874,1.198272,0.901496,0.212149,0.354551,0.644072,2.80956,0.686923,0.313077,0.274068,6.839305,0.003413,0.042887,0.003413,0.109519,2.889047,0.494068,0.964173,0.079578,0.84604,0.853786,0.110167
sh.600487,2018-10-30,2018-09-30,0.188492,0.090285,0.211017,2176425193.01,1.336826,,1903685822.0,1860325389.0,True,2018-10-31,3.349432,80.610673,3.595608,75.091621,1.073007,0.74394,0.182814,0.354296,0.222564,0.176408,0.260982,1.171318,0.905009,0.221328,0.475045,0.646109,2.825725,0.684196,0.315804,0.275415,7.051973,0.014566,0.16133,0.014566,0.188492,2.898866,0.74394,0.968077,0.090285,0.866437,0.858196,0.121421
sh.600487,2019-04-30,2019-03-31,0.035733,0.065195,0.185732,443255518.36,1.31673,,1903685822.0,1860325389.0,True,2019-05-01,0.668746,134.5802,1.227753,73.304656,0.273621,0.181031,0.248273,0.353993,-0.097642,-0.051758,-0.051785,1.302854,1.074837,0.327474,0.417385,0.633216,2.7264,0.665451,0.334549,0.279364,4.299972,-0.077941,-1.195508,-0.077941,0.035733,2.93786,0.181031,1.030545,0.065195,0.857718,0.76744,0.099043
sh.600487,2019-04-30,2018-12-31,0.222389,0.078172,0.189154,2647366910.12,1.329834,33290738483.71,1903685822.0,1860325389.0,True,2019-05-01,4.014345,89.678388,5.84598,61.580777,1.545872,1.048624,0.1824,0.274445,0.186194,0.146552,0.20272,1.154725,0.937135,0.244099,0.320589,0.628709,2.693308,0.657524,0.342476,0.279539,7.837795,0.054723,0.700036,0.054723,0.222389,2.837009,1.048624,0.956266,0.078172,0.869925,0.872413,0.103003
sh.600487,2019-08-31,2019-06-30,0.05699,0.045981,0.171226,708671357.31,1.098114,15198765837.38,1903685822.0,1860325389.0,True,2019-09-01,1.422455,126.541831,2.695696,66.773113,0.619212,0.404727,0.196205,0.184757,-0.416873,-0.376442,-0.376464,1.213725,0.980491,0.260129,0.18334,0.643302,2.803495,0.650046,0.349954,0.272474,3.499785,-0.075542,-1.642894,-0.075542,0.05699,2.970327,0.404727,1.030987,0.045981,0.863438,0.714268,0.074556
sh.600487,2019-10-31,2019-09-30,0.091829,0.04632,0.162089,1139490227.97,0.846728,,1903687203.0,1860326770.0,True,2019-11-01,2.272577,118.807874,4.091877,65.984388,0.969355,0.636622,0.118926,0.118731,-0.47644,-0.435411,-0.4365,1.213494,0.96174,0.256458,0.12185,0.64791,2.840182,0.656058,0.343942,0.266351,3.282631,-0.044221,-0.954674,-0.044221,0.091829,2.988767,0.636622,1.041926,0.04632,0.861063,0.695366,0.077361
sh.600487,2020-04-30,2019-12-31,0.104408,0.042177,0.168937,1339529921.94,0.715515,31350098146.01,1903693659.0,1860333226.0,True,2020-05-01,3.1554,114.090135,5.742597,62.68941,1.261821,0.81845,0.093283,0.131709,-0.494014,-0.458647,-0.46195,1.303574,1.072398,0.35366,0.084042,0.600834,2.505222,0.640782,0.359218,0.266669,3.392908,0.047757,1.132318,0.047757,0.104408,2.974449,0.81845,1.016865,0.042177,0.841125,0.705268,0.071098
sh.600487,2020-04-30,2020-03-31,0.016905,0.031717,0.172747,188576563.82,0.583167,,1952745341.0,1861743620.0,True,2020-05-01,0.61242,146.957958,1.025182,87.789277,0.223207,0.141522,0.060962,0.103853,-0.574565,-0.489167,-0.488938,1.265824,1.034377,0.280832,0.046722,0.600444,2.502776,0.627541,0.372459,0.24242,2.001643,-0.180444,-5.689127,-0.180444,0.016905,3.042117,0.141522,1.237961,0.031717,0.862788,0.550839,0.066737
sh.600487,2020-08-31,2020-06-30,0.031162,0.027775,0.154403,429687477.64,0.55038,,1952757076.0,1861755355.0,True,2020-09-01,1.55963,115.412025,2.794858,64.40399,0.574398,0.368027,0.117833,0.076041,-0.393672,-0.40099,-0.393309,1.338548,1.110508,0.318564,-0.028112,0.581035,2.386835,0.640655,0.359345,0.268338,2.51699,-0.016898,-0.608393,-0.016898,0.031162,2.955158,0.368027,1.031603,0.027775,0.8564,0.6027,0.053811
sh.600487,2020-10-31,2020-09-30,0.060284,0.035011,0.15973,888024292.99,0.537047,,1952764320.0,1905123032.0,True,2020-11-01,2.507911,107.659314,4.409131,61.236563,0.950534,0.604909,0.140102,0.041358,-0.220683,-0.2784,-0.263964,1.371874,1.118237,0.295666,-0.090422,0.56592,2.303721,0.632135,0.367865,0.278714,2.700546,0.014073,0.40197,0.014073,0.060284,2.892594,0.604909,0.984061,0.035011,0.85929,0.694851,0.058637
sh.600487,2021-04-29,2021-03-31,0.013099,0.035007,0.159989,244132490.2,0.462471,,2362188782.0,1952765549.0,True,2021-04-30,0.664953,135.347828,1.174188,76.648743,0.204008,0.14013,0.458116,0.193408,0.294607,-0.088091,0.131438,1.53338,1.312699,0.556973,0.065494,0.536086,2.155571,0.696355,0.303645,0.333244,2.520917,-0.132096,-3.773384,-0.132096,0.013099,2.468026,0.14013,1.081931,0.035007,0.861216,0.633066,0.064209
sh.600487,2021-04-29,2020-12-31,0.063083,0.035789,0.164012,1159003994.55,0.449481,31682816249.39,2362188385.0,1905123864.0,True,2021-04-30,3.056555,117.779644,5.670114,63.490786,1.09313,0.721795,0.462221,0.175459,-0.134768,-0.236111,-0.220511,1.541263,1.312933,0.456834,0.014522,0.518571,2.077149,0.676908,0.323092,0.34385,3.267809,0.049789,1.391182,0.049789,0.063083,2.665643,0.721795,0.916096,0.035789,0.86497,0.693985,0.059621
sh.600487,2021-08-24,2021-06-30,0.033291,0.038513,0.165527,695431557.45,0.545923,,2362190244.0,2281483491.0,True,2021-08-25,1.52441,118.078446,2.969101,60.624411,0.523654,0.359445,0.375409,0.213959,0.618459,0.235755,0.513946,1.524704,1.30165,0.513768,0.139113,0.545212,2.198825,0.695286,0.304714,0.326575,4.260984,-0.018542,-0.481444,-0.018542,0.033291,2.492099,0.359445,0.964987,0.038513,0.820497,0.765312,0.061332
sh.600487,2021-10-28,2021-09-30,0.064438,0.046579,0.164558,1388618889.09,0.636526,,2362193251.0,2281486498.0,True,2021-10-29,2.429053,111.154413,4.751782,56.820794,0.864853,0.591428,0.360664,0.227972,0.563717,0.235033,0.505613,1.57819,1.332609,0.504485,0.156266,0.532873,2.140747,0.690278,0.309722,0.335149,4.492668,0.017246,0.370249,0.017246,0.064438,2.468708,0.591428,0.947495,0.046579,0.848907,0.82934,0.066161
