,median
prev_close,45.471800544999994
overnight_ret,-0.00010974465062413286
intraday_ret,-0.0010405827263267886
close_to_vwap,-0.06419783130964007
open_to_vwap,-0.06197657885643104
high_to_close,0.013847675568743556
close_to_low,0.011244019138755945
high_to_open,0.01114381833473499
low_to_open,-0.011894824707846419
range_pct,0.02812564155204278
close_range_pos,0.45098039215686536
upper_shadow_pct,0.006866416978776435
lower_shadow_pct,0.005893186003683271
volume_shock20,-0.10206529533984954
volume_z20,-0.26008004980273547
daily_vwap_volume_shock20,-0.10204694030448336
daily_vwap_volume_z20,-0.26008004980273547
daily_vwap_pv_shock20,-0.11066800720880843
daily_vwap_pv_z20,-0.2801016518039761
range_pct_shock20,-0.09965414143090723
range_pct_z20,-0.25192158393546976
intraday_ret_shock20,-0.9429581122646766
intraday_ret_z20,-0.07219501517470756
overnight_intraday_reversal,0.0
overnight_plus_intraday,-0.0013317174252044928
down_day_below_vwap,1.0
bar_count,48.0
first_30m_ret,-0.0010419380046887694
first_60m_ret,-0.0010377750103777172
morning_ret,-0.0010038720780152222
afternoon_ret,-0.0006358626536667744
last_30m_ret,0.0002174858634189647
last_60m_ret,0.00022962112514357536
morning_vwap,48.951862920993605
afternoon_vwap,48.78429199869812
last_30m_vwap,48.77591278957015
first_60m_volume_share,0.4204333327855526
last_30m_volume_share,0.12036359055657787
morning_vwap_to_close,-0.06331663150502387
afternoon_vwap_to_close,-0.06544248082791382
last_30m_vwap_to_close,-0.06625507793072483
morning_afternoon_reversal,0.0
first60_last30_reversal,0.0
peTTM,12.45799
pbMRQ,4.697577
psTTM,2.536544
pcfNcfTTM,27.000656
profit_roeAvg,0.127806
profit_npMargin,0.123958
profit_gpMargin,0.181719
profit_netProfit,4619297047.43
profit_epsTTM,2.881946
profit_totalShare,5322167365.0
profit_liqaShare,3601113250.0
operation_NRTurnRatio,316.522558
operation_NRTurnDays,0.655407
operation_INVTurnRatio,1.526413
operation_INVTurnDays,140.617907
operation_CATurnRatio,1.314765
operation_AssetTurnRatio,0.385713
growth_YOYEquity,0.247952
growth_YOYAsset,0.093388
growth_YOYNI,0.771075
growth_YOYEPSBasic,0.718182
growth_YOYPNI,0.685406
solvency_currentRatio,0.748901
solvency_quickRatio,0.258421
solvency_cashRatio,0.222501
solvency_YOYLiability,0.163329
solvency_liabilityToAsset,0.480687
solvency_assetToEquity,2.36799
cashflow_CAToAsset,0.325391
cashflow_NCAToAsset,0.674609
cashflow_tangibleAssetToAsset,0.356255
cashflow_ebitToInterest,7.205416
cashflow_CFOToOR,0.235997
cashflow_CFOToNP,1.608006
cashflow_CFOToGr,0.235997
dupont_dupontROE,0.127806
dupont_dupontAssetStoEquity,2.737484
dupont_dupontAssetTurn,0.385713
dupont_dupontPnitoni,0.917164
dupont_dupontNitogr,0.123958
dupont_dupontTaxBurden,1.001512
dupont_dupontIntburden,0.888874
dupont_dupontEbittogr,0.147306
fund_days_since_effective,57.0
peTTM_rank252,0.4126984126984127
pbMRQ_rank252,0.29960317460317454
psTTM_rank252,0.238095238095238
pcfNcfTTM_rank252,0.503968253968254
profit_roeAvg_chg4q,0.0
profit_npMargin_chg4q,0.0
profit_gpMargin_chg4q,0.0
profit_netProfit_chg4q,0.0
profit_epsTTM_chg4q,0.0
profit_totalShare_chg4q,0.0
profit_liqaShare_chg4q,0.0
growth_YOYEquity_chg4q,0.0
growth_YOYAsset_chg4q,0.0
growth_YOYNI_chg4q,0.0
growth_YOYEPSBasic_chg4q,0.0
growth_YOYPNI_chg4q,0.0
solvency_currentRatio_chg4q,0.0
solvency_quickRatio_chg4q,0.0
solvency_cashRatio_chg4q,0.0
solvency_YOYLiability_chg4q,0.0
solvency_liabilityToAsset_chg4q,0.0
solvency_assetToEquity_chg4q,0.0
cashflow_CAToAsset_chg4q,0.0
cashflow_NCAToAsset_chg4q,0.0
cashflow_tangibleAssetToAsset_chg4q,0.0
cashflow_ebitToInterest_chg4q,0.0
cashflow_CFOToOR_chg4q,0.0
cashflow_CFOToNP_chg4q,0.0
cashflow_CFOToGr_chg4q,0.0
dupont_dupontROE_chg4q,0.0
dupont_dupontAssetStoEquity_chg4q,0.0
dupont_dupontAssetTurn_chg4q,0.0
dupont_dupontPnitoni_chg4q,0.0
dupont_dupontNitogr_chg4q,0.0
dupont_dupontTaxBurden_chg4q,0.0
dupont_dupontIntburden_chg4q,0.0
dupont_dupontEbittogr_chg4q,0.0
bench_ret5,0.0003947583908952
bench_ret20,-0.0021799565041140667
bench_ret60,-0.0029156626543647146
bench_ma20_gap,-0.001262074560726023
bench_ma60_gap,-0.0004901972400348509
bench_vol20,0.009704894392879412
stock_ret20,-0.00189701897018979
stock_ret60,-0.0006189395502371742
stock_ma20_gap,-0.0018171906232963275
stock_ma60_gap,-0.005358595146943479
stock_vol20,0.019467004882429022
regime_market_ok,1.0
regime_market_strict,1.0
sector_open,2585.779
sector_high,2613.56
sector_low,2563.804
sector_close,2587.411
sector_volume,477402470.0
sector_amount,5768948200.0
sector_ret1,-0.0004712605116805
sector_ret5,0.00162094984609825
sector_ret20,0.0084122788610097
sector_ret60,0.0043872068432369
sector_ma20_gap,0.003937657595046
sector_ma60_gap,0.0051230506089334
sector_vol20,0.014931668164771799
sector_range_pct,0.0187524963638661
sector_range_z20,-0.2329560194274907
sector_volume_shock20,-0.0575766655677738
sector_volume_z20,-0.2392054129284399
sector_amount_shock20,-0.0597527074742382
sector_amount_z20,-0.2159588447512715
sector_vs_bench_ret5,0.00102189088146905
stock_vs_sector_ret1,-0.0013152233748304001
stock_vs_sector_ret5,-0.00315950339318705
stock_vs_sector_ret20,-0.0072531658692872
