date,sector_open,sector_high,sector_low,sector_close,sector_volume,sector_amount
2026-04-01,7320.111,7330.771,7233.256,7287.258,3654957000,47948410000.0
2026-04-02,7282.49,7392.423,7129.86,7172.773,4173665000,55146403000.0
2026-04-03,7193.891,7201.177,6987.141,7003.482,4231787900,51294581000.0
2026-04-07,7018.404,7115.07,7016.13,7059.865,3390107800,46213803000.0
2026-04-08,7214.518,7395.929,7214.518,7395.929,4409067400,63210914000.0
2026-04-09,7333.129,7339.302,7254.565,7304.775,3748730400,52306846000.0
2026-04-10,7342.561,7423.997,7330.735,7347.497,3547217500,52485788000.0
2026-04-13,7281.997,7313.176,7233.338,7310.791,3218727500,49099261000.0
2026-04-14,7361.547,7384.146,7309.59,7384.146,3505688300,53062395000.0
2026-04-15,7420.923,7564.976,7402.051,7492.269,4927618200,76815396000.0
2026-04-16,7484.932,7567.077,7378.113,7566.46,4262717300,66280966000.0
2026-04-17,7545.214,7614.182,7500.929,7600.702,3772908000,60509731000.0
2026-04-20,7596.45,7760.278,7590.13,7759.803,4640503100,75109590000.0
2026-04-21,7750.814,7750.814,7608.4,7679.529,4183850500,62990714000.0
2026-04-22,7640.668,7765.319,7635.248,7746.832,3957210000,67379777000.0
2026-04-23,7744.256,7788.229,7537.138,7632.362,4109620400,71233529000.0
2026-04-24,7587.213,7636.055,7503.209,7540.973,3546085100,61126978000.0
2026-04-27,7491.165,7537.441,7402.9,7535.486,3295666100,57686608000.0
2026-04-28,7498.661,7506.774,7406.342,7435.394,3397604700,57758647000.0
2026-04-29,7397.573,7564.853,7393.052,7542.457,3489967600,54962279000.0
2026-04-30,7551.454,7567.432,7478.896,7513.776,3425042500,54601344000.0
2026-05-06,7594.483,7695.823,7594.483,7685.697,3821936000,63645452000.0
2026-05-07,7740.512,7851.966,7740.512,7845.397,3836974800,63961215000.0
2026-05-08,7827.453,7883.331,7782.377,7871.061,3836578200,63997568000.0
2026-05-11,7928.859,7983.82,7897.773,7926.097,4469862200,78398358000.0
2026-05-12,7931.12,8113.812,7893.835,8050.453,5334741800,91600010000.0
2026-05-13,8038.248,8325.212,8033.398,8283.459,5928508100,110149119000.0
2026-05-14,8306.921,8306.921,7981.028,7981.028,5180964600,93391682000.0
2026-05-15,7972.496,8013.522,7792.348,7846.196,4710917700,81393600000.0
2026-05-18,7787.36,7920.794,7779.238,7906.086,3718012200,64980243000.0
2026-05-19,7887.967,8076.763,7859.938,8076.763,4020584300,73958533000.0
2026-05-20,8053.465,8059.427,7901.631,7992.608,3857888200,72719612000.0
2026-05-21,8006.763,8023.629,7624.705,7642.287,4173756000,76270528000.0
