entry_policy,feature_group,model_name,target_hit_bps,trades,win_rate,avg_return,median_return,compound_return,max_drawdown,profit_factor,windows
all_days,reversal_fundamental_regime_sector,xgb_d2_200_lr003_mcw5,50.0,175,0.8285714285714286,-0.00010013496406192931,0.005,-0.03226399117182743,-0.18097304610460319,0.9760713332876113,10
all_days,reversal_fundamental_regime,lgbm_leaves7_400,50.0,143,0.8321678321678322,-0.00038974592579680764,0.005,-0.0699553921663536,-0.17977820102656938,0.91409488215603,10
all_days,reversal_fundamental_regime,xgb_d4_500_lr002_mcw5,50.0,222,0.8333333333333334,-0.000395399938662973,0.005,-0.10639487216539223,-0.1570658444010734,0.9131613984223304,10
all_days,all_no_ak,lgbm_leaves7_400,50.0,169,0.8047337278106509,-0.0010475160123367428,0.005,-0.17774334407397052,-0.240830807282573,0.7919714394338253,10
all_days,reversal_fundamental_regime,xgb_d3_400_lr003_mcw3,50.0,188,0.8191489361702128,-0.0010756572588373205,0.005,-0.20045278013936862,-0.2446414004574924,0.7906113512217273,10
all_days,all_no_ak,xgb_d2_200_lr003_mcw5,50.0,237,0.7932489451476793,-0.0008783102780759952,0.005,-0.20631052613538226,-0.27289061124757386,0.8167087934281309,10
all_days,reversal_fundamental_regime_sector,lgbm_leaves7_400,50.0,170,0.8117647058823529,-0.0012649150377799041,0.005,-0.210742954049018,-0.2730914028223397,0.7606974744621924,10
all_days,reversal_fundamental_regime_sector_external,xgb_d2_200_lr003_mcw5,50.0,221,0.8099547511312217,-0.0009924162085997571,0.005,-0.21771620991426932,-0.3241237457684547,0.8020619377276564,10
all_days,all_no_ak,lgbm_leaves15_700,50.0,204,0.803921568627451,-0.0011401638848095835,0.005,-0.22729780452376602,-0.32663738721865443,0.7767951193298558,10
all_days,reversal_fundamental_regime_sector_external,xgb_d3_600_lr002_mcw3,50.0,186,0.8064516129032258,-0.0013655166133632324,0.005,-0.24308526577040535,-0.2806031501521594,0.7454910962602154,10
all_days,all_no_ak,xgb_d3_600_lr002_mcw3,50.0,218,0.8027522935779816,-0.0011794391786980314,0.005,-0.24684843789524835,-0.2530261072965957,0.7707553774939535,10
all_days,all_no_ak,xgb_d3_400_lr003_mcw3,50.0,189,0.8201058201058201,-0.0013795621592712075,0.005,-0.24952581045254718,-0.3015846553607756,0.7460973261204666,10
all_days,reversal_fundamental_regime_sector_external,xgb_d4_500_lr002_mcw5,50.0,210,0.8095238095238095,-0.0013116824060242364,0.005,-0.2613457712918509,-0.3104961442092077,0.7533182137174409,10
all_days,reversal_fundamental_regime_sector_external,lgbm_leaves7_400,50.0,189,0.8095238095238095,-0.0015292266267884016,0.005,-0.27048320854919905,-0.31153003841940075,0.7230227088561638,10
all_days,reversal_fundamental_regime,xgb_d2_200_lr003_mcw5,50.0,226,0.8185840707964602,-0.0013162949505612493,0.005,-0.2784568128203646,-0.3407777788636347,0.7553677082313787,10
all_days,all_no_ak,xgb_d4_500_lr002_mcw5,50.0,229,0.8209606986899564,-0.0014349892738762843,0.005,-0.3036753658049619,-0.33121064025085434,0.7391536197158753,10
all_days,reversal_fundamental_regime_sector_external,random_forest_600_d4,50.0,253,0.8181818181818182,-0.001314666920796945,0.005,-0.3064998151110969,-0.3267356914663192,0.7552157826260067,10
all_days,reversal_fundamental_regime,lgbm_leaves15_700,50.0,144,0.7986111111111112,-0.002415533994857504,0.005,-0.3103165959402977,-0.3458947872929117,0.622279734254254,10
all_days,reversal_fundamental_regime_sector,xgb_d4_500_lr002_mcw5,50.0,213,0.7652582159624414,-0.0016765313994567988,0.005,-0.31574102916641145,-0.35381874749140785,0.692658873186788,10
all_days,reversal_fundamental_regime,xgb_d3_600_lr002_mcw3,50.0,202,0.7970297029702971,-0.0017506535973423817,0.005,-0.3165514016016291,-0.36941373553799395,0.6930782143343431,10
all_days,reversal_fundamental_regime_sector_external,lgbm_leaves15_700,50.0,169,0.8106508875739645,-0.0021471876128913675,0.005,-0.32383007243681716,-0.35591723925627317,0.6501885671147499,10
all_days,reversal_fundamental_regime_sector_external,xgb_d3_400_lr003_mcw3,50.0,214,0.7897196261682243,-0.0017002929394629462,0.005,-0.3248060618354427,-0.33615437660434755,0.6974925881824969,10
all_days,reversal_fundamental_regime_sector,xgb_d3_400_lr003_mcw3,50.0,191,0.774869109947644,-0.002015905324121408,0.005,-0.3351615524192646,-0.3461007027993407,0.6546254851280932,10
all_days,reversal_fundamental_regime_sector,xgb_d3_600_lr002_mcw3,50.0,199,0.7587939698492462,-0.0019764784922872967,0.005,-0.33974875954840367,-0.35868221867349015,0.655550149767003,10
all_days,reversal_fundamental_regime_sector,random_forest_600_d4,50.0,206,0.8058252427184466,-0.0019134401124247088,0.005,-0.34573726181146014,-0.38004295729176485,0.6753067509055916,10
all_days,reversal_fundamental_regime_sector,lgbm_leaves15_700,50.0,215,0.786046511627907,-0.0019103779794336446,0.005,-0.35459215023256774,-0.3608134655186601,0.6702370915540498,10
all_days,reversal_fundamental_regime_sector,extra_trees_600_d3,50.0,198,0.7676767676767676,-0.0021225934257646886,0.005,-0.3588157094520117,-0.3917752644399961,0.6427825079889076,10
all_days,all_no_ak,random_forest_600_d4,50.0,217,0.7880184331797235,-0.0022953766223527895,0.005,-0.41306632517384434,-0.4332042368279114,0.6294688390779567,10
all_days,all_no_ak,extra_trees_600_d3,50.0,256,0.77734375,-0.0021417057299104865,0.005,-0.4430835914424479,-0.4549875775898087,0.6438659038214368,10
all_days,reversal_fundamental_regime,extra_trees_600_d3,50.0,236,0.7627118644067796,-0.0026519945008796806,0.005,-0.48428705382204984,-0.49821822689699413,0.5888156773748032,10
all_days,reversal_fundamental_regime,random_forest_600_d4,50.0,250,0.792,-0.0025973907967934717,0.005,-0.49989849069119163,-0.5158177131601416,0.6025153373301534,10
all_days,reversal_fundamental_regime_sector_external,extra_trees_600_d3,50.0,254,0.7559055118110236,-0.002779259474065375,0.005,-0.5249241583880211,-0.5245959762376206,0.5752971322658879,10
