date,sector_open,sector_high,sector_low,sector_close,sector_volume,sector_amount,sector_ret1,sector_ret5,sector_ret20,sector_ret60,sector_ma20_gap,sector_ma60_gap,sector_vol20,sector_range_pct,sector_range_z20,sector_volume_shock20,sector_volume_z20,sector_amount_shock20,sector_amount_z20,sector_vs_bench_ret5,stock_vs_sector_ret1,stock_vs_sector_ret5,stock_vs_sector_ret20
2025-01-02,2186.331,2240.413,2173.352,2201.434,482632800,6366278000.0,,,,,,,,0.030856023322499038,,,,,,,,,
2025-01-03,2220.731,2274.309,2220.731,2242.286,588315380,8316219900.0,0.01855699512227016,,,,,,,0.02412628994686883,,,,,,,0.007134704482472776,,
2025-01-06,2217.921,2263.745,2177.582,2221.741,418398380,5530636300.0,-0.009162524316701837,,,,,,,0.03956819995756766,,,,,,,0.00402443825376031,,
2025-01-07,2205.009,2254.997,2188.639,2254.288,344539640,4513776800.0,0.014649322310746449,,,,,,,0.03031929888848728,,,,,,,0.019566300671822967,,
2025-01-08,2243.127,2288.926,2219.129,2255.539,345321250,4774100400.0,0.0005549424031003891,,,,,,,0.03145243021023125,,,,,,,-0.01116667773393687,,
2025-01-09,2250.508,2266.869,2243.272,2257.782,264051530,3476516300.0,0.000994440796634466,0.025596043306317595,,,,,,0.010519009732212758,,,,,,0.036201726194831294,0.0034219629888545544,0.023152309789861603,
2025-01-10,2266.782,2284.12,2236.031,2243.656,284903540,3680362000.0,-0.006256582787886655,0.0006109836122598633,,,,,,0.021506410242076335,,,,,,0.011917562864111364,0.020703818968791143,0.036640140344066374,
2025-01-13,2227.839,2308.754,2223.343,2295.411,427588820,5807019000.0,0.023067261647953252,0.033158680512265004,,,,,,0.038415575104695954,,,,,,0.0454847811970224,-0.007587385486962583,0.02558889857101465,
2025-01-14,2273.308,2314.171,2263.07,2314.171,398726930,5232197400.0,0.008172828308307123,0.02656404150667524,,,,,,0.022580388587184475,,,,,,0.02012744484201464,-0.007563072210746036,-0.0022194722182855564,
2025-01-15,2307.908,2312.016,2261.038,2303.659,342034340,4433199700.0,-0.004542447381805315,0.02133414673831835,,,,,,0.022546281840464477,,,,,,0.01953675612818345,-0.03384877748108328,-0.02575055052380726,
2025-01-16,2325.013,2365.588,2320.626,2328.964,476400930,6231877900.0,0.010984698690214012,0.0315274016711975,,,0.030972732275350356,,,0.019374944519280568,-0.8969504456449585,0.22263412872671284,0.9007584013303842,0.19544242151750435,0.7190742235705712,0.026102278480029398,0.013730130207124436,-0.015823884083257855,
2025-01-17,2327.517,2352.905,2324.034,2339.786,328074890,4314368700.0,0.004646701280054177,0.04284524900430364,,,0.032855141338125726,,0.011047541150607182,0.012422795879922566,-1.635541688680151,-0.17473241650233962,-0.7309137011032728,-0.18683550389496484,-0.7189297703424247,0.021448674297391643,0.0015375906185235433,-0.035414908447028104,
2025-01-20,2328.082,2328.082,2295.774,2308.576,297141530,3980897100.0,-0.013338826713212293,0.005735356326165508,,,0.01629552117218136,,0.01048544562183683,0.014072813787419758,-1.2286663713180863,-0.24150029018471753,-1.0194231695314784,-0.23782078990037103,-0.923222390419007,-0.023052561943025292,0.014568083013150823,-0.012442673399336246,
