date,ak_fund_收盘价,ak_fund_涨跌幅,ak_fund_主力净流入-净额,ak_fund_主力净流入-净占比,ak_fund_超大单净流入-净额,ak_fund_超大单净流入-净占比,ak_fund_大单净流入-净额,ak_fund_大单净流入-净占比,ak_fund_中单净流入-净额,ak_fund_中单净流入-净占比,ak_fund_小单净流入-净额,ak_fund_小单净流入-净占比
2025-11-07,41.07,-1.79,1888679.0,0.17,22294452.0,2.03,-20405773.0,-1.86,-81756144.0,-7.46,79867451.0,7.28
2025-11-10,40.83,-0.58,-53792087.0,-5.97,11091797.0,1.23,-64883884.0,-7.2,30164608.0,3.35,23627472.0,2.62
2025-11-11,39.6,-3.01,-51701463.0,-5.39,-7892644.0,-0.82,-43808819.0,-4.57,23849728.0,2.49,27851744.0,2.9
2025-11-12,37.11,-6.29,-166483937.0,-15.09,-72546758.0,-6.57,-93937179.0,-8.51,48020384.0,4.35,118463568.0,10.73
2025-11-13,37.32,0.57,-60498912.0,-8.09,-16966451.0,-2.27,-43532461.0,-5.82,21867808.0,2.93,38631108.0,5.17
2025-11-14,37.38,0.16,21082299.0,3.24,4260352.0,0.65,16821947.0,2.58,-27083445.0,-4.16,6001145.0,0.92
2025-11-17,38.25,2.33,16506801.0,2.64,-7123724.0,-1.14,23630525.0,3.78,424368.0,0.07,-16931169.0,-2.71
2025-11-18,37.25,-2.61,-49333242.0,-12.66,-29693837.0,-7.62,-19639405.0,-5.04,23793589.0,6.11,25539652.0,6.56
2025-11-19,36.11,-3.06,-94168617.0,-17.37,-45338706.0,-8.36,-48829911.0,-9.01,-3560589.0,-0.66,97729206.0,18.02
2025-11-20,36.21,0.28,-11567764.0,-2.18,263221.0,0.05,-11830985.0,-2.23,-7618187.0,-1.44,19185951.0,3.61
2025-11-21,36.27,0.17,-20445011.0,-3.09,-14745767.0,-2.23,-5699244.0,-0.86,25794713.0,3.9,-5349703.0,-0.81
2025-11-24,36.9,1.74,13736360.0,2.53,8417250.0,1.55,5319110.0,0.98,-8280277.0,-1.52,-5456083.0,-1.0
2025-11-25,36.76,-0.38,712184.0,0.11,836100.0,0.13,-123916.0,-0.02,26570379.0,4.15,-27282564.0,-4.26
2025-11-26,36.77,0.03,-16818919.0,-4.47,-2458321.0,-0.65,-14360598.0,-3.81,9506304.0,2.52,7312615.0,1.94
2025-11-27,36.35,-1.14,-12063509.0,-3.18,4149521.0,1.09,-16213030.0,-4.27,12544653.0,3.3,-481144.0,-0.13
2025-11-28,37.47,3.08,56191025.0,11.95,33054564.0,7.03,23136461.0,4.92,7561370.0,1.61,-63752395.0,-13.56
2025-12-01,35.99,-3.95,-95921880.0,-14.82,-47842263.0,-7.39,-48079617.0,-7.43,8542724.0,1.32,87379156.0,13.5
2025-12-02,35.4,-1.64,-28510944.0,-8.15,-7522623.0,-2.15,-20988321.0,-6.0,7875109.0,2.25,20635835.0,5.9
2025-12-03,36.88,4.18,45264208.0,6.72,5079729.0,0.75,40184479.0,5.97,-21609117.0,-3.21,-23655091.0,-3.51
