code,pubDate,statDate,profit_roeAvg,profit_npMargin,profit_gpMargin,profit_netProfit,profit_epsTTM,profit_MBRevenue,profit_totalShare,profit_liqaShare,used_pubDate,effective_date,operation_NRTurnRatio,operation_NRTurnDays,operation_INVTurnRatio,operation_INVTurnDays,operation_CATurnRatio,operation_AssetTurnRatio,growth_YOYEquity,growth_YOYAsset,growth_YOYNI,growth_YOYEPSBasic,growth_YOYPNI,solvency_currentRatio,solvency_quickRatio,solvency_cashRatio,solvency_YOYLiability,solvency_liabilityToAsset,solvency_assetToEquity,cashflow_CAToAsset,cashflow_NCAToAsset,cashflow_tangibleAssetToAsset,cashflow_ebitToInterest,cashflow_CFOToOR,cashflow_CFOToNP,cashflow_CFOToGr,dupont_dupontROE,dupont_dupontAssetStoEquity,dupont_dupontAssetTurn,dupont_dupontPnitoni,dupont_dupontNitogr,dupont_dupontTaxBurden,dupont_dupontIntburden,dupont_dupontEbittogr
sh.603308,2017-04-28,2017-03-31,0.011284,0.087166,0.351131,30843484.13,0.14786,,433754341.0,400010000.0,True,2017-04-29,0.516331,174.306795,0.238415,377.492826,0.138572,0.054487,0.468431,0.333472,0.469552,0.4,0.431341,0.859963,0.540477,0.235742,0.25699,0.564479,2.296099,0.399795,0.600205,0.36948,2.214853,-0.106236,-1.218787,-0.106236,0.011284,2.336296,0.054487,1.016939,0.087166,0.992997,0.548503,0.160036
sh.603308,2017-08-30,2017-06-30,0.020059,0.076392,0.336962,55306751.23,0.159635,,433754341.0,400010000.0,True,2017-08-31,1.022451,176.047513,0.477175,377.220168,0.290817,0.112568,0.019472,0.029784,0.356296,0.3,0.351074,0.837084,0.481546,0.150134,0.039948,0.551848,2.231387,0.387734,0.612266,0.381231,2.237912,0.074197,0.971279,0.074197,0.020059,2.3025,0.112568,1.013109,0.076392,0.898348,0.553155,0.153728
sh.603308,2017-10-31,2017-09-30,0.024121,0.062815,0.34053,66205792.55,0.162553,,433754341.0,400010000.0,True,2017-11-01,1.545831,174.663375,0.680876,396.54778,0.403369,0.160341,0.020317,0.223995,0.348343,0.230769,0.307529,0.842538,0.507664,0.219944,0.439548,0.571823,2.335482,0.408009,0.591991,0.363501,1.775356,0.139644,2.223093,0.139644,0.024121,2.356473,0.160341,1.016316,0.062815,0.912318,0.436733,0.157653
sh.603308,2018-04-27,2017-12-31,0.021546,0.041061,0.32285,56448816.65,0.138725,1349347017.77,433754341.0,400010000.0,True,2018-04-28,2.103557,171.138725,0.89365,402.842078,0.533839,0.208632,0.020371,0.061008,0.056565,0.076923,0.1004,0.852257,0.490719,0.227069,0.09576,0.573741,2.345991,0.394967,0.605033,0.349164,1.5026,0.087919,2.141184,0.087919,0.021546,2.35946,0.208632,1.065969,0.041061,0.949743,0.334487,0.129253
sh.603308,2018-04-27,2018-03-31,0.011547,0.081193,0.352997,33046493.52,0.142029,,433754341.0,400010000.0,True,2018-04-28,0.618065,145.615646,0.229302,392.495718,0.151446,0.059546,0.023351,0.044298,0.071425,0.142857,0.045692,0.853237,0.485991,0.226185,0.062575,0.574358,2.349391,0.391429,0.608571,0.339082,1.874426,0.085757,1.056217,0.085757,0.011547,2.406384,0.059546,0.992514,0.081193,0.863833,0.466503,0.20148
sh.603308,2018-08-30,2018-06-30,0.020095,0.068046,0.341182,56152631.96,0.14086,825217744.76,433754341.0,400010000.0,True,2018-08-31,1.113181,161.698707,0.460904,390.536783,0.293818,0.118634,0.009231,0.101843,0.015294,0.0,0.01653,0.866637,0.506005,0.202429,0.172613,0.587293,2.423025,0.41214,0.58786,0.323693,1.930011,0.056413,0.829047,0.056413,0.020095,2.454072,0.118634,1.014342,0.068046,0.87377,0.481868,0.161613
sh.603308,2018-10-31,2018-09-30,0.024445,0.053878,0.344414,69031103.34,0.14419,,433754341.0,400010000.0,True,2018-11-01,1.957954,137.899063,0.708821,380.914169,0.446468,0.181525,0.022631,0.085843,0.042675,0.066667,0.035226,0.87795,0.524083,0.230736,0.127851,0.593945,2.46272,0.417326,0.582674,0.313234,1.758272,0.103855,1.927583,0.103855,0.024445,2.477012,0.181525,1.009056,0.053878,0.881995,0.43126,0.141647
sh.603308,2019-04-30,2019-03-31,0.013006,0.068247,0.356482,34294312.98,0.179786,,433754341.0,400010000.0,True,2019-05-01,0.709756,126.804064,0.259895,346.293445,0.148633,0.063977,0.016364,0.109606,0.03776,0.0,0.147627,0.921707,0.552038,0.303167,0.047696,0.542311,2.184891,0.405024,0.594976,0.290692,1.992793,0.174929,2.563172,0.174929,0.013006,2.713991,0.063977,1.097591,0.068247,0.882035,0.498192,0.155311
sh.603308,2019-04-30,2018-12-31,0.025654,0.040417,0.356438,67949893.81,0.168623,1641426587.63,433754341.0,400010000.0,True,2019-05-01,2.479882,145.168178,0.907689,396.611641,0.529801,0.226389,0.021391,0.189186,0.203743,0.214286,0.215515,1.006702,0.664286,0.449374,0.17956,0.569097,2.320708,0.454506,0.545494,0.283706,1.742814,0.228289,5.648326,0.228289,0.025654,2.604696,0.226389,1.076393,0.040417,0.832178,0.373086,0.130179
sh.603308,2019-08-31,2019-06-30,0.024018,0.068563,0.357298,65244869.87,0.198888,929493668.29,433754341.0,433754341.0,True,2019-09-01,1.352235,133.112949,0.491764,366.028972,0.266663,0.117747,0.037537,0.135803,0.16192,0.230769,0.230484,0.944111,0.606725,0.375301,0.087588,0.562362,2.284995,0.428651,0.571349,0.278601,2.217405,0.37355,5.448262,0.37355,0.024018,2.769521,0.117747,1.074197,0.068563,0.879195,0.53888,0.144715
