stock_code,sample_path,feature_set,train_days,model_family,model_name,params,n_features,n_windows,n_test_rows,median_spearman,mean_spearman,mean_pearson,median_rmse_norm,mean_rmse_norm,median_r2,mean_r2,median_pred_std_ratio,median_train_fit_spearman,mean_train_fit_spearman,median_train_fit_rmse_norm,mean_train_fit_rmse_norm,median_train_fit_r2,mean_train_fit_r2,median_train_fit_pred_std_ratio,mean_target_std,passes_min_signal
603308,saved_data/603308_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,A,504,constant,constant_mean,{},26,49,1029,,,,1.0117665082673135,1.0260136306053291,-0.023671467251431766,-0.05401163471738972,2.8832989988731426e-18,,,1.0,1.0,0.0,0.0,3.3629758367854736e-18,288.00271969487613,False
