symbol,source_path,daily_cache_path,timestamp_meta_path,bar_times_observed,status,rows,error
002128,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002128_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002128_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002128_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1552,
002129,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002129_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002129_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002129_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1561,
002130,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002130_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002130_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002130_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1561,
002131,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002131_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002131_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002131_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1558,
002138,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002138_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002138_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002138_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1561,
002142,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002142_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002142_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002142_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1555,
002145,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002145_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002145_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002145_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1561,
002149,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002149_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002149_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002149_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1561,
002151,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002151_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002151_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002151_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1561,
002152,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002152_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002152_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002152_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1561,
002155,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002155_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002155_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002155_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1552,
002156,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002156_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002156_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002156_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1561,
002157,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002157_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002157_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002157_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1558,
002158,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002158_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002158_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002158_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1561,
002171,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002171_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002171_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002171_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1561,
002176,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002176_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002176_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002176_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1549,
002179,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002179_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002179_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002179_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1561,
002180,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002180_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002180_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002180_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1552,
002181,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002181_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002181_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002181_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1561,
002183,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002183_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002183_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002183_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1561,
002185,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002185_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002185_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002185_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1551,
002192,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002192_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002192_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002192_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1559,
002195,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002195_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002195_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002195_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1561,
002202,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002202_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002202_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002202_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1561,
002203,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002203_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002203_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002203_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1561,
002208,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002208_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002208_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002208_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1551,
002222,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002222_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002222_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002222_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1561,
002223,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002223_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002223_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002223_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1561,
002230,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002230_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002230_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002230_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1561,
002236,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002236_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002236_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002236_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1561,
002237,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002237_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002237_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002237_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1561,
002240,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002240_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002240_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002240_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1561,
002241,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002241_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002241_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002241_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1561,
002244,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002244_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002244_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002244_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1561,
002245,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002245_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002245_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002245_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1557,
002249,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002249_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002249_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002249_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1561,
002252,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002252_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002252_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002252_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1551,
002254,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002254_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002254_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002254_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1549,
002261,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002261_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002261_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002261_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1561,
002262,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002262_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002262_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002262_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1561,
002265,saved_data/ashare_ml4t/ch12_as1455/baostock_5m_cache/002265_5m_raw.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002265_as1455_daily.csv,saved_data/ashare_ml4t/ch12_as1455/as1455_daily_cache/002265_as1455_daily.timestamp.json,09:35 09:40 09:45 09:50 09:55 10:00 10:05 10:10 10:15 10:20 10:25 10:30 10:35 10:40 10:45 10:50 10:55 11:00 11:05 11:10 11:15 11:20 11:25 11:30 13:05 13:10 13:15 13:20 13:25 13:30 13:35 13:40 13:45 13:50 13:55 14:00 14:05 14:10 14:15 14:20 14:25 14:30 14:35 14:40 14:45 14:50 14:55 15:00,cached,1550,
