symbol,factor_missing,factor_basis,raw_daily_obs,as1455_dates,matched_factor_dates,missing_factor_dates,factor_obs,factor_min,factor_max,factor_jump_dates
002318,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.7990904053784604,1.0,7
002320,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.4091399499576108,1.0,7
002326,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1556,1556,0,1593,0.9906512671182187,1.0,2
002335,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.37949565299880755,1.0,8
002340,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9586435779252439,1.0,6
002352,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1558,1558,0,1593,0.9063454527884943,1.0,9
002353,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9293303483027088,1.0,9
002364,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9521143493992973,1.0,5
002371,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.7349751233002213,1.0,4
002372,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.7712700064966896,1.0,9
002378,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.7342901374996418,1.0,4
002379,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1551,1551,0,1593,0.9906296851574213,1.0,1
002384,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9625153026507216,1.0,6
002389,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9810779999917804,1.0,7
002396,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.7295716208994293,1.0,7
002402,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9527665520516162,1.0,7
002405,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9982287012495268,1.0,2
002407,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.6646890885033503,1.0,7
002408,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1552,1552,0,1593,0.6528487979572837,1.0,7
002409,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9635268637153805,1.0,9
002410,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.6760948120726068,1.0,7
002413,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,1.0,1.0,0
002414,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.22042593510947575,1.0,5
002415,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.8423399680616661,1.0,8
002416,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.7231958076748268,1.0,7
002422,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.8666641276278815,1.0,9
002423,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9276795603486655,1.0,6
002428,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9963237697787835,1.0,2
002429,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1556,1556,0,1593,0.9323683741675688,1.0,4
002430,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.8778862279263033,1.0,9
002432,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.8948979368842591,1.0,6
002436,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.963905745076693,1.0,7
002444,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.935446736120891,1.0,7
002456,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1551,1551,0,1593,0.9983579896125132,1.0,2
002459,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.4877899385864454,1.0,4
002460,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.6739078218193424,1.0,6
002461,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9035816899888798,1.0,7
002463,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.844294470470319,1.0,7
002465,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9248566275846103,1.0,7
002466,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.7755741079173114,1.0,3
002468,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9785855303689133,1.0,4
002472,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9690596211392482,1.0,7
002475,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.7475456868675706,1.0,7
002484,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9338137343271871,1.0,7
002487,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.979231559503047,1.0,7
002491,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,1.0,1.0,0
002493,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.6236693550036453,1.0,7
002497,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9647168788196452,1.0,5
002498,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.933977378275496,1.0,7
002500,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1555,1555,0,1593,0.8558733967799997,1.0,9
002506,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,1.0,1.0,0
002507,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.6735023424467957,1.0,8
002508,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.8062324444549848,1.0,10
002517,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9596323133843635,1.0,5
002518,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9123150339160067,1.0,7
002531,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1555,1555,0,1593,0.9508459546620658,1.0,5
002532,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1560,1560,0,1593,0.8166971345336297,1.0,10
002534,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.8807233547110571,1.0,7
002536,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.891955786639741,1.0,7
002544,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9792317912030986,1.0,5
002545,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.8421068799278014,1.0,6
002552,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1588,1548,1548,0,1588,0.9768416984686731,1.0,2
002555,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.7722706962783932,1.0,18
002558,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9107367181707443,1.0,10
002565,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9798876549586777,1.0,2
002568,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.4772181506124824,1.0,6
002594,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.32348729205554044,1.0,5
002595,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.6258723611239932,1.0,8
002600,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9492993053856132,1.0,7
002601,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.7400489420122716,1.0,13
002603,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.6394105762088264,1.0,6
002608,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9321408135113868,1.0,4
002611,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9874342011959042,1.0,2
002617,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,1.0,1.0,0
002624,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.5439186943020792,1.0,7
002625,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9840848370345463,1.0,2
002636,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1560,1560,0,1593,0.9597704898455472,1.0,6
002643,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9052167656341827,1.0,7
002645,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1560,1560,0,1593,0.8036209571826154,1.0,5
002648,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.324136444214541,1.0,7
002653,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9487065696846302,1.0,8
002654,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,1.0,1.0,0
002670,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1531,1531,0,1593,1.0,1.0,0
002673,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9165430437190063,1.0,11
002683,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1551,1551,0,1593,0.9027358289029709,1.0,9
002709,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.27995557639980356,1.0,8
002714,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.378063988910684,1.0,8
002716,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1549,1549,0,1593,1.0,1.0,0
002733,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.953058757627961,1.0,6
002736,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1551,1551,0,1593,0.8265775796632596,1.0,7
002738,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.4747492775161728,1.0,7
002739,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1556,1556,0,1593,1.0,1.0,0
002741,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9938487016903972,1.0,2
002747,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9913336658203522,1.0,4
002756,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.6293428585510447,1.0,10
002759,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9524264869212287,1.0,4
002768,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9472325357337402,1.0,6
002773,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9080023039619481,1.0,7
002779,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.7075284800203623,1.0,5
002797,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9606052185727729,1.0,8
002812,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1546,1546,0,1593,0.9516605125131333,1.0,6
002815,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.8762027301646126,1.0,7
002821,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.6726483665079892,1.0,6
002831,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.6133040539469156,1.0,10
002837,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.17218740361872042,1.0,7
002838,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1551,1551,0,1593,0.9566243097277897,1.0,9
002841,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.8951061545748648,1.0,7
002850,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.944542545786327,1.0,7
002851,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9709531869594995,1.0,6
002859,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1551,1551,0,1593,0.595627870258613,1.0,9
002865,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.6949302159799258,1.0,4
002867,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.5012583354770827,1.0,10
002895,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.8045235321290402,1.0,7
002896,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.43487732355964814,1.0,6
002897,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9766816633302416,1.0,7
002906,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9299744021963446,1.0,7
002911,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.3453087370924628,1.0,9
002913,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.44897774014092223,1.0,6
002916,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.5126748375864559,1.0,7
002920,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1560,1560,0,1593,0.9540049671211729,1.0,7
002922,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.5299779166936422,1.0,8
002925,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.48530839100977435,1.0,8
002926,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9477826151139161,1.0,7
002929,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9666350256988215,1.0,6
002938,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.8789759493184716,1.0,7
002939,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9153156875191271,1.0,8
002945,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9790217289109684,1.0,5
002946,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9236435099563254,1.0,9
002947,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.5446265682258147,1.0,7
002948,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1555,1555,0,1593,0.7253968683686453,1.0,7
002958,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.8437970856446594,1.0,5
300001,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9776528131121499,1.0,7
300002,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.978553404427124,1.0,4
300003,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9061783086590895,1.0,8
300005,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1558,1558,0,1593,0.9808418127097873,1.0,4
300012,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9618084753335036,1.0,8
300014,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.5065407819313794,1.0,7
300015,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1560,1560,0,1593,0.33624492978119136,1.0,7
300017,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9163829904597812,1.0,7
300024,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,1.0,1.0,0
300033,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.6495413461205741,1.0,7
300034,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.6032969079971913,1.0,7
300037,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.5188508786744309,1.0,7
300054,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9908221562782393,1.0,5
300058,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.7012260632841387,1.0,4
300059,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.4721711001322014,1.0,7
300073,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1551,1551,0,1593,0.9483009314580051,1.0,6
300083,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1551,1551,0,1593,1.0,1.0,0
300085,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9994148624926857,1.0,1
300088,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9240523248295439,1.0,7
300100,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.6574804418294972,1.0,4
300102,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9932597472398956,1.0,3
300115,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.8195905157625533,1.0,3
300122,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.6304231117990633,1.0,6
300124,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.641289004638496,1.0,7
300131,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1541,1541,0,1593,1.0,1.0,0
300136,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9818733535885115,1.0,6
300142,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1559,1559,0,1593,0.993609057890832,1.0,5
300144,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.5069467377039806,1.0,7
300166,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9964513839602555,1.0,1
300170,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9832501694776589,1.0,5
300179,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.8903936794362499,1.0,5
300184,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,1.0,1.0,0
300199,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,1.0,1.0,0
300201,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1520,1520,0,1593,0.9839336059957521,1.0,3
300207,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9639880854113472,1.0,8
300209,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1557,1557,0,1593,0.7615262321144675,1.0,1
300223,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9894554229773623,1.0,6
300229,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.6548973756959101,1.0,5
300236,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9683283347554785,1.0,7
300251,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9351718013180756,1.0,7
300253,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1556,1556,0,1593,0.7614993541517635,1.0,6
300255,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9935480864328582,1.0,2
300257,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9695965901503921,1.0,4
300260,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.5462922532309608,1.0,6
300263,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.968696676969455,1.0,7
300274,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.6835349110927346,1.0,8
300285,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9694486758749936,1.0,8
300296,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9331886271733122,1.0,7
300302,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9981257992850626,1.0,2
300304,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9445044517716539,1.0,9
300308,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.7026508161877859,1.0,8
300316,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.944222765403008,1.0,7
300319,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1551,1551,0,1593,0.9534984208947536,1.0,5
300323,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1556,1556,0,1593,1.0,1.0,0
300328,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.6622201270920903,1.0,2
300331,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9966284558327714,1.0,1
300339,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1556,1556,0,1593,0.9969897295625925,1.0,2
300342,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9580777866979119,1.0,5
300346,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1553,1553,0,1593,0.6262492573357581,1.0,10
300347,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9634583318411609,1.0,6
300364,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,1.0,1.0,0
300373,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1551,1551,0,1593,0.9362728301158412,1.0,9
300383,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9795451392964816,1.0,6
300390,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.6690681867903795,1.0,6
300394,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.18963600261702235,1.0,9
300395,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.6476512486910263,1.0,6
300398,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9753401705928616,1.0,7
300408,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9392833176153311,1.0,7
300409,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9221727856614685,1.0,8
300413,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9697206947391791,1.0,6
300418,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9834845511103191,1.0,4
300432,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.272077449307293,1.0,5
300433,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9150228859493743,1.0,7
300438,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1557,1557,0,1593,0.6606452157882524,1.0,6
300442,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1545,1545,0,1593,0.5196171593778781,1.0,8
300450,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.5930398153974229,1.0,6
300454,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9959181255174444,1.0,5
300455,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9858242431995493,1.0,6
300456,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9856270077541297,1.0,5
300457,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.645610244783167,1.0,6
300458,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.3189555370827328,1.0,7
300468,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.36877760886983757,1.0,7
300469,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1557,1557,0,1593,1.0,1.0,0
300474,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.6603475158239246,1.0,6
300475,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1553,1553,0,1593,0.6713269279599029,1.0,6
300476,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9461046779865996,1.0,7
300487,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.4210315869954669,1.0,8
300489,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1556,1556,0,1593,0.6667436489607391,1.0,1
300496,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9771313786029188,1.0,8
300498,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.7335328232068175,1.0,9
300502,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.1820511288725659,1.0,7
300503,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9860953295442313,1.0,4
300548,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1557,1557,0,1593,0.3603686684458466,1.0,5
300558,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9775166628542716,1.0,7
300567,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9765470764768915,1.0,6
300568,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.22289762920446665,1.0,7
300570,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.9127586091327397,1.0,6
300593,False,raw_daily_preclose/prev_raw_close_reverse_cumprod,1593,1561,1561,0,1593,0.33625273087138413,1.0,5
