date,open,high,low,close,volume,event_flag,no_price_limit_flag
2025-01-02,105.9514375,106.898768,101.4740544,102.7005981,30243055,0,0
2025-01-03,103.308884,106.300454,99.8087471,102.810289,34128860,0,0
2025-01-06,103.3487716,104.505512,98.3528497,99.2602926,31342042,0,0
2025-01-07,100.1577636,106.0312127,99.3699835,104.904388,33877141,0,0
2025-01-08,103.8673104,115.3948268,103.508322,114.3278335,62000544,0,0
2025-01-09,113.0015708,124.9379351,112.7921609,122.554651,63692089,0,0
2025-01-10,119.6628,123.5119534,119.5431372,120.161395,35924514,0,0
2025-01-13,118.66561,121.557461,115.7039557,117.5188415,31307714,0,0
2025-01-14,117.6584481,129.2757116,114.1882269,129.2757116,50403030,0,0
2025-01-15,129.4252901,137.412782,127.8497299,132.4866634,53533607,0,0
2025-01-16,131.6988833,133.5037972,124.8182723,127.839758,39402398,0,0
2025-01-17,128.537791,137.3728944,128.0790836,134.4112401,41894466,0,0
2025-01-20,134.421212,134.5009872,130.63189,132.62627,27594094,0,0
2025-01-21,133.6533757,139.407162,127.7599828,131.728799,44660065,0,0
2025-01-22,129.6347,138.908567,128.238634,135.8272499,40713332,0,0
2025-01-23,136.61503,140.60379,129.2856835,130.1033793,39825455,0,0
2025-01-24,129.4252901,131.3099792,127.0918655,130.133295,33673487,0,0
2025-01-27,128.9765546,131.0806255,126.1345631,127.042006,22323026,0,0
2025-02-05,133.6035162,138.3202249,132.8755675,134.9696665,35421388,0,0
2025-02-06,132.725989,142.997046,132.62627,140.2348297,36858239,0,0
2025-02-07,139.108005,143.1466245,135.0893293,138.1706464,35777905,0,0
2025-02-10,138.110815,138.110815,133.5337129,134.2516897,26470460,0,0
2025-02-11,134.221774,135.9967722,131.6191081,133.62346,20152162,0,0
2025-02-12,133.124865,135.0594136,130.6219181,134.6007062,25482693,0,0
2025-02-13,134.5009872,134.5009872,126.64313,127.3212192,36499480,0,0
2025-02-14,126.9123713,128.0790836,124.6886376,126.9622308,26186191,0,0
2025-02-17,126.942287,128.438072,125.4564739,127.1317531,27084377,0,0
2025-02-18,127.042006,127.1018374,122.3352692,123.1230493,28645241,0,0
2025-02-19,123.1130774,128.0790836,122.65437,127.1516969,34409434,0,0
2025-02-20,127.141725,129.6446719,124.64875,128.0292241,23578672,0,0
2025-02-21,128.0491679,139.806038,127.241444,137.6620795,49534145,0,0
2025-02-24,138.409972,147.1453564,136.6648895,142.59817,39675449,0,0
2025-02-25,138.60941,141.3516825,134.9796384,136.61503,35920869,0,0
2025-02-26,136.61503,137.113625,130.9410189,136.3856763,27619535,0,0
2025-02-27,135.61784,138.1008431,130.1432669,133.3641906,27343186,0,0
2025-02-28,131.6191081,140.3744363,130.7415809,131.4595577,44693919,0,0
2025-03-03,134.62065,134.62065,126.0348441,129.2158802,27599626,0,0
2025-03-04,126.5035234,137.2532316,123.6615319,134.122055,35213977,0,0
2025-03-05,135.019526,137.4925572,132.62627,135.4981772,24585421,0,0
2025-03-06,135.518121,139.4370777,134.8300599,137.3429787,27212285,0,0
2025-03-07,135.9568846,135.9668565,130.831328,134.3015492,28299207,0,0
2025-03-10,131.8384899,133.6334319,130.2729016,132.1476188,17774324,0,0
2025-03-11,128.7472009,130.432452,126.942287,127.8198142,21403793,0,0
2025-03-12,129.0264141,130.8213561,126.7927085,128.1189712,19880842,0,0
2025-03-13,127.1915845,127.8297861,122.65437,123.9307732,21533469,0,0
2025-03-14,123.6116724,130.0734636,123.452122,129.5250091,24206585,0,0
2025-03-17,128.9167232,129.7443909,127.141725,127.6702357,12371773,0,0
2025-03-18,128.4181282,131.828518,127.6602638,129.5449529,19766333,0,0
2025-03-19,128.63751,131.6091362,127.7500109,130.5820305,18851352,0,0
2025-03-20,129.9438289,132.5165791,127.7699547,128.039196,15136489,0,0
2025-03-21,126.64313,127.7699547,122.8338642,123.2626559,16610566,0,0
2025-03-24,123.4620939,124.848188,121.5076015,124.7684128,15131146,0,0
2025-03-25,124.0105484,124.449312,118.6257224,118.9747389,20542677,0,0
2025-03-26,118.9747389,119.8024066,116.2524102,116.6313424,19642505,0,0
2025-03-27,116.2224945,119.9519851,116.2224945,117.2994597,14242454,0,0
2025-03-28,116.67123,117.8878018,116.3222135,116.6812019,8404063,0,0
2025-03-31,116.7210895,117.5587291,113.779379,116.5515672,12308461,0,0
2025-04-01,117.169825,118.6456662,115.474602,117.1598531,12079635,0,0
2025-04-02,117.1598531,118.3465092,116.372073,117.2595721,7960755,0,0
2025-04-03,115.3250235,117.967577,114.577131,115.4247425,9981755,0,0
2025-04-07,104.70495,111.6753081,103.8872542,103.907198,25454171,0,0
2025-04-08,105.5625334,106.3602854,100.5965272,103.1892212,26951963,0,0
2025-04-09,101.7034081,107.197925,98.5921753,104.6650624,27581007,0,0
2025-04-10,108.6837381,110.2094388,106.3802292,107.596801,21466858,0,0
2025-04-11,107.3873911,116.471792,105.801859,112.0043808,32246519,0,0
2025-04-14,113.9987608,114.1682831,110.0698322,111.4160387,18581758,0,0
2025-04-15,110.68809,111.4260106,108.494272,109.6909,12675010,0,0
2025-04-16,109.8005909,110.289214,106.69933,108.8831761,12639317,0,0
2025-04-17,108.6239067,110.6980619,107.9757332,108.893148,11004359,0,0
2025-04-18,108.5740472,108.5740472,107.0882341,107.995677,6922479,0,0
2025-04-21,108.6039629,112.68247,107.7064919,112.1439874,13940203,0,0
2025-04-22,112.0741841,115.4546582,111.6354205,112.0342965,13886010,0,0
2025-04-23,112.6724981,114.776569,111.8946899,114.277974,15109330,0,0
2025-04-24,114.776569,114.776569,109.890338,110.8476404,15513043,0,0
2025-04-25,110.887528,114.5571872,110.3689892,112.3135097,16191299,0,0
2025-04-28,112.3135097,115.175445,109.5014339,114.876288,21757291,0,0
2025-04-29,115.873478,126.3639168,115.7937028,126.3639168,43808595,0,0
2025-04-30,126.5234672,129.335543,125.147345,128.3283811,33476045,0,0
2025-05-06,130.1931264,134.6605376,129.933857,131.4795015,30197967,0,0
2025-05-07,131.6889114,132.3969163,128.9865265,129.9837165,18104363,0,0
2025-05-08,128.7472009,129.6347,126.6730457,127.1616688,16185154,0,0
2025-05-09,125.9650408,126.5832986,123.3623749,124.050436,16554790,0,0
2025-05-12,125.1573169,126.2641978,123.5219253,125.1274012,12913098,0,0
2025-05-13,126.6730457,128.1588588,124.8083004,125.1573169,17563257,0,0
2025-05-14,125.1772607,127.2813316,123.1330212,124.1401831,14648376,0,0
2025-05-15,123.65156,124.2399021,121.158585,121.65718,12437269,0,0
2025-05-16,121.6870957,123.0333022,121.4078825,121.9463651,8363431,0,0
