feature_group,model_family,status,returncode,start_time,end_time,elapsed_seconds,log_file,out_dir
ml4t_external,ridge,failed,137,2026-05-31 23:19:19,2026-06-01 02:16:14,10615,saved_data/ml4t_asof1455_lgbm_pipeline_out/logs/regression_pool_20260531_231919/reg_ml4t_external_ridge_train756_test21_pos3.log,saved_data/ml4t_asof1455_lgbm_pipeline_out/99_summary/reg_ml4t_external_ridge_train756_test21_pos3
ml4t_external,elasticnet,failed,137,2026-06-01 02:16:14,2026-06-01 03:26:24,4210,saved_data/ml4t_asof1455_lgbm_pipeline_out/logs/regression_pool_20260531_231919/reg_ml4t_external_elasticnet_train756_test21_pos3.log,saved_data/ml4t_asof1455_lgbm_pipeline_out/99_summary/reg_ml4t_external_elasticnet_train756_test21_pos3
ml4t_external,extratrees,failed,137,2026-06-01 03:26:24,2026-06-01 06:01:58,9334,saved_data/ml4t_asof1455_lgbm_pipeline_out/logs/regression_pool_20260531_231919/reg_ml4t_external_extratrees_train756_test21_pos3.log,saved_data/ml4t_asof1455_lgbm_pipeline_out/99_summary/reg_ml4t_external_extratrees_train756_test21_pos3
ml4t_external,lgbm_l1,failed,137,2026-06-01 06:01:58,2026-06-01 07:36:44,5686,saved_data/ml4t_asof1455_lgbm_pipeline_out/logs/regression_pool_20260531_231919/reg_ml4t_external_lgbm_l1_train756_test21_pos3.log,saved_data/ml4t_asof1455_lgbm_pipeline_out/99_summary/reg_ml4t_external_lgbm_l1_train756_test21_pos3
ml4t_external,lgbm_huber,failed,137,2026-06-01 07:36:44,2026-06-01 09:19:30,6166,saved_data/ml4t_asof1455_lgbm_pipeline_out/logs/regression_pool_20260531_231919/reg_ml4t_external_lgbm_huber_train756_test21_pos3.log,saved_data/ml4t_asof1455_lgbm_pipeline_out/99_summary/reg_ml4t_external_lgbm_huber_train756_test21_pos3
