date,open,high,low,close,volume,event_flag,no_price_limit_flag,ema20,ema60,atr14,atrp14,rsi14,rvol20,close_pos,b10_prev,r5,resistance,obv,obv_ma20,obv_std20,bench_close,bench_ret5,ret5,rs5,x1_price_vs_ema20,x2_ema20_vs_ema60,x3_break_b10,x4_close_pos,x5_log_rvol20,x6_obv_z,x7_rs5,x8_atrp_rank,z_x1_price_vs_ema20,z_x2_ema20_vs_ema60,z_x3_break_b10,z_x4_close_pos,z_x5_log_rvol20,z_x6_obv_z,z_x7_rs5,z_x8_atrp_rank,label_rev,p_rev,cv_best_l2,cv_logloss,cv_folds_used,train_n,coef_intercept,coef_z_x1_price_vs_ema20,coef_z_x2_ema20_vs_ema60,coef_z_x3_break_b10,coef_z_x4_close_pos,coef_z_x5_log_rvol20,coef_z_x6_obv_z,coef_z_x7_rs5,coef_z_x8_atrp_rank,atrp14_med60,price_limit_ratio
2018-01-02,21.65951725,21.78904875,20.9285895,21.132139,5521093.0,0.0,0.0,21.132139,21.132139,,,,,0.23655913978466905,,,21.132139,0.0,,,4087.401,,,,,,,0.23655913978466905,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1
2018-01-03,21.0766255,21.67802175,20.8545715,21.09513,5606924.0,0.0,0.0,21.12861433333333,21.130925590163933,,,,,0.29213483146032204,,,21.12861433333333,-5606924.0,,,4111.392,,,,,,,0.29213483146032204,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1
2018-01-04,21.206157,21.23391375,20.910085,20.9285895,3032833.0,0.0,0.0,21.109564349206348,21.124291619994622,,,,,0.057142857142687895,,,21.109564349206348,-8639757.0,,,4128.811,,,,,,,0.057142857142687895,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1
2018-01-05,21.1136345,21.169148,20.54924725,20.688031,4778330.0,0.0,0.0,21.0694183159486,21.109987993109552,,,,,0.22388059701456156,,,21.0694183159486,-13418087.0,,,4138.75,,,,,,,0.22388059701456156,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1
2018-01-08,20.910085,20.984103,20.27167975,20.4474725,5035310.0,0.0,0.0,21.010185381096353,21.08826617366334,,,,,0.24675324675289936,,21.78904875,21.78904875,-18453397.0,,,4160.159,,,,,,,0.24675324675289936,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1
2018-01-09,20.69728325,21.41895875,20.539995,21.21540925,6028406.0,0.0,0.0,21.029730511468127,21.092434799117,,,,,0.7684210526307036,,21.67802175,21.67802175,-12424991.0,,,4189.297,0.024929288807239658,0.0039404553415061105,-0.020988833465733547,,,,0.7684210526307036,,,-0.020988833465733547,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1
2018-01-10,21.08587775,21.43746325,20.4104635,20.6325175,5031812.0,0.0,0.0,20.991900700852113,21.077355543408245,,,,,0.21621621621600529,,21.43746325,21.43746325,-17456803.0,,,4207.813,0.02345215440415327,-0.021929824561403577,-0.045381978965556846,,,,0.21621621621600529,,,-0.045381978965556846,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1
2018-01-11,20.62326525,20.8175625,20.45672475,20.47522925,2843085.0,0.0,0.0,20.942693896009057,21.05761369772273,,,,,0.05128205128191548,,21.43746325,21.43746325,-20299888.0,,,4205.586,0.018594941739886073,-0.021662245800176838,-0.04025718754006291,,,,0.05128205128191548,,,-0.04025718754006291,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1
2018-01-12,20.47522925,21.08587775,20.391959,20.5955085,3707891.0,0.0,0.0,20.90962862019867,21.042462707633458,,,,,0.29333333333291156,,21.43746325,21.43746325,-16591997.0,,,4225.001,0.02083986710963459,-0.004472271914132242,-0.025312139023766833,,,,0.29333333333291156,,,-0.025312139023766833,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1
2018-01-15,20.4474725,20.60476075,19.9663555,20.25317525,5740865.0,0.0,0.0,20.847109251608323,21.016584430334,,,,,0.44927536231814025,,21.43746325,21.43746325,-22332862.0,,,4225.239,0.015643632851532807,-0.00950226244343888,-0.025145895294971687,,,,0.44927536231814025,,,-0.025145895294971687,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1
2018-01-16,20.2254185,20.7805535,20.04962575,20.62326525,6089979.0,0.0,0.0,20.825790775264675,21.003688719503376,,,,,0.7848101265812037,21.78904875,21.43746325,21.43746325,-16242883.0,,,4258.473,0.016512555686550856,-0.02791103358046232,-0.044423589267013175,,,,0.7848101265812037,,,-0.044423589267013175,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1
2018-01-17,20.6325175,20.7435445,19.93859875,20.14214825,4881789.0,0.0,0.0,20.760681963334704,20.97544149099507,,,,,0.2528735632180787,21.67802175,21.08587775,21.08587775,-21124672.0,,,4248.116,0.009578134769772317,-0.023766816143497627,-0.033344950913269944,,,,0.2528735632180787,,,-0.033344950913269944,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1
2018-01-18,20.169905,20.3734545,20.01261675,20.17915725,3664379.0,0.0,0.0,20.705298657302826,20.949333810962447,,,,,0.4615384615371802,21.43746325,21.08587775,21.08587775,-17460293.0,,,4271.416,0.0156529910457186,-0.014460009037505772,-0.030113000083224373,,,,0.4615384615371802,,,-0.030113000083224373,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1
2018-01-19,20.132896,20.3364455,20.03112125,20.2254185,2482516.0,0.0,0.0,20.659595785178748,20.925598882734167,0.6595532500000003,0.03261011632466185,,,0.63636363636155,21.43746325,20.7805535,20.7805535,-14977777.0,,,4285.395,0.014294434486524343,-0.017969451931716174,-0.03226388641824052,-0.6582899639689286,-0.40330799303167086,-1.8376753506986165,0.63636363636155,,,-0.03226388641824052,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.1
2018-01-22,20.206914,20.9655985,20.095887,20.71578775,5143528.0,0.0,0.0,20.66494740087601,20.9187198292019,0.6602141250000003,0.03187009506794973,46.24543972344076,,0.7127659574459903,21.43746325,20.9655985,20.9655985,-9834249.0,,,4336.597,0.026355432201586648,0.022841480127912206,-0.0035139520736744423,0.07700584885837457,-0.3843789745115,-1.0930930930914369,0.7127659574459903,,,-0.0035139520736744423,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.1
2018-01-23,20.7065355,21.19690475,20.6695265,20.95634625,4557133.0,0.0,0.0,20.69269967222115,20.91995348234282,0.6390661250000004,0.030495111952064162,50.74442007274939,,0.5438596491217729,21.43746325,21.19690475,21.19690475,-5277116.0,,,4382.612,0.02915105954646191,0.016150740242261152,-0.013000319304200758,0.4125497620116188,-0.35560296694072874,-0.7528438469481511,0.5438596491217729,,,-0.013000319304200758,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1
2018-01-24,20.97485075,21.09513,20.67877875,20.72504,3570333.0,0.0,0.0,20.69577970343818,20.913562876364363,0.6456748750000004,0.0311543367346924,46.69733594929877,,0.11111111111084519,21.43746325,21.19690475,21.19690475,-8847449.0,,,4389.885,0.033372205467082416,0.02893890675241151,-0.004433298714670908,0.04531738448359796,-0.33729541191430923,-1.1033776867946066,0.11111111111084519,,,-0.004433298714670908,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1
2018-01-25,20.4474725,20.7805535,20.36420225,20.77130125,3562496.0,0.0,0.0,20.702972231682164,20.908898560745858,0.6311356250000004,0.030384982500793977,47.59749787896545,,0.9777777777754307,21.19690475,21.19690475,21.19690475,-5284953.0,,,4365.079,0.021927857178977606,0.029344337459880743,0.007416480280903137,0.10826360549323791,-0.32627904511548855,-0.6743455497371528,0.9777777777754307,,,0.007416480280903137,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.1
