代码,名称,最新价,涨跌幅,涨跌额,买入,卖出,成交量,成交额,今开,昨收,最高,最低
02714,牧原股份,41.52,-0.62,-0.26,41.52,41.52,2805817.0,117715392.86,41.9,41.78,42.5,41.1
