date,close,peTTM,pbMRQ,psTTM,pcfNcfTTM,pubDate,statDate,profit_roeAvg,profit_npMargin,profit_gpMargin,profit_netProfit,profit_epsTTM,profit_MBRevenue,profit_totalShare,profit_liqaShare,used_pubDate,effective_date,operation_NRTurnRatio,operation_NRTurnDays,operation_INVTurnRatio,operation_INVTurnDays,operation_CATurnRatio,operation_AssetTurnRatio,growth_YOYEquity,growth_YOYAsset,growth_YOYNI,growth_YOYEPSBasic,growth_YOYPNI,solvency_currentRatio,solvency_quickRatio,solvency_cashRatio,solvency_YOYLiability,solvency_liabilityToAsset,solvency_assetToEquity,cashflow_CAToAsset,cashflow_NCAToAsset,cashflow_tangibleAssetToAsset,cashflow_ebitToInterest,cashflow_CFOToOR,cashflow_CFOToNP,cashflow_CFOToGr,dupont_dupontROE,dupont_dupontAssetStoEquity,dupont_dupontAssetTurn,dupont_dupontPnitoni,dupont_dupontNitogr,dupont_dupontTaxBurden,dupont_dupontIntburden,dupont_dupontEbittogr,fund_days_since_effective,peTTM_eod,pbMRQ_eod,psTTM_eod,pcfNcfTTM_eod,valuation_time_mode,valuation_reference_lag_days,peTTM_rank252,pbMRQ_rank252,psTTM_rank252,pcfNcfTTM_rank252,profit_roeAvg_chg4q,profit_npMargin_chg4q,profit_gpMargin_chg4q,profit_netProfit_chg4q,profit_epsTTM_chg4q,profit_MBRevenue_chg4q,profit_totalShare_chg4q,profit_liqaShare_chg4q,growth_YOYEquity_chg4q,growth_YOYAsset_chg4q,growth_YOYNI_chg4q,growth_YOYEPSBasic_chg4q,growth_YOYPNI_chg4q,solvency_currentRatio_chg4q,solvency_quickRatio_chg4q,solvency_cashRatio_chg4q,solvency_YOYLiability_chg4q,solvency_liabilityToAsset_chg4q,solvency_assetToEquity_chg4q,cashflow_CAToAsset_chg4q,cashflow_NCAToAsset_chg4q,cashflow_tangibleAssetToAsset_chg4q,cashflow_ebitToInterest_chg4q,cashflow_CFOToOR_chg4q,cashflow_CFOToNP_chg4q,cashflow_CFOToGr_chg4q,dupont_dupontROE_chg4q,dupont_dupontAssetStoEquity_chg4q,dupont_dupontAssetTurn_chg4q,dupont_dupontPnitoni_chg4q,dupont_dupontNitogr_chg4q,dupont_dupontTaxBurden_chg4q,dupont_dupontIntburden_chg4q,dupont_dupontEbittogr_chg4q
2025-01-02,3.74282208,15.191304,1.479669,0.198328,17.31614,2024-10-26,2024-09-30,0.076364,0.013203,0.036392,786037761.02,0.250801,,4107435885.0,998402153.0,True,2024-10-27,17.593038,15.34698,14.68699,18.383605,4.371853,2.684116,0.069216,0.243801,0.094249,0.047106,0.10062,1.361242,0.995979,0.505815,0.405859,0.005614,2.280172,0.637306,0.362694,0.381452,4.663873,-0.011575,-0.876741,-0.011575,0.076364,2.142398,2.684116,1.005822,0.013203,0.775272,0.791793,0.021508,67,15.191304,1.479669,0.198328,17.31614,asof1455_from_lagged_eod,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03,3.64458528,14.8324542992126,1.444716188976378,0.19364308661417323,16.907097322834648,2024-10-26,2024-09-30,0.076364,0.013203,0.036392,786037761.02,0.250801,,4107435885.0,998402153.0,True,2024-10-27,17.593038,15.34698,14.68699,18.383605,4.371853,2.684116,0.069216,0.243801,0.094249,0.047106,0.10062,1.361242,0.995979,0.505815,0.405859,0.005614,2.280172,0.637306,0.362694,0.381452,4.663873,-0.011575,-0.876741,-0.011575,0.076364,2.142398,2.684116,1.005822,0.013203,0.775272,0.791793,0.021508,68,14.792582,1.440833,0.193122,16.861648,asof1455_from_lagged_eod,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06,3.67405632,14.912198566037736,1.4524839407008088,0.1946836334231806,16.99799555795148,2024-10-26,2024-09-30,0.076364,0.013203,0.036392,786037761.02,0.250801,,4107435885.0,998402153.0,True,2024-10-27,17.593038,15.34698,14.68699,18.383605,4.371853,2.684116,0.069216,0.243801,0.094249,0.047106,0.10062,1.361242,0.995979,0.505815,0.405859,0.005614,2.280172,0.637306,0.362694,0.381452,4.663873,-0.011575,-0.876741,-0.011575,0.076364,2.142398,2.684116,1.005822,0.013203,0.775272,0.791793,0.021508,71,14.912198,1.452483,0.194684,16.997995,asof1455_from_lagged_eod,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07,3.71335104,15.071686748663103,1.468017577540107,0.1967661818181818,17.179791737967914,2024-10-26,2024-09-30,0.076364,0.013203,0.036392,786037761.02,0.250801,,4107435885.0,998402153.0,True,2024-10-27,17.593038,15.34698,14.68699,18.383605,4.371853,2.684116,0.069216,0.243801,0.094249,0.047106,0.10062,1.361242,0.995979,0.505815,0.405859,0.005614,2.280172,0.637306,0.362694,0.381452,4.663873,-0.011575,-0.876741,-0.011575,0.076364,2.142398,2.684116,1.005822,0.013203,0.775272,0.791793,0.021508,72,15.071687,1.468018,0.196766,17.179792,asof1455_from_lagged_eod,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-08,3.64458528,14.792581685185185,1.4408324814814815,0.19312218518518517,16.861647703703703,2024-10-26,2024-09-30,0.076364,0.013203,0.036392,786037761.02,0.250801,,4107435885.0,998402153.0,True,2024-10-27,17.593038,15.34698,14.68699,18.383605,4.371853,2.684116,0.069216,0.243801,0.094249,0.047106,0.10062,1.361242,0.995979,0.505815,0.405859,0.005614,2.280172,0.637306,0.362694,0.381452,4.663873,-0.011575,-0.876741,-0.011575,0.076364,2.142398,2.684116,1.005822,0.013203,0.775272,0.791793,0.021508,73,14.792582,1.440833,0.193122,16.861648,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-09,3.61511424,14.63309324528302,1.4252984123989219,0.19103982210242587,16.67985125606469,2024-10-26,2024-09-30,0.076364,0.013203,0.036392,786037761.02,0.250801,,4107435885.0,998402153.0,True,2024-10-27,17.593038,15.34698,14.68699,18.383605,4.371853,2.684116,0.069216,0.243801,0.094249,0.047106,0.10062,1.361242,0.995979,0.505815,0.405859,0.005614,2.280172,0.637306,0.362694,0.381452,4.663873,-0.011575,-0.876741,-0.011575,0.076364,2.142398,2.684116,1.005822,0.013203,0.775272,0.791793,0.021508,74,14.672965,1.429182,0.191561,16.7253,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-10,3.54634848,14.393859687499999,1.401996472826087,0.18791717663043478,16.40715570652174,2024-10-26,2024-09-30,0.076364,0.013203,0.036392,786037761.02,0.250801,,4107435885.0,998402153.0,True,2024-10-27,17.593038,15.34698,14.68699,18.383605,4.371853,2.684116,0.069216,0.243801,0.094249,0.047106,0.10062,1.361242,0.995979,0.505815,0.405859,0.005614,2.280172,0.637306,0.362694,0.381452,4.663873,-0.011575,-0.876741,-0.011575,0.076364,2.142398,2.684116,1.005822,0.013203,0.775272,0.791793,0.021508,75,14.39386,1.401996,0.187917,16.407156,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-13,3.57581952,14.513476565096955,1.4136469362880888,0.1894786371191136,16.543503556786707,2024-10-26,2024-09-30,0.076364,0.013203,0.036392,786037761.02,0.250801,,4107435885.0,998402153.0,True,2024-10-27,17.593038,15.34698,14.68699,18.383605,4.371853,2.684116,0.069216,0.243801,0.094249,0.047106,0.10062,1.361242,0.995979,0.505815,0.405859,0.005614,2.280172,0.637306,0.362694,0.381452,4.663873,-0.011575,-0.876741,-0.011575,0.076364,2.142398,2.684116,1.005822,0.013203,0.775272,0.791793,0.021508,78,14.513476,1.413647,0.189479,16.543504,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-14,3.67405632,14.912197868131868,1.452483456043956,0.19468446703296702,16.997995868131866,2024-10-26,2024-09-30,0.076364,0.013203,0.036392,786037761.02,0.250801,,4107435885.0,998402153.0,True,2024-10-27,17.593038,15.34698,14.68699,18.383605,4.371853,2.684116,0.069216,0.243801,0.094249,0.047106,0.10062,1.361242,0.995979,0.505815,0.405859,0.005614,2.280172,0.637306,0.362694,0.381452,4.663873,-0.011575,-0.876741,-0.011575,0.076364,2.142398,2.684116,1.005822,0.013203,0.775272,0.791793,0.021508,79,14.912198,1.452483,0.194684,16.997995,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-15,3.62493792,14.752709251336897,1.436948422459893,0.19260181818181818,16.816198262032085,2024-10-26,2024-09-30,0.076364,0.013203,0.036392,786037761.02,0.250801,,4107435885.0,998402153.0,True,2024-10-27,17.593038,15.34698,14.68699,18.383605,4.371853,2.684116,0.069216,0.243801,0.094249,0.047106,0.10062,1.361242,0.995979,0.505815,0.405859,0.005614,2.280172,0.637306,0.362694,0.381452,4.663873,-0.011575,-0.876741,-0.011575,0.076364,2.142398,2.684116,1.005822,0.013203,0.775272,0.791793,0.021508,80,14.712837,1.433065,0.192081,16.77075,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
