date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM
2026-04-01,sh.600312,20.75,24.515681,2.474544,2.173929,17.139939
2026-04-02,sh.600312,20.29,23.972201,2.419687,2.125736,16.759969
2026-04-03,sh.600312,19.91,23.523239,2.37437,2.085924,16.446081
2026-04-07,sh.600312,19.65,23.216055,2.343363,2.058685,16.231315
2026-04-08,sh.600312,20.78,24.551125,2.478122,2.177072,17.164719
2026-04-09,sh.600312,20.64,24.385718,2.461426,2.162405,17.049076
2026-04-10,sh.600312,20.79,24.56294,2.479314,2.17812,17.172979
2026-04-13,sh.600312,19.5,23.628492,2.352554,2.113934,2359.378933
2026-04-14,sh.600312,19.28,23.361914,2.326013,2.090084,2332.760299
2026-04-15,sh.600312,20.15,24.416108,2.430973,2.184398,2438.024898
2026-04-16,sh.600312,20.21,24.488811,2.438211,2.190903,2445.284525
2026-04-17,sh.600312,19.91,24.125296,2.402018,2.158381,2408.986388
2026-04-20,sh.600312,21.24,25.73688,2.562475,2.302562,2569.90813
2026-04-21,sh.600312,21.17,25.65206,2.55403,2.294973,2561.438565
2026-04-22,sh.600312,21.86,25.216974,2.542205,2.381261,-72.487014
2026-04-23,sh.600312,21.78,25.124688,2.532901,2.372546,-72.221737
2026-04-24,sh.600312,21.88,25.240045,2.544531,2.383439,-72.553334
2026-04-27,sh.600312,22.02,25.401544,2.560812,2.39869,-73.017569
2026-04-28,sh.600312,21.53,24.836297,2.503827,2.345313,-71.392746
2026-04-29,sh.600312,22.07,25.459223,2.566627,2.404136,-73.183367
2026-04-30,sh.600312,21.96,25.33233,2.553834,2.392154,-72.818611
2026-05-06,sh.600312,22.28,25.701472,2.591048,2.427012,-73.87972
2026-05-07,sh.600312,22.21,25.620722,2.582908,2.419387,-73.647602
2026-05-08,sh.600312,21.62,24.940118,2.514294,2.355117,-71.691183
2026-05-11,sh.600312,22.35,25.782222,2.599189,2.434637,-74.111838
2026-05-12,sh.600312,22.54,26.001399,2.621285,2.455335,-74.741871
2026-05-13,sh.600312,23.45,27.051145,2.727113,2.554463,-77.7594
2026-05-14,sh.600312,22.23,25.643793,2.585234,2.421566,-73.713922
2026-05-15,sh.600312,21.59,24.905511,2.510805,2.351849,-71.591704
2026-05-18,sh.600312,21.82,25.170831,2.537553,2.376903,-72.354376
2026-05-19,sh.600312,22.5,25.955257,2.616633,2.450977,-74.609233
2026-05-20,sh.600312,22.21,25.620722,2.582908,2.419387,-73.647602
2026-05-21,sh.600312,21.09,24.328727,2.452658,2.297383,-69.933721
