date,sector_open,sector_high,sector_low,sector_close,sector_volume,sector_amount
2018-01-02,2782.961,2802.575,2777.435,2801.918,290138800,3595329300.0
2018-01-03,2797.321,2837.124,2792.446,2836.627,382976980,4643317200.0
2018-01-04,2839.569,2846.212,2824.384,2830.31,412832850,5022960900.0
2018-01-05,2824.062,2836.41,2817.328,2830.509,399318870,4878848300.0
2018-01-08,2825.769,2830.729,2809.903,2828.035,344786800,4274214900.0
2018-01-09,2824.678,2832.159,2815.872,2822.347,328049810,3887232000.0
2018-01-10,2824.087,2826.169,2764.413,2784.413,366962980,4564610900.0
2018-01-11,2773.597,2810.11,2762.03,2807.522,327089800,4032549500.0
2018-01-12,2804.487,2814.617,2794.539,2800.189,302843030,3730555200.0
2018-01-15,2798.859,2804.549,2727.884,2733.84,425355570,5388681600.0
2018-01-16,2725.605,2749.035,2717.687,2748.006,325597070,4220585400.0
2018-01-17,2742.539,2754.561,2710.121,2751.821,370020200,4495698200.0
2018-01-18,2745.771,2759.57,2738.986,2758.633,285718790,3487276300.0
2018-01-19,2749.299,2766.456,2742.883,2752.065,294514020,3747720900.0
2018-01-22,2745.201,2776.869,2727.827,2773.717,329516420,4089621500.0
2018-01-23,2771.689,2786.04,2766.036,2775.899,352329330,4165542400.0
2018-01-24,2769.688,2788.057,2751.853,2786.545,321354470,3934303600.0
2018-01-25,2783.442,2799.87,2775.04,2781.625,374286410,4646138200.0
2018-01-26,2774.795,2784.803,2759.286,2763.388,276871690,3273031300.0
2018-01-29,2756.091,2765.289,2723.007,2731.651,346693800,4103148300.0
2018-01-30,2726.147,2736.215,2718.929,2728.505,325242560,3963400400.0
2018-01-31,2715.917,2719.225,2637.605,2648.369,406001010,4732643700.0
2018-02-01,2641.764,2656.212,2523.838,2532.636,423672590,4814191800.0
2018-02-02,2500.676,2508.336,2435.569,2486.989,315574650,3258233800.0
2018-02-05,2454.624,2486.18,2433.169,2468.9,210070380,2625925000.0
2018-02-06,2428.351,2435.26,2314.009,2317.392,330190750,3400418300.0
2018-02-07,2352.557,2378.733,2275.176,2331.732,263880850,2944026700.0
2018-02-08,2326.85,2371.286,2320.328,2369.429,211707280,2387634300.0
2018-02-09,2315.996,2341.862,2271.373,2299.26,308081030,3042400400.0
2018-02-12,2305.445,2372.0,2305.445,2363.039,231245950,2478968900.0
2018-02-13,2376.967,2390.208,2361.286,2363.01,235582490,2563269100.0
2018-02-14,2369.363,2389.933,2364.663,2382.742,179280050,1775327400.0
2018-02-22,2391.233,2418.382,2389.474,2415.582,291610030,2963068500.0
2018-02-23,2419.525,2426.989,2404.783,2421.438,260215300,2834315900.0
2018-02-26,2425.714,2474.517,2425.272,2471.26,332090690,3931035100.0
2018-02-27,2472.749,2490.631,2463.363,2487.404,354932840,3962592500.0
2018-02-28,2474.331,2498.957,2453.426,2491.996,362936430,3724092700.0
2018-03-01,2481.331,2544.161,2469.817,2541.967,390733700,4083512400.0
2018-03-02,2535.024,2561.089,2524.515,2533.273,454163020,4254360800.0
2018-03-05,2541.458,2553.87,2530.129,2548.991,496178330,4595100300.0
2018-03-06,2563.722,2586.838,2559.265,2581.546,586938700,5241613400.0
2018-03-07,2581.694,2586.717,2567.612,2573.329,518596940,5550854800.0
2018-03-08,2564.501,2606.982,2556.455,2606.223,487849610,5100648900.0
2018-03-09,2609.733,2658.542,2603.329,2653.894,637182910,6487208400.0
2018-03-12,2657.08,2701.319,2654.209,2700.355,728175180,8000454500.0
2018-03-13,2693.599,2711.777,2680.341,2690.884,661607490,7553564300.0
2018-03-14,2677.852,2696.048,2647.979,2651.285,575903490,6731889500.0
2018-03-15,2633.258,2647.225,2586.891,2623.14,620944880,6723489400.0
2018-03-16,2619.216,2649.92,2613.962,2626.245,574581400,5914303900.0
2018-03-19,2625.357,2649.689,2608.58,2637.98,450221250,4787203100.0
2018-03-20,2619.749,2660.652,2605.359,2659.301,519302560,5492838400.0
2018-03-21,2664.643,2691.446,2640.487,2644.24,590729220,6515444100.0
2018-03-22,2643.608,2670.636,2626.04,2661.273,548213780,6443071100.0
2018-03-23,2578.033,2596.417,2458.048,2478.699,758412930,8140666900.0
2018-03-26,2428.037,2511.831,2382.834,2509.605,491546810,5222523700.0
2018-03-27,2532.291,2598.545,2532.291,2585.37,583917630,6677666400.0
2018-03-28,2554.77,2589.503,2537.548,2573.629,500734050,5938050300.0
2018-03-29,2580.124,2602.265,2575.578,2601.117,420827310,5022645000.0
2018-03-30,2608.542,2641.497,2605.272,2638.619,490324850,5745542600.0
2018-04-02,2641.841,2658.217,2630.405,2644.732,569214760,6683573900.0
2018-04-03,2607.375,2619.236,2590.952,2616.23,502749590,5954386400.0
2018-04-04,2627.339,2640.552,2599.229,2603.339,451681060,5802180300.0
2018-04-09,2579.278,2616.653,2555.864,2613.42,418845850,5265081800.0
2018-04-10,2616.843,2624.699,2581.649,2611.58,449198100,6136463200.0
2018-04-11,2618.846,2644.529,2613.472,2641.752,595945010,7304908900.0
2018-04-12,2634.595,2645.235,2614.041,2623.477,487904600,6650047300.0
2018-04-13,2632.135,2647.163,2607.524,2610.669,400140020,5256679000.0
2018-04-16,2601.746,2612.812,2566.62,2585.438,419613210,4584256100.0
2018-04-17,2594.049,2606.526,2516.444,2522.847,440205580,5108974700.0
2018-04-18,2540.339,2563.548,2485.006,2556.973,424981960,6002962300.0
2018-04-19,2555.373,2584.228,2546.341,2571.262,436675090,6059917300.0
2018-04-20,2559.543,2574.143,2504.7,2514.199,444648380,5941931200.0
2018-04-23,2511.235,2529.164,2476.021,2506.885,406233580,5295241300.0
2018-04-24,2502.927,2561.884,2497.682,2560.587,452265980,6127408100.0
2018-04-25,2552.913,2577.477,2540.776,2569.904,481924000,6333719700.0
2018-04-26,2564.988,2569.99,2510.186,2513.497,490985720,6024266700.0
2018-04-27,2514.659,2530.986,2497.815,2508.398,398593670,5068184400.0
2018-05-02,2504.801,2517.57,2466.471,2486.802,382542900,4905034300.0
2018-05-03,2475.835,2511.239,2446.008,2510.189,452038010,5621949500.0
2018-05-04,2499.931,2511.448,2487.892,2493.096,458066380,5480610200.0
2018-05-07,2494.839,2546.184,2491.868,2544.65,572506820,6814357800.0
2018-05-08,2550.446,2568.416,2538.8,2567.445,625328470,6895907000.0
2018-05-09,2560.096,2577.895,2550.748,2571.116,564339310,6387493100.0
2018-05-10,2574.834,2595.554,2568.671,2593.652,519037840,6506274200.0
2018-05-11,2593.194,2601.356,2551.888,2556.534,436317860,5488046800.0
2018-05-14,2550.019,2561.488,2524.385,2535.729,391788320,5115505900.0
2018-05-15,2536.623,2567.928,2525.832,2567.035,384526450,4970376300.0
2018-05-16,2555.921,2559.267,2530.228,2535.942,342554290,4410408500.0
2018-05-17,2534.427,2547.083,2528.5,2536.476,291799650,3955206000.0
2018-05-18,2535.035,2549.02,2521.402,2546.997,297871360,3908038700.0
2018-05-21,2558.755,2582.895,2552.651,2577.878,415125510,5785865900.0
2018-05-22,2574.394,2589.445,2565.744,2588.39,383890840,5449159600.0
2018-05-23,2582.518,2585.325,2554.4,2557.222,371071720,5139721300.0
2018-05-24,2556.95,2566.349,2546.01,2550.945,337455440,4492621800.0
2018-05-25,2546.19,2553.851,2525.439,2529.678,339729410,4673018700.0
2018-05-28,2525.808,2534.896,2491.059,2495.104,340714990,4475911800.0
2018-05-29,2488.005,2510.667,2479.534,2484.158,360016580,4188113800.0
2018-05-30,2448.033,2448.033,2360.265,2364.195,576350080,6066198300.0
2018-05-31,2381.807,2407.785,2371.85,2407.055,476884100,4827716000.0
2018-06-01,2396.519,2413.576,2364.404,2384.002,458189740,4720331600.0
2018-06-04,2391.865,2403.444,2366.337,2372.948,333102340,3601287500.0
2018-06-05,2371.187,2411.284,2366.806,2410.215,383004670,4475016900.0
2018-06-06,2406.396,2416.824,2397.929,2411.743,387601650,4234079700.0
2018-06-07,2411.068,2419.666,2375.779,2377.815,343856480,3762812300.0
2018-06-08,2372.713,2378.58,2328.945,2350.291,373759770,3593575400.0
2018-06-11,2345.014,2352.047,2327.494,2337.79,319272660,3680201100.0
2018-06-12,2335.268,2343.664,2301.115,2341.018,341395960,3777667700.0
2018-06-13,2332.351,2336.443,2289.605,2292.908,460345410,5289164200.0
2018-06-14,2275.641,2302.328,2262.487,2278.49,364434360,3591557800.0
2018-06-15,2271.99,2281.327,2201.648,2211.242,443956500,4353657400.0
2018-06-19,2168.997,2171.905,2008.901,2031.405,576883910,5284665800.0
2018-06-20,2016.103,2073.559,2009.674,2060.035,368790630,3424349200.0
2018-06-21,2062.567,2075.504,1995.323,1998.392,457588010,4491251800.0
2018-06-22,1981.823,2035.362,1965.969,2034.524,432867370,3987255100.0
2018-06-25,2050.544,2067.618,2035.048,2037.956,358089270,3430486200.0
2018-06-26,2016.197,2068.762,1994.113,2067.319,399824420,3744333700.0
2018-06-27,2065.173,2078.604,2038.257,2044.719,366599190,3614011600.0
2018-06-28,2037.002,2063.331,2025.335,2028.986,360091530,3783033900.0
2018-06-29,2028.577,2095.97,2026.115,2093.973,407826210,4060549900.0
2018-07-02,2089.387,2106.368,2059.746,2078.274,490775270,4548113300.0
2018-07-03,2079.547,2113.899,2058.488,2112.465,477634640,4594353900.0
2018-07-04,2103.974,2109.485,2069.72,2079.161,404893520,3987114400.0
2018-07-05,2077.51,2088.968,2017.984,2020.618,488010700,4472673500.0
2018-07-06,2021.16,2061.538,1978.945,2040.411,500845820,4185218400.0
2018-07-09,2048.291,2081.142,2041.826,2080.141,458800950,4611126700.0
2018-07-10,2082.675,2099.712,2074.36,2098.1,430803190,4492250100.0
2018-07-11,2067.326,2067.326,2012.731,2045.252,496288700,4642062100.0
2018-07-12,2039.484,2102.232,2035.762,2095.972,485133630,4749024500.0
2018-07-13,2103.65,2113.324,2094.092,2108.228,438917110,4278397000.0
2018-07-16,2103.452,2112.448,2088.928,2107.168,405682660,3802839000.0
2018-07-17,2103.842,2138.063,2097.592,2137.283,456490870,4040323500.0
2018-07-18,2139.303,2152.101,2121.281,2124.614,512249230,4517256700.0
2018-07-19,2118.559,2128.37,2076.911,2085.065,456849190,3968662400.0
2018-07-20,2081.087,2118.458,2073.564,2110.608,391190110,3493826100.0
2018-07-23,2106.948,2137.636,2096.781,2137.263,449758840,3821308700.0
2018-07-24,2138.723,2181.306,2134.023,2176.621,578586900,4749626800.0
2018-07-25,2175.259,2188.164,2163.262,2170.888,480705610,3941978100.0
2018-07-26,2171.095,2193.693,2163.388,2190.586,740512820,5100399200.0
2018-07-27,2180.701,2190.955,2159.767,2167.076,568684980,3858209500.0
2018-07-30,2156.287,2163.123,2112.3,2121.563,431780650,3559991100.0
2018-07-31,2118.758,2136.13,2112.445,2131.43,331726450,2679946200.0
2018-08-01,2127.346,2139.932,2077.932,2081.758,480102180,3749662000.0
2018-08-02,2073.445,2075.825,1964.966,2008.768,525197170,3983703700.0
2018-08-03,2006.98,2020.556,1987.614,1989.099,322643200,2593145100.0
2018-08-06,1984.943,1994.24,1940.831,1959.62,336068340,2628519400.0
2018-08-07,1961.161,2007.628,1947.755,2006.534,385436190,3069675600.0
2018-08-08,2006.165,2010.259,1974.503,1978.904,339636590,2793183100.0
