date,sector_open,sector_high,sector_low,sector_close,sector_volume,sector_amount,sector_ret1,sector_ret5,sector_ret20,sector_ret60,sector_ma20_gap,sector_ma60_gap,sector_vol20,sector_range_pct,sector_range_z20,sector_volume_shock20,sector_volume_z20,sector_amount_shock20,sector_amount_z20,sector_vs_bench_ret5,stock_vs_sector_ret1,stock_vs_sector_ret5,stock_vs_sector_ret20
2020-01-02,2327.258,2358.515,2321.054,2356.802,822014950,6800181900.0,,,,,,,,0.016139650348505397,,,,,,,,,
2020-01-03,2364.731,2373.017,2347.511,2367.22,766228330,6331564600.0,0.004420396791923853,,,,,,,0.010865124806656912,,,,,,,-0.007450699822227014,,
2020-01-06,2354.649,2399.97,2340.557,2385.602,979611720,8709646500.0,0.007765226721639706,,,,,,,0.02538412864971895,,,,,,,0.00287307115070079,,
2020-01-07,2389.908,2425.271,2384.669,2423.661,918198050,7595020700.0,0.015953625122715476,,,,,,,0.017026262345004817,,,,,,,-0.003923549934745418,,
2020-01-08,2421.949,2444.34,2393.485,2404.883,1151867560,9853370300.0,-0.007747783208955528,,,,,,,0.021247260793362033,,,,,,,-0.004139289599365492,,
2020-01-09,2421.193,2439.697,2414.169,2439.392,1000705920,8131196200.0,0.0143495546352983,0.03504324928441149,,,,,,0.01057423900315202,,,,,,0.032122175358048996,0.002191798748160334,-0.010800825041987316,
2020-01-10,2441.495,2449.368,2405.73,2418.17,914453440,7500895000.0,-0.008699708779892568,0.02152313684406182,,,,,,0.01813919267748254,,,,,,0.01712744124815312,0.004261838957407504,0.001273215739524991,
2020-01-13,2420.188,2439.323,2398.082,2439.201,890515580,7996365200.0,0.008697072579678,0.02246770416859145,,,,,,0.01719749366368628,,,,,,0.004379144257032751,-0.0012676520744774322,-0.002918831988140358,
2020-01-14,2446.253,2455.157,2433.679,2436.39,850216930,7506422400.0,-0.0011524265527933508,0.005251972119863169,,,,,,0.008825321663210373,,,,,,-0.0018772061677640312,-0.003272352208268603,-0.0022802039177829414,
2020-01-15,2439.171,2443.808,2405.117,2426.917,773571960,7051628100.0,-0.0038881295687471784,0.009162192090010235,,,,,,0.01608695127929316,,,,,,-0.0040704940088484645,-0.006482240801623074,-0.004650913894521436,
2020-01-16,2431.186,2441.431,2397.338,2403.489,748517290,6988093500.0,-0.009653399766040516,-0.01471801170127629,,,-0.0026287399103617215,,,0.018392483663129733,0.44412351902678826,-0.174494811648242,-1.3560049620537318,-0.09803458337729998,-0.755422316171815,-0.011037742253491991,-0.0038196541261750205,-0.010429917292806401,
2020-01-17,2408.83,2420.141,2382.556,2388.437,773104300,7857754300.0,-0.0062625624664810475,-0.01229566159533868,,,-0.008637927633923681,,0.009551466041342717,0.015775075171370556,-0.11929662237906717,-0.13363565223874752,-0.9893318967065071,0.023334248085753018,0.18265252601069465,-0.01029454898537478,-0.005877042996341397,-0.02039378862754393,
