date,hog_spot,hog_corn,hog_soymeal,hog_piglet,hog_sow,hog_pig_corn_ratio,hog_pork_wholesale,hog_fut_open,hog_fut_high,hog_fut_low,hog_fut_close,hog_fut_volume,hog_fut_hold,hog_fut_settle
2023-01-05,,,,,,,,15600.0,16045.0,15600.0,15890.0,24073.0,46040.0,15865.0
2023-01-06,,,,,,,,15950.0,15980.0,15565.0,15780.0,24816.0,47766.0,15750.0
2023-01-09,,,,,,,,15780.0,16065.0,15580.0,15760.0,21156.0,49535.0,15755.0
2023-01-10,,,,,,,,15700.0,15850.0,15365.0,15400.0,25853.0,52210.0,15610.0
2023-01-11,,,,35.33,,5.64,,15210.0,15400.0,14830.0,14870.0,37237.0,57190.0,15115.0
2023-01-12,,,,,,,,14835.0,14995.0,14735.0,14795.0,27067.0,56103.0,14845.0
2023-01-13,,,,,,,,14850.0,15115.0,14775.0,14820.0,27544.0,56907.0,14925.0
2023-01-16,,,,,,,,15065.0,15250.0,15010.0,15180.0,26233.0,53805.0,15160.0
2023-01-17,,,,,,,,15140.0,15285.0,14905.0,14975.0,24833.0,55624.0,15050.0
2023-01-18,,,,34.39,,5.48,,15045.0,15115.0,14965.0,15050.0,17156.0,52672.0,15055.0
2023-01-19,,,,,,,,15190.0,15190.0,14830.0,14970.0,18152.0,51691.0,14975.0
2023-01-20,,,,,,,,14975.0,15395.0,14960.0,15255.0,25525.0,46955.0,15205.0
2023-01-28,,,,33.5,,,,,,,,,,
2023-01-30,,,,,,,,14500.0,14650.0,14270.0,14415.0,28863.0,50201.0,14515.0
2023-01-31,,,,,38.73,,,14400.0,14600.0,14365.0,14555.0,23359.0,44800.0,14520.0
2023-02-01,,,,33.24,,4.96,,14580.0,14670.0,14400.0,14495.0,15111.0,44764.0,14495.0
2023-02-02,,,,,,,,14495.0,14655.0,14415.0,14460.0,17394.0,43875.0,14535.0
2023-02-03,,,,,,,,14405.0,14415.0,14035.0,14070.0,21184.0,43605.0,14155.0
2023-02-06,,,,,,,,14300.0,14600.0,14170.0,14540.0,23963.0,41060.0,14370.0
2023-02-07,,,,,,,,14510.0,14635.0,14430.0,14450.0,16434.0,40014.0,14530.0
2023-02-08,,,,33.45,,4.96,,14385.0,14505.0,14275.0,14325.0,12880.0,38697.0,14370.0
2023-02-09,,,,,,,,14325.0,14520.0,14225.0,14420.0,14689.0,35919.0,14365.0
2023-02-10,,,,,,,,14440.0,14545.0,14265.0,14385.0,13721.0,32344.0,14415.0
2023-02-13,,,,,,,,16680.0,17000.0,16620.0,16980.0,25238.0,46694.0,16855.0
2023-02-14,,,,,,,,16980.0,17095.0,16820.0,16880.0,19147.0,46695.0,16950.0
2023-02-15,,,,34.13,,,,17000.0,17030.0,16840.0,16975.0,13917.0,46113.0,16940.0
2023-02-16,,,,,,,,16920.0,17245.0,16900.0,17215.0,20038.0,47152.0,17120.0
2023-02-17,,,,,,,,17195.0,17515.0,17130.0,17510.0,25799.0,46152.0,17295.0
2023-02-20,,,,,,,,17600.0,17605.0,17150.0,17275.0,23864.0,45789.0,17365.0
2023-02-21,,,,,,,,17275.0,17525.0,17240.0,17510.0,16596.0,46374.0,17400.0
2023-02-22,,,,35.42,,5.29,,17510.0,17840.0,17505.0,17680.0,20325.0,47405.0,17710.0
2023-02-23,,,,,,,,17690.0,17740.0,17365.0,17465.0,17923.0,46268.0,17545.0
2023-02-24,,,,,,,,17480.0,17595.0,17380.0,17540.0,16395.0,46555.0,17490.0
2023-02-27,,,,,,,,17500.0,17560.0,17025.0,17105.0,28801.0,48716.0,17230.0
2023-02-28,,,,,37.58,,,17150.0,17330.0,16950.0,17255.0,22767.0,47936.0,17160.0
2023-03-01,,,,36.86,,5.43,,17210.0,17350.0,17075.0,17160.0,20316.0,49468.0,17200.0
2023-03-02,,,,,,,,17105.0,17345.0,17055.0,17250.0,14547.0,49496.0,17235.0
2023-03-03,,,,,,,,17150.0,17225.0,16900.0,17030.0,24276.0,50821.0,17040.0
2023-03-06,,,,,,,,17075.0,17135.0,16750.0,16755.0,26347.0,51513.0,16940.0
2023-03-07,,,,,,,,16830.0,16895.0,16670.0,16825.0,18619.0,50651.0,16795.0
2023-03-08,,,,37.67,,5.43,,16800.0,16860.0,16545.0,16625.0,17661.0,51259.0,16685.0
2023-03-09,,,,,,,,16570.0,16570.0,16255.0,16280.0,21157.0,52864.0,16375.0
2023-03-10,,,,,,,,16305.0,16420.0,15925.0,15925.0,29549.0,53377.0,16150.0
2023-03-13,,,,,,,,15650.0,15840.0,15580.0,15735.0,27203.0,53903.0,15705.0
2023-03-14,,,,,,,,15705.0,16255.0,15705.0,16245.0,29815.0,52274.0,15980.0
2023-03-15,,,,38.04,,5.3,,16165.0,16300.0,15910.0,16010.0,29888.0,53813.0,16100.0
2023-03-16,,,,,,,,15995.0,16170.0,15770.0,15980.0,26401.0,52525.0,15970.0
2023-03-17,,,,,,,,15980.0,16150.0,15930.0,16040.0,17663.0,51824.0,16050.0
2023-03-20,,,,,,,,16040.0,16125.0,15820.0,15845.0,20953.0,51805.0,15960.0
2023-03-21,,,,,,,,15790.0,15930.0,15580.0,15895.0,21284.0,50501.0,15750.0
2023-03-22,,,,38.09,,5.26,,15895.0,16060.0,15780.0,15870.0,19997.0,49224.0,15920.0
2023-03-23,,,,,,,,15875.0,15975.0,15680.0,15715.0,17536.0,49350.0,15815.0
2023-03-24,,,,,,,,15725.0,15820.0,15510.0,15720.0,21888.0,50246.0,15670.0
2023-03-27,,,,,,,,15440.0,15550.0,15360.0,15445.0,21899.0,50977.0,15480.0
2023-03-28,,,,,,,,15435.0,15590.0,15405.0,15475.0,16609.0,50635.0,15505.0
2023-03-29,,,,37.92,,5.22,,15440.0,15515.0,15095.0,15180.0,30342.0,51691.0,15260.0
2023-03-30,,,,,,,,15190.0,15240.0,15060.0,15180.0,20777.0,47635.0,15155.0
2023-03-31,,,,,37.82,,,15095.0,15220.0,15010.0,15075.0,25581.0,44087.0,15140.0
2023-04-03,,,,,,,,15120.0,15275.0,14905.0,14940.0,25248.0,43240.0,15120.0
2023-04-04,,,,,,,,14960.0,15030.0,14865.0,14965.0,14586.0,41556.0,14950.0
2023-04-05,,,,37.41,,5.17,,,,,,,,
2023-04-06,,,,,,,,14830.0,14915.0,14770.0,14820.0,14099.0,40224.0,14835.0
2023-04-07,,,,,,,,14865.0,15070.0,14865.0,14965.0,19854.0,39066.0,14975.0
2023-04-10,,,,,,,,14875.0,14920.0,14675.0,14765.0,17675.0,36677.0,14770.0
2023-04-11,,,,,,,,14790.0,14880.0,14725.0,14790.0,12563.0,34331.0,14800.0
2023-04-12,,,,36.89,,5.1,,14750.0,14845.0,14700.0,14760.0,9507.0,32041.0,14770.0
2023-04-13,,,,,,,,16100.0,16160.0,15700.0,15720.0,21196.0,35132.0,15885.0
2023-04-14,,,,,,,,15715.0,15850.0,15580.0,15710.0,22557.0,38965.0,15720.0
2023-04-17,,,,,,,,15650.0,16180.0,15650.0,16130.0,29396.0,38377.0,15970.0
2023-04-18,,,,,,,,16240.0,16415.0,16100.0,16255.0,27491.0,37790.0,16260.0
2023-04-19,,,,36.52,,5.04,,16280.0,16725.0,16205.0,16670.0,38057.0,39408.0,16495.0
2023-04-20,,,,,,,,16650.0,16670.0,16430.0,16560.0,24449.0,38239.0,16550.0
2023-04-21,,,,,,,,16580.0,16870.0,16580.0,16810.0,31308.0,38138.0,16740.0
2023-04-24,,,,,,,,17160.0,17250.0,16935.0,17080.0,24867.0,38132.0,17045.0
2023-04-25,,,,,,,,17075.0,17080.0,16260.0,16345.0,37776.0,40119.0,16640.0
2023-04-26,,,,36.73,,5.21,,16340.0,16550.0,16120.0,16290.0,35611.0,39858.0,16330.0
2023-04-27,,,,,,,,16275.0,16465.0,16200.0,16285.0,24934.0,38549.0,16300.0
2023-04-28,,,,,,,,16375.0,16635.0,16350.0,16520.0,26793.0,38633.0,16480.0
2023-04-30,,,,,37.27,,,,,,,,,
2023-05-03,,,,,,5.16,,,,,,,,
2023-05-04,,,,36.7,,,,16375.0,16375.0,15870.0,15905.0,30786.0,41039.0,16050.0
2023-05-05,,,,,,,,15900.0,16275.0,15755.0,16165.0,40338.0,42413.0,15975.0
2023-05-08,,,,,,,,16055.0,16120.0,15910.0,16060.0,26357.0,42244.0,16025.0
2023-05-09,,,,,,,,16165.0,16210.0,15960.0,16000.0,21023.0,42405.0,16055.0
2023-05-10,,,,36.61,,5.15,,15960.0,16035.0,15675.0,15700.0,29740.0,45392.0,15840.0
2023-05-11,,,,,,,,15700.0,15840.0,15520.0,15580.0,28047.0,45663.0,15675.0
2023-05-12,,,,,,,,15680.0,15930.0,15635.0,15860.0,33043.0,43102.0,15780.0
2023-05-15,,,,,,,,15730.0,15880.0,15605.0,15830.0,25414.0,41880.0,15730.0
2023-05-16,,,,,,,,15760.0,16080.0,15750.0,15860.0,29175.0,42721.0,15930.0
2023-05-17,,,,36.49,,5.18,,15760.0,15805.0,15555.0,15600.0,25694.0,43426.0,15660.0
2023-05-18,,,,,,,,15565.0,15735.0,15465.0,15690.0,23582.0,43455.0,15625.0
2023-05-19,,,,,,,,15745.0,15770.0,15450.0,15470.0,21641.0,44363.0,15580.0
2023-05-22,,,,,,,,15450.0,15450.0,15130.0,15175.0,24060.0,47050.0,15275.0
2023-05-23,,,,,,,,15250.0,15390.0,15230.0,15310.0,18753.0,42623.0,15315.0
2023-05-24,,,,36.41,,5.17,,15495.0,15785.0,15420.0,15745.0,34380.0,41593.0,15585.0
2023-05-25,,,,,,,,15755.0,15815.0,15515.0,15690.0,28228.0,40229.0,15665.0
2023-05-26,,,,,,,,15820.0,15850.0,15680.0,15780.0,22559.0,39121.0,15775.0
2023-05-29,,,,,,,,15580.0,15640.0,15480.0,15570.0,25413.0,37317.0,15555.0
2023-05-30,,,,,,,,15535.0,15535.0,15200.0,15240.0,25799.0,37104.0,15330.0
2023-05-31,,,,36.29,36.8,5.18,,15280.0,15395.0,15140.0,15195.0,25363.0,30543.0,15270.0
2023-06-01,,,,,,,,15190.0,15295.0,15080.0,15215.0,17092.0,27809.0,15195.0
2023-06-02,,,,,,,,16095.0,16155.0,15850.0,15880.0,30146.0,49307.0,15970.0
2023-06-05,,,,,,,,16005.0,16080.0,15785.0,15865.0,32089.0,51827.0,15920.0
2023-06-06,,,,,,,,15950.0,16300.0,15845.0,16175.0,42282.0,51392.0,16065.0
2023-06-07,,,,35.74,,5.13,,16175.0,16210.0,15915.0,15940.0,27805.0,51978.0,16075.0
2023-06-08,,,,,,,,15940.0,16095.0,15860.0,15920.0,26440.0,53959.0,15970.0
2023-06-09,,,,,,,,15930.0,15950.0,15740.0,15905.0,32118.0,56559.0,15840.0
2023-06-12,,,,,,,,15910.0,16170.0,15850.0,16100.0,35497.0,55297.0,16050.0
2023-06-13,,,,,,,,16110.0,16340.0,16110.0,16195.0,32846.0,53300.0,16225.0
2023-06-14,,,,34.95,,5.11,,16230.0,16535.0,16140.0,16445.0,37463.0,53694.0,16325.0
2023-06-15,,,,,,,,16405.0,16550.0,16315.0,16465.0,32294.0,53860.0,16430.0
2023-06-16,,,,,,,,16470.0,16660.0,15270.0,15985.0,41741.0,55002.0,16450.0
2023-06-19,,,,,,,,16120.0,16195.0,15870.0,15910.0,42096.0,56864.0,16055.0
2023-06-20,,,,,,,,15950.0,15985.0,15810.0,15890.0,25865.0,57248.0,15890.0
2023-06-21,,,,34.35,,5.09,,15885.0,15970.0,15820.0,15915.0,24384.0,57337.0,15895.0
2023-06-26,,,,,,,,15660.0,15715.0,15360.0,15480.0,43934.0,61189.0,15515.0
2023-06-27,,,,,,,,15410.0,15650.0,15410.0,15615.0,34824.0,59149.0,15540.0
2023-06-28,,,,33.5,,4.98,,15685.0,15685.0,15445.0,15490.0,29374.0,60660.0,15530.0
2023-06-29,,,,,,,,15525.0,15665.0,15490.0,15555.0,26102.0,61256.0,15575.0
2023-06-30,,,,,36.11,,,15565.0,15645.0,15450.0,15510.0,32473.0,62677.0,15530.0
2023-07-03,,,,,,,,15810.0,15890.0,15680.0,15870.0,40371.0,59368.0,15795.0
2023-07-04,,,,,,,,15970.0,15970.0,15705.0,15750.0,34689.0,60105.0,15830.0
2023-07-05,,,,32.85,,4.95,,15700.0,15795.0,15650.0,15745.0,21588.0,61112.0,15735.0
2023-07-06,,,,,,,,15635.0,15700.0,15530.0,15665.0,33891.0,63009.0,15600.0
2023-07-07,,,,,,,,15630.0,15675.0,15570.0,15580.0,22587.0,62956.0,15620.0
2023-07-10,,,,,,,,15460.0,15460.0,15205.0,15245.0,39366.0,71148.0,15330.0
2023-07-11,,,,,,,,15220.0,15305.0,15170.0,15255.0,26794.0,70080.0,15245.0
2023-07-12,,,,31.96,,4.9,,15265.0,15320.0,15040.0,15075.0,34252.0,73927.0,15170.0
2023-07-13,,,,,,,,15160.0,15175.0,14880.0,14925.0,36462.0,76343.0,15010.0
2023-07-14,,,,,,,,14960.0,15080.0,14840.0,14935.0,38286.0,75601.0,14945.0
2023-07-17,,,,,,,,15055.0,15095.0,14965.0,15015.0,32371.0,74129.0,15025.0
2023-07-18,,,,,,,,15085.0,15230.0,15070.0,15150.0,34379.0,69607.0,15145.0
2023-07-19,,,,31.43,,4.9,,15130.0,15275.0,14985.0,15150.0,43704.0,67929.0,15130.0
2023-07-20,,,,,,,,15200.0,15415.0,15200.0,15340.0,42137.0,63703.0,15315.0
2023-07-21,,,,,,,,15340.0,15360.0,15130.0,15150.0,33536.0,63749.0,15235.0
2023-07-24,,,,,,,,15500.0,16000.0,15500.0,15850.0,64381.0,54704.0,15735.0
2023-07-25,,,,,,,,16005.0,16105.0,15875.0,16040.0,46527.0,49721.0,15990.0
2023-07-26,,,,31.28,,5.08,,16050.0,16140.0,15880.0,16035.0,39473.0,50557.0,15990.0
2023-07-27,,,,,,,,15880.0,16415.0,15810.0,16355.0,56233.0,50694.0,16100.0
2023-07-28,,,,,,,,16300.0,16610.0,16235.0,16520.0,49247.0,45626.0,16425.0
2023-07-31,,,,,35.16,,,16795.0,17160.0,16665.0,17140.0,62496.0,42950.0,16935.0
2023-08-01,,,,,,,,17220.0,17235.0,16855.0,16955.0,61706.0,38028.0,17030.0
2023-08-02,,,,32.16,,5.68,,17200.0,17280.0,16925.0,17055.0,42310.0,35351.0,17075.0
2023-08-03,,,,,,,,16880.0,17060.0,16800.0,16865.0,31586.0,30745.0,16940.0
2023-08-04,,,,,,,,17310.0,17550.0,17280.0,17490.0,35833.0,52568.0,17425.0
2023-08-07,,,,,,,,17440.0,17660.0,17295.0,17500.0,44109.0,56467.0,17475.0
2023-08-08,,,,,,,,17500.0,17765.0,17400.0,17460.0,45665.0,57473.0,17610.0
2023-08-09,,,,32.88,,5.97,,17425.0,17610.0,17360.0,17500.0,34135.0,59445.0,17505.0
2023-08-10,,,,,,,,17400.0,17400.0,17030.0,17075.0,49004.0,62371.0,17180.0
2023-08-11,,,,,,,,17015.0,17230.0,16985.0,17220.0,34701.0,62745.0,17125.0
2023-08-14,,,,,,,,17210.0,17380.0,17150.0,17225.0,37778.0,63277.0,17265.0
2023-08-15,,,,,,,,17260.0,17330.0,17160.0,17245.0,27478.0,63701.0,17245.0
2023-08-16,,,,33.09,,5.91,,17260.0,17360.0,17025.0,17080.0,38589.0,65498.0,17195.0
2023-08-17,,,,,,,,17115.0,17175.0,16710.0,16755.0,47216.0,63939.0,16920.0
2023-08-18,,,,,,,,16800.0,16855.0,16580.0,16655.0,37313.0,63929.0,16745.0
2023-08-21,,,,,,,,16790.0,17090.0,16725.0,17040.0,45603.0,62366.0,16925.0
2023-08-22,,,,,,,,17050.0,17075.0,16810.0,16945.0,34622.0,62576.0,16930.0
2023-08-23,,,,33.14,,5.92,,16945.0,17305.0,16870.0,17275.0,53291.0,63538.0,17095.0
2023-08-24,,,,,,,,17250.0,17380.0,17180.0,17220.0,43334.0,63949.0,17270.0
2023-08-25,,,,,,,,17265.0,17490.0,17250.0,17360.0,40605.0,66058.0,17355.0
2023-08-28,,,,,,,,17350.0,17350.0,16505.0,16985.0,52246.0,64401.0,16985.0
2023-08-29,,,,,,,,17030.0,17040.0,16685.0,16780.0,38890.0,64986.0,16835.0
2023-08-30,,,,32.98,,5.87,,16850.0,17040.0,16795.0,16870.0,35468.0,64495.0,16915.0
2023-08-31,,,,,35.48,,,16910.0,16925.0,16750.0,16845.0,26485.0,65524.0,16830.0
2023-09-01,,,,,,,,16830.0,16980.0,16790.0,16840.0,37752.0,70014.0,16880.0
2023-09-04,,,,,,,,16600.0,16860.0,16520.0,16830.0,56227.0,73792.0,16680.0
2023-09-05,,,,,,,,16815.0,16920.0,16725.0,16845.0,40211.0,73362.0,16835.0
2023-09-06,,,,32.57,,5.8,,16845.0,16940.0,16680.0,16730.0,38071.0,74083.0,16805.0
2023-09-07,,,,,,,,16730.0,16820.0,16640.0,16770.0,33227.0,70633.0,16735.0
2023-09-08,,,,,,,,16720.0,16795.0,16400.0,16420.0,44690.0,74085.0,16590.0
2023-09-11,,,,,,,,16520.0,16760.0,16490.0,16700.0,36996.0,69846.0,16640.0
2023-09-12,,,,,,,,16765.0,17110.0,16765.0,17030.0,54335.0,67402.0,16975.0
2023-09-13,,,,31.92,,5.73,,17030.0,17030.0,16850.0,16950.0,32036.0,64310.0,16930.0
2023-09-14,,,,,,,,16965.0,17155.0,16930.0,16990.0,35936.0,66427.0,17030.0
2023-09-15,,,,,,,,17100.0,17295.0,17040.0,17185.0,50881.0,65905.0,17170.0
2023-09-18,,,,,,,,16895.0,16895.0,16640.0,16740.0,38780.0,64864.0,16755.0
2023-09-19,,,,,,,,16730.0,16825.0,16630.0,16800.0,31757.0,63801.0,16730.0
2023-09-20,,,,31.0,,5.75,,16785.0,17045.0,16720.0,17015.0,40303.0,62146.0,16900.0
2023-09-21,,,,,,,,16980.0,17035.0,16735.0,16750.0,37207.0,60458.0,16875.0
2023-09-22,,,,,,,,16750.0,16805.0,16635.0,16765.0,28571.0,61239.0,16730.0
2023-09-25,,,,,,,,16980.0,17000.0,16720.0,16775.0,34399.0,59051.0,16845.0
2023-09-26,,,,,,,,16815.0,16815.0,16525.0,16615.0,37695.0,58292.0,16625.0
2023-09-27,,,,30.11,,5.69,,16590.0,16670.0,16420.0,16610.0,32567.0,49789.0,16550.0
2023-09-28,,,,,,,,16650.0,16725.0,16510.0,16565.0,27882.0,41903.0,16610.0
2023-09-30,,,,,35.19,,,,,,,,,
2023-10-04,,,,,,5.69,,,,,,,,
2023-10-06,,,,29.23,,,,,,,,,,
2023-10-09,,,,,,,,16010.0,16180.0,15880.0,15945.0,26338.0,41613.0,16040.0
2023-10-10,,,,,,,,15890.0,15955.0,15510.0,15555.0,30175.0,38659.0,15745.0
2023-10-11,,,,28.19,,5.62,,15495.0,15675.0,15390.0,15630.0,27226.0,35726.0,15535.0
2023-10-12,,,,,,,,16610.0,16715.0,16525.0,16680.0,27101.0,64026.0,16625.0
2023-10-13,,,,,,,,16655.0,16800.0,16540.0,16625.0,28579.0,64411.0,16645.0
2023-10-16,,,,,,,,16765.0,16900.0,16710.0,16820.0,28548.0,66539.0,16800.0
2023-10-17,,,,,,,,16770.0,16825.0,16665.0,16765.0,24003.0,66993.0,16750.0
2023-10-18,,,,27.05,,5.65,,16765.0,16865.0,16530.0,16580.0,37347.0,72195.0,16695.0
2023-10-19,,,,,,,,16600.0,16650.0,16470.0,16560.0,30435.0,71903.0,16550.0
2023-10-20,,,,,,,,16550.0,16595.0,16230.0,16245.0,40060.0,79493.0,16390.0
2023-10-23,,,,,,,,16120.0,16560.0,16110.0,16450.0,51465.0,75609.0,16350.0
2023-10-24,,,,,,,,16390.0,16425.0,16145.0,16200.0,39162.0,80069.0,16275.0
2023-10-25,,,,25.36,,5.64,,16090.0,16200.0,15835.0,15880.0,73054.0,88515.0,16000.0
2023-10-26,,,,,,,,15815.0,16125.0,15805.0,16045.0,57404.0,83503.0,15980.0
2023-10-27,,,,,,,,15955.0,16080.0,15900.0,16070.0,42558.0,83660.0,15985.0
2023-10-30,,,,,,,,16025.0,16295.0,16025.0,16275.0,49728.0,83915.0,16185.0
2023-10-31,,,,,34.14,,,16300.0,16360.0,16165.0,16280.0,41443.0,83381.0,16265.0
2023-11-01,,,,24.8,,5.51,,16300.0,16380.0,16155.0,16180.0,41502.0,87233.0,16240.0
2023-11-02,,,,,,,,16100.0,16310.0,16100.0,16255.0,38574.0,87683.0,16240.0
2023-11-03,,,,,,,,16260.0,16300.0,16110.0,16150.0,39850.0,90325.0,16200.0
2023-11-06,,,,,,,,16200.0,16225.0,15905.0,16140.0,55757.0,90541.0,16045.0
2023-11-07,,,,,,,,16015.0,16140.0,15730.0,15765.0,69230.0,96446.0,15915.0
2023-11-08,,,,24.47,,5.55,,15730.0,15765.0,15580.0,15710.0,53849.0,97130.0,15670.0
2023-11-09,,,,,,,,15640.0,15695.0,15390.0,15585.0,75826.0,96582.0,15520.0
2023-11-10,,,,,,,,15600.0,15700.0,15525.0,15600.0,41466.0,92218.0,15610.0
2023-11-13,,,,,,,,15710.0,15925.0,15680.0,15770.0,52063.0,90160.0,15795.0
2023-11-14,,,,,,,,15820.0,15900.0,15750.0,15880.0,40706.0,85134.0,15835.0
2023-11-15,,,,24.19,,5.48,,15910.0,15980.0,15755.0,15815.0,38971.0,86453.0,15850.0
2023-11-16,,,,,,,,15820.0,15825.0,15665.0,15735.0,39986.0,87507.0,15745.0
2023-11-17,,,,,,,,15730.0,15730.0,15560.0,15600.0,42233.0,89798.0,15635.0
2023-11-20,,,,,,,,15850.0,16000.0,15810.0,15895.0,58541.0,86414.0,15890.0
2023-11-21,,,,,,,,15885.0,15940.0,15805.0,15885.0,36983.0,84508.0,15870.0
2023-11-22,,,,24.04,,5.56,,15835.0,15845.0,15480.0,15555.0,62876.0,88340.0,15680.0
2023-11-23,,,,,,,,15545.0,15610.0,15415.0,15450.0,43883.0,84215.0,15505.0
2023-11-24,,,,,,,,15555.0,15775.0,15310.0,15430.0,83434.0,84394.0,15545.0
2023-11-27,,,,,,,,15000.0,15115.0,14615.0,14660.0,98363.0,80275.0,14830.0
2023-11-28,,,,,,,,14705.0,14880.0,14565.0,14840.0,62166.0,75215.0,14730.0
2023-11-29,,,,23.72,,5.49,,14895.0,14955.0,14755.0,14810.0,52060.0,69433.0,14845.0
2023-11-30,,,,,33.26,,,14800.0,14910.0,14570.0,14630.0,55706.0,62090.0,14745.0
2023-12-01,,,,,,,,14515.0,14555.0,14070.0,14160.0,66034.0,56707.0,14285.0
2023-12-04,,,,,,,,14300.0,14345.0,13810.0,13910.0,57365.0,52019.0,14045.0
2023-12-05,,,,,,,,13810.0,13820.0,13465.0,13480.0,50415.0,46689.0,13600.0
2023-12-06,,,,23.54,,5.5,,13405.0,13920.0,13240.0,13720.0,75242.0,43632.0,13570.0
2023-12-07,,,,,,,,13555.0,13700.0,13430.0,13500.0,41818.0,40522.0,13540.0
2023-12-08,,,,,,,,13710.0,14485.0,13680.0,14395.0,106484.0,84190.0,14140.0
2023-12-11,,,,,,,,14400.0,14420.0,14125.0,14215.0,67317.0,86133.0,14245.0
2023-12-12,,,,,,,,14195.0,14975.0,14195.0,14640.0,168155.0,96568.0,14650.0
2023-12-13,,,,23.3,,5.46,,14500.0,14705.0,14435.0,14520.0,107835.0,98545.0,14565.0
2023-12-14,,,,,,,,14520.0,14610.0,14250.0,14335.0,96578.0,102554.0,14390.0
2023-12-15,,,,,,,,14340.0,14540.0,14280.0,14325.0,86038.0,103215.0,14420.0
2023-12-18,,,,,,,,14475.0,14520.0,14060.0,14210.0,119550.0,108644.0,14265.0
2023-12-19,,,,,,,,14285.0,14285.0,13860.0,13870.0,111754.0,117301.0,14060.0
2023-12-20,,,,23.18,,5.68,,13850.0,14120.0,13815.0,14015.0,93571.0,115380.0,13975.0
2023-12-21,,,,,,,,14015.0,14180.0,13930.0,14110.0,87703.0,111734.0,14075.0
2023-12-22,,,,,,,,14115.0,14205.0,13880.0,13985.0,96785.0,113717.0,14020.0
2023-12-25,,,,,,,,14000.0,14155.0,13805.0,14110.0,76948.0,110534.0,14045.0
2023-12-26,,,,,,,,14135.0,14335.0,14075.0,14120.0,66829.0,110454.0,14155.0
2023-12-27,,,,23.02,,5.66,,14100.0,14100.0,13870.0,13930.0,74964.0,117325.0,13955.0
2023-12-28,,,,,,,,13880.0,13880.0,13685.0,13690.0,83660.0,120451.0,13790.0
2023-12-29,,,,,,,,13680.0,13770.0,13630.0,13715.0,70155.0,114142.0,13705.0
2023-12-31,,,,,32.84,,,,,,,,,
2024-01-02,,,,,,,,13585.0,13930.0,13510.0,13830.0,70592.0,114014.0,13780.0
2024-01-03,,,,22.85,,5.64,,13775.0,13845.0,13670.0,13765.0,52238.0,110728.0,13755.0
2024-01-04,,,,,,,,13780.0,13945.0,13725.0,13750.0,62594.0,109816.0,13815.0
2024-01-05,,,,,,,,13800.0,13810.0,13545.0,13580.0,62587.0,110927.0,13655.0
2024-01-08,,,,,,,,13590.0,13680.0,13460.0,13530.0,57517.0,107921.0,13550.0
2024-01-09,,,,,,,,13535.0,13740.0,13410.0,13535.0,84498.0,108938.0,13580.0
2024-01-10,,,,22.75,,5.61,,13480.0,13530.0,13385.0,13445.0,63575.0,107860.0,13460.0
2024-01-11,,,,,,,,13450.0,13525.0,13375.0,13490.0,54674.0,108815.0,13455.0
2024-01-12,,,,,,,,13475.0,13590.0,13415.0,13545.0,50968.0,105647.0,13520.0
2024-01-15,,,,,,,,13600.0,13895.0,13565.0,13845.0,102136.0,104993.0,13745.0
2024-01-16,,,,,,,,13875.0,13940.0,13740.0,13805.0,64758.0,102292.0,13810.0
2024-01-17,,,,22.95,,5.62,,13845.0,13860.0,13610.0,13645.0,66767.0,105735.0,13720.0
2024-01-18,,,,,,,,13685.0,13690.0,13570.0,13645.0,47360.0,102739.0,13630.0
2024-01-19,,,,,,,,13655.0,13735.0,13615.0,13690.0,44981.0,102468.0,13680.0
2024-01-22,,,,,,,,13900.0,14000.0,13825.0,13855.0,81679.0,98602.0,13910.0
2024-01-23,,,,,,,,13835.0,13875.0,13700.0,13810.0,53219.0,96769.0,13775.0
2024-01-24,,,,24.31,,5.9,,13815.0,13935.0,13815.0,13920.0,48934.0,92225.0,13875.0
2024-01-25,,,,,,,,14000.0,14195.0,13960.0,14105.0,82851.0,92465.0,14095.0
2024-01-26,,,,,,,,14110.0,14150.0,13945.0,14055.0,65595.0,89826.0,14015.0
2024-01-29,,,,,,,,14210.0,14275.0,14050.0,14110.0,53771.0,86784.0,14115.0
2024-01-30,,,,,,,,14120.0,14140.0,13765.0,13810.0,65580.0,82402.0,13935.0
2024-01-31,,,,,32.71,6.33,,13945.0,14035.0,13810.0,13915.0,58683.0,73218.0,13915.0
2024-02-01,,,,26.42,,,,13950.0,14075.0,13885.0,13915.0,48333.0,72576.0,13970.0
2024-02-02,,,,,,,,13850.0,13850.0,13550.0,13585.0,56529.0,66882.0,13675.0
2024-02-05,,,,,,,,13700.0,13710.0,13515.0,13575.0,30975.0,64530.0,13580.0
2024-02-06,,,,,,,,13595.0,13670.0,13555.0,13625.0,22704.0,60651.0,13610.0
2024-02-07,,,,,,6.34,,13635.0,13660.0,13455.0,13490.0,26785.0,52729.0,13530.0
2024-02-08,,,,27.34,,,,13500.0,13615.0,13485.0,13490.0,20011.0,46347.0,13540.0
2024-02-18,,,,28.56,,,,,,,,,,
2024-02-19,,,,,,,,13600.0,13665.0,13365.0,13600.0,20014.0,42403.0,13540.0
2024-02-20,,,,,,,,14550.0,14655.0,14485.0,14510.0,33891.0,62159.0,14570.0
2024-02-21,,,,,,6.09,,14465.0,14470.0,14280.0,14365.0,44644.0,69636.0,14355.0
