date,hog_spot,hog_corn,hog_soymeal,hog_piglet,hog_sow,hog_pig_corn_ratio,hog_pork_wholesale,hog_fut_open,hog_fut_high,hog_fut_low,hog_fut_close,hog_fut_volume,hog_fut_hold,hog_fut_settle,hog_spot_ret1,hog_spot_ret5,hog_spot_ret20,hog_spot_ma20_gap,hog_spot_z20,hog_spot_z60,hog_corn_ret1,hog_corn_ret5,hog_corn_ret20,hog_corn_ma20_gap,hog_corn_z20,hog_corn_z60,hog_soymeal_ret1,hog_soymeal_ret5,hog_soymeal_ret20,hog_soymeal_ma20_gap,hog_soymeal_z20,hog_soymeal_z60,hog_piglet_ret1,hog_piglet_ret5,hog_piglet_ret20,hog_piglet_ma20_gap,hog_piglet_z20,hog_piglet_z60,hog_sow_ret1,hog_sow_ret5,hog_sow_ret20,hog_sow_ma20_gap,hog_sow_z20,hog_sow_z60,hog_pig_corn_ratio_ret1,hog_pig_corn_ratio_ret5,hog_pig_corn_ratio_ret20,hog_pig_corn_ratio_ma20_gap,hog_pig_corn_ratio_z20,hog_pig_corn_ratio_z60,hog_pork_wholesale_ret1,hog_pork_wholesale_ret5,hog_pork_wholesale_ret20,hog_pork_wholesale_ma20_gap,hog_pork_wholesale_z20,hog_pork_wholesale_z60,hog_fut_close_ret1,hog_fut_close_ret5,hog_fut_close_ret20,hog_fut_close_ma20_gap,hog_fut_close_z20,hog_fut_close_z60,hog_fut_volume_ret1,hog_fut_volume_ret5,hog_fut_volume_ret20,hog_fut_volume_ma20_gap,hog_fut_volume_z20,hog_fut_volume_z60,hog_fut_hold_ret1,hog_fut_hold_ret5,hog_fut_hold_ret20,hog_fut_hold_ma20_gap,hog_fut_hold_z20,hog_fut_hold_z60,hog_fut_vol20,hog_fut_spot_basis,hog_fut_spot_basis_z60,hog_feed_cost_index,hog_feed_cost_ret20
2019-02-27,,,,24.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04412388629613906,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-06,,,,25.84,29.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04997968305566847,0.19796012980992117,,,,,0.02764170748775374,0.02764170748775374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-13,,,,29.49,30.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1412538699690402,0.36591014358499296,,,,,0.026557711950970342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-20,,,,31.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08206171583587674,0.4264640143048726,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-27,,,,34.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0705108116577875,0.4492999575731862,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-03,,,,35.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04244730679156916,0.4469727752945958,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-10,,,,36.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020499859590003,0.4063467492260062,,0.3423463356973995,1.7422935098861154,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-17,,,,36.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009631260319207247,0.24415055951169884,,0.31436852732365006,1.5212766249735756,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-24,,,,37.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013082583810302584,0.16483860858665,,0.2975709090909091,1.4076996240876818,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-01,,,,37.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010761366693569974,0.09982435597189698,,0.2821852357450383,1.320607756764598,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-08,,,,37.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009582113388341806,0.06515023869699532,,0.2688953141054744,1.254242687482295,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-15,,,,38.16,32.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006063801740047392,0.05008255365987879,,0.2541080583672932,1.1868317592872606,,0.09253731343283578,,0.09217506631299721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-22,,,,38.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00524109014675056,0.04551648950667753,,0.2409721379756562,1.1313302253871222,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-29,,,,38.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004692387904066786,0.036857680925477476,,0.22936915975531935,1.0852030002497552,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-05,,,,38.98,33.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011416709911779899,0.03752994410433841,,0.22775950164485192,1.0877338255148608,,0.015179113539769196,,0.15909878682842282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-12,,,,39.16,33.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004617752693689026,0.03242815713155811,,0.21881859581299312,1.0540273776975588,,0.009569377990430672,,0.1787709497206702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-19,,,,39.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019407558733401498,0.04612159329140475,0.8507185906351415,0.22902619993226803,1.1136432588628005,1.1136432588628005,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26,,,,41.02,34.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027555110220440993,0.06934306569343085,0.8999536822603058,0.22819887120679083,1.1993602177568392,1.2197748938129211,0.024289099526066282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-03,,,,41.48,34.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011214041930765362,0.07628437986507519,0.8542691104157352,0.20686645330229858,1.1999905324435134,1.2207311270713839,0.009832272990167867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-10,,,,42.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013982642237222898,0.07901487942534646,0.7844717861688588,0.1906413214250331,1.2457028315879761,1.241297725623657,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-15,,,,,35.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.011741122565864792,0.046504739336492795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-17,,,,42.78,36.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017118402282453538,0.07164328657314623,0.6555727554179567,0.16052485044046905,1.4428387193153185,1.2815974202032923,0.024058873478630005,,0.23186925434116445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-24,,,,43.2,36.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009817671809256634,0.05314480741101901,0.4649033570701935,0.14424323533101902,1.628977151397727,1.2758519052924515,0.004422332780541938,0.05089647194910363,0.2053067993366502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-31,,,,43.52,36.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007407407407407307,0.049180327868852514,0.3638357881541838,0.13110089735171804,1.7322056706005462,1.2583815280754989,0.000825536598789034,0.04152348224513158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-07,,,,44.19,37.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015395220588235059,0.050641940085591974,0.2936182669789227,0.13055948293274078,1.9146027631568845,1.293499499886601,0.017596920538905714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-14,,,,46.06,38.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042317266349853,,0.2934568941308622,0.16269862358505627,2.4521807917436353,1.4921758590706737,0.04161037557416902,0.09114067364845746,,0.09869752329922754,2.480908977382876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-21,,,,47.95,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04103343465045595,0.12085086489013563,0.3194826637314254,0.19383329183756381,2.7514853290758423,1.6683823140066019,0.04280155642023353,0.11111111111111116,,0.1355348980535156,2.8452960008279984,2.252318056594645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-28,,,,50.07,41.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04421272158498435,0.15902777777777777,0.36467702371218325,0.22793453287554555,2.9149426906756903,1.8472432502838985,0.03681592039800985,0.1469455145844798,,0.16419161119128511,2.7698989807818863,2.3719499937751207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-04,,,,52.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05712003195526272,0.2162224264705881,0.42399784772666127,0.27603664416586327,3.1146256255617075,2.0861823385695297,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-11,,,,55.21,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043075760438314736,0.249377687259561,0.4695235560287463,0.3049086928397273,2.9564970169951623,2.1994235781111304,0.06046065259117084,0.19427181842745211,,0.21918098875450887,3.050226961108633,2.690194012711617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-18,,,,56.81,46.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02898025719978259,0.2333912288319584,0.4977590297917216,0.313893757912163,2.655197634354961,2.2027246422504745,0.047737556561086025,0.20129701686121937,,0.25769156159068873,2.890679798299174,2.752526780294198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-25,,,,58.54,47.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030452385143460603,0.22085505735140765,0.5340670859538785,0.3234888148500712,2.4628125451862513,2.2148970319287606,0.025480457784495814,0.18134328358208962,0.44171220400728606,0.2679553585731833,2.5084358893225307,2.570933195581954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-02,,,,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023231978134608866,0.1963251447972838,0.5615224191866528,0.32217291293942707,2.255804146692128,2.1816465607296354,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-09,,,,62.9,49.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05008347245409017,0.188361987530701,0.6320705760249092,0.3544972345634234,2.3359347601900136,2.313211963575495,0.04485154769425126,,,0.2913803872579639,2.4585507949437098,2.6111685017741117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-16,,,,67.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07424483306836249,0.22387248686832084,0.7334530528476142,0.4159681475272421,2.5729366327059964,2.5630795948686136,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-23,,,,73.5,57.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0877608406097381,0.2937863052279528,0.876915219611849,0.4931517102013321,2.807254712989493,2.845479196458113,0.1549778315195487,0.23752969121140133,0.6975710900473935,0.45078813244675486,3.448115010730555,3.5091938725187624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-30,,,,77.55,60.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055102040816326525,0.32473522377861297,0.9426352705410821,0.5196316044595248,2.672734675894187,2.8739512175326687,0.056011167335543455,0.2743735523268056,,0.47348601665341095,2.9210534418632084,3.2722365785572785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-06,,,,79.37,61.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02346872985170867,0.32504173622704524,0.9349098000975133,0.497190341924467,2.343408879398969,2.7122070354391616,0.016027759418373977,,0.7781954887218046,0.45407250853519754,2.381576798294555,2.833463746587903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-13,,,,78.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005543656293309773,0.2548489666136726,0.9028447444551595,0.4342811235761628,1.933318785271251,2.4326764412822612,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-20,,,,76.8,62.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0269859369061195,0.13659908243303254,0.8259629101283879,0.3473186585906338,1.5173671001260418,2.109723762919843,0.013986013986013957,,,0.3988184265629673,1.9598844182204684,2.5456624287439764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-27,,,,75.88,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011979166666666652,0.0323809523809524,,0.2898065809014294,1.2848571908406288,1.925902906564912,0.010425020048115519,0.09928459256674227,0.7831870931219926,0.37902729324851214,1.7623588051443688,2.326467944740228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-04,,,,75.68,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0026357406431205543,-0.02411347517730489,0.769050958391772,0.26803277315148355,1.1879071908999328,1.8151097890045735,0.004761904761904745,0.045935228023793684,0.7495854063018241,0.33505575914159924,1.5416518923202787,2.1345186117474584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
