date,ak_fund_收盘价,ak_fund_涨跌幅,ak_fund_主力净流入-净额,ak_fund_主力净流入-净占比,ak_fund_超大单净流入-净额,ak_fund_超大单净流入-净占比,ak_fund_大单净流入-净额,ak_fund_大单净流入-净占比,ak_fund_中单净流入-净额,ak_fund_中单净流入-净占比,ak_fund_小单净流入-净额,ak_fund_小单净流入-净占比
2026-01-07,35.41,-0.87,-154762784.0,-7.72,-85620784.0,-4.27,-69142000.0,-3.45,8085712.0,0.4,146677072.0,7.32
2026-01-08,34.7,-2.01,-164277644.0,-9.56,-98030860.0,-5.7,-66246784.0,-3.85,24045792.0,1.4,140231840.0,8.16
2026-01-09,34.6,-0.29,-143150294.0,-9.27,-133844406.0,-8.66,-9305888.0,-0.6,39954160.0,2.59,103196128.0,6.68
2026-01-12,33.68,-2.66,-258306672.0,-13.05,-181498448.0,-9.17,-76808224.0,-3.88,41054400.0,2.07,217252272.0,10.98
2026-01-13,34.27,1.75,-84516903.0,-5.05,-49326295.0,-2.95,-35190608.0,-2.1,-12963984.0,-0.78,97480880.0,5.83
2026-01-14,34.29,0.06,-53790480.0,-2.98,-38146640.0,-2.11,-15643840.0,-0.87,214384.0,0.01,53576096.0,2.97
2026-01-15,35.27,2.86,-4070368.0,-0.18,-50574480.0,-2.18,46504112.0,2.01,24919840.0,1.08,-20849472.0,-0.9
2026-01-16,34.92,-0.99,-50630311.0,-3.52,-68773591.0,-4.78,18143280.0,1.26,-20321536.0,-1.41,70951856.0,4.93
2026-01-19,35.98,3.04,6506896.0,0.33,-43112832.0,-2.17,49619728.0,2.5,16818336.0,0.85,-23325216.0,-1.17
2026-01-20,36.07,0.25,-8107872.0,-0.44,-26485440.0,-1.43,18377568.0,0.99,9796544.0,0.53,-1688672.0,-0.09
2026-01-21,36.67,1.66,33052656.0,1.78,-28884896.0,-1.56,61937552.0,3.34,29976464.0,1.62,-63029120.0,-3.4
2026-01-22,37.08,1.12,-63181216.0,-3.25,-7177840.0,-0.37,-56003376.0,-2.88,108600128.0,5.59,-45418896.0,-2.34
2026-01-23,37.66,1.56,35648752.0,1.89,62182784.0,3.3,-26534032.0,-1.41,-23052048.0,-1.22,-12596704.0,-0.67
2026-01-26,39.0,3.56,150200672.0,5.9,91023184.0,3.58,59177488.0,2.33,-55962064.0,-2.2,-94238576.0,-3.7
2026-01-27,38.35,-1.67,-137966544.0,-5.84,-128118224.0,-5.42,-9848320.0,-0.42,2076768.0,0.09,135889776.0,5.75
2026-01-28,39.89,4.02,45977472.0,1.56,97820416.0,3.33,-51842944.0,-1.76,16758848.0,0.57,-62736320.0,-2.13
2026-01-29,39.49,-1.0,-199851968.0,-6.74,-146396784.0,-4.94,-53455184.0,-1.8,62787008.0,2.12,137064960.0,4.63
2026-01-30,38.19,-3.29,-228506384.0,-8.74,-234683072.0,-8.98,6176688.0,0.24,1131936.0,0.04,227374448.0,8.7
2026-02-02,35.04,-8.25,-255908832.0,-8.19,-107839248.0,-3.45,-148069584.0,-4.74,-86101280.0,-2.76,342010096.0,10.95
2026-02-03,36.03,2.83,23185884.0,1.53,42190284.0,2.79,-19004400.0,-1.26,-1809808.0,-0.12,-21376080.0,-1.41
2026-02-04,36.08,0.14,-100624105.0,-9.2,-122646865.0,-11.22,22022760.0,2.01,85113961.0,7.78,15510160.0,1.42
2026-02-05,35.1,-2.72,-105227175.0,-8.78,-55656855.0,-4.64,-49570320.0,-4.14,29866272.0,2.49,75360928.0,6.29
2026-02-06,35.78,1.94,-42175622.0,-3.02,-22467142.0,-1.61,-19708480.0,-1.41,1971968.0,0.14,40203664.0,2.88
2026-02-09,35.73,-0.14,-9237513.0,-0.71,80316215.0,6.16,-89553728.0,-6.87,404384.0,0.03,8833136.0,0.68
2026-02-10,35.48,-0.7,-48993287.0,-6.98,-38401321.0,-5.47,-10591966.0,-1.51,992370.0,0.14,48000917.0,6.83
2026-02-11,36.52,2.93,155255696.0,8.39,112112544.0,6.06,43143152.0,2.33,-44168800.0,-2.39,-111086912.0,-6.0
2026-02-12,36.66,0.38,2426342.0,0.22,24875606.0,2.28,-22449264.0,-2.06,20550592.0,1.88,-22976960.0,-2.11
2026-02-13,35.78,-2.4,-59096521.0,-5.87,-7261031.0,-0.72,-51835490.0,-5.15,55551020.0,5.52,3545504.0,0.35
2026-02-24,39.36,10.01,383684032.0,11.95,326345264.0,10.17,57338768.0,1.79,-180386304.0,-5.62,-203297728.0,-6.33
2026-02-25,43.3,10.01,-60419232.0,-0.82,376681344.0,5.11,-437100576.0,-5.92,-82928928.0,-1.12,143348160.0,1.94
2026-02-26,44.55,2.89,-315957248.0,-4.44,-129732880.0,-1.82,-186224368.0,-2.62,31532496.0,0.44,284424736.0,4.0
2026-02-27,44.37,-0.4,-32829360.0,-0.8,-107060416.0,-2.6,74231056.0,1.8,28429600.0,0.69,4399744.0,0.11
2026-03-02,43.99,-0.86,-11965232.0,-0.25,-163111280.0,-3.45,151146048.0,3.2,82094992.0,1.74,-70129760.0,-1.49
2026-03-03,41.18,-6.39,-441197760.0,-8.09,-525556704.0,-9.64,84358944.0,1.55,209763296.0,3.85,231434448.0,4.24
2026-03-04,41.07,-0.27,-66408416.0,-1.73,-102853456.0,-2.68,36445040.0,0.95,137326016.0,3.58,-70917600.0,-1.85
2026-03-05,40.7,-0.9,68709168.0,2.3,59646608.0,2.0,9062560.0,0.3,40998304.0,1.37,-109707472.0,-3.68
2026-03-06,42.67,4.84,310359312.0,7.11,120003584.0,2.75,190355728.0,4.36,-74135104.0,-1.7,-236224192.0,-5.42
2026-03-09,42.02,-1.52,-60621968.0,-1.14,-273065504.0,-5.15,212443536.0,4.01,62815040.0,1.19,-2193088.0,-0.04
2026-03-10,41.2,-1.95,-301174384.0,-10.14,-166400752.0,-5.6,-134773632.0,-4.54,28631376.0,0.96,272543008.0,9.18
2026-03-11,41.99,1.92,130672048.0,3.85,64971968.0,1.91,65700080.0,1.93,55366448.0,1.63,-186038512.0,-5.48
2026-03-12,42.25,0.62,275429264.0,6.58,103479984.0,2.47,171949280.0,4.11,90858176.0,2.17,-366287440.0,-8.76
2026-03-13,43.13,2.08,8398960.0,0.15,53859824.0,0.98,-45460864.0,-0.83,-66132992.0,-1.2,57734016.0,1.05
2026-03-16,40.69,-5.66,-438431616.0,-8.46,-557591040.0,-10.76,119159424.0,2.3,177255184.0,3.42,261176432.0,5.04
2026-03-17,39.17,-3.74,-463885552.0,-12.6,-189331760.0,-5.14,-274553792.0,-7.46,-28662976.0,-0.78,492548528.0,13.38
2026-03-18,38.72,-1.15,-168734400.0,-6.78,-17132160.0,-0.69,-151602240.0,-6.09,-22221936.0,-0.89,190956368.0,7.67
2026-03-19,36.96,-4.55,-253555232.0,-10.05,-46456432.0,-1.84,-207098800.0,-8.21,-57615552.0,-2.28,311170784.0,12.33
2026-03-20,37.21,0.68,139152528.0,6.1,138994592.0,6.09,157936.0,0.01,-69027776.0,-3.02,-70124768.0,-3.07
2026-03-23,36.69,-1.4,-30315696.0,-1.08,-25347520.0,-0.9,-4968176.0,-0.18,47740496.0,1.7,-17424800.0,-0.62
2026-03-24,34.51,-5.94,-207607248.0,-5.12,-118719040.0,-2.93,-88888208.0,-2.19,89946320.0,2.22,117660928.0,2.9
2026-03-25,34.54,0.09,-85432464.0,-3.68,-18869952.0,-0.81,-66562512.0,-2.86,51618656.0,2.22,33813808.0,1.46
2026-03-26,33.97,-1.65,-137345760.0,-7.29,-58082448.0,-3.08,-79263312.0,-4.21,58904336.0,3.13,78441440.0,4.17
2026-03-27,34.78,2.38,118527680.0,5.37,50000560.0,2.27,68527120.0,3.11,14767664.0,0.67,-133295328.0,-6.04
2026-03-30,34.98,0.58,95412765.0,4.69,24370493.0,1.2,71042272.0,3.49,8159440.0,0.4,-103572208.0,-5.09
2026-03-31,33.39,-4.55,-259852976.0,-13.66,-131731088.0,-6.92,-128121888.0,-6.73,30573536.0,1.61,229279440.0,12.05
2026-04-01,33.5,0.33,-67746445.0,-5.15,-65552925.0,-4.98,-2193520.0,-0.17,42486016.0,3.23,25260432.0,1.92
2026-04-02,32.67,-2.48,-285893652.0,-18.77,-206795668.0,-13.58,-79097984.0,-5.19,32409184.0,2.13,253484448.0,16.64
2026-04-03,31.44,-3.76,-86035190.0,-4.57,-20729542.0,-1.1,-65305648.0,-3.47,-192138048.0,-10.21,278173248.0,14.78
2026-04-07,32.6,3.69,63694436.0,3.89,22979460.0,1.4,40714976.0,2.49,3073456.0,0.19,-66767888.0,-4.08
2026-04-08,33.38,2.39,128377797.0,6.52,69745333.0,3.54,58632464.0,2.98,-13519536.0,-0.69,-114858272.0,-5.83
2026-04-09,33.28,-0.3,-45446949.0,-3.91,-4798965.0,-0.41,-40647984.0,-3.5,14074272.0,1.21,31372672.0,2.7
2026-04-10,33.46,0.54,-2821087.0,-0.21,-4658255.0,-0.34,1837168.0,0.13,22229456.0,1.62,-19408384.0,-1.42
2026-04-13,33.28,-0.54,-30746661.0,-2.08,-44928821.0,-3.03,14182160.0,0.96,-17867360.0,-1.21,48614032.0,3.28
2026-04-14,33.49,0.63,-70769616.0,-5.72,-42659104.0,-3.45,-28110512.0,-2.27,12418496.0,1.0,58351104.0,4.72
2026-04-15,32.96,-1.58,-168233687.0,-11.11,-119144039.0,-7.87,-49089648.0,-3.24,71038768.0,4.69,97194928.0,6.42
2026-04-16,33.81,2.58,184208832.0,10.49,160599952.0,9.14,23608880.0,1.34,-46778656.0,-2.66,-137430160.0,-7.82
2026-04-17,33.36,-1.33,58583680.0,3.04,-11163824.0,-0.58,69747504.0,3.62,27501488.0,1.43,-86085168.0,-4.47
2026-04-20,33.36,0.0,-12619576.0,-0.9,-15176312.0,-1.08,2556736.0,0.18,-17416800.0,-1.24,30036384.0,2.14
2026-04-21,33.99,1.89,130303216.0,6.87,57771104.0,3.05,72532112.0,3.83,-52046768.0,-2.75,-78256448.0,-4.13
2026-04-22,34.95,2.82,211159408.0,7.86,147653456.0,5.49,63505952.0,2.36,-1448720.0,-0.05,-209710688.0,-7.8
2026-04-23,34.0,-2.72,-111367776.0,-5.36,-107982448.0,-5.2,-3385328.0,-0.16,39636672.0,1.91,71731136.0,3.45
2026-04-24,35.67,4.91,305608800.0,10.39,266364592.0,9.05,39244208.0,1.33,-88518672.0,-3.01,-217090112.0,-7.38
2026-04-27,35.19,-1.35,-68771024.0,-3.07,-74745328.0,-3.34,5974304.0,0.27,109984560.0,4.92,-41213520.0,-1.84
2026-04-28,35.65,1.31,-39744224.0,-1.4,-1683408.0,-0.06,-38060816.0,-1.34,27620096.0,0.97,12124112.0,0.43
2026-04-29,36.68,2.89,249409536.0,9.42,65763728.0,2.49,183645808.0,6.94,-76979072.0,-2.91,-172430480.0,-6.52
2026-04-30,36.18,-1.36,-142491424.0,-7.4,-86990688.0,-4.52,-55500736.0,-2.88,16028672.0,0.83,126462736.0,6.56
2026-05-06,36.18,0.0,-146652480.0,-6.56,-92673824.0,-4.15,-53978656.0,-2.41,9151072.0,0.41,137501408.0,6.15
2026-05-07,35.1,-2.99,-427374592.0,-19.14,-216457392.0,-9.7,-210917200.0,-9.45,120026912.0,5.38,307347664.0,13.77
2026-05-08,34.77,-0.94,-114075388.0,-7.67,-55801516.0,-3.75,-58273872.0,-3.92,-18284624.0,-1.23,132360016.0,8.9
2026-05-11,35.03,0.75,-48228611.0,-3.14,-4524883.0,-0.29,-43703728.0,-2.85,15881232.0,1.03,32347392.0,2.11
