date,open,high,low,close,volume,event_flag,no_price_limit_flag
2018-06-08,13.87045632,16.64958528,13.87045632,16.64958528,1672614,0,0
2018-06-11,18.31202496,18.31202496,18.31202496,18.31202496,1932286,0,0
2018-06-12,20.14238784,20.14238784,20.14238784,20.14238784,14492391,0,0
2018-06-13,20.6125728,22.13227776,19.78135296,21.59492352,633217104,0,0
2018-06-14,20.57898816,20.87285376,19.4371104,19.55465664,347782112,0,0
2018-06-15,18.9753216,19.42031808,18.48834432,18.95852928,213870016,0,0
2018-06-19,18.32881728,18.33721344,17.06099712,17.06099712,209967713,0,0
2018-06-20,16.6243968,17.01062016,15.96110016,16.67477376,198271914,0,0
2018-06-21,16.4564736,16.60760448,15.1550688,15.25582272,197849535,0,0
2018-06-22,14.8612032,16.10383488,14.71846848,15.71761152,175575007,0,0
2018-06-25,15.63364992,15.75119616,15.22223808,15.28940736,115443049,0,0
2018-06-26,14.89478784,15.66723456,14.7352608,15.55808448,113725844,0,0
2018-06-27,15.532896,15.83515776,15.26421888,15.33978432,97039103,0,0
2018-06-28,15.29780352,15.65044224,14.91158016,15.02073024,86399084,0,0
2018-06-29,15.0711072,15.62525376,14.7772416,15.48251904,127800363,0,0
2018-07-02,15.2810112,15.4069536,14.3574336,14.76884544,121806604,0,0
2018-07-03,14.72686464,15.08789952,14.3574336,15.0291264,89742495,0,0
2018-07-04,14.8612032,15.00393792,14.37422592,14.41620672,80724110,0,0
2018-07-05,14.273472,14.69328,14.02998336,14.23988736,91199252,0,0
2018-07-06,14.19790656,14.84441088,14.1055488,14.46658368,105690560,0,0
2018-07-09,14.46658368,14.69328,14.34903744,14.66809152,80084021,0,0
2018-07-10,14.70167616,14.72686464,14.4413952,14.5673376,65616875,0,0
2018-07-11,14.2314912,14.3574336,13.88724864,13.9796064,79234984,0,0
2018-07-12,13.9796064,15.34818048,13.9796064,15.07950336,179476511,0,0
2018-07-13,14.8612032,14.93676864,14.67648768,14.79403392,99440876,0,0
2018-07-16,14.79403392,15.27261504,14.74365696,14.97874944,91002211,0,0
2018-07-17,14.97874944,14.9871456,14.64290304,14.85280704,61176816,0,0
2018-07-18,14.85280704,14.91158016,14.42460288,14.44979136,62140093,0,0
2018-07-19,14.42460288,14.59252608,14.16432192,14.21469888,52695296,0,0
2018-07-20,14.19790656,14.67648768,14.04677568,14.5253568,71270453,0,0
2018-07-23,14.36582976,14.5253568,14.30705664,14.483376,48368564,0,0
2018-07-24,14.46658368,15.1970496,14.4413952,15.16346496,125054476,0,0
2018-07-25,15.113088,15.12148416,14.76884544,14.86959936,85980738,0,0
2018-07-26,14.82761856,15.1550688,14.80243008,14.91158016,66539746,0,0
2018-07-27,14.84441088,14.84441088,14.50856448,14.51696064,54516175,0,0
2018-07-30,14.4413952,14.59252608,14.3154528,14.39101824,36771092,0,0
2018-07-31,14.43299904,14.50016832,14.3154528,14.41620672,29162201,0,0
2018-08-01,14.483376,14.61771456,14.23988736,14.25667968,45200663,0,0
2018-08-02,14.1895104,14.21469888,13.45064832,13.63536384,68910577,0,0
2018-08-03,13.66055232,13.71932544,13.2659328,13.27432896,51818003,0,0
2018-08-06,13.24074432,13.3079136,12.68659776,12.71178624,49149378,0,0
2018-08-07,12.7621632,13.07282112,12.62782464,13.0560288,45278678,0,0
2018-08-08,12.93848256,12.98885952,12.59424,12.60263616,46605307,0,0
2018-08-09,12.58584384,13.08121728,12.4263168,12.94687872,61822492,0,0
2018-08-10,12.86291712,13.03923648,12.85452096,12.98885952,36117070,0,0
2018-08-13,12.75376704,13.29112128,12.66140928,13.19876352,52992504,0,0
2018-08-14,13.20715968,13.23234816,12.96367104,13.02244416,44634477,0,0
2018-08-15,12.92169024,13.00565184,12.62782464,12.64461696,40808623,0,0
2018-08-16,12.4682976,12.7201824,12.35075136,12.50188224,34594813,0,0
2018-08-17,12.66980544,12.71178624,12.27518592,12.28358208,32110673,0,0
2018-08-20,12.3003744,12.53546688,12.19962048,12.52707072,35590839,0,0
2018-08-21,12.5102784,12.71178624,12.43471296,12.61103232,35059990,0,0
2018-08-22,12.58584384,12.58584384,12.3423552,12.37593984,27760231,0,0
2018-08-23,12.40112832,12.7621632,12.40112832,12.70339008,48348554,0,0
2018-08-24,12.62782464,12.69499392,12.52707072,12.58584384,25449258,0,0
2018-08-27,12.59424,12.94687872,12.59424,12.85452096,54095468,0,0
2018-08-28,12.85452096,12.99725568,12.77895552,12.86291712,31555827,0,0
2018-08-29,12.8881056,12.90489792,12.65301312,12.68659776,29797605,0,0
2018-08-30,12.70339008,12.72857856,12.40952448,12.4263168,29261454,0,0
2018-08-31,12.384336,12.56905152,12.31716672,12.41792064,20320097,0,0
2018-09-03,12.35075136,12.40112832,12.18282816,12.3423552,22555766,0,0
2018-09-04,12.33395904,12.58584384,12.30877056,12.53546688,24088328,0,0
2018-09-05,12.47669376,12.50188224,12.26678976,12.28358208,23697402,0,0
2018-09-06,12.26678976,12.9300864,12.23320512,12.61942848,62592378,0,0
2018-09-07,12.59424,12.75376704,12.35914752,12.50188224,36279607,0,0
2018-09-10,12.4263168,12.45990144,12.28358208,12.28358208,22616185,0,0
2018-09-11,12.28358208,12.49348608,12.24160128,12.33395904,20442007,0,0
2018-09-12,12.32556288,12.49348608,12.30877056,12.35914752,18113180,0,0
2018-09-13,12.48508992,12.54386304,12.20801664,12.41792064,26594098,0,0
2018-09-14,12.41792064,12.43471296,12.24160128,12.2583936,23302806,0,0
2018-09-17,12.22480896,12.22480896,11.88896256,11.89735872,26101621,0,0
2018-09-18,11.80500096,12.04009344,11.7966048,12.01490496,24762561,0,0
2018-09-19,11.95613184,12.20801664,11.93094336,12.10726272,32314495,0,0
2018-09-20,12.06528192,12.10726272,11.97292416,11.98132032,21385303,0,0
2018-09-21,12.0065088,12.15763968,11.93933952,12.1324512,33351796,0,0
2018-09-25,12.0484896,12.19962048,11.99811264,12.11565888,23166857,0,0
2018-09-26,12.2583936,12.41792064,12.11565888,12.2164128,37276829,0,0
2018-09-27,12.16603584,12.19122432,11.91415104,11.9225472,34109778,0,0
2018-09-28,11.93094336,11.99811264,11.91415104,11.95613184,18008984,0,0
2018-10-08,11.754624,11.754624,11.51113536,11.51953152,28559936,0,0
2018-10-09,11.55311616,11.63707776,11.46915456,11.52792768,17203325,0,0
2018-10-10,11.57830464,11.59509696,11.46915456,11.51113536,13523384,0,0
2018-10-11,10.92340416,11.05774272,10.36086144,10.36086144,56064220,0,0
2018-10-12,10.13416512,10.21812672,9.6136032,10.04180736,45508275,0,0
2018-10-15,10.075392,10.3272768,9.95784576,9.98303424,26187113,0,0
2018-10-16,9.9914304,10.09218432,9.655584,9.71435712,23514249,0,0
2018-10-17,9.88228032,9.95784576,9.67237632,9.87388416,23482257,0,0
2018-10-18,9.76473408,9.77313024,9.52124544,9.55483008,22758551,0,0
2018-10-19,9.37851072,9.75633792,9.32813376,9.74794176,32965865,0,0
2018-10-22,9.8235072,10.71350016,9.75633792,10.6211424,71229565,0,0
2018-10-23,10.5371808,10.5791616,10.18454208,10.23491904,43208073,0,0
2018-10-24,10.22652288,10.37765376,10.18454208,10.23491904,22978972,0,0
2018-10-25,9.865488,10.15095744,9.74794176,10.075392,25422705,0,0
2018-10-26,10.1593536,10.34406912,10.075392,10.15095744,24078701,0,0
2018-10-29,10.18454208,10.3692576,9.99982656,10.13416512,21571745,0,0
2018-10-30,10.075392,10.26010752,9.865488,10.1593536,24817475,0,0
2018-10-31,10.285296,10.37765376,10.15095744,10.285296,30783988,0,0
2018-11-01,10.47840768,10.6211424,10.35246528,10.3692576,41294948,0,0
2018-11-02,10.6211424,10.69670784,10.38604992,10.58755776,49601038,0,0
2018-11-05,10.59595392,10.705104,10.46161536,10.5791616,35546773,0,0
2018-11-06,10.4952,10.7890656,10.33567296,10.73868864,39011940,0,0
2018-11-07,10.67991552,10.78066944,10.46161536,10.52038848,31397467,0,0
2018-11-08,10.63793472,10.63793472,10.40284224,10.40284224,18383570,0,0
2018-11-09,10.3692576,10.47840768,10.34406912,10.36086144,13961168,0,0
2018-11-12,10.35246528,10.5791616,10.33567296,10.57076544,22176360,0,0
2018-11-13,10.38604992,10.71350016,10.3692576,10.63793472,34103393,0,0
2018-11-14,10.63793472,10.73029248,10.55397312,10.56236928,25854575,0,0
2018-11-15,10.54557696,10.85623488,10.5371808,10.82265024,42473501,0,0
2018-11-16,10.83944256,10.88142336,10.72189632,10.79746176,35226540,0,0
2018-11-19,10.82265024,10.96538496,10.73868864,10.93180032,33478260,0,0
2018-11-20,10.8310464,10.85623488,10.57076544,10.59595392,30572833,0,0
2018-11-21,10.47840768,10.57076544,10.4112384,10.51199232,19255414,0,0
2018-11-22,10.51199232,10.55397312,10.41963456,10.43642688,17918921,0,0
2018-11-23,10.46161536,10.47001152,9.89067648,9.91586496,33461384,0,0
2018-11-26,9.91586496,9.99982656,9.8235072,9.84869568,13373511,0,0
2018-11-27,9.89907264,9.95784576,9.75633792,9.78992256,15579709,0,0
2018-11-28,9.78992256,9.89907264,9.70596096,9.89907264,15817102,0,0
2018-11-29,9.95784576,9.98303424,9.6136032,9.62199936,24771458,0,0
2018-11-30,9.62199936,9.72275328,9.50445312,9.68077248,15017916,0,0
2018-12-03,10.10058048,10.18454208,10.00822272,10.075392,46133491,0,0
2018-12-04,10.10897664,10.17614592,10.06699584,10.1593536,33016519,0,0
2018-12-05,9.98303424,10.38604992,9.94105344,10.3272768,40940652,0,0
2018-12-06,10.2013344,10.20973056,10.02501504,10.04180736,26961972,0,0
2018-12-07,10.06699584,10.10058048,9.9914304,10.00822272,12842106,0,0
2018-12-10,9.91586496,10.08378816,9.83190336,10.00822272,15715146,0,0
