stock_code,sample_path,feature_name,dtype,missing_rate_full,non_null_count_full,used,drop_reason
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,close_z20_asof,float64,0.0128865979381443,1532,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,close_z60_asof,float64,0.0386597938144329,1492,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,range_pct_asof1455,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,feature_time_mode,object,0.0,1552,False,excluded_future_or_result_or_id
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,feature_cutoff_time,object,0.0,1552,False,excluded_future_or_result_or_id
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,close_fund,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,peTTM,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,pbMRQ,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,psTTM,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,pcfNcfTTM,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,pubDate,object,0.0,1552,False,all_null_or_non_numeric
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,statDate,object,0.0,1552,False,all_null_or_non_numeric
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,profit_roeAvg,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,profit_npMargin,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,profit_gpMargin,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,profit_netProfit,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,profit_epsTTM,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,profit_MBRevenue,float64,0.7242268041237113,428,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,profit_totalShare,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,profit_liqaShare,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,used_pubDate,bool,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,effective_date,object,0.0,1552,False,all_null_or_non_numeric
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,operation_NRTurnRatio,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,operation_NRTurnDays,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,operation_INVTurnRatio,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,operation_INVTurnDays,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,operation_CATurnRatio,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,operation_AssetTurnRatio,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,growth_YOYEquity,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,growth_YOYAsset,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,growth_YOYNI,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,growth_YOYEPSBasic,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,growth_YOYPNI,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,solvency_currentRatio,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,solvency_quickRatio,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,solvency_cashRatio,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,solvency_YOYLiability,float64,0.0,1552,True,
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,solvency_liabilityToAsset,float64,0.0,1552,True,
