stock_code,model_name,reason,utility_bps,ev_bps,threshold,kept_model
600096.SH,nextday_vwap_low_close_profit_xgb_d4_reversal_fundamental_regime_sector_v1,utility_below_threshold,-3.0550934622159964,22.54515462373939,,
600096.SH,nextday_all_days_close_profit_xgb_d4_reversal_fundamental_regime_sector_v1,utility_below_threshold,-6.252022139811048,18.59041371800929,,
002714.SZ,nextday_vwap_low_close_profit_random_forest_reversal_fundamental_regime_sector_v1,ev_below_threshold,,-26.938536772284316,15.0,
600276.SH,nextday_all_days_hit80_extra_trees_reversal_fundamental_regime_sector_v1,ev_below_threshold,,-15.0050629217038,10.0,
002311.SZ,nextday_all_days_hit80_lgbm_leaves15_reversal_fundamental_regime_v1,utility_below_threshold,-25.536237539663187,10.10435356846428,,
002311.SZ,nextday_all_days_close_profit_random_forest_reversal_fundamental_regime_sector_v1,ev_below_threshold,,-29.753070665326213,15.0,
002270.SZ,nextday_all_days_close_profit_extra_trees_all_no_ak_v1,ev_below_threshold,,-0.9710218031426301,15.0,
601899.SH,nextday_all_days_close_profit_xgb_d3_400_reversal_fundamental_regime_sector_v1,duplicate_stock_lower_utility,2.935423228445323,,,nextday_vwap_low_close_profit_extra_trees_reversal_fundamental_regime_sector_zijin_v1
