date,copper_spot,copper_near_basis,copper_dom_basis,copper_near_basis_rate,copper_dom_basis_rate,copper_spot_ret1,copper_spot_ret5,copper_spot_ret20,copper_spot_ma20_gap,copper_spot_z20,copper_dom_basis_rate_ret1,copper_dom_basis_rate_ret5,copper_dom_basis_rate_ret20,copper_dom_basis_rate_ma20_gap,copper_dom_basis_rate_z20,gold_spot,gold_near_basis,gold_dom_basis,gold_near_basis_rate,gold_dom_basis_rate,gold_spot_ret1,gold_spot_ret5,gold_spot_ret20,gold_spot_ma20_gap,gold_spot_z20,gold_dom_basis_rate_ret1,gold_dom_basis_rate_ret5,gold_dom_basis_rate_ret20,gold_dom_basis_rate_ma20_gap,gold_dom_basis_rate_z20,silver_spot,silver_near_basis,silver_dom_basis,silver_near_basis_rate,silver_dom_basis_rate,silver_spot_ret1,silver_spot_ret5,silver_spot_ret20,silver_spot_ma20_gap,silver_spot_z20,silver_dom_basis_rate_ret1,silver_dom_basis_rate_ret5,silver_dom_basis_rate_ret20,silver_dom_basis_rate_ma20_gap,silver_dom_basis_rate_z20
2025-01-16,76025.0,55.0,235.0,0.0007234462347911474,0.0030910884577441955,0.007220455749867405,0.016195910541610736,,0.018180614299134312,1.5325194355517913,-2.0144145947414316,1.167944322193776,,-2.8263115000444747,2.2564973841053115,632.93,4.490000000000009,6.190000000000055,0.007093991436651681,0.009779912470573526,0.000395144464816255,0.008187451217763986,,0.008889731937202772,1.1460083400918417,0.48739303410634505,0.20151296475562908,,0.5174843604929538,0.6327312138872416,7599.67,250.32999999999993,272.3299999999999,0.03293958816632836,0.035834450706412335,0.0,-0.015544705926548663,,-0.009686081615053133,-1.1220339196927802,2.0485839023844385,4.0916645331267025,,7.717099255999193,2.9839765552941113
2025-01-17,76401.67,8.330000000001746,138.33000000000175,0.00010902903038645384,0.001810562517808867,0.004954554422887281,0.01270277968907263,,0.02153686667724397,1.723256777632862,-0.41426376418545674,-2.4635686865604463,,-2.439632187859069,1.2397505136512794,637.35,1.5299999999999727,3.3299999999999272,0.0024005648387854794,0.005224758766768645,0.006983394688196309,0.015228022109304185,,0.015114834517249154,1.93144474373365,-0.4657663059368621,-0.6391582721463509,,-0.22573335006470086,-0.29864350956223235,7821.33,-8.329999999999927,11.670000000000073,-0.0010650362534249114,0.0014920735987358213,0.0291670559379551,0.013168956704107782,,0.020096708927517914,2.309323082766055,-0.9583620351554929,-0.889597279804917,,-0.7866878333317909,-0.3958762914184814
2025-01-20,75460.0,-160.0,-60.0,-0.002120328650940917,-0.0007951232441028022,-0.01232525414693153,-0.0029069767441860517,,0.007138614336447802,0.5320792166420438,-1.4391581269809208,0.0029154518950249564,,-0.20644119023275798,0.08206805025926031,636.14,1.8600000000000136,3.659999999999968,0.002923884679473021,0.00575345049831788,-0.001898485918255366,0.004484446549818388,,0.011913078404678812,1.379990314485829,0.10118969222309482,-0.3277379703718337,,-0.1310394310335644,-0.17768069039845674,7683.33,66.67000000000007,86.67000000000007,0.008677227191855597,0.01128026519751213,-0.017644057979908756,-0.010814526999625373,,0.00042262991692476604,0.041813519144501356,6.560126529327695,3.2388748077693634,,0.725806198511497,0.3554098321741125
2025-01-21,75576.67,-96.66999999999825,53.330000000001746,-0.0012790984307723408,0.0007056410397547896,0.0015461171481578884,0.0002427263810620417,,0.00814217337464318,0.6268114250068602,-1.8874612143316447,-2.8819999485823926,,-1.7156167240569014,0.7008379910818232,637.48,0.4800000000000182,2.2999999999999545,0.00075296479889575,0.0036079563280415616,0.0021064545540290247,0.006870626885473685,,0.01311621709179156,1.4748904069673459,-0.37290564521300573,3.8602242339852832,,-0.4495310295385848,-0.6293870275123918,7734.67,28.329999999999927,48.32999999999993,0.0036627289852055878,0.0062484889465226345,0.006681998560519986,-0.004204791092949578,,0.00707471249747349,0.7310411471153689,-0.44606896760718506,-1.3046135420133915,,-0.09457348147492872,-0.05080158882665324
2025-01-22,75486.67,-126.66999999999825,33.330000000001746,-0.0016780446137045768,0.00044153490940845863,-0.001190843682316256,8.836777954424058e-05,,0.0063563530720756045,0.5020358121789718,-0.37427830223438807,-1.14490023896587,,-1.5103126970684349,0.5530576035876146,637.48,6.0,7.980000000000018,0.009412059986195542,0.012518039781640233,0.0,0.007586773724473694,,0.01216794462785642,1.3187847885769148,2.46956521739141,0.9038253387134763,,0.9732477128735209,1.3521742507451024,7734.67,55.32999999999993,77.32999999999993,0.007153504932983612,0.009997840890432208,0.0,0.017763929223242547,,0.006566057821130844,0.6923711980478727,0.600041382164265,-0.14944261189083974,,0.4585729209432232,0.2546304250363531
2025-01-23,74946.67,-96.66999999999825,13.330000000001746,-0.001289850503030987,0.0001778598035109269,-0.007153580890506883,-0.014183886879316043,,-0.0012659189339256915,-0.10287615617803993,-0.597178389022031,-0.9424604614386465,,-1.2285801495461048,0.4153296966929819,643.83,0.40999999999996817,2.3700000000000045,0.0006368140658248311,0.003681095941475254,0.009961096818723814,0.017221493688085676,,0.0214216740296842,2.2735492933786063,-0.7059367116827518,-0.6236064532733612,,-0.45509543061388136,-0.6569363751848133,7718.0,-15.0,2.0,-0.001943508681005457,0.0002591344908007276,-0.002155230927757712,0.015570412925824506,,0.0039572061181292195,0.42594896892266554,-0.9740809547140608,-0.9927685652858533,,-0.9633166485184855,-0.5707329877068972
2025-01-24,75233.33,486.66999999999825,636.6699999999983,0.006468808439025642,0.008462605603128281,0.0038248530588484986,-0.015292074113039678,,0.0026334204604379075,0.22142285523984034,46.580203261657026,3.6740201014266445,,-12.780468052053298,4.105123002121809,643.83,2.7899999999999636,5.069999999999936,0.004333442057685932,0.007874749545687454,0.0,0.010167098140739128,,0.020055967378108663,1.9015691468339864,1.1392405063290827,0.5071986855687403,,0.19980864130644194,0.28595541120735063,7718.0,41.0,60.0,0.005312257061414805,0.007774034724021828,0.0,-0.013211308051188198,,0.003708963414951416,0.4108545747383524,29.0,4.210222022967553,,0.17100349189650688,0.09749827354346251
2025-02-05,75310.0,-130.0,-20.0,-0.001726198380029187,-0.00026556898154295183,0.0010190961904783524,-0.0019878081102571166,,0.003499751137516993,0.3034967591503301,-1.0313814673632884,-0.6660027442128,,0.48943115739516463,-0.028095917530553745,643.83,25.16999999999996,26.809999999999945,0.039094170821490026,0.04164142708478935,0.0,0.012088533970509685,,0.01885396138912765,1.6687672870253307,4.2879684418146295,6.237644105387529,,5.27084615787747,7.8621654739716895,7718.0,363.0,389.0,0.047032910080331725,0.05040165846074118,0.0,0.004512366382805277,,0.0034900276620180026,0.3972699694771655,5.483333333333291,3.468127085510127,,6.516398304430386,3.87463865541986
2025-02-06,76355.0,-65.0,125.0,-0.0008512867526684342,0.001637089908977707,0.013875979285619344,0.010298548480635716,,0.017226512917109194,1.5359805781295677,-7.164462052255647,1.3200038216974965,,-9.938498533508044,0.6040568040183478,667.7,-0.900000000000091,0.7599999999999909,-0.0013479107383557176,0.0011382357346112482,0.03707500427131394,0.047405408797138726,,0.05552237757324541,4.699298693886712,-0.9726657846693487,-0.6845206451739134,,-0.8674153984606119,-0.7996985552749823,8049.33,-23.329999999999927,-7.329999999999927,-0.0028983778774134272,-0.000910634798175769,0.042929515418502096,0.04068176147140079,,0.046366487833117365,5.41621833580348,-1.0180675562270451,-1.1457368022844225,,-1.099706859525985,-0.6684336600836079
2025-02-07,76753.33,336.66999999999825,496.66999999999825,0.004386389489550391,0.006470989597454624,0.0052168161875449925,0.016779916242165793,,0.02160694795687479,1.8653690491823087,2.9527392857094097,13.655669256422009,,-75.08259374528309,2.217090489898409,668.99,-1.0900000000000318,0.9099999999999682,-0.001629321813480078,0.0013602594956576564,0.0019320053916429547,0.04942900169417075,,0.054480218348943454,3.186153878466499,0.19505955954039522,-0.8913360622441302,,-0.8339738387556223,-0.7419341581456046,8062.67,-31.670000000000073,-7.670000000000073,-0.003927979192996922,-0.0009512977710857129,0.0016572807923143085,0.04240646336559939,,0.045549114058497375,3.3811864285452793,0.04465343625282281,-1.095150321105439,,-1.1105581422317283,-0.6463986194601148
2025-02-10,76920.0,280.0,450.0,0.003640145605824152,0.0058502340093604666,0.0021715018749024484,0.02632978890189519,0.046957942017149756,0.022720475954856933,1.8543315897490233,-0.09592900417245809,31.892389926659597,-3.262193119303761,23.318362570397547,1.736122448874785,668.99,8.629999999999995,10.090000000000032,0.012900043348929024,0.015082437704599494,0.0,0.03907863877110418,0.08081167100182562,0.05161560595735781,2.5093817100470335,10.087912087911915,3.09726829846086,0.8057207864634663,0.9209860872397211,0.7952247623459544,8053.67,-10.670000000000073,8.329999999999927,-0.0013248618331767048,0.001034311065638338,-0.0011162555332167035,0.04349183726353978,0.061509160405957664,0.042008884997045026,2.5359513213142164,-2.0872632072478026,2.9914064022983156,-0.7093585905556351,-0.8727269961544226,-0.4875629195209402
2025-02-11,77093.33,-153.33000000000175,56.669999999998254,-0.0019888880140473963,0.0007350830480405968,0.002253380135205374,0.024723084834872955,0.05218138392247851,0.02267949516623724,1.8972438466199562,-0.874349804321596,-0.913137503682215,-1.153884385514098,0.1097523546275343,0.021448081723603667,668.99,13.809999999999945,16.75,0.020643058939595393,0.025037743464027873,0.0,0.03907863877110418,0.07753885801723448,0.047497437977125356,2.1143319943637757,0.6600594648166482,2.17949711527519,0.8571903261220675,2.057896908577461,1.8243684541232708,8053.67,-88.67000000000007,-81.67000000000007,-0.011009887417785968,-0.01014071845506459,0.0,0.04349183726353978,0.05797699258965383,0.038872569396183776,2.1147233488053003,-10.804321728692052,-2.3044344172697984,-4.129083717756007,-2.267511894236957,-1.242615289796818
2025-02-12,76748.33,81.66999999999825,251.66999999999825,0.0010641273888305491,0.003279159298970935,-0.004475095316287425,0.01909879166113404,0.037723945362206024,0.015527616184080717,1.410405533637984,3.4609371794271544,-13.34767434027524,-1.6768094928023318,2.4959741997624696,0.7458885485972113,683.48,-3.82000000000005,-2.259999999999991,-0.005589044302686363,-0.0033066073623222447,0.02165951658470222,0.06158457978037668,0.09122840629689932,0.06616749536901634,2.787942677367693,-1.1320649110041765,-1.079406677287726,13.793288966552911,-1.3772208047191308,-1.2168818837886375,8001.33,-51.32999999999993,-34.32999999999993,-0.006415183475747099,-0.00429053669827395,-0.006498900501262228,0.036710287639284855,0.04515084897860011,0.02919144274379537,1.4790917479888102,-0.5769001262300973,-1.0851268952115123,-0.2646757760269781,-1.5852261893474218,-0.7683445861824151
2025-02-13,77193.33,86.66999999999825,366.66999999999825,0.0011227653995493636,0.004750021795924653,0.005798171764779703,0.010979372667146992,0.0373123387542067,0.019533910442029567,1.8987510029364747,0.4485486561800469,1.901503313822782,5.628179345210465,2.5337407596226775,1.188893567879572,683.48,-2.9200000000000728,1.0799999999999272,-0.004272253760168709,0.0015801486510211848,0.0,0.023633368279167177,0.09122840629689932,0.061437027454518844,2.26085173447842,-1.4778761061946706,0.3882437556407128,-8.069359329148888,-0.8165082931239833,-0.6968525727113877,8001.33,12.670000000000073,26.670000000000073,0.0015834867453285995,0.003333195856188853,0.0,-0.005963229237712975,0.04515084897860011,0.02690855327181252,1.3208255520243057,-1.7768715409262836,-4.660299236165898,-0.7265847260221845,-0.550093047405837,-0.27063125768988905
2025-02-14,77630.0,250.0,460.0,0.00322040448280303,0.005925544248357673,0.0056568358950184194,0.0114219148537269,0.04082590333176905,0.023424651780520334,2.269530162983684,0.24747727546041487,-0.0842908709529534,-5.209111597750223,2.8331703985657204,1.48030633116918,686.5,0.39999999999997726,1.8999999999999773,0.0005826656955572052,0.002767662053896558,0.004418563820448362,0.026173784361500196,0.0960500686528083,0.061417661278664104,2.082950788516234,0.7515200561086024,1.0346574037760732,-0.39388201019664637,-0.6819414259133392,-0.5925251760001683,8069.67,159.32999999999993,184.32999999999993,0.01974430181159814,0.022842321928901566,0.008541080045442406,0.000868198748057436,0.05407756603928848,0.03338726503644773,1.6100288557647726,5.852979217074654,-25.01174755495506,0.6923766449379065,2.2792358455110113,1.055539311620467
