date,002270.SZ,002311.SZ,002714.SZ,600096.SH,600276.SH,600312.SH,600487.SH,600522.SH,601899.SH,601985.SH,603308.SH
2018-08-23,3.72281745,17.9355802,8.57358765,4.46446704,38.18106108,4.68469683,22.56333221,8.45345568,2.8684887,4.938961,7.29165393
2018-08-24,3.58114575,18.26321345,8.62323426,4.44755618,38.41276971,4.67530866,22.22218145,8.27734202,2.87718109,4.9048992,7.23698361
2018-08-27,3.620499,18.41298865,8.783631,4.52365505,39.75781005,4.74102585,23.53940244,8.51833966,2.98148977,5.0752082,7.37365941
2018-08-28,3.61262835,18.20704775,8.76835512,4.55747677,39.85953579,4.74102585,23.62469013,8.5739545,2.98148977,5.04966185,7.45566489
2018-08-29,3.50243925,18.7031781,8.80272585,4.70967451,39.43002711,4.72224951,23.94688807,8.58322364,2.98148977,5.0070846,7.42832973
2018-08-30,3.36076755,18.48787625,8.7072516,4.57438763,38.42407257,4.65653232,22.68652554,8.35149514,2.94672021,4.9730228,7.27115256
2018-08-31,3.37650885,17.9355802,8.76835512,4.42218989,37.38420945,4.61897964,22.32642196,8.32368772,2.9554126,4.98153825,7.09347402
2018-09-03,3.34502625,18.7780657,8.73780336,4.37145731,37.11859224,4.64714415,22.05160607,8.31441858,2.92933543,4.96450735,7.12764297
2018-09-04,3.43947405,19.12442085,8.6308722,4.41373446,37.14684939,4.71286134,22.50647375,8.36076428,2.9554126,5.04966185,7.29848772
2018-09-05,3.463086,18.8342314,8.39791503,4.29535844,36.61561497,4.67530866,22.61071426,8.23099632,2.92933543,4.9730228,7.27115256
2018-09-06,3.36076755,18.56276385,8.63469117,4.26999215,35.9430948,4.62836781,22.60123785,8.08269008,2.94672021,4.8878683,7.19598087
2018-09-07,3.3528969,18.76870475,8.7454413,4.29535844,37.08468366,4.65653232,21.88103069,7.94365298,2.99018216,4.9219301,7.19598087
2018-09-10,3.26631975,18.8155095,8.95548465,4.23617043,36.15784914,5.12594082,21.57778557,7.82315416,2.91195065,4.86232195,6.88846032
2018-09-11,3.2427078,18.7031781,8.95548465,4.26999215,36.58170639,5.38880958,21.99474761,7.878769,2.89456587,4.87935285,6.91579548
2018-09-12,3.305673,18.5534029,8.783631,4.29535844,34.6997802,5.51085579,21.74836095,7.86949986,2.88587348,4.8878683,6.9704658
2018-09-13,3.3371556,18.63765145,8.73398439,4.34609102,33.2869227,5.7267837,22.33589837,8.02707524,2.9554126,4.93044555,7.04563749
2018-09-14,3.25057845,18.82487045,8.76071718,4.32072473,32.85176259,5.71739553,22.08951171,7.878769,2.99887455,4.9048992,6.98413338
2018-09-17,3.2269665,18.30065725,8.16495786,4.29535844,31.3089222,6.05536965,21.54935634,7.76753932,2.9554126,4.8708374,7.13447676
2018-09-18,3.32928495,18.6095686,8.33299254,4.32918016,32.47311678,6.29946207,21.74836095,7.88803814,2.99887455,4.94747645,7.20964845
2018-09-19,3.47095665,19.04953325,8.56594971,4.37145731,33.42820845,6.20558037,21.9852712,7.9714604,3.08579845,4.9900537,7.22331603
2018-09-20,3.3843795,19.1525037,8.61941529,4.33763559,33.45081417,6.08353416,21.95684197,7.94365298,3.06841367,4.9900537,7.14131055
2018-09-21,3.4788273,19.845214,8.69961366,4.37145731,34.37199726,6.08353416,22.44013888,8.04561352,3.13795279,5.10927,7.27798635
2018-09-25,3.4473447,19.7890483,8.97839847,4.36300188,34.7562945,6.09292233,22.42118606,7.98072954,3.1292604,5.13481635,7.29165393
2018-09-26,3.4001208,20.2758177,9.5092353,4.32072473,35.4344661,6.45906096,22.85710092,8.09195922,3.12056801,5.11778545,7.29848772
2018-09-27,3.3214143,20.22901295,9.49777839,4.26999215,35.46272325,6.22435671,22.70547836,7.95292212,3.08579845,5.11778545,7.16864571
2018-09-28,3.3528969,20.3507053,9.5092353,4.37145731,35.8865805,6.74070606,22.63914349,7.96219126,3.10318323,5.11778545,7.22331603
2018-10-08,3.23483715,19.8826578,9.56270088,4.3122693,32.99869977,6.80642325,21.6062148,7.6933862,3.01625933,5.01560005,7.00463475
2018-10-09,3.25057845,19.7516045,9.57797676,4.38836817,33.21345411,6.67498887,21.29349327,7.67484792,3.12056801,5.03263095,6.91579548
2018-10-10,3.2741904,19.98562825,9.71545968,4.50674419,32.85741402,6.90030495,21.30296968,7.6933862,3.20749191,5.04966185,6.89529411
2018-10-11,2.9436231,19.0027285,9.37175238,4.21925957,31.39369365,6.52477815,19.18973025,6.93331672,3.1292604,4.768652,6.20508132
2018-10-12,2.88852855,19.79840925,9.7383735,4.09242812,32.3826939,6.71254155,19.6161687,6.82208704,3.17272235,4.7005284,5.98640004
