date,ak_fund_收盘价,ak_fund_涨跌幅,ak_fund_主力净流入-净额,ak_fund_主力净流入-净占比,ak_fund_超大单净流入-净额,ak_fund_超大单净流入-净占比,ak_fund_大单净流入-净额,ak_fund_大单净流入-净占比,ak_fund_中单净流入-净额,ak_fund_中单净流入-净占比,ak_fund_小单净流入-净额,ak_fund_小单净流入-净占比
2025-11-07,19.45,0.52,-100394979.0,-7.82,-73157635.0,-5.7,-27237344.0,-2.12,-34409680.0,-2.68,134804656.0,10.5
2025-11-10,19.25,-1.03,-47780964.0,-5.63,-43926085.0,-5.18,-3854879.0,-0.45,17855888.0,2.1,29925071.0,3.53
2025-11-11,19.19,-0.31,-24640981.0,-3.54,-10339395.0,-1.49,-14301586.0,-2.06,2031567.0,0.29,22609414.0,3.25
2025-11-12,18.37,-4.27,-83729627.0,-11.02,-49603161.0,-6.53,-34126466.0,-4.49,30154421.0,3.97,53575206.0,7.05
2025-11-13,18.57,1.09,31322076.0,6.72,-625620.0,-0.13,31947696.0,6.85,-19579370.0,-4.2,-11742705.0,-2.52
2025-11-14,17.95,-3.34,-6635195.0,-1.14,-15157561.0,-2.59,8522366.0,1.46,-9426792.0,-1.61,16061986.0,2.75
2025-11-17,17.98,0.17,8220570.0,1.94,470182.0,0.11,7750388.0,1.83,-9146861.0,-2.16,926292.0,0.22
2025-11-18,17.5,-2.67,25104577.0,4.67,6061005.0,1.13,19043572.0,3.54,38413209.0,7.15,-63517786.0,-11.82
2025-11-19,17.46,-0.23,1451800.0,0.43,-3465330.0,-1.02,4917130.0,1.45,341371.0,0.1,-1793170.0,-0.53
2025-11-20,17.29,-0.97,-11601392.0,-3.2,-8461513.0,-2.34,-3139879.0,-0.87,35406183.0,9.78,-23804791.0,-6.57
2025-11-21,16.25,-6.02,-19009495.0,-3.11,-25648073.0,-4.2,6638578.0,1.09,18148818.0,2.97,860678.0,0.14
2025-11-24,16.45,1.23,10288043.0,3.15,5027914.0,1.54,5260129.0,1.61,404075.0,0.12,-10692118.0,-3.27
2025-11-25,16.43,-0.12,15444345.0,4.47,7294216.0,2.11,8150129.0,2.36,2705637.0,0.78,-18149983.0,-5.25
2025-11-26,16.25,-1.1,-19818851.0,-6.4,-13689327.0,-4.42,-6129524.0,-1.98,2542584.0,0.82,17276267.0,5.58
2025-11-27,16.33,0.49,-56543731.0,-15.33,-29055940.0,-7.88,-27487791.0,-7.45,13264849.0,3.6,43278881.0,11.73
2025-11-28,16.79,2.82,12411718.0,2.8,10585372.0,2.38,1826346.0,0.41,-26672511.0,-6.01,14260793.0,3.21
2025-12-01,16.93,0.83,-14006308.0,-3.78,-17515428.0,-4.72,3509120.0,0.95,19015451.0,5.13,-5009144.0,-1.35
2025-12-02,16.63,-1.77,-13969082.0,-6.29,-7429495.0,-3.35,-6539587.0,-2.95,6176879.0,2.78,7792204.0,3.51
2025-12-03,16.43,-1.2,-24731791.0,-12.35,-24377246.0,-12.18,-354545.0,-0.18,5836063.0,2.91,18895729.0,9.44
2025-12-04,16.47,0.24,1116792.0,0.8,3088559.0,2.21,-1971767.0,-1.41,4557982.0,3.26,-5674774.0,-4.06
2025-12-05,16.97,3.04,32092444.0,9.77,6171964.0,1.88,25920480.0,7.89,-14024061.0,-4.27,-18068383.0,-5.5
2025-12-08,16.99,0.12,11241816.0,3.62,10418215.0,3.35,823601.0,0.27,-8622865.0,-2.77,-2618952.0,-0.84
2025-12-09,16.97,-0.12,-6975907.0,-2.68,-8726279.0,-3.35,1750372.0,0.67,7668474.0,2.95,-692567.0,-0.27
2025-12-10,17.0,0.18,-8977796.0,-3.65,-4005039.0,-1.63,-4972757.0,-2.02,-6706803.0,-2.73,15684598.0,6.38
2025-12-11,17.23,1.35,7899656.0,1.4,9845006.0,1.75,-1945350.0,-0.35,7794575.0,1.38,-15694231.0,-2.78
2025-12-12,18.37,6.62,-7452251.0,-0.7,-5646884.0,-0.53,-1805367.0,-0.17,-18910048.0,-1.79,26362304.0,2.49
2025-12-15,18.19,-0.98,-26081789.0,-4.15,-5458749.0,-0.87,-20623040.0,-3.28,-6006396.0,-0.95,32088185.0,5.1
2025-12-16,17.88,-1.7,-32826432.0,-9.02,-16860564.0,-4.63,-15965868.0,-4.39,13207317.0,3.63,19619114.0,5.39
2025-12-17,17.91,0.17,-194763.0,-0.05,-8021227.0,-2.1,7826464.0,2.05,-6848644.0,-1.79,7043407.0,1.84
2025-12-18,17.8,-0.61,34359952.0,9.78,30228726.0,8.61,4131226.0,1.18,4356265.0,1.24,-38716218.0,-11.02
2025-12-19,17.85,0.28,-13565977.0,-4.2,-18054126.0,-5.59,4488149.0,1.39,19926946.0,6.17,-6360969.0,-1.97
2025-12-22,17.76,-0.5,11137491.0,3.18,3695826.0,1.05,7441665.0,2.12,-8051359.0,-2.3,-3086132.0,-0.88
2025-12-23,17.79,0.17,2955340.0,0.87,-885127.0,-0.26,3840467.0,1.12,-11398980.0,-3.34,8443640.0,2.47
2025-12-24,17.78,-0.06,1169990.0,0.4,-6480658.0,-2.2,7650648.0,2.6,1180822.0,0.4,-2350813.0,-0.8
2025-12-25,17.9,0.67,-13417355.0,-4.42,-28681291.0,-9.45,15263936.0,5.03,11292390.0,3.72,2124965.0,0.7
2025-12-26,18.0,0.56,-14837565.0,-4.01,-4284263.0,-1.16,-10553302.0,-2.85,4343158.0,1.17,10494407.0,2.84
2025-12-29,17.45,-3.06,-66066.0,-0.01,-6683884.0,-1.34,6617818.0,1.33,27220081.0,5.46,-27154015.0,-5.45
2025-12-30,17.36,-0.52,-35556692.0,-13.76,-31809470.0,-12.31,-3747222.0,-1.45,12014705.0,4.65,23541986.0,9.11
2025-12-31,17.35,-0.06,-16895799.0,-6.14,-11704978.0,-4.25,-5190821.0,-1.88,22899498.0,8.32,-6003698.0,-2.18
2026-01-05,17.99,3.69,-10294166.0,-1.36,-9989585.0,-1.32,-304581.0,-0.04,26338816.0,3.49,-16044639.0,-2.12
2026-01-06,18.59,3.34,-12663180.0,-1.83,-28360252.0,-4.1,15697072.0,2.27,10004903.0,1.45,2658278.0,0.38
2026-01-07,18.53,-0.32,-9604109.0,-1.71,8877157.0,1.58,-18481266.0,-3.29,-29435001.0,-5.24,39039111.0,6.95
2026-01-08,18.85,1.73,58550976.0,10.66,-10420441.0,-1.9,68971417.0,12.55,-17015383.0,-3.1,-41535592.0,-7.56
