symbol,mode,external,status,returncode,start_time,end_time,log_file
002714.SZ,hog_only,hog,ok,0,2026-05-11 17:37:22,2026-05-11 18:29:40,saved_data/model_search_queue_logs/muyuan_hog_only_20260511_173722/002714_hog_only.log
