date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM
2025-01-02,sh.600487,16.36046797,15.376991,1.447795,0.746044,23.841903
2025-01-03,sh.600487,16.07482464,15.108519,1.422517,0.733018,23.425639
2025-01-06,sh.600487,15.79903108,14.849304,1.398111,0.720442,23.023729
2025-01-07,sh.600487,16.00587625,15.043715,1.416416,0.729874,23.325161
2025-01-08,sh.600487,15.58233614,14.645635,1.378935,0.710561,22.707942
2025-01-09,sh.600487,15.40504028,14.478997,1.363246,0.702476,22.449571
2025-01-10,sh.600487,15.1686458,14.256813,1.342326,0.691696,22.105076
2025-01-13,sh.600487,14.95195086,14.053144,1.32315,0.681815,21.789289
2025-01-14,sh.600487,15.71038315,14.765985,1.390266,0.7164,22.894543
2025-01-15,sh.600487,15.34594166,14.423451,1.358016,0.699781,22.363447
2025-01-16,sh.600487,15.52323752,14.590089,1.373705,0.707866,22.621818
2025-01-17,sh.600487,15.94677763,14.988169,1.411186,0.727179,23.239038
2025-01-20,sh.600487,15.21789465,14.303101,1.346684,0.693942,22.176846
2025-01-21,sh.600487,15.59218591,14.654893,1.379807,0.71101,22.722296
2025-01-22,sh.600487,15.62173522,14.682666,1.382422,0.712357,22.765357
2025-01-23,sh.600487,15.47398867,14.543801,1.369347,0.70562,22.550048
2025-01-24,sh.600487,16.20287165,15.228868,1.433848,0.738857,23.61224
2025-01-27,sh.600487,15.41489005,14.488255,1.364117,0.702925,22.463925
2025-02-05,sh.600487,15.0701481,14.164236,1.33361,0.687205,21.961537
2025-02-06,sh.600487,15.28684304,14.367905,1.352786,0.697086,22.277323
2025-02-07,sh.600487,15.78918131,14.840046,1.39724,0.719993,23.009375
2025-02-10,sh.600487,15.77933154,14.830789,1.396368,0.719544,22.995021
2025-02-11,sh.600487,15.81873062,14.867819,1.399854,0.72134,23.052436
2025-02-12,sh.600487,15.90737855,14.951138,1.407699,0.725383,23.181622
2025-02-13,sh.600487,15.54293706,14.608604,1.375449,0.708764,22.650526
2025-02-14,sh.600487,15.759632,14.812273,1.394625,0.718646,22.966313
2025-02-17,sh.600487,15.6611343,14.719697,1.385908,0.714154,22.822773
2025-02-18,sh.600487,15.22774442,14.312359,1.347556,0.694391,22.1912
2025-02-19,sh.600487,15.54293706,14.608604,1.375449,0.708764,22.650526
2025-02-20,sh.600487,15.43458959,14.50677,1.36586,0.703824,22.492633
2025-02-21,sh.600487,16.2521205,15.275157,1.438207,0.741103,23.68401
2025-02-24,sh.600487,16.59686245,15.599175,1.468714,0.756824,24.186398
2025-02-25,sh.600487,16.23242096,15.256641,1.436463,0.740205,23.655302
2025-02-26,sh.600487,16.4491159,15.46031,1.455639,0.750086,23.971089
2025-02-27,sh.600487,16.01572602,15.052973,1.417287,0.730324,23.339515
2025-02-28,sh.600487,15.32624212,14.404936,1.356272,0.698883,22.334739
2025-03-03,sh.600487,15.33609189,14.414193,1.357144,0.699332,22.349093
2025-03-04,sh.600487,15.48383844,14.553058,1.370219,0.706069,22.564402
2025-03-05,sh.600487,15.60203568,14.664151,1.380678,0.711459,22.73665
2025-03-06,sh.600487,16.0551251,15.090003,1.420774,0.73212,23.396931
2025-03-07,sh.600487,15.80888085,14.858562,1.398983,0.720891,23.038082
2025-03-10,sh.600487,15.63158499,14.691924,1.383293,0.712807,22.779711
2025-03-11,sh.600487,15.68083384,14.738212,1.387652,0.715052,22.851481
2025-03-12,sh.600487,15.83843016,14.886335,1.401598,0.722239,23.081144
2025-03-13,sh.600487,15.90737855,14.951138,1.407699,0.725383,23.181622
2025-03-14,sh.600487,16.6461113,15.645464,1.473072,0.759069,24.258168
2025-03-17,sh.600487,16.66581084,15.663979,1.474816,0.759968,24.286876
2025-03-18,sh.600487,16.68551038,15.682494,1.476559,0.760866,24.315584
2025-03-19,sh.600487,16.47866521,15.488083,1.458254,0.751434,24.014151
2025-03-20,sh.600487,16.78400808,15.775071,1.485275,0.765358,24.459123
2025-03-21,sh.600487,17.32574543,16.284243,1.533215,0.790061,25.24859
2025-03-24,sh.600487,17.729586,16.663807,1.568953,0.808476,25.837102
2025-03-25,sh.600487,16.95145417,15.932451,1.500093,0.772993,24.70314
2025-03-26,sh.600487,16.77415831,15.765813,1.484404,0.764908,24.444769
2025-03-27,sh.600487,16.6461113,15.645464,1.473072,0.759069,24.258168
2025-03-28,sh.600487,16.87265601,15.85839,1.49312,0.7694,24.588309
2025-03-31,sh.600487,16.39001728,15.404764,1.45041,0.747391,23.884965
2025-04-01,sh.600487,16.21272142,15.238126,1.43472,0.739307,23.626594
2025-04-02,sh.600487,16.2521205,15.275157,1.438207,0.741103,23.68401
2025-04-03,sh.600487,15.84827993,14.895592,1.402469,0.722688,23.095498
2025-04-07,sh.600487,14.26246696,13.405107,1.262135,0.650374,20.784513
2025-04-08,sh.600487,14.37081443,13.506942,1.271723,0.655315,20.942406
2025-04-09,sh.600487,14.75495546,13.867991,1.305717,0.672832,21.50221
2025-04-10,sh.600487,15.04059879,14.136463,1.330995,0.685857,21.918475
2025-04-11,sh.600487,14.99134994,14.090175,1.326637,0.683612,21.846705
2025-04-14,sh.600487,15.12924672,14.219782,1.33884,0.6899,22.04766
2025-04-15,sh.600487,14.92240155,14.025371,1.320535,0.680468,21.746227
2025-04-16,sh.600487,14.66630753,13.784672,1.297873,0.66879,21.373025
2025-04-17,sh.600487,14.5776596,13.701353,1.290028,0.664747,21.243839
2025-04-18,sh.600487,14.8731527,13.979083,1.316177,0.678222,21.674458
2025-04-21,sh.600487,15.03074902,14.127206,1.330123,0.685408,21.904121
2025-04-22,sh.600487,15.01104948,14.10869,1.32838,0.68451,21.875413
2025-04-23,sh.600487,15.24744396,14.330874,1.349299,0.69529,22.219908
2025-04-24,sh.600487,15.02089925,14.117948,1.329252,0.684959,21.889767
2025-04-25,sh.600487,15.4641389,13.769714,1.320743,0.630054,30.37352
2025-04-28,sh.600487,15.33609189,13.655697,1.309807,0.624837,30.12202
2025-04-29,sh.600487,15.30654258,13.629386,1.307284,0.623633,30.063981
2025-04-30,sh.600487,15.17849557,13.515369,1.296347,0.618416,29.81248
2025-05-06,sh.600487,15.53308729,13.831108,1.326632,0.632863,30.508943
2025-05-07,sh.600487,15.53308729,13.831108,1.326632,0.632863,30.508943
2025-05-08,sh.600487,15.6611343,13.945124,1.337568,0.63808,30.760444
2025-05-09,sh.600487,15.45428913,13.760944,1.319902,0.629653,30.354174
2025-05-12,sh.600487,15.70053338,13.980206,1.340933,0.639685,30.837829
2025-05-13,sh.600487,15.61188545,13.901272,1.333362,0.636074,30.663713
2025-05-14,sh.600487,15.63158499,13.918813,1.335044,0.636876,30.702405
2025-05-15,sh.600487,15.15879603,13.497828,1.294665,0.617613,29.773788
2025-05-16,sh.600487,15.12924672,13.471516,1.292141,0.61641,29.71575
2025-05-19,sh.600487,15.06029833,13.410123,1.286253,0.6136,29.580326
2025-05-20,sh.600487,15.11939695,13.462746,1.2913,0.616008,29.696403
2025-05-21,sh.600487,14.95195086,13.313647,1.276999,0.609186,29.367518
2025-05-22,sh.600487,14.81405408,13.19086,1.265222,0.603568,29.096671
2025-05-23,sh.600487,14.65645776,13.050532,1.251762,0.597147,28.787132
2025-05-26,sh.600487,14.68600707,13.076843,1.254286,0.598351,28.845171
2025-05-27,sh.600487,14.69585684,13.085614,1.255127,0.598752,28.864517
2025-05-28,sh.600487,14.90270201,13.269794,1.272793,0.607179,29.270787
2025-05-29,sh.600487,15.07999787,13.427664,1.287935,0.614403,29.619019
2025-05-30,sh.600487,14.774655,13.155778,1.261857,0.601962,29.019287
2025-06-03,sh.600487,14.80420431,13.182089,1.26438,0.603166,29.077325
2025-06-04,sh.600487,14.93225132,13.296106,1.275316,0.608383,29.328826
2025-06-05,sh.600487,15.02089925,13.375041,1.282888,0.611995,29.502941
2025-06-06,sh.600487,15.12924672,13.471516,1.292141,0.61641,29.71575
2025-06-09,sh.600487,15.15879603,13.497828,1.294665,0.617613,29.773788
2025-06-10,sh.600487,15.00119971,13.3575,1.281205,0.611193,29.464249
2025-06-11,sh.600487,15.13909649,13.480287,1.292982,0.616811,29.735096
2025-06-12,sh.600487,15.05044856,13.401352,1.285411,0.613199,29.56098
2025-06-13,sh.600487,14.64660799,13.041761,1.250921,0.596745,28.767786
2025-06-16,sh.600487,14.92240155,13.287336,1.274475,0.607982,29.30948
2025-06-17,sh.600487,14.774655,13.155778,1.261857,0.601962,29.019287
2025-06-18,sh.600487,14.81405408,13.19086,1.265222,0.603568,29.096671
2025-06-19,sh.600487,14.59735914,12.997908,1.246714,0.594739,28.671055
2025-06-20,sh.600487,14.48901167,12.901433,1.237461,0.590324,28.458247
2025-06-23,sh.600487,14.53826052,12.945285,1.241667,0.592331,28.554978
2025-06-24,sh.600487,14.86330293,13.234712,1.269428,0.605574,29.193402
2025-06-25,sh.600487,15.01104948,13.36627,1.282046,0.611594,29.483595
2025-06-26,sh.600487,15.07999787,13.427664,1.287935,0.614403,29.619019
2025-06-27,sh.600487,15.14,13.278565,1.273634,0.607581,29.290133
2025-06-30,sh.600487,15.3,13.418893,1.287094,0.614002,29.599672
2025-07-01,sh.600487,15.25,13.375041,1.282888,0.611995,29.502941
2025-07-02,sh.600487,15.4,13.506598,1.295506,0.618015,29.793134
2025-07-03,sh.600487,15.78,13.839878,1.327473,0.633264,30.52829
2025-07-04,sh.600487,15.41,13.515369,1.296347,0.618416,29.81248
2025-07-07,sh.600487,15.18,13.313647,1.276999,0.609186,29.367518
2025-07-08,sh.600487,15.7,13.769714,1.320743,0.630054,30.37352
2025-07-09,sh.600487,15.45,13.550451,1.299712,0.620021,29.889865
2025-07-10,sh.600487,15.44,13.541681,1.298871,0.61962,29.870519
2025-07-11,sh.600487,15.4,13.506598,1.295506,0.618015,29.793134
2025-07-14,sh.600487,15.34,13.453975,1.290459,0.615607,29.677057
2025-07-15,sh.600487,15.48,13.576763,1.302236,0.621225,29.947904
2025-07-16,sh.600487,15.36,13.471516,1.292141,0.61641,29.71575
2025-07-17,sh.600487,15.81,13.86619,1.329997,0.634468,30.586328
2025-07-18,sh.600487,15.71,13.778485,1.321585,0.630455,30.392866
2025-07-21,sh.600487,15.87,13.918813,1.335044,0.636876,30.702405
2025-07-22,sh.600487,16.1,14.120535,1.354393,0.646106,31.147368
2025-07-23,sh.600487,15.85,13.901272,1.333362,0.636074,30.663713
2025-07-24,sh.600487,15.89,13.936354,1.336727,0.637679,30.741098
2025-07-25,sh.600487,15.79,13.848649,1.328314,0.633666,30.547636
2025-07-28,sh.600487,15.9,13.945124,1.337568,0.63808,30.760444
2025-07-29,sh.600487,16.05,14.076682,1.350187,0.6441,31.050637
