date,close,peTTM,pbMRQ,psTTM,pcfNcfTTM,pubDate,statDate,profit_roeAvg,profit_npMargin,profit_gpMargin,profit_netProfit,profit_epsTTM,profit_MBRevenue,profit_totalShare,profit_liqaShare,used_pubDate,effective_date,operation_NRTurnRatio,operation_NRTurnDays,operation_INVTurnRatio,operation_INVTurnDays,operation_CATurnRatio,operation_AssetTurnRatio,growth_YOYEquity,growth_YOYAsset,growth_YOYNI,growth_YOYEPSBasic,growth_YOYPNI,solvency_currentRatio,solvency_quickRatio,solvency_cashRatio,solvency_YOYLiability,solvency_liabilityToAsset,solvency_assetToEquity,cashflow_CAToAsset,cashflow_NCAToAsset,cashflow_tangibleAssetToAsset,cashflow_ebitToInterest,cashflow_CFOToOR,cashflow_CFOToNP,cashflow_CFOToGr,dupont_dupontROE,dupont_dupontAssetStoEquity,dupont_dupontAssetTurn,dupont_dupontPnitoni,dupont_dupontNitogr,dupont_dupontTaxBurden,dupont_dupontIntburden,dupont_dupontEbittogr,fund_days_since_effective,peTTM_eod,pbMRQ_eod,psTTM_eod,pcfNcfTTM_eod,valuation_time_mode,valuation_reference_lag_days,peTTM_rank252,pbMRQ_rank252,psTTM_rank252,pcfNcfTTM_rank252,profit_roeAvg_chg4q,profit_npMargin_chg4q,profit_gpMargin_chg4q,profit_netProfit_chg4q,profit_epsTTM_chg4q,profit_MBRevenue_chg4q,profit_totalShare_chg4q,profit_liqaShare_chg4q,growth_YOYEquity_chg4q,growth_YOYAsset_chg4q,growth_YOYNI_chg4q,growth_YOYEPSBasic_chg4q,growth_YOYPNI_chg4q,solvency_currentRatio_chg4q,solvency_quickRatio_chg4q,solvency_cashRatio_chg4q,solvency_YOYLiability_chg4q,solvency_liabilityToAsset_chg4q,solvency_assetToEquity_chg4q,cashflow_CAToAsset_chg4q,cashflow_NCAToAsset_chg4q,cashflow_tangibleAssetToAsset_chg4q,cashflow_ebitToInterest_chg4q,cashflow_CFOToOR_chg4q,cashflow_CFOToNP_chg4q,cashflow_CFOToGr_chg4q,dupont_dupontROE_chg4q,dupont_dupontAssetStoEquity_chg4q,dupont_dupontAssetTurn_chg4q,dupont_dupontPnitoni_chg4q,dupont_dupontNitogr_chg4q,dupont_dupontTaxBurden_chg4q,dupont_dupontIntburden_chg4q,dupont_dupontEbittogr_chg4q
2025-01-02,16.36046797,15.376991,1.447795,0.746044,23.841903,2024-10-29,2024-09-30,0.085824,0.059046,0.151478,2503523116.56,1.080185,,2466734657.0,2466734657.0,True,2024-10-30,2.242551,120.398624,3.553031,75.992119,0.9575,0.665572,0.13837,0.084173,0.400635,0.287671,0.283237,1.618738,1.309909,0.354947,-0.001224,0.005129,2.052898,0.69999,0.30001,0.379715,12.299174,0.010394,0.176028,0.010394,0.085824,2.361896,0.665572,0.924619,0.059046,0.923766,0.936131,0.06828,64,15.376991,1.447795,0.746044,23.841903,asof1455_from_lagged_eod,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03,16.07482464,15.108518550270922,1.4225174232390128,0.7330185478627333,23.425638588801927,2024-10-29,2024-09-30,0.085824,0.059046,0.151478,2503523116.56,1.080185,,2466734657.0,2466734657.0,True,2024-10-30,2.242551,120.398624,3.553031,75.992119,0.9575,0.665572,0.13837,0.084173,0.400635,0.287671,0.283237,1.618738,1.309909,0.354947,-0.001224,0.005129,2.052898,0.69999,0.30001,0.379715,12.299174,0.010394,0.176028,0.010394,0.085824,2.361896,0.665572,0.924619,0.059046,0.923766,0.936131,0.06828,65,15.108519,1.422517,0.733018,23.425639,asof1455_from_lagged_eod,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06,15.79903108,14.812273529411765,1.3946245098039216,0.7186450980392157,22.96631274509804,2024-10-29,2024-09-30,0.085824,0.059046,0.151478,2503523116.56,1.080185,,2466734657.0,2466734657.0,True,2024-10-30,2.242551,120.398624,3.553031,75.992119,0.9575,0.665572,0.13837,0.084173,0.400635,0.287671,0.283237,1.618738,1.309909,0.354947,-0.001224,0.005129,2.052898,0.69999,0.30001,0.379715,12.299174,0.010394,0.176028,0.010394,0.085824,2.361896,0.665572,0.924619,0.059046,0.923766,0.936131,0.06828,68,14.849304,1.398111,0.720442,23.023729,asof1455_from_lagged_eod,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07,16.00587625,15.034457416458853,1.4155438054862843,0.7294250673316709,23.31080791521197,2024-10-29,2024-09-30,0.085824,0.059046,0.151478,2503523116.56,1.080185,,2466734657.0,2466734657.0,True,2024-10-30,2.242551,120.398624,3.553031,75.992119,0.9575,0.665572,0.13837,0.084173,0.400635,0.287671,0.283237,1.618738,1.309909,0.354947,-0.001224,0.005129,2.052898,0.69999,0.30001,0.379715,12.299174,0.010394,0.176028,0.010394,0.085824,2.361896,0.665572,0.924619,0.059046,0.923766,0.936131,0.06828,69,15.043715,1.416416,0.729874,23.325161,asof1455_from_lagged_eod,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-08,15.58233614,14.645635156923078,1.3789354535384615,0.7105604110769231,22.707941355076926,2024-10-29,2024-09-30,0.085824,0.059046,0.151478,2503523116.56,1.080185,,2466734657.0,2466734657.0,True,2024-10-30,2.242551,120.398624,3.553031,75.992119,0.9575,0.665572,0.13837,0.084173,0.400635,0.287671,0.283237,1.618738,1.309909,0.354947,-0.001224,0.005129,2.052898,0.69999,0.30001,0.379715,12.299174,0.010394,0.176028,0.010394,0.085824,2.361896,0.665572,0.924619,0.059046,0.923766,0.936131,0.06828,70,14.645635,1.378935,0.710561,22.707942,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-09,15.40504028,14.46973925726928,1.3623738337547409,0.7020270815423515,22.435217032869787,2024-10-29,2024-09-30,0.085824,0.059046,0.151478,2503523116.56,1.080185,,2466734657.0,2466734657.0,True,2024-10-30,2.242551,120.398624,3.553031,75.992119,0.9575,0.665572,0.13837,0.084173,0.400635,0.287671,0.283237,1.618738,1.309909,0.354947,-0.001224,0.005129,2.052898,0.69999,0.30001,0.379715,12.299174,0.010394,0.176028,0.010394,0.085824,2.361896,0.665572,0.924619,0.059046,0.923766,0.936131,0.06828,71,14.478997,1.363246,0.702476,22.449571,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-10,15.1686458,14.293843585677749,1.3458131867007672,0.6934929309462915,22.162492086956522,2024-10-29,2024-09-30,0.085824,0.059046,0.151478,2503523116.56,1.080185,,2466734657.0,2466734657.0,True,2024-10-30,2.242551,120.398624,3.553031,75.992119,0.9575,0.665572,0.13837,0.084173,0.400635,0.287671,0.283237,1.618738,1.309909,0.354947,-0.001224,0.005129,2.052898,0.69999,0.30001,0.379715,12.299174,0.010394,0.176028,0.010394,0.085824,2.361896,0.665572,0.924619,0.059046,0.923766,0.936131,0.06828,72,14.256813,1.342326,0.691696,22.105076,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-13,14.95195086,14.016113559740258,1.319663353246753,0.6800180155844155,21.731873418181817,2024-10-29,2024-09-30,0.085824,0.059046,0.151478,2503523116.56,1.080185,,2466734657.0,2466734657.0,True,2024-10-30,2.242551,120.398624,3.553031,75.992119,0.9575,0.665572,0.13837,0.084173,0.400635,0.287671,0.283237,1.618738,1.309909,0.354947,-0.001224,0.005129,2.052898,0.69999,0.30001,0.379715,12.299174,0.010394,0.176028,0.010394,0.085824,2.361896,0.665572,0.924619,0.059046,0.923766,0.936131,0.06828,75,14.053144,1.32315,0.681815,21.789289,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-14,15.71038315,14.765984637681159,1.390266304347826,0.7163998188405797,22.894542789855073,2024-10-29,2024-09-30,0.085824,0.059046,0.151478,2503523116.56,1.080185,,2466734657.0,2466734657.0,True,2024-10-30,2.242551,120.398624,3.553031,75.992119,0.9575,0.665572,0.13837,0.084173,0.400635,0.287671,0.283237,1.618738,1.309909,0.354947,-0.001224,0.005129,2.052898,0.69999,0.30001,0.379715,12.299174,0.010394,0.176028,0.010394,0.085824,2.361896,0.665572,0.924619,0.059046,0.923766,0.936131,0.06828,76,14.765985,1.390266,0.7164,22.894543,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-15,15.34594166,14.432708849529782,1.3588869554858933,0.7002304702194357,22.377800963636364,2024-10-29,2024-09-30,0.085824,0.059046,0.151478,2503523116.56,1.080185,,2466734657.0,2466734657.0,True,2024-10-30,2.242551,120.398624,3.553031,75.992119,0.9575,0.665572,0.13837,0.084173,0.400635,0.287671,0.283237,1.618738,1.309909,0.354947,-0.001224,0.005129,2.052898,0.69999,0.30001,0.379715,12.299174,0.010394,0.176028,0.010394,0.085824,2.361896,0.665572,0.924619,0.059046,0.923766,0.936131,0.06828,77,14.423451,1.358016,0.699781,22.363447,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
