code,pubDate,statDate,profit_roeAvg,profit_npMargin,profit_gpMargin,profit_netProfit,profit_epsTTM,profit_MBRevenue,profit_totalShare,profit_liqaShare,used_pubDate,effective_date,operation_NRTurnRatio,operation_NRTurnDays,operation_INVTurnRatio,operation_INVTurnDays,operation_CATurnRatio,operation_AssetTurnRatio,growth_YOYEquity,growth_YOYAsset,growth_YOYNI,growth_YOYEPSBasic,growth_YOYPNI,solvency_currentRatio,solvency_quickRatio,solvency_cashRatio,solvency_YOYLiability,solvency_liabilityToAsset,solvency_assetToEquity,cashflow_CAToAsset,cashflow_NCAToAsset,cashflow_tangibleAssetToAsset,cashflow_ebitToInterest,cashflow_CFOToOR,cashflow_CFOToNP,cashflow_CFOToGr,dupont_dupontROE,dupont_dupontAssetStoEquity,dupont_dupontAssetTurn,dupont_dupontPnitoni,dupont_dupontNitogr,dupont_dupontTaxBurden,dupont_dupontIntburden,dupont_dupontEbittogr
sz.002311,2017-04-27,2017-03-31,0.01017,0.012587,0.099353,68800682.75,0.552793,,1581811454.0,1528557610.0,True,2017-04-28,7.419479,12.130231,2.055525,43.784445,0.893903,0.488903,0.133653,0.338973,0.602894,0.333333,0.47449,1.143808,0.691865,0.213539,0.596057,0.51143,2.046791,0.572863,0.427137,0.374747,5.521927,-0.049587,-3.939667,-0.049587,0.01017,1.966673,0.488903,0.840321,0.012587,0.89829,0.818904,0.01711
sz.002311,2017-08-18,2017-06-30,0.091119,0.036789,0.110028,534633046.45,0.628174,14532337762.58,1575965054.0,1528557610.0,True,2017-08-19,16.26087,11.069518,4.968611,36.227431,2.315188,1.273784,0.125909,0.234074,0.328957,0.32,0.348911,1.113427,0.629214,0.14039,0.351515,0.528714,2.121854,0.577846,0.422154,0.362616,19.565746,-0.013598,-0.36961,-0.013598,0.091119,2.004124,1.273784,0.97022,0.036789,0.825517,0.94889,0.046965
sz.002311,2017-10-31,2017-09-30,0.191572,0.044135,0.109739,1169686352.52,0.713964,,1575965054.0,1528557610.0,True,2017-11-01,21.683512,12.451857,10.671007,25.302204,4.252774,2.305799,0.127036,0.271321,0.290043,0.280702,0.30611,1.191447,0.797393,0.137235,0.4733,0.485165,1.942369,0.562997,0.437003,0.401404,36.382267,-0.006499,-0.147241,-0.006499,0.191572,1.915765,2.305799,0.982616,0.044135,0.821013,0.972514,0.055276
sz.002311,2018-04-20,2017-12-31,0.199142,0.037672,0.109872,1226459713.57,0.766377,32556634127.38,1575237054.0,1528557610.0,True,2018-04-21,48.746424,7.385157,10.65189,33.796818,5.336986,2.776881,0.146046,0.279218,0.405555,0.418182,0.410623,1.146176,0.582991,0.231683,0.411571,0.480495,1.924907,0.523288,0.476712,0.367915,18.701495,0.01518,0.402966,0.01518,0.199142,1.933998,2.776881,0.984317,0.037672,0.827535,0.946528,0.048094
sz.002311,2018-04-27,2018-03-31,0.015406,0.015165,0.09929,110095258.75,0.791345,,1579545054.0,1528579660.0,True,2018-04-28,7.617538,11.81484,1.808617,49.761767,0.953525,0.516397,0.150179,0.238885,0.600206,0.75,0.739245,1.076868,0.580167,0.191754,0.296993,0.535418,2.152473,0.557649,0.442351,0.323353,6.139608,0.020362,1.342707,0.020362,0.015406,2.153925,0.516397,0.913336,0.015165,0.91379,0.837123,0.019825
sz.002311,2018-08-29,2018-06-30,0.09013,0.035254,0.115713,623324518.66,0.815007,17680900759.05,1581514354.0,1543795720.0,True,2018-08-30,14.727027,12.222426,4.317783,41.688056,2.182686,1.194272,0.194101,0.312804,0.165892,0.151515,0.157543,1.149117,0.673117,0.252048,0.388893,0.559358,2.269415,0.566255,0.433745,0.304128,12.962112,0.016696,0.473579,0.016696,0.09013,2.222314,1.194272,0.963272,0.035254,0.836956,0.922852,0.045643
sz.002311,2018-10-26,2018-09-30,0.181311,0.042426,0.117838,1308144084.63,0.840066,,1581936604.0,1544217970.0,True,2018-10-27,20.698567,13.044381,7.640994,35.335715,3.5889,1.994945,0.188442,0.397765,0.118372,0.123288,0.105891,1.194573,0.761148,0.193267,0.581974,0.549104,2.217805,0.580018,0.419982,0.318841,10.259653,-0.001543,-0.036369,-0.001543,0.181311,2.204699,1.994945,0.971651,0.042426,0.826868,0.902531,0.056851
sz.002311,2019-04-16,2018-12-31,0.20214,0.035201,0.107718,1483940160.9,0.90906,42156628800.11,1581211084.0,1544763570.0,True,2019-04-17,44.701484,8.053424,9.143725,39.371262,5.211299,2.762004,0.19634,0.319534,0.209938,0.153846,0.190566,1.336798,0.639962,0.256805,0.445671,0.526426,2.111603,0.535092,0.464908,0.330891,12.232066,0.024569,0.697982,0.024569,0.20214,2.146608,2.762004,0.968558,0.035201,0.840187,0.918248,0.045626
sz.002311,2019-04-24,2019-03-31,0.015649,0.013906,0.099844,123418115.17,0.922848,,1581211084.0,1544763570.0,True,2019-04-25,6.94935,12.950852,1.613694,55.772656,0.88764,0.485333,0.202081,0.284137,0.121012,0.142857,0.218148,1.262371,0.665942,0.255544,0.351035,0.563311,2.289959,0.557324,0.442676,0.302995,4.456342,-0.076481,-5.499714,-0.076481,0.015649,2.336175,0.485333,0.992477,0.013906,0.841014,0.775601,0.021319
sz.002311,2019-07-30,2019-06-30,0.085107,0.033982,0.118874,715806118.72,0.955657,21064293070.43,1580870934.0,1553492505.0,True,2019-07-31,14.377318,12.51972,3.75144,47.981581,2.103286,1.132873,0.181348,0.205039,0.148368,0.131579,0.122393,1.145808,0.606793,0.190756,0.216208,0.564542,2.296434,0.541712,0.458288,0.29448,8.877784,0.015588,0.458725,0.015588,0.085107,2.348129,1.132873,0.941484,0.033982,0.834849,0.887359,0.045871
