date,ak_fund_收盘价,ak_fund_涨跌幅,ak_fund_主力净流入-净额,ak_fund_主力净流入-净占比,ak_fund_超大单净流入-净额,ak_fund_超大单净流入-净占比,ak_fund_大单净流入-净额,ak_fund_大单净流入-净占比,ak_fund_中单净流入-净额,ak_fund_中单净流入-净占比,ak_fund_小单净流入-净额,ak_fund_小单净流入-净占比
2025-11-07,57.8,-1.9,-3380652.0,-1.27,-18419093.0,-6.93,15038441.0,5.66,2074533.0,0.78,1306120.0,0.49
2025-11-10,59.9,3.63,7622761.0,1.5,-10916588.0,-2.15,18539349.0,3.65,27039118.0,5.32,-34661878.0,-6.82
2025-11-11,59.4,-0.83,-3441794.0,-1.13,-3697551.0,-1.22,255757.0,0.08,19955198.0,6.57,-16513405.0,-5.44
2025-11-12,59.32,-0.13,-19353432.0,-6.45,-14044819.0,-4.68,-5308613.0,-1.77,-25787864.0,-8.59,45141296.0,15.05
2025-11-13,58.82,-0.84,-11234167.0,-4.18,-12021124.0,-4.48,786957.0,0.29,4070551.0,1.52,7163616.0,2.67
2025-11-14,58.75,-0.12,15962616.0,8.57,1122443.0,0.6,14840173.0,7.97,82275.0,0.04,-16044891.0,-8.61
2025-11-17,58.37,-0.65,11080662.0,6.19,-1418549.0,-0.79,12499211.0,6.98,2064071.0,1.15,-13144732.0,-7.34
2025-11-18,57.7,-1.15,5550778.0,3.04,2807465.0,1.54,2743313.0,1.5,-17431622.0,-9.55,11880843.0,6.51
2025-11-19,58.54,1.46,-1256561.0,-0.62,-179030.0,-0.09,-1077531.0,-0.53,-9780605.0,-4.83,11037166.0,5.45
2025-11-20,58.55,0.02,7003465.0,3.3,3921006.0,1.85,3082459.0,1.45,12064789.0,5.69,-19068254.0,-8.99
2025-11-21,59.4,1.45,-5084138.0,-1.37,602514.0,0.16,-5686652.0,-1.53,1378581.0,0.37,3705557.0,1.0
2025-11-24,57.71,-2.85,-2926757.0,-0.66,25555021.0,5.76,-28481778.0,-6.42,-17027128.0,-3.84,19953886.0,4.5
2025-11-25,55.74,-3.41,-152190223.0,-16.45,-5857165.0,-0.63,-146333058.0,-15.82,41123952.0,4.45,111066279.0,12.01
2025-11-26,56.12,0.68,-36633478.0,-6.77,10035756.0,1.86,-46669234.0,-8.63,-26685708.0,-4.93,63319186.0,11.71
2025-11-27,55.7,-0.75,-49188130.0,-14.28,-10029023.0,-2.91,-39159107.0,-11.37,-1237732.0,-0.36,50425862.0,14.64
2025-11-28,55.8,0.18,-40313228.0,-10.05,70540.0,0.02,-40383768.0,-10.07,-12770877.0,-3.18,53084106.0,13.23
2025-12-01,55.22,-1.04,-86550982.0,-13.27,-13839190.0,-2.12,-72711792.0,-11.15,59341048.0,9.1,27209933.0,4.17
2025-12-02,54.52,-1.27,24596070.0,3.3,8137406.0,1.09,16458664.0,2.21,59673706.0,8.01,-84269776.0,-11.31
2025-12-03,54.78,0.48,-1173629.0,-0.4,-2074304.0,-0.71,900675.0,0.31,-23240110.0,-7.91,24413738.0,8.31
2025-12-04,55.4,1.13,-7399373.0,-2.01,-3579271.0,-0.97,-3820102.0,-1.04,-5447235.0,-1.48,12846608.0,3.49
2025-12-05,55.64,0.43,-1006689.0,-0.36,5274236.0,1.9,-6280925.0,-2.26,16066748.0,5.77,-15060060.0,-5.41
2025-12-08,54.59,-1.89,3811911.0,0.86,1713404.0,0.39,2098507.0,0.47,-15751845.0,-3.56,11939934.0,2.7
2025-12-09,52.94,-3.02,5990654.0,0.94,-24552057.0,-3.86,30542711.0,4.81,-63916292.0,-10.06,57925640.0,9.11
2025-12-10,53.33,0.74,28415837.0,6.25,-10866249.0,-2.39,39282086.0,8.64,25623138.0,5.63,-54038977.0,-11.88
2025-12-11,54.08,1.41,10888628.0,2.72,3268364.0,0.82,7620264.0,1.9,-621722.0,-0.16,-10266905.0,-2.56
2025-12-12,53.0,-2.0,-10083191.0,-2.13,-16526866.0,-3.49,6443675.0,1.36,-12746357.0,-2.69,22829547.0,4.82
2025-12-15,53.8,1.51,-26779891.0,-8.67,-5509805.0,-1.78,-21270086.0,-6.89,10975397.0,3.55,15804495.0,5.12
2025-12-16,53.53,-0.5,8705467.0,4.3,5365014.0,2.65,3340453.0,1.65,14799273.0,7.32,-23504741.0,-11.62
2025-12-17,53.83,0.56,-4517496.0,-2.03,-2453760.0,-1.1,-2063736.0,-0.93,16641978.0,7.49,-12124482.0,-5.46
2025-12-18,53.56,-0.5,5858699.0,3.29,2296905.0,1.29,3561794.0,2.0,37139523.0,20.85,-42998221.0,-24.14
2025-12-19,53.56,0.0,-1116694.0,-0.37,-15881581.0,-5.25,14764887.0,4.88,51999384.0,17.18,-50882690.0,-16.81
2025-12-22,53.45,-0.21,16333759.0,5.66,21295397.0,7.39,-4961638.0,-1.72,7949251.0,2.76,-24283011.0,-8.42
2025-12-23,53.9,0.84,-6440003.0,-2.48,16527832.0,6.36,-22967835.0,-8.84,17488246.0,6.73,-11048242.0,-4.25
2025-12-24,52.48,-2.63,-41148677.0,-8.0,-25834490.0,-5.02,-15314187.0,-2.98,53312486.0,10.36,-12163809.0,-2.36
2025-12-25,54.65,4.13,-35381344.0,-5.56,-8907186.0,-1.4,-26474158.0,-4.16,321633.0,0.05,35059711.0,5.51
2025-12-26,54.21,-0.81,-44627425.0,-10.53,-19965480.0,-4.71,-24661945.0,-5.82,51096416.0,12.06,-6468991.0,-1.53
2025-12-29,54.99,1.44,-13926254.0,-3.52,-5760669.0,-1.46,-8165585.0,-2.07,-22483887.0,-5.69,36410141.0,9.21
2025-12-30,56.3,2.38,-1343066.0,-0.25,-6867015.0,-1.29,5523949.0,1.04,-26448756.0,-4.97,27791823.0,5.22
2025-12-31,55.38,-1.63,-1974663.0,-0.58,1231819.0,0.36,-3206482.0,-0.95,19157516.0,5.66,-17182854.0,-5.08
2026-01-05,54.9,-0.87,-61671793.0,-14.2,8854404.0,2.04,-70526197.0,-16.23,17392685.0,4.0,44279108.0,10.19
2026-01-06,54.9,0.0,-26145082.0,-5.38,-1217035.0,-0.25,-24928047.0,-5.13,-26494657.0,-5.45,52639740.0,10.83
2026-01-07,54.02,-1.6,-48547150.0,-8.68,12350309.0,2.21,-60897459.0,-10.89,14367674.0,2.57,34179476.0,6.11
