date,open,high,low,close,volume
2026-04-01,15.59,15.85,15.48,15.64,134548494
2026-04-02,15.65,16.12,15.25,15.33,155846256
2026-04-03,15.52,15.68,15.01,15.05,127014279
2026-04-07,15.05,15.15,14.82,14.97,108572076
2026-04-08,15.35,16.02,15.35,16.01,212000645
2026-04-09,15.7,15.95,15.5,15.79,137986759
2026-04-10,16.0,16.28,15.77,16.08,183440379
2026-04-13,15.9,15.96,15.5,15.82,157515962
2026-04-14,16.0,16.25,15.83,16.2,200979066
2026-04-15,16.42,17.8,16.3,17.7,444944459
2026-04-16,17.69,17.69,16.99,17.44,314391067
2026-04-17,17.45,17.58,17.06,17.19,193265047
2026-04-20,17.18,18.4,16.76,18.22,349773711
2026-04-21,18.23,18.23,17.64,17.89,218239826
2026-04-22,17.9,18.2,17.76,17.95,214517365
2026-04-23,17.96,18.51,17.37,18.02,277481774
2026-04-24,17.71,17.94,17.2,17.21,202433607
2026-04-27,16.97,17.24,16.73,16.92,137684044
2026-04-28,16.91,17.5,16.51,17.2,210694326
2026-04-29,17.15,17.37,16.8,17.15,146131163
2026-04-30,17.15,17.22,16.8,16.92,121340871
2026-05-06,16.92,17.47,16.92,17.43,190880381
2026-05-07,17.55,17.7,17.25,17.5,196231499
2026-05-08,17.65,17.8,17.16,17.19,209512833
2026-05-11,17.2,18.34,17.2,18.1,318864282
2026-05-12,18.1,19.41,17.77,19.2,452424721
2026-05-13,19.31,19.89,18.72,19.02,457078625
2026-05-14,18.8,18.94,17.6,17.61,354221283
2026-05-15,17.55,17.73,16.83,17.14,238296870
2026-05-18,16.96,17.29,16.88,17.12,139518993
2026-05-19,17.26,17.69,16.88,17.6,191650521
2026-05-20,17.5,17.58,17.0,17.08,147588386
2026-05-21,17.01,17.01,16.1,16.12,244388262
