entry_policy,feature_group,model_name,target_hit_bps,trades,win_rate,avg_return,median_return,compound_return,max_drawdown,profit_factor,windows
vwap_low,reversal_fundamental_regime_sector,extra_trees_600_d3,50.0,278,0.7553956834532374,0.0005771596345931717,0.005,0.15949154026063073,-0.11184369456548293,1.1839359039572637,10
vwap_low,reversal_fundamental_regime_sector,xgb_d4_500_lr002_mcw5,50.0,212,0.7688679245283019,0.0007019741197414396,0.005,0.15067032400177682,-0.08440113555740059,1.2269237786347398,10
vwap_low,all_no_ak,xgb_d3_600_lr002_mcw3,50.0,263,0.7680608365019012,0.0005255337860318176,0.005,0.13312508436870196,-0.08214087390711455,1.161536139408618,10
vwap_low,all_no_ak,xgb_d2_200_lr003_mcw5,50.0,255,0.7686274509803922,0.00048041867892716116,0.005,0.11513411701293919,-0.09059048912230039,1.1439640964138906,10
vwap_low,reversal_fundamental_regime_sector_external,xgb_d4_500_lr002_mcw5,50.0,220,0.759090909090909,0.0005017339641777021,0.005,0.1042243944233312,-0.11813215109447228,1.1550469384459836,10
vwap_low,reversal_fundamental_regime_sector_external,xgb_d2_200_lr003_mcw5,50.0,271,0.7675276752767528,0.0004000911058251376,0.005,0.09848806947245814,-0.11586403672094725,1.1175063843969293,10
vwap_low,reversal_fundamental_regime_sector,xgb_d2_200_lr003_mcw5,50.0,270,0.762962962962963,0.0003897581658009408,0.005,0.09554130813240946,-0.10216941431899362,1.1161903622026557,10
vwap_low,reversal_fundamental_regime_sector,lgbm_leaves7_400,50.0,273,0.7545787545787546,0.0002766425392174644,0.005,0.06283536690158864,-0.09600573024020109,1.0805694374585983,10
vwap_low,reversal_fundamental_regime,random_forest_600_d4,50.0,240,0.7791666666666667,0.00030095187304707223,0.005,0.05887592708465372,-0.14035562010078695,1.0844198320890932,10
vwap_low,reversal_fundamental_regime_sector_external,lgbm_leaves7_400,50.0,233,0.759656652360515,0.00026555037630502585,0.005,0.04950111124423495,-0.12613054975053284,1.0766731962091693,10
vwap_low,reversal_fundamental_regime_sector_external,xgb_d3_400_lr003_mcw3,50.0,226,0.7610619469026548,0.0002650684687211447,0.005,0.04856416001777264,-0.13322337687277042,1.0760802067326039,10
vwap_low,reversal_fundamental_regime_sector,xgb_d3_600_lr002_mcw3,50.0,186,0.7473118279569892,8.591555827426736e-05,0.005,0.007038614438867885,-0.0931358249876797,1.0237632237177097,10
