date,open,high,low,close,volume,event_flag,no_price_limit_flag
2025-01-02,13.96308051,14.2521093,12.956463,13.11592716,15689580,0,0
2025-01-03,13.1557932,13.89331494,12.8567979,13.53452058,20444466,0,0
2025-01-06,13.66408521,14.82020037,13.58435313,14.16241071,26660120,0,0
2025-01-07,14.23217628,15.57765513,14.23217628,15.57765513,45656081,0,0
2025-01-08,15.57765513,16.78360284,15.45805701,16.25537781,65985518,0,0
2025-01-09,16.56433962,16.80353586,16.08594714,16.29524385,35996400,0,0
2025-01-10,16.21551177,16.57430613,15.90654996,15.92648298,21545260,0,0
2025-01-13,15.83678439,16.37497593,15.53778909,15.71718627,24189220,0,0
2025-01-14,15.83678439,17.29189485,15.67732023,17.29189485,21954672,0,0
2025-01-15,17.5410576,18.04934961,17.05269861,17.3417274,32790008,0,0
2025-01-16,17.52112458,18.34834491,17.52112458,18.05931612,38270060,0,0
2025-01-17,17.8400529,18.61744068,17.70052176,18.20881377,27204066,0,0
2025-01-20,18.27857934,19.11576618,18.22874679,18.936369,26512668,0,0
2025-01-21,18.92640249,19.30512987,18.40814397,18.6373737,20265649,0,0
2025-01-22,18.92640249,20.50111107,18.92640249,20.50111107,27863822,0,0
2025-01-23,21.06920214,21.36819744,20.1323502,20.3316804,38360830,0,0
2025-01-24,20.60077617,22.36484844,20.42137899,21.96618804,41369551,0,0
2025-01-27,21.03930261,22.3249824,20.86987194,22.26518334,39162574,0,0
2025-02-05,21.1290012,21.1290012,20.04265161,20.04265161,4291900,0,0
2025-02-06,19.74365631,20.14231671,19.08586665,19.54432611,54530352,0,0
2025-02-07,19.5343596,20.34164691,19.31509638,20.14231671,31224052,0,0
2025-02-10,20.32171389,20.32171389,19.58419215,19.79348886,17909303,0,0
2025-02-11,19.78352235,20.68050825,19.48452705,20.37154644,23400209,0,0
2025-02-12,20.30178087,20.60077617,19.92305349,20.06258463,14498430,0,0
2025-02-13,20.18218275,21.00940308,20.18218275,20.42137899,19457104,0,0
2025-02-14,20.41141248,20.68050825,19.25529732,19.4346945,24289214,0,0
2025-02-17,19.51442658,20.12238369,19.1356992,19.5343596,17333300,0,0
2025-02-18,19.50446007,20.05261812,19.2353643,19.34499591,14608401,0,0
2025-02-19,19.26526383,19.81342188,19.05596712,19.48452705,11389580,0,0
2025-02-20,19.3350294,19.93302,19.22539779,19.5343596,13614700,0,0
2025-02-21,19.74365631,20.29181436,19.38486195,20.1323502,18064801,0,0
2025-02-24,19.92305349,19.92305349,18.11911518,18.3383784,41012544,0,0
2025-02-25,17.55102411,18.21878028,17.33176089,18.04934961,29952217,0,0
2025-02-26,17.97958404,18.4380435,17.85001941,18.06928263,14882808,0,0
2025-02-27,18.28854585,18.78687135,17.89985196,18.24867981,15205299,0,0
2025-02-28,18.21878028,18.89650296,17.939718,18.22874679,18028426,0,0
2025-03-03,18.21878028,18.68720625,17.56099062,17.67062223,15325826,0,0
2025-03-04,17.32179438,17.91978498,17.28192834,17.75035431,10983759,0,0
2025-03-05,17.78025384,19.02606759,17.61082317,18.81677088,19142939,0,0
2025-03-06,19.00613457,20.46124503,18.7370388,20.01275208,22413835,0,0
2025-03-07,19.68385725,20.46124503,19.66392423,19.78352235,15143670,0,0
2025-03-10,19.81342188,20.35161342,19.64399121,19.75362282,8399522,0,0
2025-03-11,19.46459403,19.68385725,19.08586665,19.29516336,9510460,0,0
2025-03-12,19.34499591,20.86987194,19.08586665,19.75362282,16993682,0,0
2025-03-13,20.00278557,20.48117805,19.16559873,19.78352235,14571008,0,0
2025-03-14,19.77355584,20.12238369,18.99616806,19.88318745,14246282,0,0
2025-03-17,19.7336898,19.88318745,19.5343596,19.66392423,7756942,0,0
2025-03-18,19.6340247,21.07916865,19.56425913,20.8300059,23199476,0,0
2025-03-19,20.8300059,21.16886724,20.62070919,20.929671,11130020,0,0
2025-03-20,20.929671,21.07916865,20.1323502,20.28184785,10152155,0,0
2025-03-21,19.98285255,20.34164691,19.61409168,19.72372329,8038920,0,0
2025-03-24,19.82338839,19.8333549,19.19549826,19.60412517,6291068,0,0
2025-03-25,19.80345537,20.58084315,18.86660343,18.97623504,14133205,0,0
2025-03-26,18.49784256,19.00613457,18.28854585,18.66727323,13194149,0,0
2025-03-27,18.45797652,18.91643598,18.34834491,18.51777558,7593200,0,0
2025-03-28,18.48787605,18.92640249,18.31844538,18.42807699,6697281,0,0
2025-03-31,18.5377086,19.2353643,18.25864632,18.55764162,13092421,0,0
2025-04-01,18.2387133,19.0360341,17.7403878,18.7370388,18040240,0,0
2025-04-02,18.66727323,19.67389074,18.44801001,19.4346945,13663088,0,0
2025-04-03,19.45462752,19.61409168,18.55764162,19.11576618,17329140,0,0
2025-04-07,18.05931612,18.57757464,17.20219626,17.20219626,15940050,0,0
2025-04-08,17.5410576,17.5410576,15.49792305,15.91651647,27766952,0,0
2025-04-09,15.5477556,16.62413868,14.66073621,16.40487546,24760162,0,0
2025-04-10,17.08259814,17.40152646,16.83343539,17.09256465,15415020,0,0
2025-04-11,17.09256465,18.37824444,17.05269861,18.09918216,15297477,0,0
2025-04-14,18.11911518,18.49784256,18.0393831,18.22874679,7988537,0,0
2025-04-15,18.06928263,18.20881377,17.62078968,17.75035431,6917032,0,0
2025-04-16,17.75035431,17.90981847,16.8434019,16.92313398,10736779,0,0
2025-04-17,16.89323445,17.73042129,16.8434019,17.17229673,6554540,0,0
