symbol,mode,external,status,returncode,start_time,end_time,log_file
002714.SZ,proxy_fixed,hog,muyuan_hk,ok,0,2026-05-11 22:47:15,2026-05-11 23:22:17,saved_data/model_search_queue_logs/muyuan_proxy_fixed_20260511_224715/run.log
