date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM
2018-06-08,sh.601138,16.64958528,24.43637,12.730329,1.0631,21.850771
2018-06-11,sh.601138,18.31202496,26.87631,14.001436,1.169249,24.032543
2018-06-12,sh.601138,20.14238784,29.562709,15.400937,1.28612,26.434695
2018-06-13,sh.601138,21.59492352,31.694576,16.511551,1.378866,28.34099
2018-06-14,sh.601138,19.55465664,28.700104,14.951556,1.248592,25.663362
2018-06-15,sh.601138,18.95852928,27.825176,14.495755,1.210529,24.881009
2018-06-19,sh.601138,17.06099712,25.040194,13.044896,1.089369,22.390705
2018-06-20,sh.601138,16.67477376,24.473339,12.749588,1.064708,21.883829
2018-06-21,sh.601138,15.25582272,22.390764,11.664653,0.974106,20.021609
2018-06-22,sh.601138,15.71761152,23.068525,12.017738,1.003592,20.627657
2018-06-25,sh.601138,15.28940736,22.440055,11.690332,0.97625,20.065686
2018-06-26,sh.601138,15.55808448,22.834389,11.895764,0.993406,20.418295
2018-06-27,sh.601138,15.33978432,22.513993,11.728851,0.979467,20.1318
2018-06-28,sh.601138,15.02073024,22.045722,11.484901,0.959095,19.713076
2018-06-29,sh.601138,15.48251904,22.723483,11.837986,0.988581,20.319124
2018-07-02,sh.601138,14.76884544,21.676034,11.292309,0.943012,19.382505
2018-07-03,sh.601138,15.0291264,22.058045,11.49132,0.959631,19.724095
2018-07-04,sh.601138,14.41620672,21.158471,11.02268,0.920495,18.919705
2018-07-05,sh.601138,14.23988736,20.899689,10.887866,0.909237,18.688305
2018-07-06,sh.601138,14.46658368,21.232408,11.061198,0.923712,18.985819
2018-07-09,sh.601138,14.66809152,21.528159,11.215272,0.936578,19.250276
2018-07-10,sh.601138,14.5673376,21.380283,11.138235,0.930145,19.118048
2018-07-11,sh.601138,13.9796064,20.517678,10.688854,0.892618,18.346714
2018-07-12,sh.601138,15.07950336,22.131982,11.529839,0.962848,19.790209
2018-07-13,sh.601138,14.79403392,21.713003,11.311568,0.94462,19.415562
2018-07-16,sh.601138,14.97874944,21.984107,11.452802,0.956414,19.657981
2018-07-17,sh.601138,14.85280704,21.799263,11.356506,0.948373,19.492695
2018-07-18,sh.601138,14.44979136,21.207762,11.048359,0.92264,18.963781
2018-07-19,sh.601138,14.21469888,20.86272,10.868606,0.907629,18.655248
2018-07-20,sh.601138,14.5253568,21.318669,11.106137,0.927465,19.062952
2018-07-23,sh.601138,14.483376,21.257054,11.074038,0.924784,19.007857
2018-07-24,sh.601138,15.16346496,22.255211,11.594036,0.968209,19.9004
2018-07-25,sh.601138,14.86959936,21.823909,11.369346,0.949445,19.514733
2018-07-26,sh.601138,14.91158016,21.885524,11.401444,0.952125,19.569829
2018-07-27,sh.601138,14.51696064,21.306346,11.099717,0.926928,19.051933
2018-07-30,sh.601138,14.39101824,21.121502,11.003421,0.918887,18.886648
2018-07-31,sh.601138,14.41620672,21.158471,11.02268,0.920495,18.919705
2018-08-01,sh.601138,14.25667968,20.924335,10.900705,0.910309,18.710343
2018-08-02,sh.601138,13.63536384,20.012438,10.425645,0.870637,17.894933
2018-08-03,sh.601138,13.27432896,19.482552,10.149596,0.847585,17.421114
2018-08-06,sh.601138,12.71178624,18.656916,9.719474,0.811666,16.682838
2018-08-07,sh.601138,13.0560288,19.162156,9.982683,0.833646,17.134619
2018-08-08,sh.601138,12.60263616,18.496718,9.636018,0.804696,16.53959
2018-08-09,sh.601138,12.94687872,19.001958,9.899227,0.826676,16.991371
2018-08-10,sh.601138,12.98885952,19.063573,9.931326,0.829357,17.046467
2018-08-13,sh.601138,13.19876352,19.371646,10.091819,0.84276,17.321943
2018-08-14,sh.601138,13.02244416,19.107982,5.02943,0.810668,7.088016
2018-08-15,sh.601138,12.64461696,18.553592,4.883508,0.787148,6.882367
2018-08-16,sh.601138,12.50188224,18.344155,4.828382,0.778263,6.804678
2018-08-17,sh.601138,12.28358208,18.023841,4.744072,0.764673,6.685859
2018-08-20,sh.601138,12.52707072,18.381115,4.83811,0.779831,6.818388
2018-08-21,sh.601138,12.61103232,18.504312,4.870537,0.785057,6.864087
2018-08-22,sh.601138,12.37593984,18.159359,4.779742,0.770422,6.736128
2018-08-23,sh.601138,12.70339008,18.63983,4.906207,0.790807,6.914357
2018-08-24,sh.601138,12.58584384,18.467353,4.860809,0.783489,6.850377
2018-08-27,sh.601138,12.85452096,18.861586,4.964576,0.800215,6.996616
2018-08-28,sh.601138,12.86291712,18.873906,4.967818,0.800738,7.001186
2018-08-29,sh.601138,12.68659776,18.61519,4.899722,0.789761,6.905217
2018-08-30,sh.601138,12.4263168,18.233277,4.799198,0.773558,6.763548
2018-08-31,sh.601138,12.41792064,18.220957,4.795955,0.773036,6.758978
2018-09-03,sh.601138,12.3423552,18.110079,4.766771,0.768332,6.717848
2018-09-04,sh.601138,12.53546688,18.393434,4.841353,0.780353,6.822958
2018-09-05,sh.601138,12.28358208,18.023841,4.744072,0.764673,6.685859
2018-09-06,sh.601138,12.61942848,18.516632,4.87378,0.78558,6.868657
