code,pubDate,statDate,profit_roeAvg,profit_npMargin,profit_gpMargin,profit_netProfit,profit_epsTTM,profit_MBRevenue,profit_totalShare,profit_liqaShare,used_pubDate,effective_date,operation_NRTurnRatio,operation_NRTurnDays,operation_INVTurnRatio,operation_INVTurnDays,operation_CATurnRatio,operation_AssetTurnRatio,growth_YOYEquity,growth_YOYAsset,growth_YOYNI,growth_YOYEPSBasic,growth_YOYPNI,solvency_currentRatio,solvency_quickRatio,solvency_cashRatio,solvency_YOYLiability,solvency_liabilityToAsset,solvency_assetToEquity,cashflow_CAToAsset,cashflow_NCAToAsset,cashflow_tangibleAssetToAsset,cashflow_ebitToInterest,cashflow_CFOToOR,cashflow_CFOToNP,cashflow_CFOToGr,dupont_dupontROE,dupont_dupontAssetStoEquity,dupont_dupontAssetTurn,dupont_dupontPnitoni,dupont_dupontNitogr,dupont_dupontTaxBurden,dupont_dupontIntburden,dupont_dupontEbittogr
sz.002080,2017-04-19,2017-03-31,0.016996,0.072265,0.275851,146857532.37,0.574098,,806790185.0,182701714.0,True,2017-04-20,0.857747,104.926097,0.894177,100.65123,0.241319,0.098306,1.84956,1.486827,0.872866,0.509333,0.821113,0.922129,0.724774,0.18664,1.274424,0.593092,2.457556,0.404847,0.595153,0.326802,3.814196,-0.056971,-0.788355,-0.056971,0.016996,2.564525,0.098306,0.932907,0.072265,0.794807,0.737822,0.12323
sz.002080,2017-08-16,2017-06-30,0.045937,0.088256,0.289299,395260946.35,0.622708,4478596526.26,806790185.0,400000000.0,True,2017-08-17,1.883821,95.550504,1.797663,100.129998,0.509541,0.21179,0.038062,0.060132,0.409286,0.214267,0.370545,0.964513,0.748381,0.220829,0.072312,0.604629,2.529269,0.421084,0.578916,0.317786,4.472547,0.080546,0.912643,0.080546,0.045937,2.600535,0.21179,0.945048,0.088256,0.833905,0.776414,0.136311
sz.002080,2017-10-17,2017-09-30,0.072684,0.087442,0.281949,632260538.7,0.821416,,806790185.0,400000000.0,True,2017-10-18,2.839768,95.078182,2.919281,92.48854,0.818242,0.337079,0.059643,0.059627,0.794803,0.637024,0.771572,0.992779,0.770893,0.194284,0.057912,0.603932,2.524817,0.413837,0.586163,0.318986,3.828052,0.090683,1.037056,0.090683,0.072684,2.598637,0.337079,0.948938,0.087442,0.828867,0.738771,0.1428
sz.002080,2018-03-22,2017-12-31,0.09154,0.078938,0.277495,810516863.27,0.951032,10267819232.27,806790185.0,400000000.0,True,2018-03-23,4.145818,86.834489,4.464532,80.635543,1.172032,0.477386,0.097816,0.090526,0.914008,0.802502,0.911503,0.949114,0.757843,0.143454,0.083215,0.593373,2.459255,0.404931,0.595069,0.324882,4.314465,0.075014,0.9503,0.075014,0.09154,2.566042,0.477386,0.94666,0.078938,0.823483,0.768222,0.124779
sz.002080,2018-04-28,2018-03-31,0.01666,0.077984,0.29174,162549199.49,0.964953,,806790185.0,400000000.0,True,2018-04-29,0.709574,126.836604,0.747368,120.422643,0.225581,0.091983,0.109755,0.101796,0.10685,0.081861,0.081976,0.950682,0.736181,0.100451,0.095409,0.589654,2.436965,0.410536,0.589464,0.328323,3.077371,-0.111348,-1.427836,-0.111348,0.01666,2.546751,0.091983,0.911942,0.077984,0.8107,0.675047,0.142499
sz.002080,2018-08-08,2018-06-30,0.040713,0.087527,0.283298,415394660.65,0.602803,4745891786.04,1290864296.0,640000000.0,True,2018-08-09,1.639057,109.819244,1.649696,109.111004,0.499273,0.205741,0.22225,0.091138,0.050938,-0.356803,0.029054,1.036764,0.797283,0.1655,0.006582,0.557774,2.261286,0.418852,0.581148,0.362286,4.104855,0.076163,0.870167,0.076163,0.040713,2.443158,0.205741,0.92537,0.087527,0.825526,0.756386,0.140174
sz.002080,2018-10-22,2018-09-30,0.077477,0.100835,0.274217,786600730.03,0.70719,,1290864296.0,640000000.0,True,2018-10-23,2.50919,107.604439,2.795583,96.580945,0.796109,0.328753,0.229564,0.120636,0.244109,-0.223343,0.242681,1.071039,0.844896,0.178905,0.051025,0.566417,2.306362,0.420142,0.579858,0.356537,4.752009,0.066051,0.655045,0.066051,0.077477,2.465789,0.328753,0.947849,0.100835,0.828651,0.789563,0.154118
sz.002080,2019-03-20,2018-12-31,0.096266,0.086628,0.269299,991621589.99,0.723656,11446869453.23,1290864296.0,640000000.0,True,2019-03-21,2.114629,170.242627,4.726953,76.159004,1.246028,0.492527,0.212244,0.071417,0.223444,-0.239012,0.217465,1.042819,0.851052,0.135713,-0.021851,0.541719,2.182067,0.386267,0.613733,0.373048,4.608213,0.137913,1.592008,0.137913,0.096266,2.395061,0.492527,0.942034,0.086628,0.841563,0.782996,0.131466
sz.002080,2019-04-24,2019-03-31,0.019964,0.083768,0.285647,222448641.73,0.775558,,1290864296.0,640000000.0,True,2019-04-25,0.457754,196.612126,0.966173,93.151051,0.271404,0.107994,0.211112,0.098578,0.3685,-0.092542,0.451972,1.088517,0.853599,0.153434,0.024142,0.5497,2.220743,0.409044,0.590956,0.368604,3.649545,-0.157654,-1.882038,-0.157654,0.019964,2.280783,0.107994,0.967566,0.083768,0.801938,0.725993,0.143881
sz.002080,2019-08-22,2019-06-30,0.060358,0.110166,0.279741,667884171.97,0.716304,6062516928.31,1678123584.0,1678123584.0,True,2019-08-23,1.024728,175.656434,2.207037,81.557293,0.617205,0.244645,0.085973,0.077006,0.60783,0.305238,0.696956,1.076917,0.843076,0.128455,0.069833,0.554059,2.242449,0.405897,0.594103,0.366726,6.081167,0.06908,0.627055,0.06908,0.060358,2.293003,0.244645,0.976665,0.110166,0.848674,0.835558,0.155357
