date,ak_fund_收盘价,ak_fund_涨跌幅,ak_fund_主力净流入-净额,ak_fund_主力净流入-净占比,ak_fund_超大单净流入-净额,ak_fund_超大单净流入-净占比,ak_fund_大单净流入-净额,ak_fund_大单净流入-净占比,ak_fund_中单净流入-净额,ak_fund_中单净流入-净占比,ak_fund_小单净流入-净额,ak_fund_小单净流入-净占比
2025-11-07,34.0,4.2,137108640.0,7.78,-3203600.0,-0.18,140312240.0,7.96,8535520.0,0.48,-145644176.0,-8.26
2025-11-10,32.94,-3.12,-12267159.0,-1.09,-12200548.0,-1.09,-66611.0,-0.01,11549344.0,1.03,717808.0,0.06
2025-11-11,32.9,-0.12,117347021.0,10.36,65992545.0,5.82,51354476.0,4.53,64055360.0,5.65,-181402384.0,-16.01
2025-11-12,32.1,-2.43,-47244061.0,-4.25,-15693894.0,-1.41,-31550167.0,-2.84,-8694560.0,-0.78,55938608.0,5.03
2025-11-13,35.31,10.0,418029060.0,27.04,365765924.0,23.66,52263136.0,3.38,-217218656.0,-14.05,-200810405.0,-12.99
2025-11-14,34.16,-3.26,-94746442.0,-4.92,-120239802.0,-6.24,25493360.0,1.32,-42485744.0,-2.21,137232192.0,7.12
2025-11-17,32.7,-4.27,-260990734.0,-16.39,-72548014.0,-4.55,-188442720.0,-11.83,64978032.0,4.08,196012688.0,12.31
2025-11-18,32.75,0.15,-14697241.0,-1.39,14000870.0,1.32,-28698111.0,-2.71,81999328.0,7.74,-67302080.0,-6.35
2025-11-19,31.91,-2.56,-57005192.0,-8.18,-12899658.0,-1.85,-44105534.0,-6.33,-36003316.0,-5.17,93008513.0,13.35
2025-11-20,33.26,4.23,-126070331.0,-6.7,19007205.0,1.01,-145077536.0,-7.71,3981936.0,0.21,122088384.0,6.49
2025-11-21,31.05,-6.64,-77094918.0,-6.84,-4951587.0,-0.44,-72143331.0,-6.4,-8245392.0,-0.73,85340320.0,7.57
2025-11-24,29.67,-4.44,-54255065.0,-3.73,-4389369.0,-0.3,-49865696.0,-3.42,835760.0,0.06,53419328.0,3.67
2025-11-25,32.64,10.01,209798210.0,18.77,221959162.0,19.86,-12160952.0,-1.09,-99556880.0,-8.91,-110241329.0,-9.86
2025-11-26,33.21,1.75,117636116.0,5.52,24870724.0,1.17,92765392.0,4.35,-79017632.0,-3.71,-38618496.0,-1.81
2025-11-27,32.38,-2.5,-5902154.0,-0.43,13896.0,0.0,-5916050.0,-0.43,-78427360.0,-5.69,84329504.0,6.12
2025-11-28,32.5,0.37,34999048.0,2.99,15681685.0,1.34,19317363.0,1.65,-53911936.0,-4.61,18912896.0,1.62
2025-12-01,32.17,-1.02,33346120.0,3.26,-46404168.0,-4.53,79750288.0,7.79,-47709520.0,-4.66,14363408.0,1.4
2025-12-02,33.0,2.58,96119321.0,6.23,25623433.0,1.66,70495888.0,4.57,4561168.0,0.3,-100680496.0,-6.52
2025-12-03,32.75,-0.76,10537775.0,0.68,12001391.0,0.78,-1463616.0,-0.09,114904368.0,7.45,-125442144.0,-8.14
2025-12-04,32.34,-1.25,18434804.0,1.55,-32288848.0,-2.71,50723652.0,4.26,67957696.0,5.7,-86392496.0,-7.25
2025-12-05,33.35,3.12,108647936.0,8.09,60271184.0,4.49,48376752.0,3.6,-40877680.0,-3.04,-67770240.0,-5.05
2025-12-08,35.31,5.88,35452900.0,1.86,37607396.0,1.97,-2154496.0,-0.11,-17794944.0,-0.93,-17657952.0,-0.92
2025-12-09,35.36,0.14,80736742.0,5.13,-11106586.0,-0.71,91843328.0,5.84,15469056.0,0.98,-96205808.0,-6.12
