date,sector_open,sector_high,sector_low,sector_close,sector_volume,sector_amount
2018-01-02,2453.482,2460.992,2424.871,2447.794,166680060,2033819500.0
2018-01-03,2469.022,2503.262,2457.244,2462.123,255952220,3164237600.0
2018-01-04,2435.897,2447.71,2415.976,2447.71,178560640,2065054900.0
2018-01-05,2454.385,2513.272,2445.97,2475.489,244595080,3076581800.0
2018-01-08,2461.74,2503.052,2446.368,2498.496,255097610,3473240300.0
2018-01-09,2489.365,2491.707,2456.451,2462.483,165591200,1944233700.0
2018-01-10,2448.413,2462.365,2412.49,2440.101,156907770,1896739900.0
2018-01-11,2442.357,2473.854,2438.914,2473.667,142927430,1848796700.0
2018-01-12,2470.006,2513.937,2458.845,2512.728,244194220,3297486700.0
2018-01-15,2529.084,2544.779,2437.209,2458.128,281173690,4006124200.0
2018-01-16,2446.833,2452.509,2415.887,2442.146,188750710,2538776500.0
2018-01-17,2436.016,2452.462,2400.432,2429.212,221659430,3129966600.0
2018-01-18,2398.182,2426.058,2394.606,2409.126,169579870,2259786500.0
2018-01-19,2396.488,2412.445,2388.634,2412.445,149351210,1952940600.0
2018-01-22,2411.124,2420.783,2395.411,2417.181,131255229,1718495100.0
2018-01-23,2410.634,2503.002,2406.407,2488.366,228995830,2923640000.0
2018-01-24,2492.262,2494.05,2459.388,2479.901,271207110,2992223400.0
2018-01-25,2516.743,2548.755,2510.884,2533.056,419684870,5286601400.0
2018-01-26,2490.857,2496.5,2474.404,2490.467,244654750,2931000000.0
2018-01-29,2487.48,2495.51,2440.579,2461.962,196900650,2501084000.0
2018-01-30,2448.312,2455.137,2421.101,2429.638,153906870,1899811400.0
2018-01-31,2421.309,2421.309,2354.458,2395.073,178052830,2221677800.0
2018-02-01,2384.053,2395.529,2240.259,2274.548,258029170,3093855900.0
2018-02-02,2234.387,2319.234,2180.128,2306.311,195672270,2275085000.0
2018-02-05,2250.748,2283.502,2221.005,2269.491,130396580,1646442900.0
2018-02-06,2258.265,2385.217,2252.723,2301.498,342207320,4070812900.0
2018-02-07,2271.31,2347.419,2271.31,2320.832,262061570,3040770600.0
2018-02-08,2285.441,2293.295,2236.944,2258.355,238655760,3143667900.0
2018-02-09,2259.311,2287.586,2123.308,2148.062,252025950,3035499400.0
2018-02-12,2126.489,2168.632,2109.851,2167.342,131644204,1550336800.0
2018-02-13,2174.442,2194.25,2163.996,2178.782,110631256,1324307240.0
2018-02-14,2184.373,2209.416,2177.254,2202.097,106030007,1274484770.0
2018-02-22,2189.076,2225.725,2163.855,2225.725,141938770,1714220700.0
2018-02-23,2219.706,2219.881,2195.952,2215.745,106808456,1299455630.0
2018-02-26,2215.129,2265.757,2208.386,2259.155,155932270,1802538700.0
2018-02-27,2251.812,2256.674,2216.938,2234.255,133912689,1498890800.0
2018-02-28,2207.527,2229.209,2184.491,2217.936,121450885,1331802260.0
2018-03-01,2201.881,2223.088,2190.331,2219.207,101408731,1102279770.0
2018-03-02,2215.861,2276.86,2206.865,2254.891,212007500,2519116000.0
2018-03-05,2256.993,2267.543,2234.573,2246.896,134925490,1644307300.0
2018-03-06,2236.403,2253.129,2202.741,2250.444,163336650,1715137700.0
2018-03-07,2269.443,2285.974,2238.425,2250.025,181381870,2229750800.0
2018-03-08,2236.467,2264.037,2228.298,2252.766,130778807,1617143000.0
2018-03-09,2240.834,2256.759,2231.927,2253.828,145432060,1725151000.0
2018-03-12,2255.047,2284.626,2245.62,2274.195,167757980,1979382700.0
2018-03-13,2271.576,2298.266,2261.035,2285.849,178472070,2087071300.0
2018-03-14,2293.242,2308.429,2284.868,2291.989,169549380,2173055700.0
2018-03-15,2289.807,2289.807,2234.919,2254.617,140985370,1647059600.0
2018-03-16,2244.795,2270.415,2235.465,2256.609,117156130,1468134600.0
2018-03-19,2247.156,2254.59,2228.138,2242.711,106244630,1382204000.0
2018-03-20,2252.823,2273.139,2240.289,2256.545,136845910,1817212500.0
2018-03-21,2242.223,2368.019,2233.103,2341.993,296501950,3731695100.0
2018-03-22,2334.725,2348.169,2291.045,2300.375,253594740,3308708200.0
2018-03-23,2328.695,2425.065,2293.086,2383.554,747138100,8729529600.0
2018-03-26,2407.774,2518.29,2368.879,2385.936,683260490,7922455500.0
2018-03-27,2333.217,2514.772,2293.77,2471.336,614983910,6831221800.0
2018-03-28,2420.472,2512.331,2395.801,2426.614,522223820,6067155700.0
2018-03-29,2369.478,2395.117,2346.051,2367.74,332628840,3832510600.0
2018-03-30,2353.361,2373.462,2340.419,2361.358,222532010,2630666300.0
2018-04-02,2372.262,2490.657,2371.091,2464.269,463602520,5641631100.0
2018-04-03,2505.856,2555.534,2461.04,2479.228,574187510,7512590000.0
2018-04-04,2452.404,2552.869,2430.877,2531.201,564441580,7422846000.0
2018-04-09,2485.662,2545.594,2466.944,2496.607,441411070,5961445400.0
2018-04-10,2490.262,2501.43,2454.936,2474.833,321805200,4347591700.0
2018-04-11,2467.725,2573.367,2435.723,2570.129,576177800,7447112600.0
2018-04-12,2560.074,2635.546,2539.723,2635.546,828137510,10655306900.0
2018-04-13,2541.62,2589.08,2531.839,2549.567,488831180,6296519600.0
2018-04-16,2579.695,2616.262,2548.995,2548.995,508776560,6568001800.0
2018-04-17,2530.941,2561.498,2447.493,2553.859,513490510,6415401800.0
2018-04-18,2511.763,2522.464,2475.03,2498.764,346736850,4310275100.0
2018-04-19,2496.716,2535.45,2481.661,2527.932,343752810,4516983500.0
2018-04-20,2503.689,2517.087,2451.105,2451.105,325524030,4072748400.0
2018-04-23,2401.086,2405.294,2307.596,2327.652,393555320,4813564500.0
2018-04-24,2303.064,2344.513,2287.247,2329.637,268869390,3312594900.0
2018-04-25,2329.324,2344.851,2314.084,2320.325,212083410,2589851900.0
2018-04-26,2307.672,2343.055,2295.123,2300.278,222850710,2665087700.0
2018-04-27,2280.534,2290.112,2261.29,2279.449,197038540,2281471800.0
2018-05-02,2259.068,2267.185,2234.87,2253.678,173089230,1976234500.0
2018-05-03,2259.143,2276.453,2248.547,2276.453,176763570,1979865000.0
2018-05-04,2274.562,2317.797,2271.644,2305.664,191901360,2394072000.0
2018-05-07,2308.804,2314.211,2284.703,2314.211,155338490,1937968900.0
2018-05-08,2305.167,2341.102,2299.951,2341.102,188464430,2348032200.0
2018-05-09,2322.697,2331.684,2310.854,2314.124,144636510,1768009300.0
2018-05-10,2312.002,2322.687,2303.889,2314.334,120336306,1466254900.0
2018-05-11,2342.515,2352.218,2329.79,2334.118,202907490,2240062800.0
2018-05-14,2324.919,2325.23,2286.816,2286.816,161104270,1889104500.0
2018-05-15,2270.191,2284.254,2248.167,2284.254,161531280,1838810300.0
2018-05-16,2244.664,2258.485,2237.574,2249.645,175327350,2080015700.0
2018-05-17,2243.488,2258.342,2236.15,2248.041,120218847,1462720800.0
2018-05-18,2238.329,2269.886,2236.018,2259.575,135130280,1524821900.0
2018-05-21,2246.0,2259.784,2234.859,2254.906,141828520,1675505100.0
2018-05-22,2257.53,2264.445,2241.37,2264.445,120443898,1361615700.0
2018-05-23,2262.798,2263.181,2232.09,2240.59,118047327,1352471800.0
2018-05-24,2247.507,2248.906,2227.912,2236.115,105571844,1213039490.0
2018-05-25,2257.442,2276.342,2239.363,2253.129,198170070,2328884000.0
2018-05-28,2234.74,2237.191,2190.722,2193.944,193321180,2127048000.0
2018-05-29,2187.904,2197.536,2169.034,2177.218,98359786,1062172320.0
2018-05-30,2194.967,2261.645,2185.793,2261.645,438357190,4827831500.0
2018-05-31,2217.125,2284.886,2202.409,2257.787,381589570,4254245100.0
2018-06-01,2242.546,2274.063,2229.875,2245.061,307984060,3605912100.0
2018-06-04,2205.425,2214.962,2186.295,2200.182,219317150,2388093400.0
2018-06-05,2190.48,2215.524,2178.948,2215.524,172831020,1934956700.0
2018-06-06,2214.367,2243.27,2205.815,2234.404,231165770,2726191500.0
2018-06-07,2218.355,2235.539,2206.0,2220.342,191940970,2325683700.0
2018-06-08,2210.137,2217.479,2160.255,2170.148,210115130,2361868200.0
2018-06-11,2175.964,2213.77,2168.328,2210.774,213764980,2590528300.0
2018-06-12,2192.021,2193.069,2158.165,2188.909,184613850,2139225600.0
2018-06-13,2166.996,2183.779,2154.642,2165.742,200939590,2457740300.0
2018-06-14,2155.26,2168.46,2125.571,2139.868,203036860,2580632300.0
2018-06-15,2133.788,2135.49,2001.784,2009.666,321905410,3471946700.0
2018-06-19,1965.797,2014.312,1829.65,1877.997,287248880,3116013600.0
2018-06-20,1853.236,1882.841,1830.197,1869.528,161494340,1715019400.0
2018-06-21,1856.659,1883.017,1803.129,1803.129,166345540,1757636000.0
2018-06-22,1796.919,1841.37,1779.792,1841.37,122635844,1268953220.0
2018-06-25,1845.846,1856.761,1825.043,1828.135,98103711,1018410320.0
2018-06-26,1808.866,1823.997,1792.087,1820.991,108630589,1118197040.0
2018-06-27,1807.449,1862.789,1797.997,1829.292,121198222,1156893820.0
2018-06-28,1814.325,1829.256,1787.382,1796.741,109022187,1076180660.0
2018-06-29,1787.581,1823.037,1769.815,1820.303,124290386,1253303970.0
2018-07-02,1814.829,1836.277,1783.271,1792.33,121811772,1224065620.0
2018-07-03,1771.938,1807.872,1764.312,1807.872,106497145,1012344380.0
2018-07-04,1829.323,1918.9,1829.323,1909.704,331406750,3118280900.0
2018-07-05,1885.108,1909.813,1852.999,1852.999,260273720,2638738500.0
2018-07-06,1840.684,1859.387,1781.036,1852.688,206032410,2085573700.0
2018-07-09,1837.64,1866.975,1830.606,1865.584,130545907,1395550100.0
2018-07-10,1860.114,1891.966,1854.915,1863.541,146506980,1600023000.0
2018-07-11,1846.06,1874.571,1815.138,1830.1,190843860,2041575700.0
2018-07-12,1790.634,1848.68,1781.692,1848.68,179658390,1849940700.0
2018-07-13,1840.548,1846.452,1826.359,1838.639,118778528,1210467170.0
2018-07-16,1833.785,1834.427,1808.149,1830.39,89145617,937265100.0
2018-07-17,1816.44,1830.657,1807.362,1825.068,83092359,802889480.0
2018-07-18,1804.223,1824.737,1798.192,1819.306,116563109,1194788280.0
2018-07-19,1812.565,1819.874,1781.836,1781.959,110695681,1118831150.0
2018-07-20,1783.953,1801.94,1773.242,1797.237,99148866,1024514650.0
2018-07-23,1810.482,1826.186,1807.242,1820.081,132730918,1295691510.0
2018-07-24,1805.227,1853.553,1797.95,1853.553,195101760,1801116300.0
2018-07-25,1853.64,1908.357,1847.009,1895.543,251398360,2382477800.0
2018-07-26,1896.87,1902.787,1872.686,1877.836,167767260,1556278000.0
2018-07-27,1864.893,1869.081,1847.009,1850.917,120123907,1127190970.0
2018-07-30,1850.835,1862.484,1833.316,1843.173,140513080,1394956500.0
2018-07-31,1844.083,1878.43,1835.022,1866.125,128612689,1266177710.0
2018-08-01,1858.009,1859.719,1820.26,1826.877,115139640,1071794960.0
2018-08-02,1817.661,1829.703,1708.659,1751.594,169045370,1625185200.0
2018-08-03,1730.111,1736.462,1705.535,1723.994,98834898,1032861570.0
2018-08-06,1725.376,1731.553,1665.381,1689.806,99412385,946308720.0
2018-08-07,1682.348,1730.059,1665.051,1727.836,98564604,877426280.0
2018-08-08,1719.175,1802.988,1709.366,1763.823,187177070,1544385100.0
2018-08-09,1748.3,1782.968,1730.644,1771.267,145913580,1220709890.0
2018-08-10,1760.688,1781.913,1756.774,1764.979,107763791,912442940.0
2018-08-13,1758.33,1793.636,1754.41,1786.738,172743080,1545512200.0
2018-08-14,1752.355,1771.699,1741.5,1762.535,113217463,972140980.0
2018-08-15,1759.036,1761.213,1718.764,1720.487,88912034,759492680.0
2018-08-16,1685.933,1717.921,1674.568,1713.632,82503158,732490210.0
2018-08-17,1719.23,1728.629,1673.598,1685.109,76898979,675553640.0
2018-08-20,1671.073,1683.793,1652.268,1683.793,60963037,500133490.0
2018-08-21,1676.624,1690.149,1665.632,1690.149,81778172,744509840.0
2018-08-22,1675.981,1677.027,1661.935,1667.098,82341208,801895310.0
2018-08-23,1649.84,1652.918,1633.578,1652.918,71728219,667211580.0
2018-08-24,1627.824,1631.57,1613.577,1631.57,60476206,552129830.0
2018-08-27,1633.061,1641.683,1620.211,1641.683,99212828,883037220.0
2018-08-28,1627.525,1634.994,1617.005,1633.219,177226400,1191466260.0
2018-08-29,1616.808,1616.815,1601.152,1603.853,118213342,854952740.0
2018-08-30,1601.447,1607.354,1580.014,1581.201,87923007,671296510.0
2018-08-31,1560.007,1583.695,1554.765,1564.116,106483638,771809880.0
2018-09-03,1535.978,1552.944,1522.653,1533.48,90676212,682605090.0
2018-09-04,1517.831,1548.448,1517.831,1529.72,103648923,787689380.0
2018-09-05,1505.773,1535.207,1502.044,1502.044,229988350,1598579700.0
2018-09-06,1497.788,1538.825,1497.261,1521.871,233680170,1977974600.0
2018-09-07,1521.466,1582.291,1510.512,1563.915,337419180,2743008400.0
2018-09-10,1548.286,1555.923,1522.811,1523.516,237264400,1762427100.0
2018-09-11,1518.099,1531.08,1510.798,1525.276,153300370,1334134220.0
2018-09-12,1521.385,1522.284,1504.693,1513.947,136722130,1080532060.0
2018-09-13,1541.719,1541.719,1509.518,1523.861,186362310,1515813400.0
2018-09-14,1506.657,1506.657,1491.563,1502.376,147389320,1118835590.0
2018-09-17,1480.175,1485.647,1449.201,1456.368,157266540,1283039140.0
2018-09-18,1455.075,1477.58,1447.843,1474.726,144825870,1025114660.0
2018-09-19,1467.39,1491.745,1464.294,1489.716,157398790,1180297320.0
2018-09-20,1489.336,1503.601,1482.528,1492.233,185591140,1391099100.0
2018-09-21,1499.514,1508.948,1488.86,1503.19,169204450,1319786930.0
2018-09-25,1493.421,1511.396,1488.575,1509.608,160383740,1427560700.0
2018-09-26,1510.363,1524.017,1504.195,1516.962,213009150,1779627000.0
2018-09-27,1511.087,1514.604,1489.33,1493.798,183732520,1439699400.0
2018-09-28,1479.428,1488.143,1461.255,1484.493,138425800,1112052090.0
2018-10-08,1468.552,1498.593,1456.878,1473.832,269440060,2034998400.0
