date,hog_hk_cofco_joycome_open,hog_hk_cofco_joycome_high,hog_hk_cofco_joycome_low,hog_hk_cofco_joycome_close,hog_hk_cofco_joycome_volume,hog_hk_cofco_joycome_amount,hog_hk_cofco_joycome_amplitude,hog_hk_cofco_joycome_pct_chg,hog_hk_cofco_joycome_turnover,hog_hk_cofco_joycome_close_ret1,hog_hk_cofco_joycome_close_ret5,hog_hk_cofco_joycome_close_ret20,hog_hk_cofco_joycome_close_ma20_gap,hog_hk_cofco_joycome_close_z20,hog_hk_cofco_joycome_volume_ret1,hog_hk_cofco_joycome_volume_ret5,hog_hk_cofco_joycome_volume_ret20,hog_hk_cofco_joycome_volume_ma20_gap,hog_hk_cofco_joycome_volume_z20,hog_hk_cofco_joycome_amount_ret1,hog_hk_cofco_joycome_amount_ret5,hog_hk_cofco_joycome_amount_ret20,hog_hk_cofco_joycome_amount_ma20_gap,hog_hk_cofco_joycome_amount_z20
2021-06-02,3.37,3.54,3.34,3.54,67208000.0,233599305.0,,,,0.047337278106508895,-0.053475935828877,-0.10831234256926958,-0.0411700975081255,-0.8229864346415093,0.7876369826577296,2.868531629540091,9.504532666458267,0.8866081337285832,1.331717903088788,0.8350533867794223,2.5916075597414037,8.223725807192917,0.7866717728714898,1.1810569780067244
2021-06-03,3.55,3.56,3.44,3.5,32134680.0,112515186.0,,,,-0.011299435028248594,-0.03581267217630846,-0.13151364764267992,-0.04645143713390543,-0.971933371160585,-0.5218622783002024,-0.33031822444513914,1.267667607074177,-0.16887810077524112,-0.2758468657943913,-0.5183410926672063,-0.35407293412999774,0.9548811093191374,-0.2029197844113646,-0.33204461671371355
2021-06-04,3.46,3.46,3.29,3.34,78644000.0,263582845.0,,,,-0.04571428571428571,-0.053824362606232246,-0.141388174807198,-0.08342480790340279,-1.9318784629242114,1.447324821656852,0.7067951472535103,1.2346262041831872,0.9878463583226722,1.6973866538946278,1.3426423967338952,0.6146985665125742,0.917917920940621,0.8316176452781612,1.4193800526493805
2021-06-07,3.29,3.33,3.23,3.26,51307150.0,167400326.0,,,,-0.02395209580838331,-0.04678362573099415,-0.16410256410256419,-0.0985759712429144,-2.2261692649957827,-0.34760248715731656,-0.10493091657653253,1.1180187106861443,0.22935705357978464,0.38931171862677977,-0.3649043206890039,-0.15013068999785228,0.7579275842569426,0.11440717805973533,0.19435472966924267
2021-06-08,3.3,3.34,3.24,3.26,22539895.0,73885700.0,,,,0.0,-0.03550295857988173,-0.08426966292134841,-0.09052866508578605,-1.9738920234033033,-0.5606870582365227,-0.4004709277582722,-0.7659238470086092,-0.47690027076118546,-0.8450672455227971,-0.5586286970552256,-0.4195864408947263,-0.789771439603146,-0.5196719289916257,-0.9132601744687985
2021-06-09,3.27,3.34,3.24,3.3,39848000.0,131721830.0,,,,0.012269938650306678,-0.06779661016949157,-0.09340659340659352,-0.07550077041602477,-1.4995442212143117,0.7678875611443621,-0.40709439352458043,-0.029044834307992207,0.01133354972812195,0.021045632344283898,0.782778399609126,-0.4361206254444978,-0.11292170652851463,-0.058759903568176286,-0.10854384140347303
2021-06-10,3.33,3.34,3.11,3.15,78797691.0,250875098.0,,,,-0.045454545454545414,-0.09999999999999998,-0.1346153846153847,-0.11330049261083741,-2.1345478766944064,0.9774566101184501,1.4521075361571985,2.4024651755257134,1.0028978663627286,1.8597741671032306,0.9045825433794838,1.2296998913551103,1.9685127505485904,0.8034737341909393,1.475451444174354
2021-06-11,3.16,3.24,3.11,3.21,30548000.0,97597340.0,,,,0.01904761904761898,-0.03892215568862267,-0.08806818181818188,-0.09013605442176875,-1.5326694699853476,-0.6123236656769548,-0.6115660444534866,0.1998900663769223,-0.2748038602669107,-0.512534655263457,-0.6109723891368445,-0.629728027254581,0.08263285115737595,-0.33798538639084763,-0.6345430864842457
2021-06-15,3.19,3.19,3.05,3.08,42043000.0,130260270.0,,,,-0.04049844236760125,-0.05521472392638027,-0.14206128133704732,-0.12313167259786484,-1.9717336218510304,0.3762930470079875,-0.18056255317241354,1.323716354391201,-0.007910345205008329,-0.014954946414557361,0.3346702891697664,-0.22186370174691294,1.0174838948943559,-0.11865542905772097,-0.22409679880719635
2021-06-16,3.08,3.13,2.99,3.01,38402000.0,117026801.0,,,,-0.022727272727272818,-0.07668711656441718,-0.17307692307692313,-0.1367938055635216,-1.99865300873101,-0.0866018124301311,0.703734644726606,1.0243542435424353,-0.11872955031221233,-0.23866605434508054,-0.10159251934607538,0.5838897242632877,0.7021986060295231,-0.22540840318228428,-0.44855071135973673
2021-06-17,3.0,3.08,2.92,2.97,43070000.0,128483240.0,,,,-0.013289036544850363,-0.09999999999999987,-0.1907356948228882,-0.1405006511358703,-1.8804608448664848,0.12155616894953392,0.08085725757879936,1.824910635227757,-0.03316307665099283,-0.07055141557953563,0.09789585720624805,-0.024586585230405578,1.3116975676293925,-0.16295251876332184,-0.3384279848583832
2021-06-18,2.96,2.97,2.89,2.95,39460626.0,115474647.0,,,,-0.006734006734006703,-0.06349206349206338,-0.17827298050139273,-0.13755298932904536,-1.7140014070878973,-0.08380250754585561,-0.49921596052858963,1.1912830964015995,-0.14101190074955294,-0.3274482801018377,-0.1012473922668824,-0.5397125983384767,0.7826713166266275,-0.2651523840563855,-0.590627108164571
2021-06-21,2.91,2.91,2.84,2.85,41090090.0,117713780.0,,,,-0.03389830508474578,-0.11214953271028039,-0.2839195979899497,-0.15891987605135005,-1.8534460832311148,0.041293414858649236,0.3450991881628911,-0.3893763003031564,-0.12594979869523548,-0.31590605247155545,0.01939068928264409,0.20611668309812536,-0.5478053349689314,-0.26279541669733864,-0.6178707804251931
2021-06-22,2.87,2.88,2.79,2.81,54653173.0,154250746.0,,,,-0.01403508771929829,-0.08766233766233766,-0.2466487935656836,-0.15666266506602633,-1.8702464538751165,0.3300816084851603,0.29993513783507364,-0.2970545039624145,0.19588474022642077,0.4930287478032442,0.31038818055116413,0.18417339377540065,-0.46868588568005265,0.011177118249011908,0.02656844138862847
2021-06-23,2.81,2.93,2.78,2.89,65567000.0,187632034.0,,,,0.028469750889679846,-0.03986710963455142,-0.237467018469657,-0.12051125989044431,-1.3856160916724007,0.1996924679926635,0.7073850320295818,1.6410824285020191,0.47188577783840246,1.2597195382793482,0.21640924835462383,0.6033253271615961,1.002116610082739,0.28742334081091303,0.7559314825650276
2021-06-24,2.91,2.92,2.84,2.89,32343848.0,93004376.0,,,,0.0,-0.026936026936026924,-0.2272727272727273,-0.10829990743597662,-1.2865645227048819,-0.5067053853310355,-0.24903998142558625,0.8617307315950038,-0.305677412042931,-0.8557660122886124,-0.5043257059186386,-0.2761361248362043,0.42994954514368944,-0.3817762715814723,-1.049031163781094
2021-06-25,2.93,3.09,2.92,3.06,57899000.0,174580615.0,,,,0.05882352941176472,0.037288135593220195,-0.15702479338842967,-0.043301547600437695,-0.5394860095880137,0.7901085857192998,0.46726004802863486,0.20660623111388965,0.22325644660177413,0.6792179784118592,0.8771225882962754,0.5118523375958015,0.0022322178335152376,0.14979528704010026,0.43096800281671815
2021-06-28,3.27,3.39,3.12,3.23,102872600.0,330842682.0,,,,0.05555555555555558,0.1333333333333333,-0.08498583569405094,0.018927444794952786,0.2529526294405281,0.7767595295255532,1.503586631229087,1.2326236517134364,1.1509064032250453,3.4978939433992453,0.8950711223007206,1.8105688390942847,1.0267297910324,1.1786648803761373,3.39094628714579
2021-06-29,3.22,3.23,3.05,3.15,62783000.0,195069740.0,,,,-0.024767801857585203,0.12099644128113884,-0.07894736842105265,-0.0015847860538827918,-0.022497262013011585,-0.3897014365341208,0.14875306507821606,0.09526883221101845,0.23912174809129727,0.6069505962375631,-0.4103852053768564,0.2646275305534016,-0.009656735458816512,0.2173913503669469,0.525648161589696
2021-06-30,3.15,3.2,3.08,3.11,32386000.0,101425530.0,,,,-0.012698412698412764,0.07612456747404828,-0.07988165680473369,-0.010027057138309647,-0.14766104094079904,-0.48415972476625835,-0.5060625009532234,-0.13857857218853065,-0.364237268422122,-0.9233676781845143,-0.4800550305752189,-0.4594444891004059,-0.20324565035671704,-0.3666475760537786,-0.8867453267108566
2021-07-02,3.07,3.1,3.02,3.07,36821529.0,112415775.0,,,,-0.012861736334405127,0.0622837370242213,-0.13276836158192096,-0.018542199488491007,-0.28175685206999024,0.1369582226888162,0.1384399592775727,-0.4521258034757767,-0.2734488826357925,-0.6823758629394912,0.10835777737616947,0.2087148996085948,-0.5187666547209976,-0.2923020201188805,-0.6916006621209662
2021-07-05,2.88,2.94,2.86,2.86,30383760.0,87765502.0,,,,-0.0684039087947883,-0.06535947712418311,-0.18285714285714294,-0.07875664358189727,-1.3451828733878775,-0.1748370905510197,-0.4752282422839773,-0.05448692814118583,-0.3819485077877697,-0.9321582296561148,-0.2192777036852701,-0.4972780798143024,-0.2199674984317228,-0.425573059860602,-0.9929727826626243
2021-07-06,2.88,2.91,2.8,2.83,24970420.0,71057872.0,,,,-0.010489510489510412,-0.12383900928792568,-0.15269461077844304,-0.07892595606183883,-1.479308560366993,-0.17816557266118482,-0.7572685049274539,-0.682487920248207,-0.4911578507538341,-1.1917290835022847,-0.19036671151268525,-0.7852215694467136,-0.7304154145540086,-0.5311272590509144,-1.2102413631116677
2021-07-07,2.83,2.85,2.72,2.77,31421420.0,87051358.0,,,,-0.021201413427561877,-0.12063492063492065,-0.15030674846625758,-0.09090909090909094,-1.734068726555494,0.25834567460218927,-0.49952343787330966,-0.3875820426587717,-0.32265859765180405,-0.7618297586284609,0.22507690632784505,-0.5537423795202681,-0.4799809529642135,-0.3866348308170642,-0.8669241261372004
2021-07-08,2.77,2.79,2.66,2.69,39028986.0,105166283.0,,,,-0.028880866425992857,-0.135048231511254,-0.17484662576687116,-0.11000827129859392,-2.041163513809557,0.24211401012430378,0.20511906379299694,0.7315513670316565,-0.14023701340528905,-0.32011086733655064,0.20809468589795,0.03688176931389964,0.42336450761108035,-0.23741016708545848,-0.5104673190471726
2021-07-09,2.66,2.71,2.64,2.69,31211000.0,83719430.0,,,,0.0,-0.12377850162866444,-0.18484848484848482,-0.10153640614562454,-1.7997769768695633,-0.20031230122145627,-0.15237088606505178,-0.21674864485043166,-0.3247223537302474,-0.7808669536896601,-0.20393278518743507,-0.2552697341631991,-0.3644225106802722,-0.3997349664849269,-0.8868620363977274
2021-07-12,2.71,2.75,2.66,2.71,26630989.0,72070695.0,,,,0.0074349442379182396,-0.05244755244755239,-0.13968253968253963,-0.08554074573983472,-1.5290210376581845,-0.14674348787286529,-0.12351239609580911,-0.662033383693946,-0.4183806148290773,-0.9840859234323479,-0.13914016136994722,-0.17882660774845227,-0.7127228028028514,-0.4742077033155103,-1.0143622925624651
2021-07-13,2.72,2.76,2.67,2.7,35353000.0,95732680.0,,,,-0.0036900369003689537,-0.04593639575971731,-0.1588785046728971,-0.08210096889342178,-1.4297900095663634,0.3275135970353935,0.415795168843776,0.15729343983239485,-0.18125161948900947,-0.428400527471053,0.32831631497379066,0.34724946449282923,-0.01910564365791112,-0.2528498057289835,-0.5427759155994742
2021-07-14,2.7,2.79,2.69,2.72,31163000.0,85608360.0,,,,0.007407407407407307,-0.01805054151624541,-0.11688311688311681,-0.06721536351165969,-1.1901761105152673,-0.11851893757248322,-0.008224325953441913,-0.25878267488047946,-0.2822821937509169,-0.676229296367122,-0.10575615348906975,-0.0165763984979993,-0.34278993894301,-0.33137902009836784,-0.710217367839583
2021-07-15,2.72,2.73,2.65,2.66,37863000.0,101219500.0,,,,-0.022058823529411797,-0.011152416356877248,-0.11627906976744173,-0.08212560386473411,-1.4381973948722764,0.21499855597984796,-0.029874872998237767,-0.014035727305869439,-0.11690974161591383,-0.273455627260897,0.1823553213728193,-0.03752897684897738,-0.13507419552551903,-0.19542294855205988,-0.4064800704373466
2021-07-16,2.68,2.68,2.57,2.58,38629000.0,100366175.0,,,,-0.03007518796992481,-0.040892193308550095,-0.13131313131313138,-0.10432216629057456,-1.753030239282002,0.020230832210865524,0.23767261542404916,-0.10311121430229864,-0.09847742700047912,-0.23010520377674848,-0.008430440774751857,0.19883968393000284,-0.21883838701452418,-0.1971620737476414,-0.40601993880467857
2021-07-19,2.57,2.58,2.44,2.5,66887000.0,167045550.0,,,,-0.03100775193798455,-0.07749077490774903,-0.15254237288135597,-0.12617965746242565,-1.9778302200992852,0.731522949079707,1.5116228315816587,0.6950313966129174,0.5691386096339879,1.3212412829011722,0.6643610260129968,1.3178012921895648,0.4465993561339918,0.35140949049987213,0.7127029803121089
2021-07-20,2.48,2.53,2.46,2.48,24780000.0,61824745.0,,,,-0.008000000000000007,-0.0814814814814816,-0.12982456140350884,-0.12629910163818914,-1.8101456095097472,-0.6295244217859972,-0.2990693859078437,-0.39693488137894073,-0.43679118299551667,-1.0050466609244932,-0.6298928944829718,-0.35419393878871874,-0.4747875312474037,-0.510054306204887,-1.0436299781891896
2021-07-21,2.5,2.53,2.45,2.47,21913528.0,54478915.0,,,,-0.004032258064516014,-0.09191176470588236,-0.12099644128113873,-0.12411347517730498,-1.6386469482321693,-0.11567683615819213,-0.29680942142925903,-0.599043810320034,-0.49253550109218436,-1.0854837819109935,-0.11881698824637288,-0.36362622762543284,-0.6468158734220968,-0.5584908096475738,-1.088341558876384
2021-07-22,2.47,2.5,2.44,2.45,32160698.0,79382308.0,,,,-0.0080971659919028,-0.07894736842105265,-0.1522491349480969,-0.1259364966107741,-1.551607919780933,0.46761845011903147,-0.15060354435728807,-0.5094987112419358,-0.2258903535996425,-0.4704225437226785,0.4571198416855402,-0.21574095900493484,-0.5769256117534813,-0.32956334939562504,-0.6033358498597161
2021-07-23,2.45,2.46,2.38,2.41,43234626.0,104308864.0,,,,-0.01632653061224487,-0.06589147286821706,-0.16608996539792387,-0.13340524991010427,-1.5483963073181204,0.3443310838589386,0.11922716094126184,0.33671868603884114,0.08425152627057853,0.17481668102839948,0.31400644083061935,0.039283045308840414,0.12154791512175733,-0.07684248713058406,-0.13762577891930844
2021-07-26,2.4,2.41,2.28,2.29,39423000.0,91310460.0,,,,-0.049792531120331995,-0.08399999999999996,-0.25163398692810457,-0.16938701487123686,-1.8543706868203778,-0.08816141950667045,-0.41060295722636686,-0.3191074111815403,-0.02465702566415018,-0.05205132392526696,-0.12461456775140412,-0.4533798715380326,-0.4769725149610683,-0.1959037456086794,-0.35339407324181543
2021-07-27,2.32,2.37,2.11,2.14,73820000.0,163415638.0,,,,-0.06550218340611347,-0.13709677419354838,-0.33746130030959753,-0.212801177119735,-2.2102032759711254,0.8725109707531136,1.9790153349475381,-0.28241339287623723,0.8690581793553396,1.8355384135602977,0.7896705152947427,1.6432076347423674,-0.5060624070264308,0.4938383346904631,0.8793150333150751
2021-07-28,2.18,2.32,2.14,2.32,46236000.0,103382871.0,,,,0.08411214953271018,-0.060728744939271384,-0.26349206349206356,-0.12912912912912922,-1.3074531474363897,-0.37366567325927935,1.109929537589748,-0.26355860662918307,0.2153552454520531,0.5821374923734891,-0.3673624368801228,0.8976675838716686,-0.47002097301201096,0.023372210003568705,0.06616830224721766
2021-07-29,2.35,2.38,2.28,2.31,30536000.0,70946065.0,,,,-0.004310344827586077,-0.05714285714285716,-0.2572347266881029,-0.11916110581506201,-1.2631113356058488,-0.33956224586901984,-0.05051811997363986,-0.05712344840363115,-0.1794893357232613,-0.5143423482662206,-0.3137541614606544,-0.1062735918436637,-0.3005107786964485,-0.26433057917730773,-0.9092813745630081
2021-07-30,2.29,2.33,2.23,2.26,32696000.0,74363420.0,,,,-0.0216450216450218,-0.06224066390041505,-0.26384364820846906,-0.12487899322362073,-1.412131595738962,0.07073618024626671,-0.24375430008345622,-0.11204121914654874,-0.11926046712845217,-0.3397839357014518,0.04816835154987098,-0.2870843651408187,-0.3384965766592811,-0.21651337931577896,-0.719224792920868
2021-08-02,2.24,2.4,2.21,2.34,57168739.0,132497377.0,,,,0.03539823008849563,0.02183406113537112,-0.18181818181818188,-0.07946498819826919,-0.9696780673305359,0.7484933631025201,0.45013669685209146,0.8815557718991989,0.5485718912532318,1.549771035440203,0.7817547525382775,0.4510646096843669,0.5096749176003117,0.4245370191660107,1.3800413769330706
2021-08-03,2.35,2.36,2.28,2.3,24042859.0,55466392.0,,,,-0.017094017094017144,0.0747663551401867,-0.187279151943463,-0.0858505564387918,-1.086683640374213,-0.5794404525872086,-0.6743042671362774,-0.03714639161055355,-0.3715323687312394,-1.0360408431305876,-0.5813774336076102,-0.6605808802704671,-0.2194194613652376,-0.41765995166506764,-1.330455735254464
2021-08-04,2.31,2.34,2.27,2.28,21996180.0,50536374.0,,,,-0.008695652173913104,-0.017241379310344862,-0.17689530685920585,-0.08415344446676054,-1.1036014173293347,-0.08512627387616423,-0.5242629120166105,-0.29996225504767127,-0.4243335973636547,-1.1776602867154815,-0.08888297619935326,-0.5111726583797427,-0.4194648405140331,-0.4650415808163434,-1.4284237849595194
2021-08-05,2.27,2.3,2.2,2.21,32742851.0,73214400.0,,,,-0.030701754385964897,-0.04329004329004338,-0.1784386617100372,-0.10344827586206906,-1.391684146098528,0.4885698789517088,0.0722704676447472,-0.16106324156102847,-0.1323795431346596,-0.35261685844374174,0.44874659982530596,0.03197266825157952,-0.303822499840562,-0.209707077349217,-0.6021216293441918
2021-08-06,2.23,2.42,2.18,2.38,86880212.0,204197542.0,,,,0.07692307692307687,0.053097345132743445,-0.11524163568773238,-0.02498975829578043,-0.332163693828981,1.6534101138596635,1.65721225838023,1.7836407676780621,1.3214874124746538,3.4809892317076745,1.7890352444327893,1.7459407057932514,1.4390699028887322,1.2428319935964245,3.4920116617608485
2021-08-09,2.39,2.57,2.32,2.48,83883000.0,207916455.0,,,,0.04201680672268915,0.05982905982905984,-0.08487084870848705,0.022469593898165385,0.31255323506439747,-0.03449821232020012,0.4672879176152547,2.149826692504736,1.0862352294673836,2.4400155376759667,0.01821232990160082,0.5692118569260431,1.884895934471008,1.1419578312880185,2.702138061118886
2021-08-10,2.51,2.56,2.42,2.54,46962000.0,118099028.0,,,,0.024193548387096753,0.10434782608695659,-0.059259259259259345,0.0521955260977629,0.7789941580564015,-0.4401487786559851,0.953261881209718,0.32837382966084916,0.0903535193369589,0.1939821814194364,-0.431988064629132,1.1291997503641484,0.23363336323604433,0.137090572528761,0.3002983682024423
2021-08-11,2.52,2.55,2.48,2.51,16662000.0,41796942.0,,,,-0.011811023622047334,0.10087719298245612,-0.07720588235294135,0.04322527015793831,0.691411374136347,-0.6452025041522933,-0.24250483493042885,-0.4653274716811604,-0.6182895230280288,-1.349832654317712,-0.646085639248445,-0.17293349934445235,-0.511765649990258,-0.6018543398136508,-1.3308256354261112
2021-08-12,2.51,2.55,2.44,2.46,26644000.0,65963353.0,,,,-0.019920318725099584,0.1131221719457014,-0.07518796992481214,0.026925485284909012,0.482240995462731,0.5990877445684792,-0.18626511784205968,-0.2963050999656657,-0.3793015274543997,-0.7857779858991079,0.5781861027057913,-0.09903853613496794,-0.34831378341129926,-0.3582610465847661,-0.7456152850766814
2021-08-13,2.46,2.46,2.42,2.44,16010000.0,39016612.0,,,,-0.008130081300813052,0.025210084033613578,-0.054263565891472965,0.022846363445818474,0.45542096805608595,-0.3991142471100435,-0.8157232857580965,-0.5855445390768593,-0.6220926804765889,-1.2541163812908005,-0.40851078325263424,-0.808927122149198,-0.611257358367996,-0.613794967584057,-1.2383904364430076
2021-08-16,2.46,2.54,2.43,2.44,29594628.0,73485338.0,,,,0.0,-0.016129032258064502,-0.02400000000000002,0.0258566323313012,0.5515201853287879,0.8485089319175516,-0.6471915882836808,-0.557542900713143,-0.28227494535256525,-0.5334342504005801,0.8834371882417673,-0.6465631447977507,-0.5600880238952788,-0.24982937780218561,-0.4710076686998557
2021-08-17,2.45,2.5,2.37,2.4,33680535.0,82164947.0,,,,-0.016393442622950838,-0.055118110236220486,-0.032258064516129115,0.010313618185645135,0.2250919485543329,0.13806245511854387,-0.2828130190366679,0.3591822033898304,-0.14449783792980064,-0.2696958116406823,0.1181134799978738,-0.30427075995917596,0.32899775001093823,-0.1191594070138281,-0.22424314962394837
2021-08-18,2.4,2.42,2.35,2.37,18312000.0,43529281.0,,,,-0.012499999999999956,-0.055776892430278724,-0.04048582995951422,-0.0006325110689436864,-0.014118871038779755,-0.45630317333142123,0.09902772776377389,-0.16435181044330238,-0.5400652450302407,-1.0306971452528013,-0.4702207864869675,0.041446548888672385,-0.20098847416472965,-0.5383818699436076,-1.0340805166229883
2021-08-19,2.36,2.36,2.22,2.22,44629000.0,101263580.0,,,,-0.06329113924050633,-0.09756097560975596,-0.09387755102040818,-0.061905768011831674,-1.4129541746444483,1.4371450415028395,0.675011259570635,0.387687543348717,0.12602058909307834,0.2373992882029832,1.326332474914989,0.5351490698176,0.27564419013868924,0.08014850164291265,0.15142770923620222
2021-08-20,2.22,2.23,2.15,2.23,29160000.0,63881015.0,,,,0.0045045045045044585,-0.08606557377049184,-0.07468879668049799,-0.053078556263269516,-1.172085869119899,-0.346613188733783,0.8213616489693942,-0.32554059794572987,-0.2756661855949156,-0.5286890383193488,-0.3691610053683664,0.6372773474026909,-0.38757826947477825,-0.3264604462150048,-0.6251555945645765
2021-08-23,2.23,2.26,2.19,2.21,26845000.0,59625390.0,,,,-0.008968609865470878,-0.09426229508196726,-0.03493449781659397,-0.05797101449275366,-1.2440168592500653,-0.07938957475994513,-0.09290969969279561,-0.31905232985820464,-0.3213067250107424,-0.6017093489115056,-0.06661799284184822,-0.18860834524568693,-0.34700372772188426,-0.35763975907333834,-0.664675094256128
2021-08-24,2.22,2.28,2.22,2.26,29358000.0,66080030.0,,,,0.02262443438914019,-0.05833333333333335,0.05607476635513997,-0.035012809564474945,-0.726399138155786,0.0936114732724902,-0.1283392618317969,-0.6023028989433759,-0.24578131950617244,-0.4489061997856602,0.10825321226410423,-0.19576373608565711,-0.595632151189839,-0.2757408442773266,-0.4982325945732729
2021-08-25,2.28,2.37,2.27,2.29,66545000.0,154051850.0,,,,0.013274336283185972,-0.03375527426160341,-0.012931034482758563,-0.024701873935264018,-0.5552444087636231,1.2666734791198309,2.633955875928353,0.43924647460853006,0.8131189115939674,1.5116938026278894,1.3312920711446408,2.539039617952798,0.49011000091107926,0.7835995667293294,1.4162025263894367
2021-08-26,2.29,2.29,2.23,2.27,25944374.0,58460920.0,,,,-0.008733624454148492,0.022522522522522515,-0.017316017316017285,-0.032601747283187654,-0.7279114905478278,-0.6101228642272147,-0.4186655761948509,-0.15036763164789102,-0.31213779681453235,-0.567264431819802,-0.6205114057377434,-0.42268562892996675,-0.17598079611603545,-0.3424321293907454,-0.6085122365156748
2021-08-27,2.26,2.27,2.22,2.25,18340850.0,41141166.0,,,,-0.008810572687224627,0.008968609865470878,-0.004424778761061843,-0.040307101727447,-0.8898208749416018,-0.29307024328280185,-0.37102709190672156,-0.4390491191583068,-0.5107517444819922,-0.9177578033256505,-0.2962620841409954,-0.3559719425247079,-0.44675532674532725,-0.5339722785002461,-0.9363678904409244
2021-08-30,2.24,2.31,2.23,2.27,17900000.0,40936345.0,,,,0.008888888888888946,0.02714932126696845,-0.029914529914529808,-0.03156996587030714,-0.6939069457175796,-0.02403650866780982,-0.3332091637176383,-0.6868918168721545,-0.5131909135185724,-0.886789186880332,-0.0049784928312435195,-0.3134410525448974,-0.6910403365947388,-0.5273998066363876,-0.8894002745870202
2021-08-31,2.27,2.33,2.24,2.3,60440000.0,138185470.0,,,,0.013215859030836885,0.017699115044247815,0.0,-0.01730399487289047,-0.3752718800223139,2.376536312849162,1.0587233462769943,1.5138441314321232,0.7364510622632352,1.214344540749368,2.375618170112647,1.0911835239784242,1.4913369162356909,0.684339340694402,1.0978622901493156
2021-09-01,2.29,2.4,2.26,2.4,55508512.0,129825437.0,,,,0.04347826086956519,0.048034934497816595,0.05263157894736836,0.025421918393505827,0.5513253546006837,-0.08159311714096629,-0.16584999624314378,1.5235523622738132,0.5155294673882338,0.8704255378952749,-0.06049863998002103,-0.1572614220471874,1.5689503762181274,0.5064922449144349,0.8359971090203581
2021-09-02,2.41,2.42,2.36,2.37,25043725.0,59687873.0,,,,-0.012499999999999956,0.04405286343612347,0.07239819004524883,0.010014915832090576,0.2181648029486198,-0.5488309072309486,-0.034714616741186366,-0.2351391453358781,-0.3461526589322792,-0.6082561728309597,-0.5402451601222031,0.020987575973830053,-0.18475227550864315,-0.3378443434245071,-0.5814896349432169
2021-09-03,2.38,2.51,2.35,2.47,57824000.0,140964547.0,,,,0.04219409282700415,0.09777777777777796,0.037815126050420256,0.04905500106179672,1.1226855901961474,1.308921695953777,2.1527437387034953,-0.334439929773652,0.5250094615517671,0.906174602905656,1.3616949292195417,2.426362466246095,-0.30966579901338875,0.5756314930618558,0.9774230134185614
2021-09-06,2.49,2.58,2.48,2.56,54381000.0,137910650.0,,,,0.036437246963562764,0.12775330396475781,0.032258064516129004,0.08520559559135221,1.8966884629049057,-0.059542750415052526,2.0380446927374303,-0.35170415936482957,0.49134779688486363,0.9251499278671883,-0.021664291234873456,2.3689048203985967,-0.33670160930744997,0.5979676866745125,1.0971875050034365
2021-09-07,2.58,2.6,2.51,2.54,30182000.0,76977730.0,,,,-0.0078125,0.10434782608695659,0.0,0.0749047820567077,1.5787549303347408,-0.4449899781173572,-0.5006287227001985,-0.3573101656658575,-0.13739173554633588,-0.29185057610406456,-0.44182896679843076,-0.44293904417012875,-0.3481933653171133,-0.07035644018704257,-0.1474417156988556
2021-09-08,2.53,2.53,2.44,2.44,29033824.0,71852490.0,,,,-0.03937007874015752,0.016666666666666607,-0.027888446215139417,0.03258569614896323,0.6868029922925137,-0.03804174673646543,-0.47694825615213754,0.7425173448565598,-0.1498205728106462,-0.31474846879818524,-0.06658081499675295,-0.44654536383343735,0.7190848555379961,-0.11015749334655545,-0.23020476522044658
2021-09-09,2.44,2.48,2.37,2.39,34974690.0,84352429.0,,,,-0.020491803278688492,0.00843881856540074,-0.028455284552845517,0.012926467471922276,0.28159599683820385,0.2046187922059457,0.3965450427202821,0.3126666416453985,0.005921040339865069,0.013043163013027622,0.17396667812068856,0.4132255810154266,0.27877715676460535,0.025558938085612715,0.05588724709748198
2021-09-10,2.4,2.45,2.4,2.43,18851000.0,45604696.0,,,,0.01673640167364021,-0.01619433198380571,-0.004098360655737654,0.03140916808149408,0.6981197478314133,-0.4610102334002103,-0.6739934975096846,0.17745159275452838,-0.46423735153301793,-1.0425724480038454,-0.45935527238937013,-0.6764810942144197,0.16885330791920117,-0.45166664452317373,-1.0038550391314347
2021-09-13,2.42,2.42,2.36,2.38,23620100.0,56364648.0,,,,-0.020576131687242927,-0.07031250000000011,-0.024590163934426257,0.010401188707280795,0.23199708620935272,0.25298923134051243,-0.5656552840146374,-0.20187880043634943,-0.3313944590708128,-0.7554905446455429,0.23593956201352606,-0.5912959006429163,-0.23298103357706546,-0.32496666980410727,-0.7325977242365083
2021-09-14,2.38,2.4,2.3,2.31,24563000.0,57609730.0,,,,-0.02941176470588225,-0.09055118110236215,-0.03749999999999998,-0.018065887353878818,-0.40898135501643296,0.039919390688439194,-0.18617056523755882,-0.2707063590290356,-0.29877461413369544,-0.6679120953187431,0.022089768040421287,-0.25160523699516735,-0.2988527090512211,-0.30290874264189416,-0.6679555305318053
2021-09-15,2.32,2.33,2.27,2.27,16295000.0,37432910.0,,,,-0.017316017316017285,-0.069672131147541,-0.04219409282700426,-0.03321976149914818,-0.7521699228204038,-0.33660383503643687,-0.4387580499213607,-0.11014635211882917,-0.5286757730778489,-1.153740624570535,-0.3502328512909191,-0.47903113726469326,-0.1400521869405562,-0.5402224567009126,-1.160671879174118
