date,hog_hk_wh_group_open,hog_hk_wh_group_high,hog_hk_wh_group_low,hog_hk_wh_group_close,hog_hk_wh_group_volume,hog_hk_wh_group_amount,hog_hk_wh_group_amplitude,hog_hk_wh_group_pct_chg,hog_hk_wh_group_turnover,hog_hk_wh_group_close_ret1,hog_hk_wh_group_close_ret5,hog_hk_wh_group_close_ret20,hog_hk_wh_group_close_ma20_gap,hog_hk_wh_group_close_z20,hog_hk_wh_group_volume_ret1,hog_hk_wh_group_volume_ret5,hog_hk_wh_group_volume_ret20,hog_hk_wh_group_volume_ma20_gap,hog_hk_wh_group_volume_z20,hog_hk_wh_group_amount_ret1,hog_hk_wh_group_amount_ret5,hog_hk_wh_group_amount_ret20,hog_hk_wh_group_amount_ma20_gap,hog_hk_wh_group_amount_z20
2020-03-04,8.05,8.13,7.92,8.11,17626196.0,141953474.0,,,,0.007453416149068248,-0.04363207547169823,0.0587467362924281,-0.01266130995860737,-0.3908152630702666,-0.3110872677710619,-0.20660888440528913,-0.6232324038760075,-0.4344612024581548,-1.2925788442641977,-0.3115319418736109,-0.24418998783093138,-0.6019645807225545,-0.4420383474773717,-1.394953502256619
2020-03-05,8.2,8.59,8.17,8.45,53121761.0,449090358.0,,,,0.04192355117139335,0.0193003618817853,0.06826801517066983,0.02592120439507073,0.9128798447876013,2.01379611346657,0.3631276944262576,0.19125909871902858,0.7880539066715844,2.2922272657291094,2.1636447164371617,0.3886656629365819,0.2843021027891395,0.8429489662741636,2.548979853176838
2020-03-06,8.3,8.44,8.18,8.31,34691422.0,288242964.0,,,,-0.016568047337278013,0.04924242424242431,0.03358208955223896,0.005627155563623365,0.20647570792184286,-0.3469451812789113,-0.3744417134668109,-0.1868317904749488,0.15117352078528068,0.4136060922312633,-0.3581626528708506,-0.34572249585787973,-0.1528315220389962,0.15922709268861301,0.43998309017001275
2020-03-09,7.88,8.07,7.84,7.88,32903878.0,261532854.0,,,,-0.05174488567990376,-0.01990049751243772,-0.006305170239596425,-0.04796423825057383,-1.8118302754299562,-0.051526974016804505,-0.07214845183515017,0.32065262894091084,0.10648987266626464,0.29660369782689877,-0.0926652627676976,-0.07566724226926269,0.31727219653343663,0.0629213270214053,0.17607580146196514
2020-03-10,7.91,8.05,7.73,7.92,40417980.0,320108662.0,,,,0.0050761421319796,-0.016149068322981464,-0.016149068322981464,-0.04284246782282919,-1.5859607801865452,0.22836524010938763,0.5797203794269947,0.4439460838882432,0.34115830695327487,0.9666549611701662,0.22397112677858821,0.55251282484694,0.4134439280374542,0.28454220600419666,0.812592948846709
2020-03-11,7.95,8.01,7.77,7.84,30825177.0,241946989.0,,,,-0.010101010101010055,-0.03329223181257701,-0.04622871046228716,-0.05176584421867447,-1.8438686292414044,-0.2373399907664856,0.7488275405538438,0.025960666441583458,0.00218556478408094,0.0061873825775781,-0.2441723148372661,0.704410481704731,-0.023338200368018147,-0.047011196582445236,-0.13489074191939604
2020-03-12,7.65,7.68,7.24,7.25,79285966.0,592318851.0,,,,-0.07525510204081631,-0.14201183431952658,-0.10933660933660938,-0.12110558855618869,-3.9794796557701857,1.5721171365861095,0.49253271178265345,3.0058536234408066,1.5744743518564595,4.463555053187149,1.44813483089058,0.31893023407997556,2.669616003169932,1.3357045762502135,3.8268927542331066
2020-03-13,6.4,7.22,6.4,7.13,114557744.0,788835249.0,,,,-0.016551724137931045,-0.14199759326113126,-0.13260340632603418,-0.13096471448595282,-3.1987585858641614,0.444867859716813,2.302192224925228,5.482649799071247,2.392130039960677,5.372977583300322,0.33177468126875476,1.7367025305776416,4.435545772867857,1.8670470125974892,4.516343346952828
2020-03-16,6.75,7.01,6.7,6.72,51202621.0,349695083.0,,,,-0.057503506311360475,-0.14720812182741116,-0.1952095808383233,-0.1754601226993866,-3.4635445061210293,-0.5530409450102299,0.5561272443327197,1.675637239368649,0.3259452047424436,0.5461026189015484,-0.556694400455221,0.33709810316986033,1.1870954910950875,0.1378707592703372,0.2688083603637108
2020-03-17,6.72,6.89,6.46,6.66,37756158.0,251626162.0,,,,-0.008928571428571397,-0.15909090909090906,-0.19565217391304335,-0.17456776352481873,-2.71573176375901,-0.26261278695088675,-0.06585737337689812,1.0012333007092753,-0.06124141047161802,-0.10833875011686514,-0.2804412351431318,-0.21393516680282776,0.6080498042278302,-0.20576141058116948,-0.42343023000796554
2020-03-18,6.55,6.77,6.08,6.2,92307223.0,594582043.0,,,,-0.06906906906906907,-0.2091836734693877,-0.2782305005820721,-0.2237871674491393,-2.962158186589758,1.4448256361253704,1.9945399178080958,1.558863759344805,1.2424408672405258,2.3051079560696985,1.3629579622169814,1.4574889129949042,0.9265518795458245,0.8489875927913688,1.8181227187143
2020-03-19,6.13,6.38,5.92,5.99,91754519.0,560421865.0,,,,-0.03387096774193543,-0.1737931034482758,-0.307514450867052,-0.23868835790543963,-2.6607540869172825,-0.005987657108913358,0.1572605295620666,2.017678614671221,1.0864959562624312,1.9184760114319657,-0.057452421246431795,-0.05385103976709327,1.1459146373758653,0.6685701237858681,1.3860445269716315
2020-03-20,6.03,6.35,5.93,6.32,54079168.0,337025778.0,,,,0.05509181969949917,-0.11360448807854129,-0.25908558030480644,-0.18293471234647696,-1.7785103232225907,-0.4106103046543136,-0.5279309271313862,1.3315777966742344,0.1495724143942867,0.2620825751075717,-0.39862129040950245,-0.5727551748895034,0.6947148922637496,-0.03935484266248457,-0.08197044200549258
2020-03-23,6.0,6.15,5.93,5.96,77382286.0,466002402.0,,,,-0.05696202531645578,-0.11309523809523803,-0.29300118623962035,-0.2183093973375303,-2.0005523638897413,0.4309074799375612,0.5112954081003003,1.3741473970013116,0.5926508083178257,1.0954523201954933,0.3826906795242233,0.3325963808304391,0.6924465699914208,0.302626551065045,0.6574512327293142
2020-03-24,6.22,6.68,6.21,6.6,89384280.0,579653807.0,,,,0.10738255033557031,-0.009009009009009028,-0.22352941176470598,-0.12011731769097467,-1.0150718490669732,0.15510001862700196,1.367409311085095,1.8901678855576773,0.7586146551335373,1.4411132863734648,0.24388587808180429,1.3036309197451414,1.2192421367549167,0.5782615846724375,1.285860814926964
2020-03-25,7.01,7.47,6.98,7.34,160530868.0,1154000273.0,,,,0.11212121212121207,0.18387096774193545,-0.13443396226415105,-0.008911693221712036,-0.07528379056124239,0.7959630932866495,0.7390932451732406,6.225822545596751,1.9866545450289337,3.862532177078457,0.9908439469629844,0.940859611530515,5.1443016208200625,2.011509988191003,4.542432972719069
2020-03-26,7.34,7.46,7.19,7.34,60337447.0,442799305.0,,,,0.0,0.22537562604340566,-0.11459589867310005,-0.0012246564158387985,-0.010721333542516346,-0.6241380380501026,-0.3424035387292478,0.5482853630676234,-0.0054013787094927546,-0.009224935347255802,-0.6162918542047866,-0.20988217510035945,0.36921263053633124,0.026172412970171255,0.04789562195447456
2020-03-27,7.6,7.61,7.21,7.27,65296187.0,478961729.0,,,,-0.0095367847411445,0.15031645569620244,-0.08207070707070707,-0.004314182017393753,-0.038900819129488784,0.08218345731465893,0.2074184832133512,0.17742567188138625,0.05771127243893992,0.10134834925139757,0.08166775239179747,0.42114271448992846,0.08718658828985193,0.09483004685097685,0.17697138596014156
2020-03-30,7.16,7.18,6.89,7.04,54310563.0,382033751.0,,,,-0.031636863823933936,0.18120805369127524,-0.1243781094527362,-0.03150364561837948,-0.28748701140394467,-0.16824296340611744,-0.2981525125789124,0.5314954657093796,-0.12719683542755889,-0.22530539010814618,-0.20237102910575133,-0.1801893094104695,0.3502177841413676,-0.1305487081675687,-0.24450721260761493
2020-03-31,7.54,7.54,7.02,7.25,57263165.0,413268066.0,,,,0.029829545454545414,0.09848484848484862,-0.09937888198757772,0.004294223576672751,0.03990969063060882,0.05436515176614898,-0.3593597778043298,1.2381076130224868,-0.09347609156978631,-0.17054234756832715,0.08175799891565072,-0.2870432989323919,1.004331805818774,-0.06995120934279986,-0.1338852471110561
2020-04-01,7.6,7.6,7.06,7.17,53359734.0,385240743.0,,,,-0.011034482758620734,-0.023160762942779245,-0.1159062885326757,-0.001253656498119593,-0.011969531174615333,-0.06816652554919034,-0.6676045257538881,2.0272972114913506,-0.17593346727307424,-0.3398542917231549,-0.06781874842466051,-0.666169279147129,1.7138521668022015,-0.15276771271232814,-0.3080425039771045
2020-04-02,7.12,7.23,7.07,7.23,33220171.0,237944309.0,,,,0.008368200836820217,-0.014986376021798309,-0.14437869822485194,0.013740886146943465,0.13623897814948543,-0.3774299736951462,-0.44942697028596523,-0.3746410063476623,-0.5007369078544679,-1.0482869205725196,-0.38234905491291715,-0.4626362184556726,-0.4701638439540935,-0.49034069021263504,-1.0696808859628075
2020-04-03,7.36,7.4,7.21,7.29,29333161.0,213846217.0,,,,0.008298755186721962,0.0027510316368639653,-0.12274368231046939,0.030971574034790006,0.33688782672436357,-0.11700752533754266,-0.5507676275185869,-0.15445492548561424,-0.5524615248842601,-1.1131836672528082,-0.10127618559685747,-0.5535212856223842,-0.25810429495861,-0.5313596919154737,-1.1018258188612804
