date,hog_hk_yurun_food_open,hog_hk_yurun_food_high,hog_hk_yurun_food_low,hog_hk_yurun_food_close,hog_hk_yurun_food_volume,hog_hk_yurun_food_amount,hog_hk_yurun_food_amplitude,hog_hk_yurun_food_pct_chg,hog_hk_yurun_food_turnover,hog_hk_yurun_food_close_ret1,hog_hk_yurun_food_close_ret5,hog_hk_yurun_food_close_ret20,hog_hk_yurun_food_close_ma20_gap,hog_hk_yurun_food_close_z20,hog_hk_yurun_food_volume_ret1,hog_hk_yurun_food_volume_ret5,hog_hk_yurun_food_volume_ret20,hog_hk_yurun_food_volume_ma20_gap,hog_hk_yurun_food_volume_z20,hog_hk_yurun_food_amount_ret1,hog_hk_yurun_food_amount_ret5,hog_hk_yurun_food_amount_ret20,hog_hk_yurun_food_amount_ma20_gap,hog_hk_yurun_food_amount_z20
2020-01-16,0.81,0.81,0.78,0.79,2772000.0,2202250.0,,,,-0.024691358024691357,-0.03658536585365846,,-0.027093596059113323,-1.6710199556880532,2.6,1.597938144329897,,0.1288540010197965,0.17550397863014702,2.5618975221582456,1.5538959306977769,,0.1107116074192156,0.1509451683929298
2020-01-17,0.8,0.8,0.75,0.78,6789000.0,5225100.0,,,,-0.012658227848101222,-0.025000000000000022,,-0.03703703703703709,-2.121320343559648,1.4491341991341993,1.8240432612312811,,1.732704044298794,2.5129010953888113,1.3726189124758768,1.720386105210546,,1.609036221172858,2.3330316715758066
2020-01-20,0.78,0.79,0.77,0.78,1457000.0,1136780.0,,,,0.0,-0.012658227848101222,,-0.034055727554179516,-1.716009984087135,-0.7853881278538812,-0.6722806321452438,,-0.48752636415109163,-0.6753836332828765,-0.7824386136150504,-0.6805217412321094,,-0.4994864927844265,-0.703603796835736
2020-01-21,0.78,0.78,0.76,0.76,1433000.0,1100120.0,,,,-0.02564102564102566,-0.06172839506172845,,-0.0563514804202484,-2.6487332266092953,-0.016472203157172238,0.3442776735459663,,-0.4763292176447341,-0.6510239709810389,-0.032248983972272605,0.2784660081348054,,-0.49627334003275425,-0.6879636264191232
2020-01-22,0.77,0.77,0.74,0.74,1915000.0,1434250.0,,,,-0.02631578947368418,-0.0864197530864198,,-0.07747105966162071,-3.0390271679068896,0.3363572923935798,1.487012987012987,,-0.275540057054801,-0.3725758683143873,0.30372141220957705,1.3197418645273986,,-0.31914578201156674,-0.4362442142540981
2020-01-23,0.74,0.76,0.73,0.75,3197000.0,2374910.0,,,,0.013513513513513598,-0.05063291139240511,,-0.06015037593984962,-1.8889525120871524,0.6694516971279374,0.1533189033189033,,0.23208343729157788,0.31809818941046747,0.6558549764685375,0.0784016346917924,,0.15190420294925167,0.20946715188750814
2020-01-24,0.75,0.75,0.73,0.73,986000.0,725980.0,,,,-0.026666666666666727,-0.06410256410256421,,-0.08176100628930827,-2.3787564278120525,-0.6915858617453863,-0.8547650611282958,,-0.6254411056591086,-0.8971663259892275,-0.6943126265837443,-0.8610591184857705,,-0.6511890454006961,-0.9369178329847254
2020-01-29,0.73,0.73,0.66,0.71,2835000.0,1966250.0,,,,-0.0273972602739726,-0.08974358974358987,,-0.10260223048327133,-2.6357533311057426,1.8752535496957403,0.9457789979409745,,0.11808693944307036,0.1644086284587442,1.7084079451224552,0.7296662502858953,,-0.01764842850639159,-0.024553288481947086
2020-01-30,0.7,0.7,0.65,0.65,4818000.0,3201330.0,,,,-0.08450704225352101,-0.14473684210526316,,-0.17372881355932202,-3.851945874454881,0.6994708994708996,2.3621772505233776,,0.8877717064849782,1.2813924287280736,0.6281398601398602,1.90998254735847,,0.6009754558238085,0.8609760750566173
2020-01-31,0.66,0.69,0.62,0.65,3872000.0,2494490.0,,,,0.0,-0.1216216216216216,,-0.16610398379473323,-2.7781686845277216,-0.19634703196347036,1.0219321148825067,,0.4493908009588343,0.6687086264417323,-0.22079573177398149,0.7392295624891059,,0.2092383521920469,0.31183262862887073
2020-02-03,0.66,0.66,0.61,0.66,8071858.0,5014079.0,,,,0.01538461538461533,-0.12,-0.20481927710843362,-0.14618369987063384,-2.099882290585543,1.0846740702479338,1.5248226462308416,5.087374057315234,1.955107513787739,3.0207099865022524,1.0100617761546449,1.1112711639598976,3.6053961460036374,1.4054778786235809,2.168968317010603
2020-02-04,0.66,0.68,0.63,0.65,3015200.0,1958808.0,,,,-0.015151515151515138,-0.1095890410958904,-0.216867469879518,-0.14977109221713547,-1.9869402835284862,-0.6264552721318932,2.0580121703853957,-0.10020889286780066,-0.017461868277422687,-0.025538261891730123,-0.6093384248632701,1.6981569740213227,-0.29330576991763446,-0.1411407216414159,-0.21784890727879588
2020-02-05,0.65,0.72,0.65,0.7,7943000.0,5408120.0,,,,0.07692307692307687,-0.014084507042253502,-0.14634146341463417,-0.07346128391793516,-0.9124468284442047,1.6343194481294772,1.8017636684303353,0.3040551633557709,1.602558472580287,2.3320931631089676,1.7609239905085134,1.7504742530197075,0.1002579689623464,1.4142748331986494,2.1484308737769737
2020-02-06,0.74,0.74,0.69,0.7,5768000.0,4128370.0,,,,0.0,0.07692307692307687,-0.1250000000000001,-0.0660440293529021,-0.8244276794316393,-0.27382601032355536,0.1971772519717725,0.7890818858560793,0.8342574449331221,1.154616376441046,-0.23663491194722008,0.28957964346068654,0.5969124484569979,0.8229215192229895,1.222153330319423
2020-02-07,0.69,0.69,0.65,0.68,6432000.0,4279400.0,,,,-0.02857142857142847,0.04615384615384621,-0.16049382716049387,-0.08663532572196109,-1.0789904946372262,0.11511789181692089,0.6611570247933884,6.93094944512947,0.9658922883886354,1.3466222958861684,0.036583445766731115,0.7155410524796653,5.621793086373906,0.8273530159160425,1.2262753307831238
2020-02-10,0.68,0.7,0.65,0.68,2271000.0,1546000.0,,,,0.0,0.030303030303030276,-0.1707317073170731,-0.07859078590785895,-0.9772975901928574,-0.6469216417910448,-0.7186521368438344,1.128397375820056,-0.3607942701159289,-0.540182972678674,-0.6387344020189747,-0.6916682006805237,0.7928587167028098,-0.387362298680059,-0.6172475756384155
2020-02-11,0.68,0.7,0.67,0.68,2100000.0,1439370.0,,,,0.0,0.04615384615384621,-0.15000000000000002,-0.06976744186046513,-0.8886468323880551,-0.07529722589167764,-0.30352878747678425,-0.1264559068219634,-0.418773089498496,-0.6518063144698263,-0.06897153945666235,-0.265180660891726,-0.2506091465700362,-0.4372402254714276,-0.7201072533606675
2020-02-12,0.68,0.81,0.68,0.77,10709694.0,8066469.0,,,,0.13235294117647056,0.10000000000000009,-0.025316455696202556,0.0620689655172415,0.8027903598132222,4.099854285714286,0.34831851945108894,1.4089046997926395,1.976695435957632,3.0514782721150744,4.6041664061360175,0.4915477097401686,1.2669834713182562,2.1837580314073324,3.530711235170287
2020-02-13,0.77,0.79,0.74,0.74,3710000.0,2828240.0,,,,-0.038961038961038974,0.05714285714285716,-0.0864197530864198,0.022099447513812098,0.2908964380116697,-0.653584873666792,-0.3567961165048543,2.480300187617261,-0.051402625226615095,-0.07128847449822008,-0.6493831439753874,-0.31492574551215125,2.2867402672864614,0.025080147361251637,0.03478118811042712
2020-02-14,0.74,0.76,0.73,0.73,2746000.0,2033340.0,,,,-0.013513513513513487,0.07352941176470584,-0.09876543209876554,0.013185287994448291,0.18501341321689657,-0.2598382749326146,-0.5730721393034826,2.566233766233766,-0.32084129807261386,-0.47335477996643394,-0.2810581845953667,-0.5248539514885264,2.2887041469884193,-0.28840246574036565,-0.42507852132050605
2020-02-17,0.75,0.76,0.72,0.76,1938000.0,1439520.0,,,,0.041095890410958846,0.11764705882352944,-0.03797468354430378,0.06071179344033473,0.9268135708190416,-0.29424617625637295,-0.1466314398943197,-0.30086580086580084,-0.5321143390876026,-0.8315738961386752,-0.2920416654371625,-0.06887451487710217,-0.34634124191168125,-0.5083913476986477,-0.7928905627802443
2020-02-18,0.76,0.87,0.75,0.87,39344170.0,32045116.0,,,,0.14473684210526305,0.27941176470588225,0.11538461538461542,0.21678321678321666,3.4523046375870203,19.30142930856553,17.735319047619047,4.795282073943143,8.59534892931743,13.152981729709934,21.260973102145158,21.263292968451474,5.132919178580314,10.088097792758546,15.339615153570195
2020-02-19,0.86,0.92,0.8,0.8,36890000.0,31071070.0,,,,-0.08045977011494243,0.038961038961039085,0.025641025641025772,0.11188325225851292,1.460843161923488,-0.06237696715930208,2.444542859954729,24.319148936170212,5.4401852475903825,3.741016092960469,-0.03039608282273032,2.851879924165084,26.33252696212108,6.343588777350175,3.9500394908668586
2020-02-20,0.8,0.83,0.8,0.81,3721000.0,3043210.0,,,,0.012499999999999956,0.09459459459459474,0.06578947368421062,0.12421929215822347,1.5861348056791742,-0.8991325562483058,0.0029649595687331054,1.5966503838101884,-0.5038498703309435,-0.3505003098589426,-0.9020564789046531,0.0760084009843578,1.7662527724248265,-0.4686912248582412,-0.297872951632182
2020-02-21,0.8,0.83,0.8,0.83,1549650.0,1264667.0,,,,0.024691358024691246,0.1369863013698629,0.12162162162162149,0.14799446749654188,1.804294156166181,-0.5835393711367911,-0.43567006554989074,-0.19078328981723236,-0.796477506519083,-0.5654416607275388,-0.5844299276093335,-0.37803466218143544,-0.11823810353843467,-0.7828866582301504,-0.5083738084153655
2020-02-24,0.81,0.81,0.77,0.78,4079000.0,3197910.0,,,,-0.06024096385542166,0.026315789473684292,0.040000000000000036,0.07216494845360844,0.8216279635417324,1.6322072726099441,1.1047471620227038,0.27588364091335627,-0.46299826329504523,-0.32758539472797343,1.5286577415240532,1.221511337112371,0.3465394478106538,-0.4501943324598404,-0.291767130857329
2020-02-25,0.79,0.79,0.76,0.76,2206000.0,1688880.0,,,,-0.02564102564102566,-0.12643678160919536,0.041095890410958846,0.04252400548696844,0.47840033855632774,-0.45918117185584706,-0.9439307018041047,1.2373225152129819,-0.7112557357163278,-0.5069701105531913,-0.4718800716718107,-0.9472968049171674,1.3263450783768147,-0.7116764950454555,-0.4652585231490424
2020-02-26,0.77,0.8,0.76,0.77,1739000.0,1353880.0,,,,0.013157894736842035,-0.03749999999999998,0.08450704225352124,0.054072553045859006,0.6061087911080013,-0.21169537624660018,-0.9528598536188669,-0.3865961199294533,-0.7741845432475296,-0.5581286513625341,-0.19835630713845864,-0.9564263477247484,-0.3114405594405595,-0.7707515323312295,-0.5095260164036187
2020-02-27,0.78,0.78,0.73,0.75,5422000.0,4064740.0,,,,-0.025974025974025983,-0.07407407407407418,0.15384615384615374,0.02249488752556239,0.2516919660089974,2.1178838412880965,0.457135178715399,0.1253632212536322,-0.2908876075690934,-0.20765106350104562,2.0022897154843857,0.3356751587961395,0.26970352947056386,-0.3081427219077787,-0.2023045806813289
2020-02-28,0.74,0.74,0.68,0.71,6848000.0,4814650.0,,,,-0.053333333333333344,-0.14457831325301207,0.0923076923076922,-0.03859174001354093,-0.4552759680731687,0.26300258207303573,3.419062368922015,0.7685950413223142,-0.10791268163870915,-0.07739259277247341,0.18449150499170908,2.807049602780811,0.9301139711925084,-0.18647870891696572,-0.12348698477760194
2020-03-02,0.71,0.73,0.68,0.71,4206000.0,2944340.0,,,,0.0,-0.08974358974358987,0.07575757575757569,-0.04248145650708035,-0.5294501378948147,-0.3858060747663551,0.031135082127972558,-0.4789303776156617,-0.46250428073296623,-0.3392381836227552,-0.3884622973632559,-0.07929241285714728,-0.41278547864921955,-0.5120653716464614,-0.34697236207444326
2020-03-03,0.72,0.72,0.69,0.7,1167000.0,820330.0,,,,-0.014084507042253502,-0.07894736842105265,0.07692307692307687,-0.05913978494623662,-0.7735039708840029,-0.7225392296718973,-0.47098821396192203,-0.6129609976120987,-0.8470889049085208,-0.6042615300124349,-0.7213874756312111,-0.5142757330301738,-0.5812095927727475,-0.8616831947771002,-0.5722853763167393
2020-03-04,0.7,0.73,0.69,0.69,3059000.0,2154990.0,,,,-0.014285714285714346,-0.10389610389610393,-0.014285714285714346,-0.0756865371734764,-1.0553739424864872,1.6212510711225363,0.7590569292696951,-0.6148810273196526,-0.5942688693857054,-0.4168403490962101,1.6269793863445199,0.5917141844181169,-0.6015269631591015,-0.6331233194352538,-0.4150468817685132
2020-03-05,0.71,0.76,0.7,0.76,7308000.0,5377570.0,,,,0.10144927536231885,0.01333333333333342,0.08571428571428585,0.018766756032171594,0.25908162356916076,1.389016018306636,0.34784212467724096,0.266990291262136,0.0017441835680040985,0.0011787878280246017,1.4954036909684034,0.3229800676058001,0.302589157464084,-0.05842085075764658,-0.03707884435424374
2020-03-06,0.73,0.76,0.71,0.73,2568000.0,1874720.0,,,,-0.03947368421052633,0.028169014084507005,0.07352941176470584,-0.025367156208277675,-0.35846034356582346,-0.6486042692939245,-0.625,-0.6007462686567164,-0.6516679374863856,-0.4453179531582735,-0.6513815719739585,-0.6106217482059964,-0.5619198953124269,-0.675299201483919,-0.43363823606852037
2020-03-09,0.72,0.72,0.67,0.67,6008000.0,4153130.0,,,,-0.08219178082191769,-0.05633802816901401,-0.014705882352941235,-0.10844976713240184,-1.6072369212189128,1.3395638629283488,0.4284355682358536,1.6455306032584764,-0.16312346448721804,-0.1080266969383737,1.2153334898011434,0.4105470156299884,1.6863712807244502,-0.26538139379868286,-0.16617938532520427
2020-03-10,0.67,0.69,0.65,0.68,5576000.0,3718040.0,,,,0.014925373134328401,-0.02857142857142847,0.0,-0.09454061251664458,-1.3788152165354581,-0.07190412782956057,3.7780634104541564,1.6552380952380954,-0.24300078128672953,-0.1659855892485295,-0.10476195062519111,3.532371118939939,1.5831023294913749,-0.3571638998817923,-0.22992289286088802
2020-03-11,0.7,0.7,0.66,0.66,1683822.0,1129029.0,,,,-0.02941176470588236,-0.04347826086956508,-0.1428571428571428,-0.12117177097203724,-1.7672138690806556,-0.6980233142037302,-0.4495514874141876,-0.842775900039721,-0.7766733078897021,-0.5461517117247237,-0.6963375864702908,-0.4760861999359626,-0.8600342975346462,-0.8085658429941798,-0.533355730007672
2020-03-12,0.65,0.66,0.62,0.63,5758000.0,3628180.0,,,,-0.045454545454545525,-0.17105263157894735,-0.14864864864864868,-0.15492957746478875,-2.095992362759784,2.419601359288571,-0.21209633278598794,0.552021563342318,-0.18769060368089008,-0.12351399989223429,2.2135401305015194,-0.32531236227515403,0.2828402115803468,-0.34637616894768497,-0.21394473509422565
2020-03-13,0.61,0.63,0.58,0.59,12864000.0,7748150.0,,,,-0.0634920634920636,-0.1917808219178082,-0.1917808219178082,-0.20270270270270274,-2.4642327775228825,1.2341090656477944,4.009345794392523,3.68463219227968,0.7889445645657616,0.5278637955518034,1.1355472991968423,3.13296385593582,2.8105530801538356,0.3858587478833333,0.24034277867185444
2020-03-16,0.59,0.59,0.56,0.57,5584000.0,3213480.0,,,,-0.03389830508474578,-0.14925373134328368,-0.2500000000000001,-0.2223738062755799,-2.3447457679210797,-0.5659203980099503,-0.07057256990679095,1.8813209494324044,-0.2744972895704658,-0.19625404832183363,-0.585258416525235,-0.22625104439302401,1.2323274424808268,-0.4531741713980115,-0.2976367258155763
2020-03-17,0.56,0.57,0.53,0.56,3050000.0,1682030.0,,,,-0.01754385964912264,-0.17647058823529405,-0.35632183908045967,-0.22598479612992384,-2.0938095036206055,-0.4537965616045845,-0.453012912482066,-0.9224789848152852,-0.612896614547363,-0.4515954331339549,-0.4765705714676923,-0.5476030381598906,-0.9475105660407034,-0.7180311394351211,-0.4807273777747447
2020-03-18,0.56,0.6,0.54,0.57,4692000.0,2695600.0,,,,0.01785714285714257,-0.13636363636363646,-0.2875000000000001,-0.19491525423728817,-1.7637161436830768,0.538360655737705,1.7865178148284082,-0.8728110599078341,-0.22629458625855647,-0.17716808500167675,0.6025873498094565,1.3875383183248613,-0.91324405628773,-0.3938589610810951,-0.26985386100799796
2020-03-19,0.56,0.56,0.53,0.55,3371000.0,1829760.0,,,,-0.0350877192982455,-0.12698412698412687,-0.32098765432098764,-0.21033740129217515,-1.8115798787456683,-0.28154305200341,-0.41455366446682873,-0.09406073636119328,-0.2432241962798508,-0.39941047928279055,-0.3212049265469654,-0.4956810301583714,-0.3987401460957345,-0.395795033794182,-0.7081085525984562
2020-03-20,0.56,0.6,0.54,0.57,5237400.0,3014896.0,,,,0.036363636363636154,-0.03389830508474578,-0.3132530120481928,-0.16605705925384073,-1.3750334001090867,0.5536636013052507,-0.5928638059701492,2.3797309069789954,0.18041248219825112,0.2944378896879075,0.6477002448408535,-0.6108882765563393,1.3839445482486692,0.015901923904939608,0.027537261734540394
2020-03-23,0.57,0.61,0.56,0.58,1788000.0,1032890.0,,,,0.01754385964912286,0.01754385964912286,-0.2564102564102565,-0.13497390007457122,-1.1508419570445148,-0.6586092335891855,-0.6797994269340975,-0.5616572689384653,-0.6130968114221957,-1.0747136531911146,-0.6574044345144907,-0.6785758741302264,-0.6770109227589269,-0.6619256204616025,-1.2137021118160038
2020-03-24,0.6,0.63,0.58,0.63,2923000.0,1785080.0,,,,0.0862068965517242,0.125,-0.17105263157894735,-0.046177138531415585,-0.39779541542511254,0.6347874720357942,-0.0416393442622951,0.3250226654578423,-0.35141891590392926,-0.584437256332174,0.7282382441499096,0.06126525686224382,0.05696082610961106,-0.394264792998422,-0.6732627178597507
2020-03-25,0.64,0.66,0.62,0.66,3897000.0,2506050.0,,,,0.04761904761904767,0.1578947368421053,-0.1428571428571428,0.00917431192660545,0.08193766483570268,0.3332192952446118,-0.1694373401534527,1.2409430707303049,-0.1421233483975768,-0.24067918381892367,0.40388666054182454,-0.0703182964831578,0.8510133837563152,-0.15100214726786776,-0.25881232541579174
2020-03-26,0.64,0.68,0.64,0.67,1946000.0,1282570.0,,,,0.015151515151515138,0.21818181818181825,-0.10666666666666658,0.033153430994602884,0.3161782700052912,-0.5006415191172697,-0.4227232275289232,-0.6410918480265584,-0.581551369697838,-1.0377775766543034,-0.48821053051615093,-0.2990501486533753,-0.6844644429902036,-0.5738096126190662,-1.0249415440931613
2020-03-27,0.68,0.71,0.67,0.69,5711000.0,3964170.0,,,,0.02985074626865658,0.21052631578947367,-0.028169014084507116,0.0705973622963536,0.7115274536731432,1.9347379239465572,0.09042654752358037,-0.16603387850467288,0.2757133244537493,0.4627839894844446,2.0908020614859226,0.3148612754801492,-0.17664420051301755,0.38111192684810513,0.6405409437514793
2020-03-30,0.65,0.65,0.62,0.63,4272000.0,2714964.0,,,,-0.08695652173913038,0.0862068965517242,-0.11267605633802813,-0.020979020979020935,-0.214223227065862,-0.2519698826825425,1.389261744966443,0.015691868758915817,-0.033453788853228805,-0.05631331424302482,-0.31512422524765593,1.6285122326675636,-0.07790404640768389,-0.03988550615458353,-0.06766209101709589
2020-03-31,0.63,0.66,0.63,0.65,2419000.0,1547440.0,,,,0.031746031746031855,0.031746031746031855,-0.07142857142857129,0.016419077404221882,0.17189304150064064,-0.43375468164794007,-0.17242559014710912,1.0728363324764354,-0.45310606027892586,-0.763360571663235,-0.43003295807973885,-0.13312568624375376,0.8863628052125365,-0.4505378714900814,-0.7612214628313341
2020-04-01,0.65,0.65,0.63,0.64,1047000.0,668460.0,,,,-0.015384615384615441,-0.030303030303030276,-0.0724637681159419,0.004709576138147709,0.0504369482452042,-0.5671765192228193,-0.7313317936874519,-0.657731284733573,-0.7665947925760023,-1.3444350424690634,-0.5680220234710232,-0.7332615071526905,-0.689808305374967,-0.7656694448972906,-1.3412092853806723
2020-04-02,0.63,0.64,0.61,0.63,1307000.0,813210.0,,,,-0.015625,-0.059701492537313494,-0.17105263157894735,-0.007092198581560183,-0.07735719504256916,0.2483285577841452,-0.328365878725591,-0.8211548987411057,-0.7019493765006717,-1.1595666861481753,0.21654250067318914,-0.3659527355232073,-0.8487774217722874,-0.7073005286360277,-1.1596168666659792
2020-04-03,0.63,0.65,0.61,0.64,1453000.0,920760.0,,,,0.015873015873015817,-0.0724637681159419,-0.12328767123287665,0.019108280254777066,0.23944613374192752,0.11170619739862286,-0.7455787077569602,-0.434190031152648,-0.6443181190347553,-0.9947679418577576,0.13225366141587047,-0.767729436426793,-0.5088546556285738,-0.6389307375895332,-0.9981562203463414
2020-04-06,0.64,0.66,0.61,0.63,2893000.0,1812120.0,,,,-0.015625,0.0,-0.059701492537313494,0.010425020048115519,0.14718608318929016,0.9910529938059187,-0.32279962546816476,-0.5184753661784287,-0.2820201694010497,-0.42228738163597257,0.9680698553368956,-0.3325436359377141,-0.5636736629963426,-0.27584558061979403,-0.41415842275058257
2020-04-07,0.62,0.63,0.61,0.61,4337000.0,2682630.0,,,,-0.031746031746031744,-0.06153846153846154,-0.10294117647058831,-0.018503620273531696,-0.2684986443537411,0.4991358451434498,0.7928896238114924,-0.22220229555236726,0.11962710970133261,0.17418080969032723,0.4803820939010661,0.7335922555963397,-0.2784827489752666,0.12463026558496937,0.1827904336175857
2020-04-08,0.61,0.63,0.61,0.63,1604000.0,991140.0,,,,0.032786885245901676,-0.015625,-0.045454545454545525,0.01941747572815533,0.2955610289586265,-0.630159096149412,0.5319961795606494,-0.047405248298216796,-0.5791860929084173,-0.8384756774713034,-0.6305342145581015,0.4827214792208958,-0.12213060957690192,-0.5752694220959704,-0.8400958845833978
2020-04-09,0.64,0.64,0.6,0.61,5105000.0,3160560.0,,,,-0.031746031746031744,-0.031746031746031744,-0.031746031746031744,-0.010543390105434036,-0.16452852070623133,2.182668329177057,2.9058913542463656,-0.1134074331365057,0.340714925400573,0.4920840253627996,2.1888128821357227,2.8865237761463827,-0.12888555694590675,0.3583996761048689,0.5199698320593674
2020-04-14,0.61,0.62,0.61,0.61,1176000.0,719250.0,,,,0.0,-0.046875,0.033898305084745894,-0.008935824532900205,-0.1395935300050052,-0.769637610186092,-0.19064005505849968,-0.9085820895522388,-0.6884784716372363,-0.9939154525164936,-0.7724295694433898,-0.21885181806333898,-0.9071713892993811,-0.6877303761823264,-0.9981027715646876
2020-04-15,0.61,0.63,0.6,0.6,1445675.0,878049.0,,,,-0.016393442622950838,-0.04761904761904767,0.05263157894736836,-0.02676399026763987,-0.4233993679483593,0.2293154761904761,-0.5002851711026616,-0.7411040472779369,-0.5468984084597978,-1.1067001208268947,0.22078415015641295,-0.5154575855903583,-0.7267607080174764,-0.5501459382443248,-1.0956795507321433
2020-04-16,0.61,0.61,0.59,0.61,1040000.0,627150.0,,,,0.016666666666666607,0.0,0.08928571428571419,-0.012944983818770406,-0.2125344129114667,-0.2806128625036748,-0.7602029052340328,-0.659016393442623,-0.6514399259644996,-1.2817203045590742,-0.28574601189683035,-0.766218226143747,-0.6271469593289061,-0.6582440523280315,-1.2572881835794572
2020-04-17,0.62,0.62,0.6,0.62,2407000.0,1479805.0,,,,0.016393442622950838,-0.015873015873015928,0.08771929824561409,-0.0008058017727640143,-0.014218673447676794,1.314423076923077,0.5006234413965087,-0.486999147485081,-0.16516479281077512,-0.3019218855148087,1.3595710755002792,0.4930332748148596,-0.45102945540881434,-0.16973915349194957,-0.30319086221271646
2020-04-20,0.62,0.62,0.6,0.6,2208000.0,1340580.0,,,,-0.032258064516129115,-0.016393442622950838,0.09090909090909083,-0.036918138041733606,-0.6948071419158449,-0.082675529705027,-0.567482859941234,-0.34500148323939483,-0.2025868976684786,-0.36878610715827576,-0.0940833420619609,-0.5758409902042676,-0.26734653725078694,-0.22129372308417594,-0.3903121020556895
2020-04-21,0.6,0.61,0.58,0.58,1484000.0,871550.0,,,,-0.033333333333333326,-0.049180327868852514,0.01754385964912286,-0.07274180655475637,-1.5731057953446892,-0.3278985507246377,0.26190476190476186,-0.7166533012563485,-0.4525608871538561,-0.8075947182597609,-0.3498709513792537,0.21174834897462635,-0.7109187182576115,-0.48644404974236166,-0.8429640845470422
2020-04-22,0.58,0.62,0.58,0.62,2010000.0,1213570.0,,,,0.06896551724137945,0.03333333333333344,0.06896551724137945,-0.009584664536741228,-0.21440089070590493,0.35444743935309964,0.39035398689193634,0.12416107382550345,-0.2033716008911537,-0.36159767628156153,0.3924272847226207,0.38212104335862795,0.1749266620840555,-0.2367106952582687,-0.3986041561549338
2020-04-23,0.62,0.62,0.6,0.6,875000.0,532540.0,,,,-0.032258064516129115,-0.016393442622950838,-0.04761904761904767,-0.04458598726114649,-1.0821594995147341,-0.5646766169154229,-0.15865384615384615,-0.7006500171057133,-0.6547279823733703,-1.1735325891840567,-0.5611790007992947,-0.15085705174200748,-0.7016716337643131,-0.6669450567539281,-1.135190439511856
2020-04-24,0.6,0.62,0.6,0.61,775000.0,470980.0,,,,0.016666666666666607,-0.016129032258064502,-0.0757575757575758,-0.026336791699920092,-0.6200388379247934,-0.11428571428571432,-0.6780224345658497,-0.8011290736463946,-0.6813104514237456,-1.1365890556174523,-0.11559695046381491,-0.6817283358280314,-0.8120628080046288,-0.6934379394405519,-1.1009306357709254
2020-04-27,0.61,0.62,0.59,0.6,1624000.0,977550.0,,,,-0.016393442622950838,0.0,-0.10447761194029859,-0.038461538461538325,-0.9364417103712889,1.0954838709677421,-0.26449275362318836,-0.16546762589928055,-0.2863840069164506,-0.44647623388212604,1.0755658414370037,-0.27080069820525443,-0.23781937827954813,-0.31857862562630923,-0.4724549349929077
