run_at,trade_date,sample_date,used_sample_date,used_live_bar_date,date_status,feature_status,snapshot_time,cutoff_time,source_used,core_complete,missing_core_fields,requires_price_snapshot,requires_intraday_bars,requires_bid_ask,uses_historical_context,requires_realtime_context,context_status,context_mode,context_snapshot_time,required_context_features,missing_context_features,unsupported_realtime_features,stock_code,artifact_name,entry_policy,entry_vwap_premium_bps,entry_signal,close,daily_vwap,amount,volume,pct_chg,n_intraday_bars,hit_score,threshold,score_margin,signal_raw_score_pass,signal,missing_column_count,missing_feature_count,strict_features,samples,intraday_bars,reject_reason,error
2026-05-13T14:54:22,2026-05-13,2026-05-13,2026-05-13,2026-05-13,exact_trade_date,live_overlay_partial,2026-05-13 14:51:40,14:55,sina,True,,True,True,False,True,True,partial,estimated_asof_cutoff,2026-05-13 14:51:06,"sector_amount,sector_amount_shock20,sector_amount_z20,sector_close,sector_high,sector_low,sector_ma20_gap,sector_ma60_gap,sector_open,sector_range_pct,sector_range_z20,sector_ret1,sector_ret20,sector_ret5,sector_ret60,sector_vol20,sector_volume,sector_volume_shock20,sector_volume_z20",sector_range_z20,,002270.SZ,nextday_all_days_close_profit_extra_trees_all_no_ak_v1,all_days,50.0,True,26.04,26.055713473813203,,31182546.0,,320,0.49858061844885526,0.48698807438464276,0.011592544064212507,True,False,0,17,False,/root/stock_realtime_v021_full/saved_data/002270_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/002270_pipeline_out/00_base/raw_cache/002270_5m_raw.csv,missing_required_realtime_context;filled_features_gt_5;amount_lt_5e+07,
2026-05-13T14:54:42,2026-05-13,2026-05-13,2026-05-13,2026-05-13,exact_trade_date,live_overlay_partial,2026-05-13 14:51:40,14:55,sina,True,,True,True,False,True,True,partial,estimated_asof_cutoff,2026-05-13 14:51:06,"sector_amount,sector_amount_shock20,sector_amount_z20,sector_close,sector_high,sector_low,sector_ma20_gap,sector_ma60_gap,sector_open,sector_range_pct,sector_range_z20,sector_ret1,sector_ret20,sector_ret5,sector_ret60,sector_vol20,sector_volume,sector_volume_shock20,sector_volume_z20",sector_range_z20,,002311.SZ,nextday_all_days_close_profit_random_forest_reversal_fundamental_regime_sector_v1,all_days,50.0,True,45.63,45.17235092739879,,15373214.0,,320,0.43774767233678524,0.4536741122166454,-0.015926439879860144,False,False,0,17,False,/root/stock_realtime_v021_full/saved_data/002311_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/002311_pipeline_out/00_base/raw_cache/002311_5m_raw.csv,missing_required_realtime_context;filled_features_gt_5;amount_lt_5e+07;score_below_threshold,
2026-05-13T14:54:43,2026-05-13,2026-05-13,2026-05-13,2026-05-13,exact_trade_date,live_overlay_partial,2026-05-13 14:51:40,14:55,sina,True,,True,True,False,True,False,not_required,not_required,,,,,002311.SZ,nextday_all_days_hit80_lgbm_leaves15_reversal_fundamental_regime_v1,all_days,50.0,True,45.63,45.17235092739879,,15373214.0,,320,0.5923301313488083,0.6645851008948153,-0.07225496954600696,False,False,0,17,False,/root/stock_realtime_v021_full/saved_data/002311_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/002311_pipeline_out/00_base/raw_cache/002311_5m_raw.csv,filled_features_gt_5;amount_lt_5e+07;score_below_threshold,
2026-05-13T14:54:44,2026-05-13,2026-05-13,2026-05-13,2026-05-13,exact_trade_date,live_overlay_partial,2026-05-13 14:51:40,14:55,sina,True,,True,True,False,True,True,partial,estimated_asof_cutoff,2026-05-13 14:51:06,"sector_amount,sector_amount_shock20,sector_amount_z20,sector_close,sector_high,sector_low,sector_ma20_gap,sector_ma60_gap,sector_open,sector_range_pct,sector_range_z20,sector_ret1,sector_ret20,sector_ret5,sector_ret60,sector_vol20,sector_volume,sector_volume_shock20,sector_volume_z20",sector_range_z20,,002311.SZ,nextday_vwap_low_close_profit_xgb_d3_600_reversal_fundamental_regime_sector_v1,vwap_low,50.0,False,45.63,45.17235092739879,,15373214.0,,320,0.5596847534179688,0.5425019145011902,0.01718283891677852,True,False,0,17,False,/root/stock_realtime_v021_full/saved_data/002311_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/002311_pipeline_out/00_base/raw_cache/002311_5m_raw.csv,missing_required_realtime_context;filled_features_gt_5;amount_lt_5e+07;entry_signal_false,
2026-05-13T14:54:45,2026-05-13,2026-05-13,2026-05-13,2026-05-13,exact_trade_date,live_overlay_partial,2026-05-13 14:51:40,14:55,sina,True,,True,True,False,True,False,not_required,not_required,,,,,002311.SZ,nextday_vwap_low_hit80_lgbm_leaves15_reversal_fundamental_regime_v1,vwap_low,50.0,False,45.63,45.17235092739879,,15373214.0,,320,0.5887897602491224,0.6155409333972607,-0.02675117314813824,False,False,0,17,False,/root/stock_realtime_v021_full/saved_data/002311_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/002311_pipeline_out/00_base/raw_cache/002311_5m_raw.csv,filled_features_gt_5;amount_lt_5e+07;entry_signal_false;score_below_threshold,
2026-05-13T14:55:06,2026-05-13,2026-05-13,2026-05-13,2026-05-13,exact_trade_date,live_overlay_partial,2026-05-13 14:51:40,14:55,sina,True,,True,True,False,True,True,partial,estimated_asof_cutoff,2026-05-13 14:51:06,"sector_amount,sector_amount_shock20,sector_amount_z20,sector_close,sector_high,sector_low,sector_ma20_gap,sector_ma60_gap,sector_open,sector_range_pct,sector_range_z20,sector_ret1,sector_ret20,sector_ret5,sector_ret60,sector_vol20,sector_volume,sector_volume_shock20,sector_volume_z20",sector_range_z20,,002714.SZ,nextday_vwap_low_close_profit_random_forest_reversal_fundamental_regime_sector_v1,vwap_low,50.0,True,42.36,42.44789773343499,,37287084.0,,320,0.5045721446517137,0.4614914878625146,0.043080656789199145,True,False,0,19,False,/root/stock_realtime_v021_full/saved_data/002714_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/002714_pipeline_out/00_base/raw_cache/002714_5m_raw.csv,missing_required_realtime_context;filled_features_gt_5;amount_lt_5e+07,
2026-05-13T14:55:27,2026-05-13,2026-05-13,2026-05-13,2026-05-13,exact_trade_date,live_overlay_partial,2026-05-13 14:51:40,14:55,sina,True,,True,True,False,True,True,partial,estimated_asof_cutoff,2026-05-13 14:51:06,"sector_amount,sector_amount_shock20,sector_amount_z20,sector_close,sector_high,sector_low,sector_ma20_gap,sector_ma60_gap,sector_open,sector_range_pct,sector_range_z20,sector_ret1,sector_ret20,sector_ret5,sector_ret60,sector_vol20,sector_volume,sector_volume_shock20,sector_volume_z20",sector_range_z20,,600096.SH,nextday_all_days_close_profit_xgb_d4_reversal_fundamental_regime_sector_v1,all_days,50.0,True,34.44,34.402987937592705,,32880004.0,,320,0.5791104435920715,0.4716151773929596,0.10749526619911193,True,False,0,17,False,/root/stock_realtime_v021_full/saved_data/600096_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/600096_pipeline_out/00_base/raw_cache/600096_5m_raw.csv,missing_required_realtime_context;filled_features_gt_5;amount_lt_5e+07,
2026-05-13T14:55:28,2026-05-13,2026-05-13,2026-05-13,2026-05-13,exact_trade_date,live_overlay_partial,2026-05-13 14:51:40,14:55,sina,True,,True,True,False,True,False,not_required,not_required,,,,,600096.SH,nextday_all_days_hit80_xgb_d3_400_reversal_fundamental_regime_v1,all_days,50.0,True,34.44,34.402987937592705,,32880004.0,,320,0.317590594291687,0.5807473361492156,-0.2631567418575286,False,False,0,17,False,/root/stock_realtime_v021_full/saved_data/600096_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/600096_pipeline_out/00_base/raw_cache/600096_5m_raw.csv,filled_features_gt_5;amount_lt_5e+07;score_below_threshold,
2026-05-13T14:55:29,2026-05-13,2026-05-13,2026-05-13,2026-05-13,exact_trade_date,live_overlay_partial,2026-05-13 14:51:40,14:55,sina,True,,True,True,False,True,True,partial,estimated_asof_cutoff,2026-05-13 14:51:06,"sector_amount,sector_amount_shock20,sector_amount_z20,sector_close,sector_high,sector_low,sector_ma20_gap,sector_ma60_gap,sector_open,sector_range_pct,sector_range_z20,sector_ret1,sector_ret20,sector_ret5,sector_ret60,sector_vol20,sector_volume,sector_volume_shock20,sector_volume_z20",sector_range_z20,,600096.SH,nextday_vwap_low_close_profit_xgb_d4_reversal_fundamental_regime_sector_v1,vwap_low,50.0,True,34.44,34.402987937592705,,32880004.0,,320,0.5447151064872742,0.4717293083667755,0.07298579812049866,True,False,0,17,False,/root/stock_realtime_v021_full/saved_data/600096_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/600096_pipeline_out/00_base/raw_cache/600096_5m_raw.csv,missing_required_realtime_context;filled_features_gt_5;amount_lt_5e+07,
2026-05-13T14:55:50,2026-05-13,2026-05-13,2026-05-13,2026-05-13,exact_trade_date,live_overlay_partial,2026-05-13 14:51:40,14:55,sina,True,,True,True,False,True,True,partial,estimated_asof_cutoff,2026-05-13 14:51:06,"sector_amount,sector_amount_shock20,sector_amount_z20,sector_close,sector_high,sector_low,sector_ma20_gap,sector_ma60_gap,sector_open,sector_range_pct,sector_range_z20,sector_ret1,sector_ret20,sector_ret5,sector_ret60,sector_vol20,sector_volume,sector_volume_shock20,sector_volume_z20",sector_range_z20,,600276.SH,nextday_all_days_hit80_extra_trees_reversal_fundamental_regime_sector_v1,all_days,50.0,True,55.85,56.1462818315113,,128016267.0,,320,0.48499060802792865,0.4767518148075813,0.008238793220347373,True,False,0,17,False,/root/stock_realtime_v021_full/saved_data/600276_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/600276_pipeline_out/00_base/raw_cache/600276_5m_raw.csv,missing_required_realtime_context;filled_features_gt_5;amount_lt_5e+07,
2026-05-13T14:56:11,2026-05-13,2026-05-13,2026-05-13,2026-05-13,exact_trade_date,live_overlay_partial,2026-05-13 14:51:40,14:55,sina,True,,True,True,False,True,True,partial,estimated_asof_cutoff,2026-05-13 14:51:06,"sector_amount,sector_amount_shock20,sector_amount_z20,sector_close,sector_high,sector_low,sector_ma20_gap,sector_ma60_gap,sector_open,sector_range_pct,sector_range_z20,sector_ret1,sector_ret20,sector_ret5,sector_ret60,sector_vol20,sector_volume,sector_volume_shock20,sector_volume_z20",sector_range_z20,,600312.SH,nextday_all_days_close_profit_xgb_d3_400_reversal_fundamental_regime_sector_v1,all_days,50.0,True,23.41,23.28594499456837,,43608457.0,,320,0.5130111575126648,0.48655157685279854,0.026459580659866255,True,False,0,17,False,/root/stock_realtime_v021_full/saved_data/600312_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/600312_pipeline_out/00_base/raw_cache/600312_5m_raw.csv,missing_required_realtime_context;filled_features_gt_5;amount_lt_5e+07,
2026-05-13T14:56:12,2026-05-13,2026-05-13,2026-05-13,2026-05-13,exact_trade_date,live_overlay_partial,2026-05-13 14:51:40,14:55,sina,True,,True,True,False,True,False,not_required,not_required,,,,,600312.SH,nextday_all_days_close_profit_xgb_d3_600_reversal_fundamental_regime_v1,all_days,50.0,True,23.41,23.28594499456837,,43608457.0,,320,0.4516904354095459,0.4884474158287048,-0.036756980419158924,False,False,0,17,False,/root/stock_realtime_v021_full/saved_data/600312_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/600312_pipeline_out/00_base/raw_cache/600312_5m_raw.csv,filled_features_gt_5;amount_lt_5e+07;score_below_threshold,
2026-05-13T14:56:13,2026-05-13,2026-05-13,2026-05-13,2026-05-13,exact_trade_date,live_overlay_partial,2026-05-13 14:51:40,14:55,sina,True,,True,True,False,True,False,not_required,not_required,,,,,600312.SH,nextday_vwap_low_close_profit_xgb_d3_600_reversal_fundamental_regime_v1,vwap_low,50.0,False,23.41,23.28594499456837,,43608457.0,,320,0.42533740401268005,0.5108808517456055,-0.08554344773292544,False,False,0,17,False,/root/stock_realtime_v021_full/saved_data/600312_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/600312_pipeline_out/00_base/raw_cache/600312_5m_raw.csv,filled_features_gt_5;amount_lt_5e+07;entry_signal_false;score_below_threshold,
