run_at,trade_date,sample_date,used_sample_date,used_live_bar_date,date_status,feature_status,snapshot_time,cutoff_time,source_used,core_complete,missing_core_fields,requires_price_snapshot,requires_intraday_bars,requires_bid_ask,uses_historical_context,requires_realtime_context,context_status,context_mode,context_snapshot_time,required_context_features,missing_context_features,unsupported_realtime_features,stock_code,artifact_name,entry_policy,entry_vwap_premium_bps,entry_signal,close,daily_vwap,amount,volume,pct_chg,n_intraday_bars,hit_score,threshold,score_margin,signal_raw_score_pass,signal,missing_column_count,missing_feature_count,strict_features,samples,intraday_bars,reject_reason
2026-05-13T23:06:07,2026-05-13,2026-05-13,2026-05-13,2026-05-13,exact_trade_date,live_overlay_partial,2026-05-13 14:51:40,14:55,sina,True,,True,True,False,True,False,not_required,not_required,,,,,601985.SH,nextday_all_days_close_profit_extra_trees_reversal_fundamental_regime_v1,all_days,50.0,True,9.25,9.256847058631687,1389666012.0,150123039.0,0.0021668472372697867,320,0.47526013686100793,0.49687859792794065,-0.021618461066932715,False,False,0,3,False,/root/stock_realtime_v021_full/saved_data/601985_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/601985_pipeline_out/00_base/raw_cache/601985_5m_raw.csv,score_below_threshold
