stock_code,raw_code,sector_symbol,external,feature_pipeline,only_stages,pipeline_out,n_artifacts,artifact_names,source_notes
002270.SZ,002270,电网设备,,"fundamental,sector","update_data,samples,fundamental,sector",/root/workspace/stock_realtime_v021_full/saved_data/002270_pipeline_out,1,nextday_all_days_close_profit_extra_trees_all_no_ak_v1,"pipeline_summary,context_config_sector"
002311.SZ,002311,农产品加工,hog,"fundamental,sector","update_data,samples,fundamental,sector,external",/root/workspace/stock_realtime_v021_full/saved_data/002311_pipeline_out,1,nextday_vwap_low_close_profit_xgb_d3_600_reversal_fundamental_regime_sector_hog_v1,"pipeline_summary,context_config_sector,external=hog"
002714.SZ,002714,养殖业,muyuan_hk,"fundamental,sector","update_data,samples,fundamental,sector,external",/root/workspace/stock_realtime_v021_full/saved_data/002714_pipeline_out,1,nextday_vwap_low_close_profit_random_forest_reversal_fundamental_regime_sector_muyuan_hk_v1,"pipeline_summary,context_config_sector,external=muyuan_hk"
600276.SH,600276,化学制药,,"fundamental,sector","update_data,samples,fundamental,sector",/root/workspace/stock_realtime_v021_full/saved_data/600276_pipeline_out,1,nextday_all_days_hit80_extra_trees_reversal_fundamental_regime_sector_v1,"pipeline_summary,context_config_sector"
600312.SH,600312,电网设备,,"fundamental,sector","update_data,samples,fundamental,sector",/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out,1,nextday_all_days_close_profit_xgb_d3_reversal_fundamental_regime_v1,"pipeline_summary,context_config_sector"
601899.SH,601899,贵金属,zijin_external,"fundamental,sector","update_data,samples,fundamental,sector,external",/root/workspace/stock_realtime_v021_full/saved_data/601899_pipeline_out,2,"nextday_vwap_low_close_profit_extra_trees_reversal_fundamental_regime_sector_zijin_v1,nextday_all_days_close_profit_xgb_d3_reversal_fundamental_regime_sector_v1","pipeline_summary,context_config_sector,external=zijin_external"
