stock_code,status,returncode,elapsed_seconds,sector_symbol,external,pipeline_out,command,error
002270.SZ,ok,0,52.65,电网设备,,/root/workspace/stock_realtime_v021_full/saved_data/002270_pipeline_out,"/usr/bin/python3 pipelines/run_nextday_pipeline.py --symbol 002270.SZ --sector-symbol 电网设备 --end-date 2026-05-12 --feature-pipeline fundamental,sector --only-stages update_data,samples,fundamental,sector --cache-mode incremental --feature-cache-mode incremental",
002311.SZ,ok,0,49.25,农产品加工,hog,/root/workspace/stock_realtime_v021_full/saved_data/002311_pipeline_out,"/usr/bin/python3 pipelines/run_nextday_pipeline.py --symbol 002311.SZ --sector-symbol 农产品加工 --end-date 2026-05-12 --feature-pipeline fundamental,sector --only-stages update_data,samples,fundamental,sector,external --external hog --cache-mode incremental --feature-cache-mode incremental",
002714.SZ,ok,0,37.65,养殖业,muyuan_hk,/root/workspace/stock_realtime_v021_full/saved_data/002714_pipeline_out,"/usr/bin/python3 pipelines/run_nextday_pipeline.py --symbol 002714.SZ --sector-symbol 养殖业 --end-date 2026-05-12 --feature-pipeline fundamental,sector --only-stages update_data,samples,fundamental,sector,external --external muyuan_hk --cache-mode incremental --feature-cache-mode incremental",
600276.SH,ok,0,53.65,化学制药,,/root/workspace/stock_realtime_v021_full/saved_data/600276_pipeline_out,"/usr/bin/python3 pipelines/run_nextday_pipeline.py --symbol 600276.SH --sector-symbol 化学制药 --end-date 2026-05-12 --feature-pipeline fundamental,sector --only-stages update_data,samples,fundamental,sector --cache-mode incremental --feature-cache-mode incremental",
600312.SH,ok,0,54.45,电网设备,,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out,"/usr/bin/python3 pipelines/run_nextday_pipeline.py --symbol 600312.SH --sector-symbol 电网设备 --end-date 2026-05-12 --feature-pipeline fundamental,sector --only-stages update_data,samples,fundamental,sector --cache-mode incremental --feature-cache-mode incremental",
601899.SH,ok,0,45.47,贵金属,zijin_external,/root/workspace/stock_realtime_v021_full/saved_data/601899_pipeline_out,"/usr/bin/python3 pipelines/run_nextday_pipeline.py --symbol 601899.SH --sector-symbol 贵金属 --end-date 2026-05-12 --feature-pipeline fundamental,sector --only-stages update_data,samples,fundamental,sector,external --external zijin_external --cache-mode incremental --feature-cache-mode incremental",
