date,open,high,low,close,volume,amount
2026-05-04,41.0,41.72,40.46,41.06,1017502.0,41511081.0
2026-05-05,41.06,41.32,40.5,40.88,371312.0,15152882.0
2026-05-06,41.0,41.98,39.52,41.34,8213000.0,332867726.0
2026-05-07,41.34,43.94,41.32,43.94,4222100.0,180045301.0
2026-05-08,43.9,43.9,41.56,41.78,2580236.0,108266965.0
