date,open,high,low,close,volume,amount
2026-05-04,9.8,9.97,9.58,9.6,19711718.0,190227347.0
2026-05-05,9.6,9.67,9.38,9.57,15616551.0,148762587.0
2026-05-06,9.59,9.85,9.59,9.83,29553410.0,288802454.0
2026-05-07,10.02,10.07,9.9,9.94,48092083.0,479263075.0
2026-05-08,9.9,10.01,9.76,9.8,37803794.0,373251764.0
