date,open,high,low,close,volume,amount
2026-05-04,1.3,1.3,1.28,1.29,661000.0,854920.0
2026-05-05,1.28,1.3,1.25,1.3,3441000.0,4401190.0
2026-05-06,1.3,1.34,1.28,1.32,14573000.0,19239115.0
2026-05-07,1.32,1.34,1.31,1.32,5432000.0,7190590.0
2026-05-08,1.33,1.39,1.3,1.36,16300902.0,22146770.0
