date,close,peTTM,pbMRQ,psTTM,pcfNcfTTM,pubDate,statDate,profit_roeAvg,profit_npMargin,profit_gpMargin,profit_netProfit,profit_epsTTM,profit_MBRevenue,profit_totalShare,profit_liqaShare,used_pubDate,effective_date,operation_NRTurnRatio,operation_NRTurnDays,operation_INVTurnRatio,operation_INVTurnDays,operation_CATurnRatio,operation_AssetTurnRatio,growth_YOYEquity,growth_YOYAsset,growth_YOYNI,growth_YOYEPSBasic,growth_YOYPNI,solvency_currentRatio,solvency_quickRatio,solvency_cashRatio,solvency_YOYLiability,solvency_liabilityToAsset,solvency_assetToEquity,cashflow_CAToAsset,cashflow_NCAToAsset,cashflow_tangibleAssetToAsset,cashflow_ebitToInterest,cashflow_CFOToOR,cashflow_CFOToNP,cashflow_CFOToGr,dupont_dupontROE,dupont_dupontAssetStoEquity,dupont_dupontAssetTurn,dupont_dupontPnitoni,dupont_dupontNitogr,dupont_dupontTaxBurden,dupont_dupontIntburden,dupont_dupontEbittogr,fund_days_since_effective,ak_fund_收盘价,ak_fund_涨跌幅,ak_fund_主力净流入-净额,ak_fund_主力净流入-净占比,ak_fund_超大单净流入-净额,ak_fund_超大单净流入-净占比,ak_fund_大单净流入-净额,ak_fund_大单净流入-净占比,ak_fund_中单净流入-净额,ak_fund_中单净流入-净占比,ak_fund_小单净流入-净额,ak_fund_小单净流入-净占比,peTTM_rank252,pbMRQ_rank252,psTTM_rank252,pcfNcfTTM_rank252,profit_roeAvg_chg4q,profit_npMargin_chg4q,profit_gpMargin_chg4q,profit_netProfit_chg4q,profit_epsTTM_chg4q,profit_MBRevenue_chg4q,profit_totalShare_chg4q,profit_liqaShare_chg4q,growth_YOYEquity_chg4q,growth_YOYAsset_chg4q,growth_YOYNI_chg4q,growth_YOYEPSBasic_chg4q,growth_YOYPNI_chg4q,solvency_currentRatio_chg4q,solvency_quickRatio_chg4q,solvency_cashRatio_chg4q,solvency_YOYLiability_chg4q,solvency_liabilityToAsset_chg4q,solvency_assetToEquity_chg4q,cashflow_CAToAsset_chg4q,cashflow_NCAToAsset_chg4q,cashflow_tangibleAssetToAsset_chg4q,cashflow_ebitToInterest_chg4q,cashflow_CFOToOR_chg4q,cashflow_CFOToNP_chg4q,cashflow_CFOToGr_chg4q,dupont_dupontROE_chg4q,dupont_dupontAssetStoEquity_chg4q,dupont_dupontAssetTurn_chg4q,dupont_dupontPnitoni_chg4q,dupont_dupontNitogr_chg4q,dupont_dupontTaxBurden_chg4q,dupont_dupontIntburden_chg4q,dupont_dupontEbittogr_chg4q,ak_fund_收盘价_sum5,ak_fund_收盘价_sum10,ak_fund_涨跌幅_sum5,ak_fund_涨跌幅_sum10,ak_fund_主力净流入-净额_sum5,ak_fund_主力净流入-净额_sum10,ak_fund_主力净流入-净占比_sum5,ak_fund_主力净流入-净占比_sum10,ak_fund_超大单净流入-净额_sum5,ak_fund_超大单净流入-净额_sum10,ak_fund_超大单净流入-净占比_sum5,ak_fund_超大单净流入-净占比_sum10,ak_fund_大单净流入-净额_sum5,ak_fund_大单净流入-净额_sum10,ak_fund_大单净流入-净占比_sum5,ak_fund_大单净流入-净占比_sum10,ak_fund_中单净流入-净额_sum5,ak_fund_中单净流入-净额_sum10,ak_fund_中单净流入-净占比_sum5,ak_fund_中单净流入-净占比_sum10,ak_fund_小单净流入-净额_sum5,ak_fund_小单净流入-净额_sum10,ak_fund_小单净流入-净占比_sum5,ak_fund_小单净流入-净占比_sum10
2020-01-02,59.64177728,79.326139,16.748957,17.704035,-821.766772,2019-10-25,2019-09-30,0.174196,0.220318,0.871792,3733291522.25,1.10531,,4422814197.0,4403915003.0,True,2019-10-26,3.325997,81.178661,1.813407,148.891003,0.856209,0.701454,0.24781,0.247654,0.264194,0.272727,0.282622,8.394254,7.861442,1.543893,0.252128,0.103946,1.116005,0.828893,0.171107,0.869591,,0.153915,0.698606,0.153915,0.174196,1.126691,0.701454,1.000429,0.220318,0.8481,1.024997,0.253442,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,58.46499495,77.760967,16.418486,17.354719,-805.552624,2019-10-25,2019-09-30,0.174196,0.220318,0.871792,3733291522.25,1.10531,,4422814197.0,4403915003.0,True,2019-10-26,3.325997,81.178661,1.813407,148.891003,0.856209,0.701454,0.24781,0.247654,0.264194,0.272727,0.282622,8.394254,7.861442,1.543893,0.252128,0.103946,1.116005,0.828893,0.171107,0.869591,,0.153915,0.698606,0.153915,0.174196,1.126691,0.701454,1.000429,0.220318,0.8481,1.024997,0.253442,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-06,57.19978389,76.078182,16.063182,16.979155,-788.120071,2019-10-25,2019-09-30,0.174196,0.220318,0.871792,3733291522.25,1.10531,,4422814197.0,4403915003.0,True,2019-10-26,3.325997,81.178661,1.813407,148.891003,0.856209,0.701454,0.24781,0.247654,0.264194,0.272727,0.282622,8.394254,7.861442,1.543893,0.252128,0.103946,1.116005,0.828893,0.171107,0.869591,,0.153915,0.698606,0.153915,0.174196,1.126691,0.701454,1.000429,0.220318,0.8481,1.024997,0.253442,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07,57.73035627,76.783866,16.21218,17.136649,-795.430496,2019-10-25,2019-09-30,0.174196,0.220318,0.871792,3733291522.25,1.10531,,4422814197.0,4403915003.0,True,2019-10-26,3.325997,81.178661,1.813407,148.891003,0.856209,0.701454,0.24781,0.247654,0.264194,0.272727,0.282622,8.394254,7.861442,1.543893,0.252128,0.103946,1.116005,0.828893,0.171107,0.869591,,0.153915,0.698606,0.153915,0.174196,1.126691,0.701454,1.000429,0.220318,0.8481,1.024997,0.253442,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-08,57.60111428,76.611969,16.175886,17.098285,-793.649752,2019-10-25,2019-09-30,0.174196,0.220318,0.871792,3733291522.25,1.10531,,4422814197.0,4403915003.0,True,2019-10-26,3.325997,81.178661,1.813407,148.891003,0.856209,0.701454,0.24781,0.247654,0.264194,0.272727,0.282622,8.394254,7.861442,1.543893,0.252128,0.103946,1.116005,0.828893,0.171107,0.869591,,0.153915,0.698606,0.153915,0.174196,1.126691,0.701454,1.000429,0.220318,0.8481,1.024997,0.253442,74,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09,59.09760048,78.60236,16.596138,17.542502,-814.2689,2019-10-25,2019-09-30,0.174196,0.220318,0.871792,3733291522.25,1.10531,,4422814197.0,4403915003.0,True,2019-10-26,3.325997,81.178661,1.813407,148.891003,0.856209,0.701454,0.24781,0.247654,0.264194,0.272727,0.282622,8.394254,7.861442,1.543893,0.252128,0.103946,1.116005,0.828893,0.171107,0.869591,,0.153915,0.698606,0.153915,0.174196,1.126691,0.701454,1.000429,0.220318,0.8481,1.024997,0.253442,75,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-10,59.5193375,79.163289,16.714573,17.66769,-820.079751,2019-10-25,2019-09-30,0.174196,0.220318,0.871792,3733291522.25,1.10531,,4422814197.0,4403915003.0,True,2019-10-26,3.325997,81.178661,1.813407,148.891003,0.856209,0.701454,0.24781,0.247654,0.264194,0.272727,0.282622,8.394254,7.861442,1.543893,0.252128,0.103946,1.116005,0.828893,0.171107,0.869591,,0.153915,0.698606,0.153915,0.174196,1.126691,0.701454,1.000429,0.220318,0.8481,1.024997,0.253442,76,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-13,59.75061264,79.470894,16.779521,17.736341,-823.266346,2019-10-25,2019-09-30,0.174196,0.220318,0.871792,3733291522.25,1.10531,,4422814197.0,4403915003.0,True,2019-10-26,3.325997,81.178661,1.813407,148.891003,0.856209,0.701454,0.24781,0.247654,0.264194,0.272727,0.282622,8.394254,7.861442,1.543893,0.252128,0.103946,1.116005,0.828893,0.171107,0.869591,,0.153915,0.698606,0.153915,0.174196,1.126691,0.701454,1.000429,0.220318,0.8481,1.024997,0.253442,79,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-14,58.84591871,78.267613,16.525459,17.467792,-810.801134,2019-10-25,2019-09-30,0.174196,0.220318,0.871792,3733291522.25,1.10531,,4422814197.0,4403915003.0,True,2019-10-26,3.325997,81.178661,1.813407,148.891003,0.856209,0.701454,0.24781,0.247654,0.264194,0.272727,0.282622,8.394254,7.861442,1.543893,0.252128,0.103946,1.116005,0.828893,0.171107,0.869591,,0.153915,0.698606,0.153915,0.174196,1.126691,0.701454,1.000429,0.220318,0.8481,1.024997,0.253442,80,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-15,59.13161153,78.647596,16.605689,17.552597,-814.737517,2019-10-25,2019-09-30,0.174196,0.220318,0.871792,3733291522.25,1.10531,,4422814197.0,4403915003.0,True,2019-10-26,3.325997,81.178661,1.813407,148.891003,0.856209,0.701454,0.24781,0.247654,0.264194,0.272727,0.282622,8.394254,7.861442,1.543893,0.252128,0.103946,1.116005,0.828893,0.171107,0.869591,,0.153915,0.698606,0.153915,0.174196,1.126691,0.701454,1.000429,0.220318,0.8481,1.024997,0.253442,81,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
