date,ak_fund_收盘价,ak_fund_涨跌幅,ak_fund_主力净流入-净额,ak_fund_主力净流入-净占比,ak_fund_超大单净流入-净额,ak_fund_超大单净流入-净占比,ak_fund_大单净流入-净额,ak_fund_大单净流入-净占比,ak_fund_中单净流入-净额,ak_fund_中单净流入-净占比,ak_fund_小单净流入-净额,ak_fund_小单净流入-净占比
2025-11-07,61.58,-1.35,-167541287.0,-10.03,-66721239.0,-3.99,-100820048.0,-6.03,64338496.0,3.85,103202768.0,6.18
2025-11-10,61.83,0.41,-81573232.0,-3.35,-39359216.0,-1.62,-42214016.0,-1.74,93505872.0,3.84,-11932640.0,-0.49
2025-11-11,61.06,-1.25,-93053067.0,-5.51,-99853323.0,-5.92,6800256.0,0.4,38965536.0,2.31,54087552.0,3.21
2025-11-12,62.1,1.7,274474224.0,8.57,89389616.0,2.79,185084608.0,5.78,-60981936.0,-1.9,-213492272.0,-6.66
2025-11-13,63.56,2.35,220347728.0,6.86,214378976.0,6.67,5968752.0,0.19,12973520.0,0.4,-233321248.0,-7.26
2025-11-14,62.9,-1.04,-68395301.0,-3.38,-59881205.0,-2.96,-8514096.0,-0.42,19676720.0,0.97,48718576.0,2.41
2025-11-17,61.8,-1.75,-308077241.0,-15.78,-169670985.0,-8.69,-138406256.0,-7.09,71361184.0,3.65,236716064.0,12.12
2025-11-18,61.78,-0.03,-29739006.0,-2.19,-48937998.0,-3.6,19198992.0,1.41,-15101536.0,-1.11,44840560.0,3.3
2025-11-19,61.11,-1.08,-66945169.0,-5.17,-54089121.0,-4.18,-12856048.0,-0.99,-97417120.0,-7.52,164362286.0,12.69
2025-11-20,60.63,-0.79,-115547256.0,-7.48,-93943880.0,-6.08,-21603376.0,-1.4,-67715632.0,-4.39,183262880.0,11.87
2025-11-21,59.5,-1.86,-344204720.0,-12.85,-236229728.0,-8.82,-107974992.0,-4.03,66563568.0,2.48,277641136.0,10.36
2025-11-24,60.66,1.95,136945067.0,6.57,33038923.0,1.59,103906144.0,4.99,-2663312.0,-0.13,-134281760.0,-6.45
2025-11-25,60.88,0.36,113687788.0,7.01,50549788.0,3.12,63138000.0,3.9,-30126432.0,-1.86,-83561344.0,-5.16
2025-11-26,62.36,2.43,230650087.0,8.42,147787015.0,5.39,82863072.0,3.02,-51151792.0,-1.87,-179498288.0,-6.55
2025-11-27,62.09,-0.43,-75274431.0,-4.69,-35619935.0,-2.22,-39654496.0,-2.47,36536016.0,2.28,38738400.0,2.41
2025-11-28,62.08,-0.02,-13181339.0,-1.05,-54318555.0,-4.32,41137216.0,3.27,-6313344.0,-0.5,19494672.0,1.55
2025-12-01,61.94,-0.23,-805499.0,-0.05,19807237.0,1.26,-20612736.0,-1.31,-83074000.0,-5.3,83879504.0,5.35
2025-12-02,61.12,-1.32,-58506484.0,-5.24,-49414732.0,-4.43,-9091752.0,-0.81,5894304.0,0.53,52612160.0,4.71
2025-12-03,60.97,-0.25,29990874.0,2.48,-37730246.0,-3.11,67721120.0,5.59,-71705104.0,-5.92,41714224.0,3.44
