tier,pipeline,stock_code,entry_policy,feature_group,model_name,target_hit_bps,trades,win_rate,avg_return,median_return,compound_return,max_drawdown,profit_factor,rank_score,quality_score,sample_file,intraday_bars,leaderboard_file
C_watch,600919_pipeline_out_v2_new27_full,600919.SH,all_days,reversal_fundamental_regime,extra_trees_600_d3,50.0,66,0.5909090909090909,0.0033904162578764,0.0038219140362302,0.2455455607071166,-0.04187750155539,2.294033195360332,0.0170744964978425,53.4726289429434,/root/stock_realtime_v021_full/saved_data/600919_pipeline_out_v2_new27_full/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/600919_pipeline_out_v2_new27_full/00_base/600919_5m.csv,saved_data\600919_pipeline_out_v2_new27_full\99_summary\final_leaderboard.csv
C_watch,002895_pipeline_out_v2_new27_full,002895.SZ,all_days,all_no_ak,lgbm_leaves7_400,50.0,149,0.5973154362416108,0.0051119285495003,0.0026201785714286,1.0057968443840704,-0.1777454440724338,1.6673273388021523,0.0179626791250238,47.51541852267617,/root/stock_realtime_v021_full/saved_data/002895_pipeline_out_v2_new27_full/04_external/fertilizer/training_samples_with_fertilizer_external.csv,/root/stock_realtime_v021_full/saved_data/002895_pipeline_out_v2_new27_full/00_base/002895_5m.csv,saved_data\002895_pipeline_out_v2_new27_full\99_summary\final_leaderboard.csv
C_watch,002895_pipeline_out_v2_new27_full,002895.SZ,vwap_low,all_no_ak,xgb_d2_200_lr003_mcw5,50.0,149,0.5771812080536913,0.0052799846162602,0.0026201785714286,1.0500351741012444,-0.1689821668315601,1.6764950263741076,0.0222048841607084,46.98505467373597,/root/stock_realtime_v021_full/saved_data/002895_pipeline_out_v2_new27_full/04_external/fertilizer/training_samples_with_fertilizer_external.csv,/root/stock_realtime_v021_full/saved_data/002895_pipeline_out_v2_new27_full/00_base/002895_5m.csv,saved_data\002895_pipeline_out_v2_new27_full\99_summary\final_leaderboard.csv
C_watch,600361_pipeline_out_v2_new27_full,600361.SH,vwap_low,all_no_ak,xgb_d2_200_lr003_mcw5,50.0,125,0.544,0.0054244655812978,0.0021664485981307,0.8777093096861612,-0.1726518230699512,1.813913407904696,0.0174844131394611,45.778823206628914,/root/stock_realtime_v021_full/saved_data/600361_pipeline_out_v2_new27_full/04_external/zijin_external/training_samples_with_zijin_external.csv,/root/stock_realtime_v021_full/saved_data/600361_pipeline_out_v2_new27_full/00_base/600361_5m.csv,saved_data\600361_pipeline_out_v2_new27_full\99_summary\final_leaderboard.csv
C_watch,002895_pipeline_out_v2_new27_full,002895.SZ,all_days,all_no_ak,xgb_d2_200_lr003_mcw5,50.0,160,0.56875,0.0051556913895419,0.002553698674554,1.1178200144775072,-0.1689821668315601,1.6417021641051448,0.0229693691075932,45.38563889867948,/root/stock_realtime_v021_full/saved_data/002895_pipeline_out_v2_new27_full/04_external/fertilizer/training_samples_with_fertilizer_external.csv,/root/stock_realtime_v021_full/saved_data/002895_pipeline_out_v2_new27_full/00_base/002895_5m.csv,saved_data\002895_pipeline_out_v2_new27_full\99_summary\final_leaderboard.csv
C_watch,600096_pipeline_out,600096.SH,vwap_low,reversal_fundamental_regime_sector,xgb_d4_500_lr002_mcw5,50.0,113,0.5309734513274337,0.0041765445875996,0.002521065662002,0.5609477290474654,-0.1152885807367474,1.7131043658144205,0.0155751327753846,38.05185364095556,/root/workspace/stock_realtime_v021_full/saved_data/600096_pipeline_out_v2_all14/04_external/fertilizer/training_samples_with_fertilizer_external.csv,/root/workspace/stock_realtime_v021_full/saved_data/600096_pipeline_out_v2_all14/00_base/600096_5m.csv,saved_data\600096_pipeline_out\99_summary\final_leaderboard.csv
C_watch,002311_pipeline_out_v2_all14,002311.SZ,vwap_low,reversal_fundamental_regime_sector,xgb_d3_600_lr002_mcw3,50.0,174,0.5344827586206896,0.0037036568173278,0.0020775847695596,0.840469667571093,-0.0933129391885486,1.6750650245064989,0.0255263539819502,36.64710852552162,/root/workspace/stock_realtime_v021_full/saved_data/002311_pipeline_out_v2_all14/04_external/hog/training_samples_with_hog_industry.csv,/root/workspace/stock_realtime_v021_full/saved_data/002311_pipeline_out_v2_all14/00_base/002311_5m.csv,saved_data\002311_pipeline_out_v2_all14\99_summary\final_leaderboard.csv
C_watch,600361_pipeline_out_v2_new27_full,600361.SH,all_days,reversal_fundamental_regime,random_forest_600_d4,50.0,142,0.5633802816901409,0.0038578574528813,0.0023951819305952,0.6553744270880866,-0.1613837359368575,1.5724781570401358,0.0056257432312054,36.475885398360795,/root/stock_realtime_v021_full/saved_data/600361_pipeline_out_v2_new27_full/04_external/zijin_external/training_samples_with_zijin_external.csv,/root/stock_realtime_v021_full/saved_data/600361_pipeline_out_v2_new27_full/00_base/600361_5m.csv,saved_data\600361_pipeline_out_v2_new27_full\99_summary\final_leaderboard.csv
C_watch,600096_pipeline_out,600096.SH,all_days,reversal_fundamental_regime_sector,lgbm_leaves7_400,50.0,84,0.5476190476190477,0.0041023181807729,0.0009688819733818,0.3753530859455598,-0.1185745673511742,1.5738802508410596,0.0079547253385771,32.27402616202981,/root/workspace/stock_realtime_v021_full/saved_data/600096_pipeline_out_v2_all14/04_external/fertilizer/training_samples_with_fertilizer_external.csv,/root/workspace/stock_realtime_v021_full/saved_data/600096_pipeline_out_v2_all14/00_base/600096_5m.csv,saved_data\600096_pipeline_out\99_summary\final_leaderboard.csv
C_watch,002311_pipeline_out,002311.SZ,all_days,reversal_fundamental_regime_sector,random_forest_600_d4,50.0,138,0.5434782608695652,0.0033935650559348,0.0020372962195274,0.5449874905708567,-0.1466946728451246,1.5591201078198202,0.0031916947353034,31.870723885191254,/root/workspace/stock_realtime_v021_full/saved_data/002311_pipeline_out_v2_all14/04_external/hog/training_samples_with_hog_industry.csv,/root/workspace/stock_realtime_v021_full/saved_data/002311_pipeline_out_v2_all14/00_base/002311_5m.csv,saved_data\002311_pipeline_out\99_summary\final_leaderboard.csv
C_watch,600096_pipeline_out,600096.SH,vwap_low,reversal_fundamental_regime_sector,lgbm_leaves7_400,50.0,82,0.5365853658536586,0.0039596609093801,0.0008528996669628,0.3484964816887907,-0.1357862159586489,1.540735023973517,0.001909700561202,29.69076251337644,/root/workspace/stock_realtime_v021_full/saved_data/600096_pipeline_out_v2_all14/04_external/fertilizer/training_samples_with_fertilizer_external.csv,/root/workspace/stock_realtime_v021_full/saved_data/600096_pipeline_out_v2_all14/00_base/600096_5m.csv,saved_data\600096_pipeline_out\99_summary\final_leaderboard.csv
