date,ak_fund_收盘价,ak_fund_涨跌幅,ak_fund_主力净流入-净额,ak_fund_主力净流入-净占比,ak_fund_超大单净流入-净额,ak_fund_超大单净流入-净占比,ak_fund_大单净流入-净额,ak_fund_大单净流入-净占比,ak_fund_中单净流入-净额,ak_fund_中单净流入-净占比,ak_fund_小单净流入-净额,ak_fund_小单净流入-净占比
2026-04-09,31.4,2.28,5942608.0,0.09,-1732208.0,-0.03,7674816.0,0.11,-14489328.0,-0.21,8546704.0,0.12
2026-04-10,29.8,-5.1,-813730256.0,-10.46,-543542320.0,-6.99,-270187936.0,-3.47,-11256544.0,-0.14,824986784.0,10.6
2026-04-13,28.52,-4.3,-653380912.0,-10.51,-165997808.0,-2.67,-487383104.0,-7.84,3538704.0,0.06,649842208.0,10.46
2026-04-14,28.33,-0.67,-425442064.0,-8.65,-104587552.0,-2.13,-320854512.0,-6.52,69832272.0,1.42,355609792.0,7.23
2026-04-15,27.8,-1.87,-519145264.0,-11.72,-203105120.0,-4.59,-316040144.0,-7.13,184980944.0,4.18,334164320.0,7.54
2026-04-16,28.0,0.72,-21610176.0,-0.6,-11734944.0,-0.33,-9875232.0,-0.27,-110395232.0,-3.07,132005392.0,3.67
2026-04-17,28.14,0.5,-176099008.0,-3.92,-98193584.0,-2.18,-77905424.0,-1.73,76804144.0,1.71,99294864.0,2.21
2026-04-20,30.95,9.99,1523951840.0,22.37,1822808336.0,26.75,-298856496.0,-4.39,-800264224.0,-11.74,-723687600.0,-10.62
2026-04-21,32.44,4.81,-829037136.0,-6.61,-985553616.0,-7.86,156516480.0,1.25,228885136.0,1.83,600152000.0,4.79
2026-04-22,34.82,7.34,100034352.0,0.98,235773120.0,2.31,-135738768.0,-1.33,-171473824.0,-1.68,71439488.0,0.7
2026-04-23,34.07,-2.15,-418773952.0,-4.31,-513309968.0,-5.28,94536016.0,0.97,89854736.0,0.92,328919232.0,3.38
2026-04-24,33.21,-2.52,-390739984.0,-5.58,-175156544.0,-2.5,-215583440.0,-3.08,79987264.0,1.14,310752736.0,4.44
2026-04-27,35.78,7.74,909219200.0,7.44,1414318688.0,11.57,-505099488.0,-4.13,-534057808.0,-4.37,-375161312.0,-3.07
2026-04-28,35.0,-2.18,-1039324928.0,-11.22,-739915920.0,-7.99,-299409008.0,-3.23,345199552.0,3.73,694125360.0,7.5
2026-04-29,34.28,-2.06,-65786176.0,-1.08,-119298432.0,-1.97,53512256.0,0.88,-196290976.0,-3.24,262077152.0,4.32
2026-04-30,33.12,-3.38,-825709088.0,-11.74,-711688736.0,-10.12,-114020352.0,-1.62,203154176.0,2.89,622554912.0,8.85
2026-05-06,34.89,5.34,247939296.0,3.05,11656016.0,0.14,236283280.0,2.91,106186080.0,1.31,-354125360.0,-4.36
2026-05-07,38.38,10.0,1319401344.0,12.44,1195424112.0,11.27,123977232.0,1.17,-458438560.0,-4.32,-860962784.0,-8.12
2026-05-08,40.9,6.57,366446656.0,2.94,374729616.0,3.01,-8282960.0,-0.07,-267545872.0,-2.15,-98900800.0,-0.79
2026-05-11,43.86,7.24,-1010413312.0,-5.52,-303155456.0,-1.66,-707257856.0,-3.87,-9507472.0,-0.05,1019920848.0,5.58
