date,ak_fund_收盘价,ak_fund_涨跌幅,ak_fund_主力净流入-净额,ak_fund_主力净流入-净占比,ak_fund_超大单净流入-净额,ak_fund_超大单净流入-净占比,ak_fund_大单净流入-净额,ak_fund_大单净流入-净占比,ak_fund_中单净流入-净额,ak_fund_中单净流入-净占比,ak_fund_小单净流入-净额,ak_fund_小单净流入-净占比
2025-11-07,17.64,0.68,-57004896.0,-2.61,-73388336.0,-3.36,16383440.0,0.75,-5963712.0,-0.27,62968624.0,2.88
2025-11-10,17.21,-2.44,-119966176.0,-5.97,-82928208.0,-4.13,-37037968.0,-1.84,11003920.0,0.55,108962240.0,5.42
2025-11-11,17.04,-0.99,-125730684.0,-10.3,-90767809.0,-7.43,-34962875.0,-2.86,48932800.0,4.01,76797904.0,6.29
2025-11-12,16.64,-2.35,-126175516.0,-10.29,-64055073.0,-5.23,-62120443.0,-5.07,-28385616.0,-2.32,154561134.0,12.61
2025-11-13,16.82,1.08,12338326.0,1.32,-13741365.0,-1.47,26079691.0,2.79,7257264.0,0.78,-19595585.0,-2.1
2025-11-14,16.6,-1.31,-72777314.0,-9.13,-52828608.0,-6.63,-19948706.0,-2.5,36317485.0,4.56,36459836.0,4.58
2025-11-17,16.35,-1.51,-124991243.0,-14.3,-29911103.0,-3.42,-95080140.0,-10.88,-673776.0,-0.08,125665035.0,14.38
2025-11-18,16.33,-0.12,-57878930.0,-9.22,-42617689.0,-6.79,-15261241.0,-2.43,26007705.0,4.14,31871225.0,5.08
2025-11-19,16.22,-0.67,-78302462.0,-10.92,-34214903.0,-4.77,-44087559.0,-6.15,10442918.0,1.46,67859545.0,9.47
2025-11-20,16.05,-1.05,-75259384.0,-12.17,-28817900.0,-4.66,-46441484.0,-7.51,21827301.0,3.53,53432085.0,8.64
2025-11-21,15.39,-4.11,-137460871.0,-11.91,-119368775.0,-10.34,-18092096.0,-1.57,15117456.0,1.31,122343414.0,10.6
2025-11-24,15.71,2.08,7723429.0,1.06,-20999567.0,-2.88,28722996.0,3.93,-7930240.0,-1.09,206812.0,0.03
2025-11-25,15.81,0.64,26286041.0,2.93,-5975939.0,-0.67,32261980.0,3.6,-13402032.0,-1.49,-12884022.0,-1.44
2025-11-26,15.88,0.44,8576171.0,0.98,7090658.0,0.81,1485513.0,0.17,-60620896.0,-6.93,52044732.0,5.95
2025-11-27,15.82,-0.38,-42450022.0,-5.07,-22375236.0,-2.67,-20074786.0,-2.4,-2204704.0,-0.26,44654717.0,5.34
2025-11-28,15.83,0.06,-71069438.0,-12.96,-51248913.0,-9.34,-19820525.0,-3.61,31882475.0,5.81,39186964.0,7.14
2025-12-01,16.82,6.25,125205184.0,3.67,267753968.0,7.86,-142548784.0,-4.18,2897840.0,0.09,-128103024.0,-3.76
2025-12-02,16.74,-0.48,-23720409.0,-2.2,-50350590.0,-4.67,26630181.0,2.47,-46405184.0,-4.3,70125584.0,6.5
2025-12-03,16.49,-1.49,-4720701.0,-0.52,-54779407.0,-5.98,50058706.0,5.46,-20693296.0,-2.26,25413987.0,2.77
2025-12-04,16.59,0.61,52708547.0,7.7,34785929.0,5.08,17922618.0,2.62,-14873123.0,-2.17,-37835423.0,-5.53
2025-12-05,16.76,1.02,47831724.0,5.26,41545145.0,4.57,6286579.0,0.69,9242160.0,1.02,-57073875.0,-6.28
2025-12-08,16.85,0.54,55472423.0,4.44,3110615.0,0.25,52361808.0,4.19,-16114768.0,-1.29,-39357664.0,-3.15
2025-12-09,16.72,-0.77,-63735825.0,-8.29,-20274657.0,-2.64,-43461168.0,-5.65,41683160.0,5.42,22052662.0,2.87
2025-12-10,17.22,2.99,251388693.0,12.32,132672261.0,6.5,118716432.0,5.82,-96722256.0,-4.74,-154666432.0,-7.58
2025-12-11,17.05,-0.99,-656492.0,-0.04,-129765644.0,-8.2,129109152.0,8.16,5677888.0,0.36,-5021392.0,-0.32
2025-12-12,17.69,3.75,521503488.0,13.05,-51947424.0,-1.3,573450912.0,14.35,-175342864.0,-4.39,-346160624.0,-8.66
2025-12-15,17.58,-0.62,126667726.0,6.85,-23848978.0,-1.29,150516704.0,8.14,-58549744.0,-3.17,-68118000.0,-3.69
2025-12-16,16.84,-4.21,-210398067.0,-12.58,-118224483.0,-7.07,-92173584.0,-5.51,-18185184.0,-1.09,228583264.0,13.67
2025-12-17,17.78,5.58,122646688.0,4.72,106168624.0,4.09,16478064.0,0.63,-36232784.0,-1.39,-86413888.0,-3.33
2025-12-18,18.02,1.35,-173925664.0,-5.13,-204162160.0,-6.02,30236496.0,0.89,38484752.0,1.13,135440912.0,3.99
2025-12-19,18.37,1.94,-232466320.0,-8.93,-55937072.0,-2.15,-176529248.0,-6.78,-31468304.0,-1.21,263934640.0,10.14
2025-12-22,19.72,7.35,334007408.0,7.73,293771488.0,6.8,40235920.0,0.93,-186452512.0,-4.31,-147554912.0,-3.41
2025-12-23,19.01,-3.6,-253435856.0,-7.72,-128317488.0,-3.91,-125118368.0,-3.81,82410368.0,2.51,171025456.0,5.21
2025-12-24,19.22,1.1,5917488.0,0.29,-26235104.0,-1.29,32152592.0,1.58,39369824.0,1.94,-45287344.0,-2.23
2025-12-25,18.5,-3.75,-464587504.0,-18.11,-184093776.0,-7.18,-280493728.0,-10.93,93401888.0,3.64,371185632.0,14.47
2025-12-26,18.4,-0.54,-136150762.0,-8.26,-42250890.0,-2.56,-93899872.0,-5.7,32666720.0,1.98,103484048.0,6.28
2025-12-29,18.1,-1.63,-127283898.0,-8.4,-87000874.0,-5.74,-40283024.0,-2.66,40584096.0,2.68,86699792.0,5.72
2025-12-30,18.08,-0.11,-3096609.0,-0.27,-13520070.0,-1.2,10423461.0,0.92,45552992.0,4.04,-42456384.0,-3.77
2025-12-31,18.12,0.22,69066163.0,5.18,2790675.0,0.21,66275488.0,4.97,24976960.0,1.87,-94043136.0,-7.06
2026-01-05,18.3,0.99,31967179.0,1.85,-52966389.0,-3.07,84933568.0,4.93,44221008.0,2.56,-76188176.0,-4.42
2026-01-06,18.26,-0.22,-56615470.0,-3.12,-62403790.0,-3.44,5788320.0,0.32,18329872.0,1.01,38285584.0,2.11
2026-01-07,18.33,0.38,35744144.0,1.66,5568.0,0.0,35738576.0,1.66,-4236064.0,-0.2,-31508080.0,-1.46
2026-01-08,18.22,-0.6,-57870816.0,-3.61,-66783040.0,-4.16,8912224.0,0.56,21387072.0,1.33,36483744.0,2.27
2026-01-09,18.48,1.43,85034816.0,3.66,90889456.0,3.91,-5854640.0,-0.25,-36126928.0,-1.56,-48907872.0,-2.11
2026-01-12,18.61,0.7,-142388240.0,-5.62,-83296128.0,-3.29,-59092112.0,-2.33,21986688.0,0.87,120401568.0,4.75
2026-01-13,17.98,-3.39,-483722496.0,-16.67,-256085424.0,-8.83,-227637072.0,-7.84,116039440.0,4.0,367683088.0,12.67
2026-01-14,18.06,0.44,-113738112.0,-5.4,-48402624.0,-2.3,-65335488.0,-3.1,4715776.0,0.22,109022352.0,5.17
2026-01-15,18.04,-0.11,-38903844.0,-2.91,-23942836.0,-1.79,-14961008.0,-1.12,-6690944.0,-0.5,45594800.0,3.4
2026-01-16,18.53,2.72,111262624.0,3.52,108455200.0,3.43,2807424.0,0.09,-4313728.0,-0.14,-106948896.0,-3.38
2026-01-19,19.25,3.89,-11805888.0,-0.3,-36012208.0,-0.9,24206320.0,0.61,7229552.0,0.18,4576352.0,0.11
2026-01-20,19.2,-0.26,39931212.0,1.7,24795372.0,1.06,15135840.0,0.65,90265104.0,3.85,-130196304.0,-5.56
2026-01-21,19.2,0.0,-33097104.0,-1.63,-6796224.0,-0.34,-26300880.0,-1.3,107714096.0,5.32,-74617008.0,-3.68
2026-01-22,18.88,-1.67,-195984260.0,-8.95,-100128564.0,-4.57,-95855696.0,-4.38,69292016.0,3.17,126692240.0,5.79
2026-01-23,19.79,4.82,285287984.0,7.06,320354384.0,7.92,-35066400.0,-0.87,-87566096.0,-2.17,-197721888.0,-4.89
2026-01-26,20.95,5.86,131898992.0,2.56,58691888.0,1.14,73207104.0,1.42,52934832.0,1.03,-184833824.0,-3.58
2026-01-27,21.14,0.91,-133808400.0,-3.96,-127531952.0,-3.78,-6276448.0,-0.19,59026048.0,1.75,74782336.0,2.21
2026-01-28,21.85,3.36,-26795808.0,-0.55,-236277344.0,-4.86,209481536.0,4.31,57696288.0,1.19,-30900480.0,-0.64
2026-01-29,21.07,-3.57,-258736912.0,-9.74,-121672400.0,-4.58,-137064512.0,-5.16,235665072.0,8.87,23071840.0,0.87
2026-01-30,22.34,6.03,667189280.0,13.57,338539008.0,6.89,328650272.0,6.68,-104866560.0,-2.13,-562322704.0,-11.44
2026-02-02,21.44,-4.03,37309472.0,0.98,-99862016.0,-2.62,137171488.0,3.6,72828480.0,1.91,-110137952.0,-2.89
2026-02-03,22.39,4.43,320957744.0,9.19,160911696.0,4.6,160046048.0,4.58,-86276048.0,-2.47,-234681680.0,-6.72
2026-02-04,22.5,0.49,138407216.0,4.44,-4712752.0,-0.15,143119968.0,4.59,122973072.0,3.95,-261380304.0,-8.39
2026-02-05,20.86,-7.29,-355036128.0,-9.79,-153770128.0,-4.24,-201266000.0,-5.55,70343024.0,1.94,284693120.0,7.85
2026-02-06,21.91,5.03,276830080.0,7.13,153832976.0,3.96,122997104.0,3.17,-137359888.0,-3.54,-139470208.0,-3.59
2026-02-09,23.46,7.07,137215216.0,2.82,180086144.0,3.7,-42870928.0,-0.88,121032608.0,2.48,-258247808.0,-5.3
2026-02-10,24.34,3.75,17577472.0,0.37,-734272.0,-0.02,18311744.0,0.39,230497664.0,4.89,-248075120.0,-5.26
2026-02-11,24.81,1.93,-344762560.0,-6.59,-195664736.0,-3.74,-149097824.0,-2.85,149064944.0,2.85,195697616.0,3.74
2026-02-12,25.21,1.61,5579968.0,0.16,-44165552.0,-1.26,49745520.0,1.42,71858512.0,2.04,-77438464.0,-2.2
2026-02-13,24.42,-3.13,-372009248.0,-12.41,-202615184.0,-6.76,-169394064.0,-5.65,194445520.0,6.49,177563728.0,5.92
2026-02-24,25.63,4.95,178892272.0,4.92,51455296.0,1.42,127436976.0,3.51,38686112.0,1.06,-217578416.0,-5.98
2026-02-25,25.08,-2.15,-342085760.0,-9.32,-280244976.0,-7.64,-61840784.0,-1.68,102836416.0,2.8,239249344.0,6.52
2026-02-26,27.59,10.01,705306688.0,22.14,819554464.0,25.73,-114247776.0,-3.59,-379642704.0,-11.92,-325663968.0,-10.22
2026-02-27,29.14,5.62,-117093952.0,-1.47,-287012608.0,-3.6,169918656.0,2.13,158485344.0,1.99,-41391408.0,-0.52
2026-03-02,30.2,3.64,-181224912.0,-2.38,-91276976.0,-1.2,-89947936.0,-1.18,22765040.0,0.3,158459888.0,2.09
2026-03-03,28.79,-4.67,-499060528.0,-9.6,-408797472.0,-7.86,-90263056.0,-1.74,176427568.0,3.39,322632976.0,6.21
2026-03-04,28.83,0.14,-492013728.0,-11.69,-318390896.0,-7.56,-173622832.0,-4.13,131338352.0,3.12,360675376.0,8.57
2026-03-05,28.82,-0.03,22814848.0,0.45,-74909968.0,-1.48,97724816.0,1.94,175563456.0,3.48,-198378304.0,-3.93
2026-03-06,27.38,-5.0,-821972384.0,-18.23,-330488464.0,-7.33,-491483920.0,-10.9,145719872.0,3.23,676252512.0,15.0
2026-03-09,27.2,-0.66,-64510272.0,-1.59,-37985952.0,-0.93,-26524320.0,-0.65,-54360000.0,-1.34,118870288.0,2.92
2026-03-10,28.9,6.25,541872416.0,11.29,318705856.0,6.64,223166560.0,4.65,-152789456.0,-3.18,-389082960.0,-8.11
2026-03-11,30.01,3.84,-203280880.0,-2.72,-3283408.0,-0.04,-199997472.0,-2.68,-67103424.0,-0.9,270384304.0,3.62
2026-03-12,30.24,0.77,70035536.0,1.45,-44510112.0,-0.92,114545648.0,2.36,-142995568.0,-2.95,72960032.0,1.51
2026-03-13,29.75,-1.62,210730880.0,5.22,12041568.0,0.3,198689312.0,4.92,-89891024.0,-2.23,-120839856.0,-2.99
2026-03-16,28.28,-4.94,-302728080.0,-8.36,-154070976.0,-4.26,-148657104.0,-4.11,93636800.0,2.59,209091280.0,5.78
2026-03-17,26.12,-7.64,-514397744.0,-12.0,-63531072.0,-1.48,-450866672.0,-10.51,95733776.0,2.23,418663968.0,9.76
2026-03-18,26.6,1.84,29102016.0,0.92,18380224.0,0.58,10721792.0,0.34,115053184.0,3.66,-144155216.0,-4.58
2026-03-19,25.9,-2.63,-174373609.0,-7.85,-41912633.0,-1.89,-132460976.0,-5.96,12159312.0,0.55,162214304.0,7.3
2026-03-20,25.7,-0.77,92030992.0,2.68,30284176.0,0.88,61746816.0,1.79,65759760.0,1.91,-157790752.0,-4.59
2026-03-23,25.1,-2.33,-120022748.0,-4.76,-84003500.0,-3.33,-36019248.0,-1.43,131818112.0,5.23,-11795360.0,-0.47
2026-03-24,26.1,3.98,400286087.0,12.68,214368423.0,6.79,185917664.0,5.89,-92936320.0,-2.94,-307349776.0,-9.73
2026-03-25,27.67,6.02,486176144.0,10.04,36709296.0,0.76,449466848.0,9.29,-97980352.0,-2.02,-388195808.0,-8.02
2026-03-26,26.77,-3.25,-109274944.0,-3.53,-100444016.0,-3.24,-8830928.0,-0.28,8100640.0,0.26,101174288.0,3.26
2026-03-27,27.05,1.05,143272688.0,4.61,76256064.0,2.46,67016624.0,2.16,-113563888.0,-3.66,-29708800.0,-0.96
2026-03-30,28.99,7.17,484446480.0,10.4,318649152.0,6.84,165797328.0,3.56,-106452320.0,-2.29,-377994160.0,-8.11
2026-03-31,30.09,3.79,471958112.0,6.81,241297040.0,3.48,230661072.0,3.33,-105693504.0,-1.53,-366264624.0,-5.29
2026-04-01,29.16,-3.09,-182948688.0,-3.95,-232440464.0,-5.02,49491776.0,1.07,82348224.0,1.78,100600464.0,2.17
2026-04-02,29.32,0.55,86220160.0,2.03,35608464.0,0.84,50611696.0,1.19,-12584528.0,-0.3,-73635632.0,-1.74
2026-04-03,30.67,4.6,357524112.0,5.94,217546288.0,3.61,139977824.0,2.32,-66743408.0,-1.11,-290780704.0,-4.83
2026-04-07,30.25,-1.37,-211538064.0,-4.59,-460124576.0,-9.98,248586512.0,5.39,73543280.0,1.59,137994800.0,2.99
2026-04-08,30.7,1.49,-320901008.0,-5.54,58928560.0,1.02,-379829568.0,-6.56,116232640.0,2.01,204668368.0,3.54
