code,pubDate,statDate,profit_roeAvg,profit_npMargin,profit_gpMargin,profit_netProfit,profit_epsTTM,profit_MBRevenue,profit_totalShare,profit_liqaShare,used_pubDate,effective_date,operation_NRTurnRatio,operation_NRTurnDays,operation_INVTurnRatio,operation_INVTurnDays,operation_CATurnRatio,operation_AssetTurnRatio,growth_YOYEquity,growth_YOYAsset,growth_YOYNI,growth_YOYEPSBasic,growth_YOYPNI,solvency_currentRatio,solvency_quickRatio,solvency_cashRatio,solvency_YOYLiability,solvency_liabilityToAsset,solvency_assetToEquity,cashflow_CAToAsset,cashflow_NCAToAsset,cashflow_tangibleAssetToAsset,cashflow_ebitToInterest,cashflow_CFOToOR,cashflow_CFOToNP,cashflow_CFOToGr,dupont_dupontROE,dupont_dupontAssetStoEquity,dupont_dupontAssetTurn,dupont_dupontPnitoni,dupont_dupontNitogr,dupont_dupontTaxBurden,dupont_dupontIntburden,dupont_dupontEbittogr
sh.600522,2017-04-28,2017-03-31,0.031192,0.082653,0.168745,445781400.57,0.56035,,3066072521.0,2275844111.0,True,2017-04-29,0.903602,99.601362,1.33803,67.263061,0.354423,0.242176,0.580468,0.451954,0.40192,0.264901,0.41231,2.546395,1.998642,0.720901,0.239602,0.303741,1.436248,0.704336,0.295664,0.66103,28.128461,-0.25018,-3.026872,-0.25018,0.031192,1.559712,0.242176,0.999099,0.082653,0.844718,0.964449,0.101454
sh.600522,2017-08-29,2017-06-30,0.06564,0.077633,0.168549,954967387.34,0.590641,,3066072521.0,2275844111.0,True,2017-08-30,1.996807,90.143895,2.97472,60.509895,0.772486,0.535104,0.572709,0.384081,0.299368,0.139785,0.306318,2.587359,2.048937,0.74943,0.114444,0.326972,1.485822,0.720097,0.279903,0.639381,60.357267,-0.085895,-1.106428,-0.085895,0.06564,1.587413,0.535104,0.995401,0.077633,0.840069,0.983432,0.093969
sh.600522,2017-10-30,2017-09-30,0.098555,0.074636,0.166533,1445345593.45,0.613772,,3066072521.0,2275844111.0,True,2017-10-31,3.161418,85.404715,4.449919,60.675264,1.205437,0.833196,0.49123,0.302438,0.256721,0.08656,0.256615,2.537417,1.965998,0.699651,0.039795,0.330647,1.49398,0.716875,0.283125,0.635721,16.354559,-0.027853,-0.373192,-0.027853,0.098555,1.592029,0.833196,0.995477,0.074636,0.843096,0.938855,0.094291
sh.600522,2018-04-26,2017-12-31,0.121033,0.066327,0.154644,1797546557.4,0.583275,26755995257.8,3066072521.0,2275844111.0,True,2018-04-27,4.837356,74.420824,6.481767,55.540407,1.704046,1.146901,0.474637,0.310727,0.126655,-0.027961,0.126139,2.348636,1.834153,0.808803,0.081739,0.337321,1.509026,0.68413,0.31587,0.627698,44.386394,0.039247,0.591724,0.039247,0.121033,1.599243,1.146901,0.994892,0.066327,0.859787,0.977471,0.078921
sh.600522,2018-04-26,2018-03-31,0.025183,0.068134,0.170135,451114862.38,0.584039,,3066072521.0,2731145566.0,True,2018-04-27,1.013711,88.782721,1.3353,67.400584,0.352674,0.241125,0.080141,0.166933,0.011964,-0.045752,0.005262,2.267471,1.770216,0.663481,0.367661,0.355989,1.552768,0.683298,0.316702,0.610113,6.338578,-0.08111,-1.190441,-0.08111,0.025183,1.544496,0.241125,0.992482,0.068134,0.850748,0.842236,0.095089
sh.600522,2018-08-29,2018-06-30,0.059392,0.067738,0.157893,1063864502.42,0.619314,,3066072521.0,2731145566.0,True,2018-08-30,2.316251,77.7118,3.138585,57.350684,0.817227,0.560328,0.06464,0.146023,0.114032,0.08805,0.116242,1.95808,1.528356,0.469504,0.315318,0.375273,1.6007,0.687036,0.312964,0.590208,34.478421,-0.072977,-1.077351,-0.072977,0.059392,1.56889,0.560328,0.997376,0.067738,0.842397,0.970996,0.082813
sh.600522,2018-10-30,2018-09-30,0.08972,0.069291,0.159363,1639470454.57,0.647564,,3066072521.0,2731145566.0,True,2018-10-31,3.457627,78.088228,4.438514,60.831175,1.19525,0.809644,0.089813,0.215416,0.136123,0.118388,0.137219,1.802252,1.382882,0.434102,0.471507,0.400315,1.667543,0.671669,0.328331,0.566891,,-0.02473,-0.3569,-0.02473,0.08972,1.604984,0.809644,0.99643,0.069291,0.838792,1.004973,0.082199
sh.600522,2019-04-29,2019-03-31,0.026082,0.047687,0.109568,515922511.96,0.714245,,3066072521.0,3066072521.0,True,2019-04-30,1.413808,63.657858,1.910029,47.11971,0.494866,0.31906,0.12582,0.273979,0.146827,0.153159,0.153114,2.168774,1.714205,0.710024,0.538274,0.429841,1.753897,0.6591,0.3409,0.531128,6.880661,-0.120063,-2.517731,-0.120063,0.026082,1.71781,0.31906,0.997901,0.047687,0.836561,0.854665,0.066697
sh.600522,2019-04-29,2018-12-31,0.115041,0.062801,0.146753,2130419727.03,0.691949,33812106978.04,3066072521.0,3066072521.0,True,2019-04-30,5.127152,70.214414,6.321548,56.948077,1.76403,1.153588,0.07914,0.178724,0.188689,0.174873,0.189845,1.769039,1.317129,0.575712,0.370896,0.391393,1.643095,0.628674,0.371326,0.565076,29.100098,0.070195,1.117751,0.070195,0.115041,1.594577,1.153588,0.995843,0.062801,0.85642,0.965636,0.075939
sh.600522,2019-08-30,2019-06-30,0.055092,0.058801,0.135439,1092364490.32,0.699419,,3066072521.0,3066072521.0,True,2019-08-31,2.427168,74.160497,3.027534,59.454321,0.827566,0.537684,0.111189,0.268147,0.025231,0.035488,0.021555,2.265101,1.764995,0.669836,0.525237,0.451352,1.822663,0.667875,0.332125,0.50896,12.339965,-0.070492,-1.198822,-0.070492,0.055092,1.753364,0.537684,0.993804,0.058801,0.844215,0.918962,0.075794
