rank,trade_date,date,stock_code,artifact_name,artifact_dir,samples,entry_policy,label_mode,model_name,feature_group,close,open,high,low,volume,amount,daily_vwap,hit_score,threshold,score_margin,entry_signal,signal_raw_score_pass,signal,reject_reason,target_hit_bps,round_trip_cost_bps,expected_return_col,realized_return,eval_label,sector,context_status,source_mode,rolling_label_cutoff,rolling_threshold_mode,rolling_train_rows,rolling_valid_rows,rolling_train_pool_rows,rolling_configured_train_rows,rolling_train_window_mode,rolling_fit_train_entry_rows,rolling_final_fit_entry_rows,rolling_valid_auc,rolling_valid_trades,rolling_valid_avg_return,rolling_valid_max_drawdown,pred_return_bps_override
5,20260520,2026-05-20,603308.SH,a_active_022_close_exit_close_vwap_low_all_no_ak_xgb_d3_600_lr002_mcw3,portfolio_reports\backtests\a_active_asof1455_smoke\generated_active_metadata\603308.SH\a_active_022_close_exit_close_vwap_low_all_no_ak_xgb_d3_600_lr002_mcw3,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603308_pipeline_out\04_external\aero_nuclear_equipment\training_samples_with_aero_nuclear_equipment_external.csv,vwap_low,close_profit,xgb_d3_600_lr002_mcw3,all_no_ak,73.49,73.0,73.7,70.91,20708181.0,,72.280472389149,0.7178133726119995,0.6431352853775025,0.07467808723449698,False,True,False,entry_signal_false,50.0,1.7,trade_net_close_return,-0.025730842963969987,0.0,,a_active_asof1455_rolling_retrain,a_active_asof1455_rolling_retrain,2026-05-15,tail,263,65,263,0,all_history,180,180,0.5472972972972973,9,0.02478498276765393,-0.040769001663893634,247.8498276765393
13,20260520,2026-05-20,600522.SH,a_active_031_close_exit_close_all_days_reversal_random_forest_600_d4,portfolio_reports\backtests\a_active_asof1455_smoke\generated_active_metadata\600522.SH\a_active_031_close_exit_close_all_days_reversal_random_forest_600_d4,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\600522_pipeline_out\04_external\optical_cable_grid\training_samples_with_optical_cable_grid_external.csv,all_days,close_profit,random_forest_600_d4,reversal_fundamental_regime,45.41,44.55,47.4,43.8,339723015.0,,45.7433503173166,0.5303294172391108,0.5360191909125998,-0.005689773673488996,True,False,False,score_below_threshold,50.0,1.7,trade_net_close_return,-0.07705918263934797,0.0,,a_active_asof1455_rolling_retrain,a_active_asof1455_rolling_retrain,2026-05-15,tail,263,65,263,0,all_history,263,263,0.5165692007797271,26,0.015621497557414609,-0.09470090043833013,156.21497557414608
14,20260520,2026-05-20,600487.SH,a_active_042_close_exit_close_vwap_low_sector_external_extra_trees_600_d3,portfolio_reports\backtests\a_active_asof1455_smoke\generated_active_metadata\600487.SH\a_active_042_close_exit_close_vwap_low_sector_external_extra_trees_600_d3,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\600487_pipeline_out\04_external\optical_cable_grid\training_samples_with_optical_cable_grid_external.csv,vwap_low,close_profit,extra_trees_600_d3,reversal_fundamental_regime_sector_external,75.78,74.7,78.13,74.0,171065316.0,,76.03479027274004,0.6020605178245954,0.6118284043167777,-0.009767886492182298,True,False,False,score_below_threshold,50.0,1.7,trade_net_close_return,-0.07739772277227719,0.0,,a_active_asof1455_rolling_retrain,a_active_asof1455_rolling_retrain,2026-05-15,tail,263,65,263,0,all_history,226,226,0.5399610136452242,15,0.0006952957966249833,-0.21839113088146966,6.952957966249833
15,20260520,2026-05-20,601899.SH,a_active_008_close_exit_close_vwap_low_sector_extra_trees_600_d3,portfolio_reports\backtests\a_active_asof1455_smoke\generated_active_metadata\601899.SH\a_active_008_close_exit_close_vwap_low_sector_extra_trees_600_d3,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601899_pipeline_out\04_external\zijin_external\training_samples_with_zijin_external.csv,vwap_low,close_profit,extra_trees_600_d3,reversal_fundamental_regime_sector,30.39,30.53,30.64,29.92,314489728.0,,30.21316686057231,0.46984629438144815,0.4980505555522998,-0.028204261170851674,False,False,False,entry_signal_false;score_below_threshold,50.0,1.7,trade_net_close_return,-0.013981246300559077,0.0,,a_active_asof1455_rolling_retrain,a_active_asof1455_rolling_retrain,2026-05-15,tail,263,65,263,0,all_history,240,240,0.4485714285714286,26,0.0006760367734142509,-0.14455357577250383,6.760367734142509
16,20260520,2026-05-20,600312.SH,a_active_014_close_exit_close_all_days_reversal_random_forest_600_d4,portfolio_reports\backtests\a_active_asof1455_smoke\generated_active_metadata\600312.SH\a_active_014_close_exit_close_all_days_reversal_random_forest_600_d4,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\600312_pipeline_out\03_sector\training_samples_with_sector.csv,all_days,close_profit,random_forest_600_d4,reversal_fundamental_regime,22.21,22.52,22.68,21.86,20901110.0,,22.18098474195868,0.49934189569591086,0.5303481727614134,-0.031006277065502574,True,False,False,score_below_threshold,50.0,1.7,trade_net_close_return,-0.049741879224876155,0.0,,a_active_asof1455_rolling_retrain,a_active_asof1455_rolling_retrain,2026-05-15,tail,263,65,263,0,all_history,263,263,0.4733333333333334,20,-0.0010185674931315744,-0.12932788915056315,-10.185674931315743
17,20260520,2026-05-20,601899.SH,a_active_049_close_exit_close_all_days_sector_extra_trees_600_d3,portfolio_reports\backtests\a_active_asof1455_smoke\generated_active_metadata\601899.SH\a_active_049_close_exit_close_all_days_sector_extra_trees_600_d3,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601899_pipeline_out\04_external\zijin_external\training_samples_with_zijin_external.csv,all_days,close_profit,extra_trees_600_d3,reversal_fundamental_regime_sector,30.39,30.53,30.64,29.92,314489728.0,,30.21316686057231,0.47263708542121996,0.505705452022938,-0.03306836660171808,True,False,False,score_below_threshold,50.0,1.7,trade_net_close_return,-0.013981246300559077,0.0,,a_active_asof1455_rolling_retrain,a_active_asof1455_rolling_retrain,2026-05-15,tail,263,65,263,0,all_history,263,263,0.47523809523809524,33,-0.0015423118422868817,-0.2409788791597417,-15.423118422868818
18,20260520,2026-05-20,603308.SH,a_active_050_close_exit_close_all_days_reversal_external_xgb_d2_200_lr003_mcw5,portfolio_reports\backtests\a_active_asof1455_smoke\generated_active_metadata\603308.SH\a_active_050_close_exit_close_all_days_reversal_external_xgb_d2_200_lr003_mcw5,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603308_pipeline_out\04_external\aero_nuclear_equipment\training_samples_with_aero_nuclear_equipment_external.csv,all_days,close_profit,xgb_d2_200_lr003_mcw5,reversal_fundamental_regime_external,73.49,73.0,73.7,70.91,20708181.0,,72.280472389149,0.5534188747406006,0.5868906736373901,-0.03347179889678953,True,False,False,score_below_threshold,50.0,1.7,trade_net_close_return,-0.025730842963969987,0.0,,a_active_asof1455_rolling_retrain,a_active_asof1455_rolling_retrain,2026-05-15,tail,263,65,263,0,all_history,263,263,0.5405405405405406,13,0.022503272711692168,-0.03286772927840953,225.03272711692168
19,20260520,2026-05-20,603986.SH,a_active_045_close_exit_close_all_days_reversal_random_forest_600_d4,portfolio_reports\backtests\a_active_asof1455_smoke\generated_active_metadata\603986.SH\a_active_045_close_exit_close_all_days_reversal_random_forest_600_d4,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603986_pipeline_out\04_external\ai_compute\training_samples_with_ai_compute_external.csv,all_days,close_profit,random_forest_600_d4,reversal_fundamental_regime,445.02,408.0,445.02,407.8,61012555.0,,434.7224780375121,0.44768240641225515,0.49489719320703435,-0.047214786794779195,True,False,False,score_below_threshold,50.0,1.7,trade_net_close_return,-0.0296518210417509,0.0,,a_active_asof1455_rolling_retrain,a_active_asof1455_rolling_retrain,2026-05-15,tail,263,65,263,0,all_history,263,263,0.4447619047619048,33,0.005923276363137006,-0.17375276662725148,59.232763631370055
20,20260520,2026-05-20,002028.SZ,a_active_001_target_exit_80bps_hit80_vwap_low_reversal_extra_trees_600_d3,portfolio_reports\backtests\a_active_asof1455_smoke\generated_active_metadata\002028.SZ\a_active_001_target_exit_80bps_hit80_vwap_low_reversal_extra_trees_600_d3,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out\04_external\storage_power\training_samples_with_storage_power_external.csv,vwap_low,hit,extra_trees_600_d3,reversal_fundamental_regime,205.3,194.0,206.5,193.14,19216243.0,,200.00951272212785,0.5698481692442722,0.6182329905451224,-0.0483848213008502,False,False,False,entry_signal_false;score_below_threshold,80.0,1.7,trade_target_or_close_return,0.008,1.0,,a_active_asof1455_rolling_retrain,a_active_asof1455_rolling_retrain,2026-05-15,tail,263,65,263,0,all_history,216,216,0.5295983086680761,19,-0.001022943704220314,-0.08848009591311368,-10.22943704220314
21,20260520,2026-05-20,002028.SZ,a_active_005_target_exit_80bps_hit80_vwap_low_sector_extra_trees_600_d3,portfolio_reports\backtests\a_active_asof1455_smoke\generated_active_metadata\002028.SZ\a_active_005_target_exit_80bps_hit80_vwap_low_sector_extra_trees_600_d3,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out\04_external\storage_power\training_samples_with_storage_power_external.csv,vwap_low,hit,extra_trees_600_d3,reversal_fundamental_regime_sector,205.3,194.0,206.5,193.14,19216243.0,,200.00951272212785,0.5698481692442722,0.6182329905451224,-0.0483848213008502,False,False,False,entry_signal_false;score_below_threshold,80.0,1.7,trade_target_or_close_return,0.008,1.0,,a_active_asof1455_rolling_retrain,a_active_asof1455_rolling_retrain,2026-05-15,tail,263,65,263,0,all_history,216,216,0.5295983086680761,19,-0.001022943704220314,-0.08848009591311368,-10.22943704220314
