date,close,peTTM,pbMRQ,psTTM,pcfNcfTTM,pubDate,statDate,profit_roeAvg,profit_npMargin,profit_gpMargin,profit_netProfit,profit_epsTTM,profit_MBRevenue,profit_totalShare,profit_liqaShare,used_pubDate,effective_date,operation_NRTurnRatio,operation_NRTurnDays,operation_INVTurnRatio,operation_INVTurnDays,operation_CATurnRatio,operation_AssetTurnRatio,growth_YOYEquity,growth_YOYAsset,growth_YOYNI,growth_YOYEPSBasic,growth_YOYPNI,solvency_currentRatio,solvency_quickRatio,solvency_cashRatio,solvency_YOYLiability,solvency_liabilityToAsset,solvency_assetToEquity,cashflow_CAToAsset,cashflow_NCAToAsset,cashflow_tangibleAssetToAsset,cashflow_ebitToInterest,cashflow_CFOToOR,cashflow_CFOToNP,cashflow_CFOToGr,dupont_dupontROE,dupont_dupontAssetStoEquity,dupont_dupontAssetTurn,dupont_dupontPnitoni,dupont_dupontNitogr,dupont_dupontTaxBurden,dupont_dupontIntburden,dupont_dupontEbittogr,fund_days_since_effective,peTTM_eod,pbMRQ_eod,psTTM_eod,pcfNcfTTM_eod,valuation_time_mode,valuation_reference_lag_days,peTTM_rank252,pbMRQ_rank252,psTTM_rank252,pcfNcfTTM_rank252,profit_roeAvg_chg4q,profit_npMargin_chg4q,profit_gpMargin_chg4q,profit_netProfit_chg4q,profit_epsTTM_chg4q,profit_MBRevenue_chg4q,profit_totalShare_chg4q,profit_liqaShare_chg4q,growth_YOYEquity_chg4q,growth_YOYAsset_chg4q,growth_YOYNI_chg4q,growth_YOYEPSBasic_chg4q,growth_YOYPNI_chg4q,solvency_currentRatio_chg4q,solvency_quickRatio_chg4q,solvency_cashRatio_chg4q,solvency_YOYLiability_chg4q,solvency_liabilityToAsset_chg4q,solvency_assetToEquity_chg4q,cashflow_CAToAsset_chg4q,cashflow_NCAToAsset_chg4q,cashflow_tangibleAssetToAsset_chg4q,cashflow_ebitToInterest_chg4q,cashflow_CFOToOR_chg4q,cashflow_CFOToNP_chg4q,cashflow_CFOToGr_chg4q,dupont_dupontROE_chg4q,dupont_dupontAssetStoEquity_chg4q,dupont_dupontAssetTurn_chg4q,dupont_dupontPnitoni_chg4q,dupont_dupontNitogr_chg4q,dupont_dupontTaxBurden_chg4q,dupont_dupontIntburden_chg4q,dupont_dupontEbittogr_chg4q
2025-01-02,14.8471785,13.764088,3.043616,1.350278,44.822557,2024-10-19,2024-09-30,0.201577,0.128814,0.195316,29678357011.0,1.10287,,26577888940.0,20556293036.0,True,2024-10-20,29.311782,9.211313,5.778377,46.725737,2.713242,0.639048,0.299315,0.142837,0.47859,0.500813,0.50681,1.084801,0.698507,0.394756,0.072327,0.005538,2.241301,0.243886,0.756114,0.163655,16.429751,0.156726,1.216679,0.156726,0.201577,2.98368,0.639048,0.820715,0.128814,0.840148,0.953437,0.160811,74,13.764088,3.043616,1.350278,44.822557,asof1455_from_lagged_eod,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03,15.22862775,14.090509059288538,3.115796616600791,1.3823004031620556,45.885542541501984,2024-10-19,2024-09-30,0.201577,0.128814,0.195316,29678357011.0,1.10287,,26577888940.0,20556293036.0,True,2024-10-20,29.311782,9.211313,5.778377,46.725737,2.713242,0.639048,0.299315,0.142837,0.47859,0.500813,0.50681,1.084801,0.698507,0.394756,0.072327,0.005538,2.241301,0.243886,0.756114,0.163655,16.429751,0.156726,1.216679,0.156726,0.201577,2.98368,0.639048,0.820715,0.128814,0.840148,0.953437,0.160811,75,14.117711,3.121812,1.384969,45.974125,asof1455_from_lagged_eod,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06,15.15038175,14.054240237636481,3.107776878612717,1.3787424213230572,45.76743336544638,2024-10-19,2024-09-30,0.201577,0.128814,0.195316,29678357011.0,1.10287,,26577888940.0,20556293036.0,True,2024-10-20,29.311782,9.211313,5.778377,46.725737,2.713242,0.639048,0.299315,0.142837,0.47859,0.500813,0.50681,1.084801,0.698507,0.394756,0.072327,0.005538,2.241301,0.243886,0.756114,0.163655,16.429751,0.156726,1.216679,0.156726,0.201577,2.98368,0.639048,0.820715,0.128814,0.840148,0.953437,0.160811,78,14.045173,3.105772,1.377853,45.737906,asof1455_from_lagged_eod,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07,15.6687615,14.507602840542287,3.2080278889606197,1.4232180761781796,47.243802194964495,2024-10-19,2024-09-30,0.201577,0.128814,0.195316,29678357011.0,1.10287,,26577888940.0,20556293036.0,True,2024-10-20,29.311782,9.211313,5.778377,46.725737,2.713242,0.639048,0.299315,0.142837,0.47859,0.500813,0.50681,1.084801,0.698507,0.394756,0.072327,0.005538,2.241301,0.243886,0.756114,0.163655,16.429751,0.156726,1.216679,0.156726,0.201577,2.98368,0.639048,0.820715,0.128814,0.840148,0.953437,0.160811,79,14.525737,3.212038,1.424997,47.302857,asof1455_from_lagged_eod,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-08,15.50248875,14.37159372347066,3.1779527028714107,1.4098753089887641,46.800891601123595,2024-10-19,2024-09-30,0.201577,0.128814,0.195316,29678357011.0,1.10287,,26577888940.0,20556293036.0,True,2024-10-20,29.311782,9.211313,5.778377,46.725737,2.713242,0.639048,0.299315,0.142837,0.47859,0.500813,0.50681,1.084801,0.698507,0.394756,0.072327,0.005538,2.241301,0.243886,0.756114,0.163655,16.429751,0.156726,1.216679,0.156726,0.201577,2.98368,0.639048,0.820715,0.128814,0.840148,0.953437,0.160811,80,14.371594,3.177952,1.409876,46.800891,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-09,15.570954,14.462266517350157,3.198002170347003,1.4187711167192427,47.096164760252364,2024-10-19,2024-09-30,0.201577,0.128814,0.195316,29678357011.0,1.10287,,26577888940.0,20556293036.0,True,2024-10-20,29.311782,9.211313,5.778377,46.725737,2.713242,0.639048,0.299315,0.142837,0.47859,0.500813,0.50681,1.084801,0.698507,0.394756,0.072327,0.005538,2.241301,0.243886,0.756114,0.163655,16.429751,0.156726,1.216679,0.156726,0.201577,2.98368,0.639048,0.820715,0.128814,0.840148,0.953437,0.160811,81,14.435064,3.191987,1.416102,47.007583,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-10,15.79591125,14.62547627638191,3.234092356155779,1.4347817374371858,47.62765790138191,2024-10-19,2024-09-30,0.201577,0.128814,0.195316,29678357011.0,1.10287,,26577888940.0,20556293036.0,True,2024-10-20,29.311782,9.211313,5.778377,46.725737,2.713242,0.639048,0.299315,0.142837,0.47859,0.500813,0.50681,1.084801,0.698507,0.394756,0.072327,0.005538,2.241301,0.243886,0.756114,0.163655,16.429751,0.156726,1.216679,0.156726,0.201577,2.98368,0.639048,0.820715,0.128814,0.840148,0.953437,0.160811,82,14.643611,3.238103,1.436561,47.686713,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-13,16.04043,14.852157782043344,3.28421839876161,1.4570197634674922,48.36584265882353,2024-10-19,2024-09-30,0.201577,0.128814,0.195316,29678357011.0,1.10287,,26577888940.0,20556293036.0,True,2024-10-20,29.311782,9.211313,5.778377,46.725737,2.713242,0.639048,0.299315,0.142837,0.47859,0.500813,0.50681,1.084801,0.698507,0.394756,0.072327,0.005538,2.241301,0.243886,0.756114,0.163655,16.429751,0.156726,1.216679,0.156726,0.201577,2.98368,0.639048,0.820715,0.128814,0.840148,0.953437,0.160811,85,14.870293,3.288228,1.458799,48.424897,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-14,16.05021075,14.87936025182927,3.290233017073171,1.459688511585366,48.45442437621952,2024-10-19,2024-09-30,0.201577,0.128814,0.195316,29678357011.0,1.10287,,26577888940.0,20556293036.0,True,2024-10-20,29.311782,9.211313,5.778377,46.725737,2.713242,0.639048,0.299315,0.142837,0.47859,0.500813,0.50681,1.084801,0.698507,0.394756,0.072327,0.005538,2.241301,0.243886,0.756114,0.163655,16.429751,0.156726,1.216679,0.156726,0.201577,2.98368,0.639048,0.820715,0.128814,0.840148,0.953437,0.160811,86,14.87936,3.290233,1.459688,48.454424,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-15,15.4340235,14.289988641072517,3.159906890920171,1.4018697672151128,46.53514456063376,2024-10-19,2024-09-30,0.201577,0.128814,0.195316,29678357011.0,1.10287,,26577888940.0,20556293036.0,True,2024-10-20,29.311782,9.211313,5.778377,46.725737,2.713242,0.639048,0.299315,0.142837,0.47859,0.500813,0.50681,1.084801,0.698507,0.394756,0.072327,0.005538,2.241301,0.243886,0.756114,0.163655,16.429751,0.156726,1.216679,0.156726,0.201577,2.98368,0.639048,0.820715,0.128814,0.840148,0.953437,0.160811,87,14.308123,3.163917,1.403649,46.5942,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
