date,open,high,low,close,volume
2026-04-01,18.49,18.57,18.01,18.15,13947235
2026-04-02,18.06,18.25,17.73,17.87,11201267
2026-04-03,18.04,18.16,17.3,17.33,11323361
2026-04-07,17.46,17.59,17.38,17.5,8402073
2026-04-08,18.01,18.47,18.01,18.44,15218061
2026-04-09,18.24,18.5,18.17,18.27,10197498
2026-04-10,18.5,18.88,18.47,18.53,13037014
2026-04-13,18.57,19.58,18.56,19.05,27621268
2026-04-14,19.11,19.3,18.91,19.22,16986983
2026-04-15,19.28,19.54,19.06,19.1,15310096
2026-04-16,19.02,19.29,18.98,19.17,12720903
2026-04-17,19.09,19.34,18.96,19.27,12871151
2026-04-20,19.19,19.66,19.19,19.54,15090344
2026-04-21,19.58,19.89,19.48,19.66,18409840
2026-04-22,19.46,19.65,19.3,19.57,13660982
2026-04-23,20.26,21.06,19.95,20.01,39137345
2026-04-24,20.01,20.22,19.61,19.74,19891685
2026-04-27,19.6,19.95,19.52,19.67,14820386
2026-04-28,19.56,19.68,19.01,19.16,13886146
2026-04-29,19.12,19.44,19.03,19.38,11730656
2026-04-30,19.34,19.84,19.31,19.65,14345879
2026-05-06,19.75,20.27,19.75,20.11,22721732
2026-05-07,20.11,20.39,19.98,20.34,17794091
2026-05-08,20.2,20.87,20.05,20.8,23072496
2026-05-11,21.0,21.26,20.7,21.24,28896306
2026-05-12,21.15,21.15,20.53,20.73,22460770
2026-05-13,20.55,21.25,20.5,21.02,20973734
2026-05-14,21.09,21.09,20.2,20.2,20136692
2026-05-15,20.33,20.56,19.77,19.92,17513868
2026-05-18,19.88,20.4,19.57,19.96,15845371
2026-05-19,19.86,20.0,19.31,19.82,17617972
2026-05-20,19.7,19.89,19.38,19.6,12872606
2026-05-21,19.75,20.97,19.42,19.48,29273129
