date,ak_fund_收盘价,ak_fund_涨跌幅,ak_fund_主力净流入-净额,ak_fund_主力净流入-净占比,ak_fund_超大单净流入-净额,ak_fund_超大单净流入-净占比,ak_fund_大单净流入-净额,ak_fund_大单净流入-净占比,ak_fund_中单净流入-净额,ak_fund_中单净流入-净占比,ak_fund_小单净流入-净额,ak_fund_小单净流入-净占比
2025-11-07,27.79,2.93,-21943351.0,-2.31,-12792162.0,-1.35,-9151189.0,-0.96,833840.0,0.09,21109506.0,2.22
2025-11-10,26.99,-2.88,-10791957.0,-1.4,-23971654.0,-3.11,13179697.0,1.71,31936448.0,4.15,-21144495.0,-2.75
2025-11-11,25.97,-3.78,-67659601.0,-11.51,-25905738.0,-4.41,-41753863.0,-7.1,23301401.0,3.96,44358200.0,7.55
2025-11-12,26.67,2.7,16066311.0,3.01,6309801.0,1.18,9756510.0,1.82,20465924.0,3.83,-36532237.0,-6.83
2025-11-13,26.33,-1.27,12981442.0,3.33,7188430.0,1.84,5793012.0,1.49,3225519.0,0.83,-16206960.0,-4.16
2025-11-14,25.66,-2.54,-92186.0,-0.03,3944855.0,1.44,-4037041.0,-1.48,2303348.0,0.84,-2211162.0,-0.81
2025-11-17,25.09,-2.22,-45515154.0,-13.95,-15659249.0,-4.8,-29855905.0,-9.15,4706874.0,1.44,40808280.0,12.51
2025-11-18,25.03,-0.24,3047466.0,1.01,7666689.0,2.54,-4619223.0,-1.53,-12022380.0,-3.99,8974914.0,2.98
2025-11-19,24.79,-0.96,-26987985.0,-12.41,-5683378.0,-2.61,-21304607.0,-9.8,12832678.0,5.9,14155308.0,6.51
2025-11-20,24.81,0.08,-9556911.0,-4.15,-2307215.0,-1.0,-7249696.0,-3.15,21986279.0,9.54,-12429367.0,-5.39
2025-11-21,23.8,-4.07,-45292202.0,-14.86,-14688453.0,-4.82,-30603749.0,-10.04,17142404.0,5.63,28149799.0,9.24
2025-11-24,24.08,1.18,-596315.0,-0.37,5238416.0,3.24,-5834731.0,-3.61,-5854403.0,-3.62,6450718.0,3.99
2025-11-25,24.08,0.0,-20698392.0,-9.46,-10190491.0,-4.66,-10507901.0,-4.8,17224972.0,7.87,3473419.0,1.59
2025-11-26,23.94,-0.58,-41438262.0,-24.05,-24299123.0,-14.1,-17139139.0,-9.95,7838179.0,4.55,33600083.0,19.5
2025-11-27,23.99,0.21,-8801742.0,-5.24,-1819919.0,-1.08,-6981823.0,-4.16,6059515.0,3.61,2742227.0,1.63
2025-11-28,24.47,2.0,-9051521.0,-5.49,-5567231.0,-3.38,-3484290.0,-2.11,11205404.0,6.8,-2153883.0,-1.31
