stock_code,status,returncode,elapsed_seconds,sector_symbol,external,pipeline_out,command,error
600096.SH,ok,0,140.05,农化制品,,D:\root\stock_realtime_v021_full\saved_data\600096_pipeline_out,"D:\VSCodeWorkspace\stockAnalysis\.venv\Scripts\python.exe pipelines/run_nextday_pipeline.py --symbol 600096.SH --sector-symbol 农化制品 --end-date 2026-05-17 --feature-pipeline fundamental,sector --only-stages update_data,samples,fundamental,sector",
600276.SH,failed,1,3.5,化学制药,,D:\root\stock_realtime_v021_full\saved_data\600276_pipeline_out,"D:\VSCodeWorkspace\stockAnalysis\.venv\Scripts\python.exe pipelines/run_nextday_pipeline.py --symbol 600276.SH --sector-symbol 化学制药 --end-date 2026-05-17 --feature-pipeline fundamental,sector --only-stages update_data,samples,fundamental,sector",returncode=1
601899.SH,ok,0,202.97,贵金属,,D:\root\stock_realtime_v021_full\saved_data\601899_pipeline_out,"D:\VSCodeWorkspace\stockAnalysis\.venv\Scripts\python.exe pipelines/run_nextday_pipeline.py --symbol 601899.SH --sector-symbol 贵金属 --end-date 2026-05-17 --feature-pipeline fundamental,sector --only-stages update_data,samples,fundamental,sector",
601985.SH,ok,0,170.13,电力,,D:\root\stock_realtime_v021_full\saved_data\601985_pipeline_out,"D:\VSCodeWorkspace\stockAnalysis\.venv\Scripts\python.exe pipelines/run_nextday_pipeline.py --symbol 601985.SH --sector-symbol 电力 --end-date 2026-05-17 --feature-pipeline fundamental,sector --only-stages update_data,samples,fundamental,sector",
