stock_code,trade_date,status,snapshot_rows,path
603308.SH,20260519,ok,48,saved_data\fr_audit_tmp\synthetic_snapshot_cache\pending\20260519\603308.SH\snapshot_5level.csv
603308.SH,20260520,ok,48,saved_data\fr_audit_tmp\synthetic_snapshot_cache\pending\20260520\603308.SH\snapshot_5level.csv
603308.SH,20260521,ok,48,saved_data\fr_audit_tmp\synthetic_snapshot_cache\pending\20260521\603308.SH\snapshot_5level.csv
600487.SH,20260519,ok,48,saved_data\fr_audit_tmp\synthetic_snapshot_cache\pending\20260519\600487.SH\snapshot_5level.csv
600487.SH,20260520,ok,48,saved_data\fr_audit_tmp\synthetic_snapshot_cache\pending\20260520\600487.SH\snapshot_5level.csv
600487.SH,20260521,ok,48,saved_data\fr_audit_tmp\synthetic_snapshot_cache\pending\20260521\600487.SH\snapshot_5level.csv
600312.SH,20260519,ok,48,saved_data\fr_audit_tmp\synthetic_snapshot_cache\pending\20260519\600312.SH\snapshot_5level.csv
600312.SH,20260520,ok,48,saved_data\fr_audit_tmp\synthetic_snapshot_cache\pending\20260520\600312.SH\snapshot_5level.csv
600312.SH,20260521,ok,48,saved_data\fr_audit_tmp\synthetic_snapshot_cache\pending\20260521\600312.SH\snapshot_5level.csv
